UCL_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL212005,0,0,0,3,0,0,0,0,0,27,6,37,0,0,0,0,0,0,0,0,0,20,4,22,0,0,0,0,0,3,0,5,0,5,0,18,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,12,0,120,3,145,0,6,0,0,0,8,0,21,0,46,0,87,3,7,0,11,0,18,0,51,7,330,11,440,3,17,0,13,0,38,4,50,5,152,0,283,15,34,0,52,3,37,0,31,8,175,0,356,46,25,0,89,6,21,0,19,3,90,0,294,44,13,0,59,3,16,0,17,6,18,0,178,70,14,3,61,7,21,0,9,3,30,0,227,179,12,5,86,5,35,6,16,3,37,0,391,86,11,6,70,9,9,3,4,0,20,0,213,47,3,0,10,3,3,0,3,0,7,0,77,23,0,0,10,0,4,0,0,0,3,0,44,38,4,0,18,0,8,6,7
UCL213001,3,0,0,0,0,0,0,0,0,31,0,34,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,8,0,52,3,65,0,0,0,0,0,3,0,5,4,15,0,28,0,3,0,3,0,10,0,21,8,196,0,239,0,5,0,5,0,18,0,16,0,67,0,110,3,8,0,10,0,19,0,15,9,89,0,156,14,4,3,31,0,37,0,8,3,39,0,144,27,7,0,25,3,19,0,6,0,9,0,93,22,3,0,26,3,13,0,6,0,9,0,92,109,6,3,56,5,35,3,4,0,16,0,224,68,3,0,28,3,7,0,8,0,9,0,123,38,0,0,11,3,3,0,0,0,0,0,52,23,0,0,7,0,4,0,0,0,4,0,41,25,0,0,7,0,4,0,0
UCL213002,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,3,0,6,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,7,0,65,0,77,0,0,0,0,0,6,0,10,0,17,0,36,0,3,3,3,0,4,3,16,4,204,4,248,8,8,0,12,0,13,0,17,0,85,0,147,7,18,0,19,0,21,0,22,5,80,0,174,17,13,0,46,3,11,0,4,3,44,3,144,19,8,3,23,3,10,0,4,0,11,0,78,24,3,0,21,3,3,0,4,0,16,0,70,50,0,3,29,0,11,0,9,0,15,0,129,30,7,0,17,6,3,0,0,0,3,0,63,18,0,0,0,0,0,0,0,0,3,0,25,5,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,3,0,0
UCL213003,0,0,0,0,0,0,0,0,0,6,0,10,0,4,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,8,0,50,0,61,0,4,0,0,0,4,0,4,0,17,0,32,0,4,0,8,0,12,0,16,0,138,0,170,3,3,0,4,4,9,0,10,3,56,0,100,4,11,3,21,3,23,0,17,4,67,0,155,27,12,0,36,0,9,0,7,4,33,3,127,18,3,5,24,0,5,4,4,4,3,0,77,17,8,0,25,0,5,3,4,0,10,0,73,73,5,3,30,4,7,4,3,0,13,0,142,22,4,0,15,3,4,0,7,0,3,0,53,21,0,0,6,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0
UCL213004,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,57,0,74,0,0,0,0,0,4,0,12,0,24,0,44,0,4,0,0,0,7,3,16,0,194,4,228,3,6,0,3,0,20,0,22,3,59,0,123,7,13,0,22,0,18,0,13,0,81,3,156,20,5,0,19,0,19,0,8,0,35,0,112,22,4,0,12,0,14,3,9,0,4,0,68,34,8,0,26,4,7,0,3,0,8,0,81,58,3,0,21,11,18,0,3,0,9,0,125,44,0,0,19,0,3,0,0,0,9,0,83,19,0,0,4,0,3,0,0,0,0,0,29,8,0,0,0,4,5,0,0,0,0,0,22,8,0,3,5,3,5,0,0
UCL213005,4,0,0,0,0,0,0,0,0,28,0,31,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,11,0,65,0,82,0,0,0,0,0,3,0,19,0,19,0,41,0,8,0,3,0,0,0,19,0,249,7,289,0,12,0,5,0,16,0,29,0,97,0,156,8,11,0,21,0,18,0,20,3,103,0,183,5,17,0,32,0,14,0,15,5,58,0,144,13,6,0,15,0,22,3,3,0,9,0,76,21,7,0,38,0,5,0,5,0,15,0,90,75,9,4,38,3,13,0,0,5,11,0,154,33,3,0,18,0,7,0,0,0,0,0,69,17,0,0,5,3,0,0,0,0,3,0,36,3,0,0,0,0,4,0,0,0,0,0,13,9,4,3,5,0,0,0,0
UCL213006,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,3,0,57,3,73,0,0,0,0,0,3,0,11,3,17,0,35,0,3,0,0,0,8,0,18,3,208,7,249,4,6,0,4,0,13,0,16,0,67,3,116,8,7,0,22,0,18,3,14,0,79,3,163,25,15,3,37,0,19,3,9,0,54,0,161,19,7,3,28,4,6,4,3,0,6,0,83,38,5,0,30,6,7,0,0,4,15,0,98,80,6,0,24,0,7,5,4,0,12,7,154,46,0,3,18,3,4,0,4,0,4,0,88,25,0,0,3,0,0,0,0,0,0,0,43,7,0,0,3,0,4,0,0,0,3,0,17,5,0,0,8,0,3,0,3
UCL213007,0,0,0,0,0,0,0,0,0,15,0,14,0,5,0,0,0,0,0,5,0,3,0,13,0,0,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,3,55,0,69,0,3,0,0,0,3,0,11,0,19,0,44,0,9,3,0,0,14,0,19,3,186,7,236,3,4,0,14,0,19,3,26,6,97,5,173,11,18,0,29,3,17,0,16,3,93,0,195,37,16,0,46,3,17,5,4,4,53,4,190,34,7,3,33,0,8,0,3,4,3,0,101,43,4,6,34,6,3,0,6,0,16,0,117,84,3,5,42,8,27,4,4,0,18,0,189,58,0,0,19,4,9,0,3,0,11,0,108,32,3,0,12,0,3,0,0,0,0,0,50,4,0,0,5,3,0,0,3,0,5,0,26,15,4,0,17,0,3,0,3
UCL213008,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,5,0,38,0,46,0,3,0,0,0,0,0,0,0,15,0,24,0,3,0,3,0,3,0,13,0,134,7,158,0,3,0,8,0,13,0,13,3,65,0,107,0,7,0,10,0,17,0,10,0,57,0,102,17,9,0,24,0,11,0,10,0,33,0,109,18,0,0,27,0,18,0,4,3,5,0,73,32,0,0,27,0,21,0,3,3,9,0,93,90,0,3,41,7,25,0,0,0,6,0,176,71,3,0,36,3,3,3,0,0,0,0,119,41,0,0,8,5,0,3,0,0,0,0,56,14,0,0,3,0,0,0,0,0,0,0,22,22,0,0,8,0,3,3,3
UCL213009,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,6,0,55,0,58,0,0,0,0,0,0,0,8,0,20,0,32,0,0,0,6,0,7,0,6,0,142,0,161,0,3,0,5,0,11,0,15,3,93,0,135,3,10,0,17,0,20,0,10,3,72,0,136,18,9,0,31,0,8,4,8,0,33,0,114,17,4,0,23,3,7,0,4,0,3,0,64,22,3,4,23,0,10,0,4,3,10,0,79,92,5,0,38,3,8,4,0,0,12,3,167,55,0,3,15,3,5,3,0,0,0,0,93,30,0,0,10,0,0,0,0,0,0,0,42,9,0,0,3,0,0,0,0,0,0,0,15,11,0,3,5,0,0,0,0
UCL213010,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,0,86,3,102,0,5,0,0,0,3,0,10,0,21,0,44,3,4,0,0,0,6,0,22,0,282,4,333,0,9,0,17,0,11,0,25,7,68,3,136,3,8,0,13,0,31,0,17,0,74,3,147,14,6,0,29,0,13,0,10,0,32,0,120,23,3,0,22,0,15,0,3,3,10,0,86,28,3,4,19,0,4,0,0,3,12,0,70,55,3,0,35,6,21,0,4,3,12,0,141,25,3,0,22,0,7,0,0,0,3,0,70,22,0,0,9,3,4,0,0,0,0,0,38,3,0,0,0,0,6,0,0,0,3,0,22,6,3,0,8,0,10,0,3
UCL213011,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,0,0,0,0,7,0,4,0,14,0,0,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,12,3,90,5,110,0,0,0,0,0,4,0,19,0,32,0,52,0,4,0,0,0,5,0,16,3,214,7,259,0,5,0,5,0,20,0,21,4,60,0,114,5,3,0,27,0,3,0,19,0,50,3,126,10,10,0,25,0,17,3,10,3,44,0,117,12,0,0,12,0,13,0,0,4,7,0,51,21,3,0,21,0,8,0,0,5,12,0,65,51,5,3,22,0,20,3,7,3,14,0,128,21,0,0,16,4,4,0,0,0,3,0,48,16,0,0,9,0,0,0,0,0,8,0,32,6,0,0,0,0,8,0,0,0,3,0,22,9,0,0,3,0,0,0,3
UCL213012,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,5,0,12,0,13,0,0,0,0,0,0,0,10,0,6,0,20,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,3,0,53,0,57,0,0,0,0,0,0,0,5,0,32,0,49,0,4,0,3,0,4,0,28,0,159,4,210,4,15,0,3,0,10,3,22,3,96,3,154,9,16,0,16,4,20,3,25,0,121,0,207,13,11,4,35,0,12,3,21,0,78,0,177,15,7,0,25,0,6,0,17,0,33,0,99,22,5,3,24,0,23,4,8,0,28,0,118,75,18,0,52,6,27,0,16,0,38,0,237,67,4,0,37,3,7,0,4,3,17,0,153,43,3,0,14,0,4,0,3,0,7,0,81,23,0,0,7,0,6,0,0,0,0,0,47,37,7,0,26,3,12,0,7
UCL213013,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,48,0,62,0,0,0,0,0,3,0,8,0,15,0,29,0,3,0,3,0,5,0,16,0,150,0,187,0,3,0,3,0,14,0,9,4,48,3,93,3,11,0,19,0,24,3,15,3,42,0,116,14,4,0,20,0,15,0,7,0,36,0,98,11,3,0,15,0,18,0,3,0,8,0,62,15,6,0,15,9,16,3,5,0,5,0,69,28,4,6,38,3,14,4,0,0,9,0,107,21,7,0,21,6,3,0,0,0,3,0,61,25,0,0,7,3,0,0,0,0,0,0,34,9,0,0,4,0,6,0,3,0,0,0,21,12,0,0,7,0,0,0,0
UCL213014,3,0,0,0,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,0,43,0,0,0,0,0,3,0,6,0,15,0,31,0,3,0,4,0,11,0,18,0,143,0,184,8,7,0,7,0,18,0,17,0,61,0,116,0,11,0,27,0,17,0,14,0,80,0,153,17,6,0,21,5,10,0,12,0,52,0,121,10,6,0,33,0,17,0,7,0,10,0,81,26,6,0,23,0,19,3,9,0,21,0,98,64,3,0,41,0,20,4,7,0,17,0,158,40,0,3,28,4,7,4,8,0,5,0,93,24,0,0,10,3,4,0,3,0,0,0,48,12,0,0,0,0,6,0,0,0,3,0,29,21,3,3,18,3,17,0,0
UCL213015,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,5,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,32,0,48,0,3,0,0,0,8,3,6,0,8,0,29,3,0,0,0,0,8,0,13,3,134,0,164,3,5,0,11,0,13,0,4,0,48,0,86,8,10,0,19,0,17,0,7,0,42,0,112,27,10,0,23,3,10,0,7,0,32,0,109,16,4,0,14,0,0,0,13,0,4,0,50,30,3,0,24,3,11,0,0,0,10,0,86,64,4,3,19,3,4,0,0,0,13,0,111,37,0,0,6,0,3,0,4,0,3,6,55,22,0,0,7,0,0,0,0,0,3,0,31,3,0,0,0,0,5,0,0,0,0,0,5,12,3,0,11,0,9,0,0
UCL213016,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,46,3,50,0,0,0,0,0,3,0,7,0,25,0,40,3,3,0,0,0,4,0,19,0,125,0,154,3,6,0,6,0,9,0,18,0,79,0,120,4,13,0,16,0,9,0,27,0,95,0,164,10,10,0,17,0,7,0,14,0,61,0,129,12,9,0,22,0,15,0,11,3,29,0,96,25,0,0,25,0,9,0,3,3,26,0,91,88,11,4,43,3,17,0,11,3,37,0,220,77,7,0,41,6,5,0,0,0,10,0,143,43,3,3,24,3,3,0,3,0,7,0,83,29,0,0,9,0,12,0,3,0,3,0,63,49,4,3,18,0,5,0,6
UCL213017,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,3,5,83,0,93,0,0,0,0,0,5,0,9,0,41,0,56,4,3,0,14,0,16,0,23,3,258,0,321,7,14,0,12,0,22,0,31,3,129,0,219,5,20,3,23,4,31,0,23,3,112,3,238,42,15,4,57,3,23,0,13,0,44,0,203,36,10,3,48,4,13,0,7,3,11,0,136,37,3,0,32,0,7,3,8,0,18,0,117,77,11,4,58,3,17,3,5,4,16,0,192,57,3,0,31,0,6,3,0,0,7,0,113,33,0,0,3,0,0,0,0,0,0,0,45,16,0,0,5,0,3,0,0,0,3,0,26,16,0,0,14,0,3,0,0
UCL213018,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,6,0,11,0,17,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,3,0,4,0,64,3,74,0,0,0,4,0,7,0,5,0,21,0,40,0,5,0,4,0,8,0,22,3,215,0,262,3,10,0,7,0,11,0,27,0,92,4,156,6,20,0,14,0,23,0,24,5,80,3,168,16,13,0,26,4,14,0,7,0,42,0,128,18,5,0,26,0,13,0,12,0,14,0,96,31,4,3,23,3,7,0,4,0,20,0,87,61,8,3,44,9,16,0,3,3,19,0,158,40,0,0,28,4,12,0,4,0,6,0,95,21,3,0,17,0,0,3,0,0,0,0,45,9,0,3,9,0,9,0,0,0,3,0,36,24,0,5,21,0,5,0,6
UCL214001,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,36,0,47,3,0,0,0,0,0,0,5,0,20,0,33,0,7,0,3,0,8,0,8,0,103,6,138,0,5,0,6,0,7,3,13,0,54,0,94,3,9,0,12,0,14,0,17,5,45,0,104,15,8,0,20,0,11,0,3,0,24,0,78,7,0,0,9,0,3,4,3,0,4,4,39,14,0,0,13,0,8,0,0,0,3,0,48,30,3,0,18,0,4,5,4,0,6,0,78,22,0,0,8,0,4,0,3,0,3,0,46,9,0,0,4,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0
UCL214002,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,59,0,72,0,0,0,0,0,0,0,8,0,11,0,29,0,0,0,0,0,9,0,14,0,201,4,238,0,3,0,8,0,7,3,23,3,71,0,123,4,8,0,12,3,9,3,8,0,64,6,122,12,7,5,35,3,10,0,9,0,32,0,108,14,6,0,19,0,7,0,3,3,8,0,62,21,3,0,18,0,4,0,3,0,10,0,67,45,4,0,28,3,11,0,3,0,13,0,103,27,0,0,11,0,3,0,0,0,0,0,50,22,3,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,7,11,0,0,3,0,0,0,0
UCL214003,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,4,0,31,0,43,0,0,0,0,0,3,0,12,0,16,0,29,3,3,0,4,0,4,3,15,0,133,3,169,0,6,0,8,0,15,0,10,0,62,4,103,7,7,0,14,0,9,0,18,0,64,0,124,10,18,0,16,0,13,0,13,0,37,0,106,11,7,0,14,0,11,0,8,3,8,0,63,18,13,0,17,0,3,0,7,4,3,0,68,27,14,4,31,5,8,0,3,0,15,0,100,15,3,0,16,0,4,0,0,0,0,0,37,5,0,0,6,0,4,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,6,9,0,0,8,0,3,0,5
UCL214004,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,32,3,40,0,0,0,0,0,0,0,3,0,12,0,19,3,0,0,3,0,3,0,8,0,104,0,125,0,0,0,3,0,10,0,8,0,28,4,50,0,3,3,6,0,7,0,10,0,30,3,68,6,6,0,11,0,3,0,0,3,21,0,64,8,3,0,8,0,8,0,0,0,3,0,29,15,3,0,10,0,10,0,0,0,8,0,42,26,0,0,15,0,8,0,3,0,9,0,58,15,0,0,8,3,0,0,0,0,3,0,30,9,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,20,0,29,0,0,0,0,0,3,0,4,0,8,0,19,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,4,0,8,3,0,0,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
UCL214006,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,12,0,15,3,0,0,0,0,0,0,6,0,54,0,71,0,0,0,0,0,11,0,12,0,55,0,80,0,7,0,13,0,10,3,12,0,48,0,93,4,3,0,15,0,13,0,6,0,37,0,80,7,0,0,20,0,12,0,3,3,12,0,53,17,0,0,8,0,11,0,4,0,9,0,51,33,3,0,16,3,15,0,3,0,13,0,87,39,8,0,17,3,8,0,3,0,9,0,85,32,0,0,20,3,3,0,0,0,0,0,65,14,0,0,10,0,3,0,0,0,0,0,26,29,0,0,13,0,3,0,0
UCL214007,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,30,0,47,0,3,0,0,0,3,0,3,0,13,0,28,0,7,0,0,0,10,0,16,0,131,0,162,6,3,0,5,3,14,0,22,0,51,0,108,4,16,4,11,0,12,0,18,0,45,0,106,16,0,0,28,8,5,4,5,3,30,0,105,18,6,3,28,3,5,0,3,0,5,0,73,25,0,0,14,3,3,3,4,0,15,0,66,36,4,0,31,4,5,0,4,0,12,0,98,28,0,4,16,6,4,0,0,0,6,0,54,20,0,0,8,0,0,0,0,0,3,0,29,5,0,0,4,0,3,0,0,0,5,0,12,6,0,0,8,0,8,0,0
