UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215070,0,0,3,8,4,5,0,0,0,27,8,29,77,58,45,55,15,5,0,299,3,20,64,32,31,39,8,0,0,196,0,0,0,0,0,0,0,0,0,0,0,3,16,7,12,15,4,0,0,62,0,0,0,4,0,6,0,0,0,5,0,0,5,5,7,6,0,0,0,22,0,0,0,0,0,6,0,0,0,5,11,7,12,9,8,12,3,0,0,56,3,3,4,8,3,4,0,0,0,28,0,0,4,0,4,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,9,4,9,0,0,0,36,0,0,9,4,3,3,0,0,0,18,0,8,7,12,11,12,4,0,0,54,0,12,20,15,4,10,8,0,0,70,0,0,0,0,3,0,0,0,0,8
UCL215071,0,0,3,0,7,3,3,0,0,20,22,36,70,87,127,94,22,3,0,467,3,8,16,13,11,12,6,3,0,82,0,0,3,5,6,0,3,0,0,20,7,9,12,27,33,33,5,0,0,128,0,0,3,0,3,13,0,0,0,21,3,16,23,13,22,21,3,0,0,105,0,0,3,8,7,6,0,0,0,27,22,9,8,15,25,13,4,0,0,101,7,7,5,21,12,10,3,0,0,67,0,0,9,6,7,9,9,0,0,44,0,0,0,3,0,3,0,0,0,10,0,0,4,0,5,4,0,0,0,9,0,0,0,0,3,0,0,0,0,5,3,8,3,6,3,3,4,0,0,31,0,0,7,5,3,5,0,0,0,26,0,4,4,7,17,6,0,0,0,42,0,3,13,12,15,23,5,3,0,76,0,13,26,20,44,35,7,0,0,139,0,0,0,3,0,0,0,0,0,0
UCL215072,3,0,0,4,6,6,3,0,0,24,47,72,138,195,214,143,17,0,0,821,3,0,3,6,3,9,0,0,0,30,0,0,0,0,0,0,0,0,0,4,4,16,11,26,43,36,5,0,0,135,0,0,3,4,6,6,0,0,0,20,7,26,63,50,43,23,10,0,0,231,0,4,11,11,8,9,0,0,0,46,26,18,14,32,40,22,9,0,0,161,25,13,14,14,15,13,0,0,0,98,6,3,39,47,74,29,7,0,0,209,0,0,0,5,4,8,0,0,0,23,0,0,8,5,9,7,3,0,0,43,0,0,8,11,0,13,0,0,0,35,3,9,19,20,20,20,8,0,0,93,0,3,3,7,19,18,3,0,0,62,3,3,15,35,37,27,5,0,0,128,0,11,23,41,40,34,0,0,0,154,3,12,38,27,51,35,10,0,0,170,0,0,0,12,12,3,0,0,0,29
UCL215073,0,0,0,0,0,0,0,0,0,6,8,19,69,40,42,59,3,0,0,243,0,4,11,13,5,6,0,0,0,37,0,0,3,4,0,3,0,0,0,13,0,0,4,0,10,7,0,0,0,33,0,0,3,3,0,3,0,3,0,10,3,8,13,5,7,12,0,0,0,52,0,3,5,3,3,0,0,0,0,12,0,8,10,10,11,13,7,0,0,62,3,5,6,3,3,10,0,0,0,35,0,0,0,0,9,4,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,21,0,0,6,0,4,4,0,0,0,18,0,0,14,7,6,15,0,0,0,36,0,3,4,10,6,8,0,0,0,27,0,3,16,8,10,17,0,0,0,56,0,0,0,0,0,0,0,0,0,0
UCL215074,0,0,0,6,0,3,0,0,0,12,23,25,76,97,119,100,17,4,0,459,0,9,12,17,13,11,0,0,0,56,0,0,0,0,0,0,0,0,0,0,5,9,33,42,51,53,6,0,0,197,0,0,0,0,0,0,0,0,0,0,4,10,18,11,12,10,0,0,0,64,0,0,5,4,0,0,3,0,0,14,11,7,14,19,16,9,4,0,0,73,14,4,18,21,11,14,3,0,0,88,0,3,6,11,27,12,4,3,3,57,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,4,14,9,4,0,0,0,32,0,0,3,9,5,9,5,0,0,31,0,0,3,10,15,16,0,0,0,47,0,0,7,14,17,12,3,0,0,49,3,0,22,20,25,24,4,0,0,95,0,0,3,4,5,4,0,0,0,12
UCL215075,0,0,0,0,0,4,0,0,0,7,10,17,46,42,51,56,11,4,0,235,0,3,0,0,0,4,0,0,0,11,0,0,0,3,3,0,0,0,0,3,3,3,5,3,5,8,3,0,0,36,0,0,4,3,0,3,0,0,0,14,0,3,18,15,11,17,0,0,0,64,0,3,4,5,0,3,0,0,0,13,6,4,4,5,6,7,0,0,0,35,7,10,12,9,9,6,0,3,0,59,0,0,0,0,3,8,3,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,3,3,5,0,0,0,12,0,0,10,3,7,3,0,0,0,21,0,0,0,4,3,5,0,0,0,12,0,0,3,3,3,3,0,0,0,20,0,0,8,6,6,9,3,0,0,41,0,3,8,19,16,15,3,0,0,71,0,3,5,0,7,5,3,0,0,24
UCL215076,3,0,7,0,4,3,0,0,0,16,24,42,92,107,97,79,8,0,0,442,0,6,3,6,10,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,3,4,16,17,18,25,3,0,0,84,0,0,0,3,0,0,0,0,0,7,9,24,47,44,39,25,3,0,0,198,3,0,6,12,10,5,0,0,0,48,15,17,10,29,17,17,3,0,0,102,15,10,0,0,13,3,0,0,0,41,0,0,6,9,4,13,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,0,0,0,0,15,0,0,3,3,0,4,0,0,0,13,0,0,7,3,12,6,4,0,0,37,0,0,3,9,13,3,0,0,0,31,0,3,3,14,12,4,0,0,0,36,0,3,16,10,9,9,3,0,0,57,0,15,25,20,28,30,3,0,0,129,0,4,0,7,3,0,0,0,0,10
UCL215077,0,0,3,0,3,3,0,0,0,20,28,35,56,73,80,77,18,4,0,375,4,8,23,15,19,13,10,8,0,93,0,0,0,0,0,0,0,0,0,0,8,10,19,12,11,19,4,0,0,73,0,0,0,0,0,0,0,0,0,3,3,3,6,3,7,12,6,3,0,42,0,3,0,4,7,5,0,0,0,24,22,3,8,20,16,16,3,0,0,92,14,12,5,8,8,7,0,0,0,45,0,0,3,8,12,7,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,4,8,4,10,3,0,0,0,26,0,0,3,0,3,5,3,0,0,20,0,3,8,7,4,10,0,0,0,41,0,0,5,8,12,18,0,0,0,45,6,8,24,22,43,36,4,0,0,147,0,0,0,0,0,0,0,0,0,6
UCL215078,0,0,3,0,4,0,0,0,0,8,33,33,75,73,84,71,15,0,0,376,5,4,11,14,0,7,3,0,0,43,0,0,3,7,3,9,0,0,0,19,8,3,12,20,8,7,0,0,0,48,0,0,7,9,3,6,0,0,0,17,3,14,24,18,19,17,0,0,0,97,0,0,0,3,8,9,0,0,0,15,9,13,19,19,8,17,0,0,0,84,15,3,10,8,3,5,3,0,0,43,0,3,9,5,10,7,3,0,0,31,0,0,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,10,0,3,5,0,0,0,0,0,0,7,0,0,8,3,3,3,7,0,0,26,3,0,6,4,10,5,3,0,0,25,0,0,21,13,13,12,5,0,0,61,0,4,13,12,10,6,0,0,0,54,3,10,18,24,20,35,5,0,0,103,0,0,0,0,4,3,0,0,0,12
UCL215079,3,0,6,6,11,0,0,3,0,31,46,52,146,164,191,123,27,6,0,759,3,4,17,24,20,20,11,0,0,96,0,0,0,0,0,0,0,0,0,0,9,29,52,61,71,55,9,0,0,282,0,3,35,29,25,10,3,0,0,112,3,11,41,17,26,24,4,0,0,117,0,3,4,10,5,11,0,0,0,34,29,18,35,21,26,21,7,0,0,155,20,4,8,13,8,14,3,0,0,57,0,7,10,13,14,14,6,0,0,62,0,0,4,0,3,0,0,0,0,10,0,3,3,3,0,3,0,0,0,21,0,0,3,3,3,0,3,0,0,12,0,4,14,14,15,16,3,0,0,63,0,3,12,13,16,7,4,0,0,49,0,0,10,16,30,21,0,0,0,89,3,4,24,24,24,23,8,0,0,113,3,9,32,50,62,37,12,0,0,197,0,0,3,0,3,4,0,0,0,20
UCL215080,0,0,0,0,8,5,4,0,0,19,24,20,63,71,84,87,18,3,0,366,6,7,13,14,19,12,8,6,0,83,0,0,0,0,0,0,0,0,0,0,0,7,12,17,14,14,0,0,0,59,0,0,0,0,0,0,0,0,0,3,4,3,10,15,17,12,3,0,0,61,4,0,0,0,7,0,0,0,0,9,17,8,17,18,12,23,4,0,0,97,14,3,3,3,14,11,4,0,0,45,0,0,7,9,20,10,8,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,21,0,0,0,3,6,8,4,0,0,28,0,3,6,12,12,10,0,0,0,36,0,0,10,14,10,21,3,0,0,58,0,14,14,24,31,38,7,0,0,121,3,0,0,0,0,0,0,0,0,3
UCL215081,0,0,0,0,0,0,0,0,0,4,15,22,55,43,61,52,5,0,0,240,3,3,4,5,8,7,3,0,0,36,0,0,0,0,0,0,0,0,0,0,7,7,30,29,20,20,6,0,0,122,0,0,3,3,3,5,0,0,0,13,0,3,6,9,3,0,0,0,0,28,0,0,0,0,6,0,0,0,0,10,4,9,21,11,17,19,0,0,0,76,3,3,5,3,3,5,0,0,0,31,0,0,0,4,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,3,0,0,0,14,0,0,5,5,5,7,0,0,0,34,0,5,13,7,25,11,3,0,0,62,0,0,0,3,0,0,0,0,0,8
UCL215082,0,0,4,3,4,3,0,0,0,12,15,15,49,72,44,35,8,0,0,232,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,0,12,16,13,8,3,0,0,49,0,0,0,0,0,0,0,0,0,10,3,3,26,35,22,13,0,0,0,100,0,3,5,11,3,3,0,0,0,27,7,3,11,6,10,6,6,0,0,46,5,5,3,0,3,0,0,0,0,18,0,0,3,10,16,8,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,11,0,3,7,3,3,0,0,0,0,18,0,3,3,4,7,0,3,0,0,18,3,0,6,9,3,0,0,0,0,28,0,0,5,19,4,3,0,0,0,37,0,4,7,9,9,6,0,0,0,37,0,0,0,3,0,0,0,0,0,5
UCL215083,3,0,4,3,7,3,0,0,0,25,41,62,175,168,134,126,21,0,0,729,0,9,14,10,6,5,8,0,0,46,0,0,4,6,0,0,0,0,0,17,0,12,29,30,18,11,0,0,0,97,0,0,15,14,20,19,4,0,0,73,11,14,54,28,23,26,3,0,0,165,0,0,6,5,3,5,0,0,0,26,18,12,30,32,20,9,5,0,0,139,38,13,14,7,12,8,3,0,0,93,0,3,12,13,13,15,3,0,0,50,0,3,6,8,0,4,0,0,0,18,0,0,7,12,4,0,3,0,0,34,0,0,3,3,3,3,0,0,0,11,3,3,18,17,22,11,0,0,0,78,0,3,3,0,10,3,3,0,0,26,0,4,21,33,27,19,3,0,0,111,0,5,33,37,35,29,0,0,0,138,3,19,50,52,39,51,15,0,0,221,0,0,3,0,10,0,0,0,0,16
UCL215084,0,3,0,3,3,0,0,0,0,13,20,30,56,83,91,67,9,0,0,357,0,0,0,7,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,9,4,6,6,22,30,17,3,0,0,85,0,0,0,0,3,6,0,0,0,10,8,20,33,34,25,14,4,0,0,146,0,3,9,14,7,5,0,0,0,34,6,9,13,13,13,11,3,0,0,66,17,11,0,3,0,0,3,0,0,44,0,0,3,18,12,14,8,0,0,58,0,0,0,3,3,3,0,0,0,7,0,0,5,3,0,3,0,0,0,12,0,0,0,0,4,3,0,0,0,10,0,0,3,9,6,3,0,0,0,26,0,3,14,7,9,0,0,0,0,36,0,3,7,13,6,9,0,0,0,45,3,0,7,12,18,21,0,0,0,63,0,8,10,8,24,18,3,0,0,74,0,0,0,0,0,3,0,0,0,7
UCL215085,0,0,4,0,3,10,3,0,0,15,11,18,44,71,111,76,25,0,0,355,0,0,3,0,4,11,0,0,0,26,0,0,0,3,0,0,0,0,0,4,0,7,6,18,5,16,5,0,0,57,0,0,0,0,5,0,0,0,0,3,6,13,15,11,13,9,3,0,0,66,0,3,3,3,7,0,0,0,0,16,4,7,7,10,10,14,8,0,0,66,13,4,12,17,16,8,0,0,0,64,0,4,0,5,15,10,3,0,0,35,0,3,0,3,4,4,0,0,0,16,0,0,0,0,8,3,0,0,0,5,0,5,0,3,0,3,0,0,0,8,0,0,5,4,9,12,3,0,0,28,0,4,3,6,7,5,0,0,0,25,0,0,6,3,15,5,0,0,0,32,0,0,13,22,28,25,7,0,0,91,0,3,12,17,43,19,10,3,0,101,0,0,3,7,11,4,3,0,0,20
UCL215086,0,0,0,0,0,0,0,0,0,3,22,37,73,69,101,92,18,4,0,414,0,3,14,16,10,9,7,6,0,66,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,6,3,0,0,32,0,5,3,3,9,3,0,0,0,20,0,3,3,8,8,11,0,0,0,35,0,3,8,4,6,8,0,0,0,31,17,9,13,6,13,21,5,0,0,84,8,5,8,0,7,6,0,0,0,37,0,3,11,9,11,14,3,0,0,47,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,7,4,3,3,0,0,0,23,0,0,3,4,8,5,4,0,0,19,0,3,3,12,10,7,3,0,0,36,0,5,20,19,7,10,3,0,0,69,9,24,38,39,62,74,6,0,0,248,0,0,0,0,0,0,0,0,0,0
UCL215087,0,4,5,0,10,3,3,0,0,29,54,84,128,187,208,105,26,0,0,795,0,0,0,3,6,3,0,0,0,17,0,3,0,4,0,0,0,0,0,5,11,8,19,38,40,11,5,0,0,130,0,0,3,9,0,0,0,0,0,16,10,27,71,62,67,24,8,0,0,263,3,5,5,9,18,9,3,0,0,50,35,20,26,53,31,15,5,0,0,188,32,17,11,3,8,5,0,0,0,75,0,9,14,20,19,16,7,0,0,83,0,0,3,9,8,3,0,0,0,20,0,5,4,14,5,3,4,0,0,33,0,0,4,4,5,4,0,0,0,20,0,0,9,14,6,9,8,0,0,54,0,0,0,13,11,6,4,0,0,41,0,9,21,24,42,21,3,0,0,112,0,8,33,37,32,35,4,0,0,153,0,15,26,46,64,33,3,0,0,187,0,0,0,3,12,6,0,0,0,26
UCL215088,0,0,0,0,4,3,0,0,0,11,14,27,56,62,65,60,10,0,0,287,0,3,3,7,8,3,0,0,0,21,0,0,3,0,0,0,0,0,0,3,3,0,13,7,3,5,0,0,0,33,0,0,0,3,0,6,0,0,0,11,5,3,12,17,12,10,0,0,0,61,0,0,6,8,4,0,3,0,0,20,10,7,13,12,17,12,0,0,0,72,8,10,9,11,11,6,0,0,0,51,0,0,4,7,16,13,3,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,3,4,11,3,0,3,0,0,22,0,0,4,3,3,5,3,0,0,21,0,3,3,4,6,9,3,0,0,32,0,0,5,8,13,3,0,0,0,37,0,9,16,16,22,22,4,0,0,92,0,3,3,0,0,0,0,0,0,15
UCL215089,0,0,0,4,4,3,0,0,0,17,43,50,38,68,114,78,14,0,0,401,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,15,19,9,6,0,0,56,0,0,0,0,3,4,0,0,0,9,10,24,22,31,31,36,4,0,0,156,3,4,3,10,17,9,3,0,0,43,22,24,12,4,10,10,0,0,0,87,21,14,0,3,3,0,0,0,0,39,0,0,0,3,12,10,5,0,0,28,0,4,0,4,4,8,0,0,0,17,0,3,0,11,17,9,0,0,0,34,0,3,0,5,6,3,0,0,0,17,3,4,10,6,19,17,3,0,0,71,0,3,3,0,5,7,4,0,0,24,0,6,3,11,12,7,0,0,0,42,0,7,12,4,25,23,0,0,0,71,0,11,12,5,33,25,9,0,0,93,6,0,0,0,3,0,0,0,0,14
UCL215090,0,0,0,6,9,0,0,0,0,19,30,47,107,208,229,145,41,5,0,802,0,0,3,0,3,3,6,0,0,13,0,0,0,3,4,4,0,0,0,4,10,4,15,30,37,18,3,0,0,115,0,3,0,10,0,0,0,0,0,11,11,19,23,23,32,18,6,0,0,137,0,0,3,3,5,8,3,0,0,25,15,17,16,14,31,14,7,0,0,119,19,14,15,10,18,5,3,0,0,94,3,0,4,11,24,25,5,0,0,71,0,0,3,13,6,3,0,0,0,33,0,0,4,27,27,12,4,0,0,72,0,0,3,5,4,0,3,0,0,26,0,10,19,49,32,19,13,0,0,147,0,0,6,13,14,13,3,0,0,50,0,0,16,44,33,40,4,0,0,130,3,3,36,62,61,36,11,0,0,208,0,18,35,48,74,59,11,0,0,245,0,3,3,3,13,3,4,0,0,27
UCL215091,3,3,3,6,15,8,0,0,0,38,54,95,197,197,209,126,28,3,0,912,0,3,7,10,10,12,7,0,0,51,0,0,3,0,0,0,0,0,0,4,7,18,51,60,49,31,14,0,0,234,0,0,9,5,5,4,0,0,0,18,13,52,112,61,41,35,4,0,0,326,0,7,12,14,13,8,0,0,0,63,28,34,61,59,45,22,0,0,0,250,16,14,15,15,15,3,3,0,0,83,0,8,10,16,19,29,5,0,0,85,0,3,4,3,3,3,0,0,0,17,0,0,4,7,8,3,0,0,0,26,0,3,6,0,7,3,0,0,0,22,0,7,14,12,16,5,9,0,0,61,3,8,16,13,11,11,3,0,0,73,0,3,12,20,12,12,0,0,0,67,3,3,34,31,35,21,10,0,0,135,0,20,38,53,54,56,10,0,0,229,0,0,5,5,8,4,0,0,0,22
UCL215092,0,0,0,0,3,0,0,0,0,3,8,19,30,23,51,28,11,0,0,175,0,4,4,0,0,0,0,0,0,16,3,0,0,0,5,3,0,0,0,12,0,3,12,8,9,4,0,0,0,38,0,0,9,4,10,5,0,0,0,30,0,6,11,3,6,6,0,0,0,33,0,0,7,0,0,0,0,0,0,10,10,8,4,4,9,9,0,0,0,46,3,4,0,0,4,5,0,0,0,23,4,0,4,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,0,9,0,3,0,7,4,3,0,0,0,25,0,7,3,3,11,10,0,0,0,34,0,0,4,3,11,3,0,0,0,19,0,3,11,9,18,8,0,0,0,49,0,0,0,0,3,0,0,0,0,3
UCL215093,0,4,3,3,7,3,0,0,0,26,29,53,123,123,119,71,20,0,0,533,0,3,3,4,4,0,0,0,0,14,0,0,4,3,0,0,3,0,0,6,9,10,15,28,29,15,0,0,0,109,0,0,0,0,4,3,0,0,0,12,8,17,53,35,31,7,5,0,0,164,0,0,3,3,12,5,0,0,0,29,28,13,13,32,20,18,6,0,0,130,15,16,14,18,11,3,0,0,0,78,0,0,4,5,9,11,0,0,0,33,0,3,4,0,0,0,0,0,0,11,0,3,4,6,6,0,0,0,0,18,0,0,6,5,0,0,3,0,0,25,0,3,16,14,15,11,0,0,0,58,0,0,8,14,6,0,0,0,0,32,0,0,18,17,19,8,3,0,0,58,3,3,22,17,15,13,7,0,0,93,0,3,24,21,26,16,4,0,0,99,0,0,4,9,0,0,0,0,0,13
UCL215094,3,3,3,3,6,4,0,0,0,21,30,56,114,121,148,95,25,0,0,591,0,4,12,16,4,7,4,0,0,45,0,0,0,3,3,0,0,0,0,5,8,5,20,33,32,15,5,0,0,111,0,0,7,5,7,4,0,0,0,25,5,21,57,34,38,24,4,0,0,177,0,0,7,13,12,5,0,0,0,33,24,17,23,24,24,22,8,0,0,133,17,10,6,17,18,5,0,0,0,70,0,3,4,3,20,13,3,0,0,48,0,0,0,0,0,3,0,0,0,5,0,0,3,3,0,3,0,0,0,13,0,3,7,11,5,3,3,0,0,36,0,5,8,11,9,13,3,0,0,43,0,3,6,9,13,4,4,0,0,47,0,0,7,6,22,14,0,0,0,54,0,6,22,17,31,23,10,0,0,109,0,5,33,27,44,27,5,0,0,147,3,0,5,10,8,3,0,0,0,27
UCL215095,0,0,0,0,3,0,0,0,0,5,6,33,62,36,56,41,7,0,0,249,0,4,4,4,6,4,0,0,0,22,0,0,0,0,0,4,0,0,0,4,3,6,17,14,8,9,0,0,0,42,0,0,0,0,0,3,0,0,0,7,0,4,25,12,11,8,0,0,0,54,0,0,4,0,0,0,0,0,0,6,4,9,11,9,11,11,0,0,0,55,6,11,6,7,3,8,0,0,0,33,0,3,4,4,6,3,0,0,0,20,0,0,0,0,0,3,0,0,0,7,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,5,3,0,0,30,0,0,0,3,0,3,0,0,0,7,0,0,8,4,3,4,0,0,0,25,0,0,7,9,11,5,3,0,0,40,0,4,23,12,19,10,0,0,0,67,3,0,0,0,0,0,0,0,0,6
UCL215096,0,0,4,0,0,0,0,0,0,5,7,18,46,43,61,63,20,3,0,271,0,5,10,12,9,12,3,0,0,50,0,0,0,0,0,3,0,0,0,7,0,3,7,4,12,3,4,0,0,42,0,0,7,0,3,0,0,0,0,6,0,3,14,8,6,6,0,0,0,42,0,0,0,3,3,0,0,0,0,6,11,3,12,9,16,20,3,0,0,73,0,9,11,6,8,9,0,0,0,42,0,0,0,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,7,0,5,0,3,4,0,0,20,0,0,0,3,3,0,0,3,0,14,0,0,5,3,4,3,0,0,0,19,0,4,6,6,15,15,3,0,0,56,0,0,16,11,23,28,6,0,0,88,0,0,0,0,0,0,0,0,0,6
