UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL212005,18,15,24,25,46,20,12,3,0,169,558,685,1331,1340,1642,1186,193,17,4,6956,17,37,81,64,59,47,43,11,4,353,0,3,11,23,12,10,3,0,0,57,41,148,357,245,312,185,29,3,0,1319,4,16,56,52,60,30,4,0,0,209,59,150,269,203,210,145,26,0,0,1062,14,60,110,97,97,66,23,0,0,469,323,259,333,269,324,241,40,4,0,1787,406,230,188,171,131,102,37,3,3,1256,8,26,70,74,125,120,30,3,0,450,13,18,29,24,32,18,0,0,0,131,3,13,48,73,61,47,7,0,0,253,8,15,31,40,31,28,12,0,3,164,8,62,131,114,137,88,20,0,0,556,9,16,71,83,106,91,21,3,0,399,7,40,119,169,226,134,31,4,0,723,48,70,222,325,356,273,37,0,0,1329,37,146,454,477,623,565,61,3,0,2370,27,35,47,32,39,37,18,3,0,222
UCL213001,7,11,19,26,28,13,5,0,0,122,263,343,755,817,867,553,95,6,0,3694,3,11,23,28,34,14,5,0,0,120,0,3,13,22,25,11,3,0,0,68,22,30,82,148,143,110,6,0,0,533,0,6,15,22,24,18,6,0,0,91,60,137,269,194,166,105,17,3,0,955,3,20,37,64,62,48,5,0,0,237,132,119,133,137,140,82,14,0,0,754,154,86,75,36,34,34,8,0,0,427,7,36,124,170,169,141,30,0,0,683,0,7,17,23,24,10,0,0,0,82,0,5,47,55,45,32,0,0,0,186,3,5,24,17,20,13,3,0,0,96,10,19,91,103,73,67,23,0,0,396,0,20,46,44,62,29,4,3,0,211,3,18,105,173,161,116,18,0,0,595,19,50,179,158,195,115,23,3,0,744,9,47,176,182,235,171,21,0,0,845,7,16,27,25,22,11,3,0,0,120
UCL213002,8,5,7,6,10,12,7,3,0,66,153,231,457,433,562,467,84,19,4,2403,3,20,29,18,26,16,14,9,0,134,0,0,11,9,6,5,0,0,0,34,16,47,124,79,93,87,22,5,0,479,0,12,15,15,15,8,0,0,0,69,14,53,104,87,75,67,9,3,0,419,4,16,38,33,31,16,8,5,0,144,105,70,119,108,117,104,20,3,0,659,90,50,66,61,56,42,5,3,0,368,0,6,19,39,34,52,18,0,0,175,3,10,9,3,7,6,3,0,0,43,0,10,16,13,14,8,0,0,0,52,0,5,9,5,6,15,5,0,0,54,3,18,37,34,41,41,12,5,0,189,6,9,27,31,40,27,12,3,0,164,3,8,56,54,46,41,11,0,0,225,4,24,80,80,103,89,17,3,0,404,7,65,142,135,208,183,39,6,0,782,0,6,14,8,7,11,0,0,0,43
UCL213003,4,5,18,12,12,18,3,0,7,85,179,238,455,442,553,451,89,11,6,2423,7,30,43,35,48,45,27,6,0,235,0,0,3,3,3,3,0,0,0,13,63,154,237,204,176,105,16,0,3,954,0,0,13,7,17,7,0,0,0,54,22,52,91,55,56,58,9,7,0,350,5,14,12,26,23,26,0,0,0,103,87,65,93,103,104,100,17,3,0,565,120,59,54,43,52,40,3,0,0,371,4,14,31,42,47,50,23,0,0,211,8,5,22,16,15,4,4,0,0,75,3,4,16,18,21,7,0,0,0,72,0,7,6,8,15,6,3,0,0,38,5,9,40,28,35,27,6,3,0,150,3,7,28,44,35,36,13,3,0,171,0,8,49,56,74,78,10,0,0,273,4,16,64,61,81,92,20,4,0,342,8,46,123,131,196,170,36,6,0,705,11,8,10,8,8,6,3,0,0,49
UCL213004,4,4,7,11,20,17,10,3,0,74,116,211,524,435,518,375,64,5,0,2255,0,15,40,41,40,26,7,3,0,169,0,0,3,9,3,4,0,0,0,19,9,33,99,91,107,64,16,0,0,423,0,3,17,10,19,8,0,0,0,59,25,91,207,111,100,64,12,0,0,612,4,5,22,33,41,29,5,0,0,140,41,54,104,83,85,63,17,3,0,447,103,59,53,41,34,30,4,0,0,331,3,3,30,43,54,59,15,0,0,205,3,5,16,14,12,5,0,0,0,51,3,10,21,15,13,8,3,0,0,71,0,11,30,13,12,4,5,0,0,74,6,18,57,43,28,36,15,0,0,205,3,10,27,29,34,22,7,0,0,142,0,7,47,63,48,42,9,0,0,224,6,20,114,84,130,98,19,0,0,460,13,54,134,105,145,122,25,0,0,597,4,7,10,10,13,18,3,0,0,56
UCL213005,3,8,8,17,22,16,5,3,0,80,165,214,433,524,667,517,74,10,0,2617,0,3,8,10,8,9,0,0,0,48,0,0,5,7,4,3,0,0,0,19,15,23,58,79,107,67,8,0,0,356,0,3,14,19,11,12,3,0,0,67,25,70,149,148,104,80,13,0,0,591,7,12,20,25,24,34,3,0,0,126,81,88,96,93,123,108,13,0,0,605,111,67,42,59,57,36,8,0,0,384,3,11,27,50,76,62,12,0,0,248,3,3,10,10,7,8,3,0,0,43,0,4,29,37,27,30,3,0,0,138,0,3,9,15,16,10,0,0,0,67,3,3,53,61,62,57,11,0,0,246,5,6,19,40,49,56,12,0,0,191,0,7,50,80,117,78,12,0,0,341,4,18,69,111,102,108,19,3,0,439,6,47,135,162,256,199,34,3,0,847,13,8,6,14,20,15,11,0,0,93
UCL213006,9,7,11,12,25,22,9,0,0,100,208,224,519,565,673,501,97,9,3,2793,7,5,33,32,28,24,14,10,0,142,0,0,5,6,5,0,0,0,0,16,27,50,124,139,159,119,13,0,0,630,0,4,6,5,16,7,3,0,0,41,30,55,113,86,105,70,16,0,0,488,5,11,21,29,33,19,4,0,0,113,111,58,137,122,130,103,21,0,0,686,140,95,102,97,105,81,13,3,0,630,8,9,24,39,55,50,20,0,0,202,14,4,4,5,7,4,0,0,0,41,0,8,15,21,27,15,4,3,0,90,5,6,9,13,13,13,3,0,0,59,5,14,40,39,43,22,3,3,0,171,0,6,18,29,39,31,7,3,0,137,0,5,32,59,69,59,11,0,0,246,21,13,94,107,101,102,9,3,0,446,7,47,162,173,200,195,41,0,0,825,16,14,21,17,10,16,3,0,0,98
UCL213007,9,7,17,11,24,17,5,5,0,91,231,348,703,645,736,639,127,15,9,3450,0,24,44,39,61,56,53,22,4,309,0,0,16,7,4,5,0,0,0,31,17,30,51,58,48,40,8,0,0,242,0,11,42,28,38,24,5,0,0,148,43,82,158,116,115,86,28,3,0,633,4,16,46,56,54,49,13,0,0,242,119,116,169,158,181,152,23,4,0,924,163,70,100,55,61,55,14,3,0,515,0,13,39,51,71,75,24,4,0,283,3,16,25,15,12,13,4,0,0,91,5,18,29,41,32,15,3,0,0,143,3,7,12,15,11,11,5,0,0,72,6,20,59,62,56,43,10,3,0,261,3,22,36,48,43,49,14,0,0,213,10,24,82,86,119,83,16,0,0,421,7,32,143,105,130,117,25,0,0,558,26,114,274,232,272,281,38,0,0,1237,13,10,13,24,16,22,7,0,0,111
UCL213008,4,7,16,18,24,10,3,0,0,86,214,281,696,782,684,400,56,3,0,3129,0,6,14,27,21,15,4,0,0,81,0,0,4,7,13,13,0,0,0,40,22,47,119,168,170,95,10,0,0,628,4,4,21,28,28,15,0,0,0,98,34,72,189,148,125,69,12,0,0,646,6,11,38,51,51,32,4,0,0,190,113,117,161,156,119,62,15,0,0,737,190,80,40,50,28,16,6,0,0,412,5,31,96,122,126,81,7,0,0,468,3,9,17,17,15,5,0,0,0,69,0,15,68,65,38,20,3,0,0,219,0,12,21,15,15,9,3,0,0,75,3,22,90,102,70,46,12,0,0,333,3,9,44,55,73,23,6,0,0,221,0,16,95,160,136,72,11,0,0,502,9,31,105,140,129,75,19,0,0,507,5,59,186,192,170,156,21,0,0,799,7,11,22,23,18,9,3,0,0,100
UCL213009,12,8,13,10,13,5,3,0,0,66,193,243,679,622,616,398,57,3,3,2815,0,3,9,11,11,6,0,0,0,37,0,0,0,4,0,3,0,0,0,14,18,23,98,94,117,73,13,0,0,429,3,7,22,23,22,6,0,0,0,76,22,67,233,125,131,75,9,0,0,656,4,11,31,38,41,28,3,0,0,154,101,96,194,119,130,72,11,4,0,737,140,66,64,51,39,24,5,0,0,392,0,8,50,50,60,58,9,0,0,229,3,4,11,14,9,10,0,0,0,53,0,7,38,37,48,17,0,0,0,150,0,10,18,11,15,15,3,0,0,78,7,24,62,82,49,27,3,0,0,258,5,5,31,37,51,27,9,0,0,174,8,7,69,97,93,63,13,0,0,347,11,24,118,117,104,66,19,0,0,454,11,51,210,201,220,168,27,0,0,885,17,8,11,19,13,4,0,0,0,73
UCL213010,10,4,7,10,18,20,5,4,0,81,166,294,512,460,590,450,93,10,0,2565,6,9,32,20,11,18,4,0,0,106,0,6,18,20,20,18,4,0,0,78,19,48,83,83,71,60,12,0,0,374,0,17,44,47,121,119,15,0,0,361,17,72,134,111,91,69,15,0,0,499,3,7,16,24,14,10,5,0,0,81,118,98,120,103,129,75,17,6,0,656,103,79,68,58,37,25,9,0,0,375,4,8,27,37,51,57,8,0,0,196,3,6,11,0,15,6,0,0,0,46,0,15,36,23,18,7,3,0,0,97,0,5,12,20,10,9,0,0,0,60,0,20,30,21,31,37,10,4,0,155,5,11,32,42,40,38,3,0,0,164,0,37,72,75,98,59,13,0,0,353,6,29,66,90,105,94,16,0,0,405,9,86,166,125,185,182,45,0,0,799,8,7,24,11,13,10,3,0,0,70
UCL213011,3,8,9,9,14,9,7,3,0,55,129,217,421,367,464,361,71,10,0,2038,3,9,15,16,14,10,5,0,0,75,0,0,9,9,18,12,9,0,0,51,5,27,63,72,69,66,12,0,0,330,0,12,26,30,74,69,8,0,0,225,9,49,76,58,56,58,7,0,0,310,3,5,21,25,19,11,3,0,0,91,74,82,136,96,105,87,20,5,0,611,105,57,81,38,41,50,15,0,0,371,0,7,36,33,63,54,6,0,0,203,5,15,18,7,11,3,0,0,0,59,0,7,19,8,18,4,0,0,0,61,0,5,16,13,12,18,7,0,0,57,0,17,34,28,22,25,3,0,0,134,0,12,21,31,39,38,8,0,0,147,3,29,70,64,76,57,5,0,0,305,3,24,60,52,63,53,14,0,0,274,12,44,116,119,152,135,30,8,0,615,5,7,8,9,8,3,3,3,0,43
UCL213012,12,7,13,24,25,17,7,0,0,103,242,240,668,1039,1049,758,163,3,0,4160,3,8,8,16,16,19,7,3,0,86,0,0,14,10,0,0,0,0,0,25,24,30,48,116,110,69,18,0,0,409,0,4,16,24,24,25,3,0,0,91,43,96,225,298,194,132,21,3,0,1003,3,6,22,45,55,39,3,0,0,178,120,122,118,149,135,128,26,3,0,799,179,78,85,93,76,52,15,0,0,583,3,12,29,63,63,78,27,0,0,282,3,0,15,34,32,13,4,0,0,103,0,3,31,78,48,31,5,0,0,207,3,7,21,28,32,25,11,0,0,129,6,16,86,158,147,113,51,3,0,589,3,4,30,63,61,53,24,3,0,248,3,21,92,173,176,127,21,0,0,613,13,23,156,273,294,245,39,0,0,1043,9,37,210,331,361,312,44,0,0,1307,21,17,23,41,21,30,3,0,0,167
UCL213013,7,8,4,11,7,13,9,6,0,66,132,135,292,412,445,368,69,12,4,1869,8,22,24,29,30,26,13,4,0,163,0,0,4,3,0,0,0,0,0,10,14,29,93,148,214,143,15,3,0,646,0,0,10,12,16,4,0,0,0,47,8,26,57,36,46,48,3,0,0,229,0,10,12,22,25,20,0,0,0,88,73,39,53,71,73,59,5,0,0,368,94,53,49,47,54,36,13,0,0,347,3,19,41,65,64,58,19,0,0,272,0,5,10,3,5,5,0,0,0,31,0,4,4,13,9,10,0,0,0,43,3,4,5,10,16,5,0,3,0,49,0,0,25,29,26,28,15,0,0,122,0,6,13,27,28,23,13,5,0,103,4,11,33,44,60,56,12,0,0,218,7,9,50,89,83,49,12,0,0,310,11,36,103,112,141,158,19,4,0,583,12,4,5,5,7,4,3,0,0,43
UCL213014,7,5,15,7,13,16,0,0,0,69,174,225,588,555,613,488,76,9,3,2734,4,27,82,39,26,42,12,0,0,230,0,0,32,44,53,30,0,0,0,170,12,35,49,43,51,49,5,3,0,252,0,4,10,25,33,17,6,0,0,93,15,70,130,105,116,52,11,3,0,513,3,6,24,24,14,11,4,0,0,82,129,79,101,127,103,98,29,3,0,670,117,77,87,53,43,46,8,0,0,431,4,10,22,22,36,27,11,3,0,137,0,10,9,8,3,3,3,0,0,36,0,3,13,22,25,16,0,0,0,79,0,5,10,6,13,23,5,0,0,72,8,12,41,56,30,46,10,4,0,204,7,3,27,29,45,36,7,0,0,158,7,31,193,160,137,101,9,3,0,637,12,25,117,118,152,90,14,0,0,527,7,51,195,187,206,189,29,0,0,872,5,9,13,12,13,7,4,0,0,58
UCL213015,3,11,10,15,13,13,3,0,0,66,161,217,454,414,449,375,60,11,0,2140,4,17,57,62,56,47,24,6,0,271,0,0,8,9,3,0,0,0,0,14,35,41,98,76,92,46,8,0,0,395,0,3,8,8,16,6,0,0,0,39,23,50,101,57,48,41,8,3,0,330,3,15,38,33,33,19,0,0,0,152,81,63,85,91,116,100,11,0,0,551,102,62,74,58,53,42,9,0,0,391,3,6,32,28,50,50,16,0,0,190,6,7,9,7,13,3,0,0,0,45,0,11,28,31,9,14,5,0,0,99,3,7,6,11,11,8,0,0,0,39,8,13,44,34,29,32,6,0,0,169,3,12,25,25,41,21,3,0,0,136,3,13,42,49,70,47,10,0,0,235,5,21,117,87,95,85,16,0,0,425,6,53,116,122,140,121,20,0,0,583,4,9,14,9,10,3,3,0,0,56
UCL213016,6,10,24,43,33,9,6,0,0,125,216,220,814,1049,986,578,109,4,0,3976,4,11,13,17,13,10,8,3,0,71,0,0,5,4,12,4,0,0,0,27,22,22,71,140,123,67,9,0,0,460,0,0,5,29,16,9,0,0,0,67,17,68,252,279,218,103,18,0,0,953,8,14,50,94,67,42,5,0,0,290,104,87,140,181,163,86,22,3,0,793,147,97,101,94,82,61,21,0,0,600,3,8,29,53,59,36,9,0,0,196,3,0,17,41,32,13,0,0,0,112,0,7,55,89,65,35,7,3,0,259,0,6,22,45,41,23,9,0,0,142,4,9,80,209,155,91,34,7,0,593,3,11,38,64,55,35,19,0,0,226,0,16,86,160,191,87,19,0,0,555,4,26,213,274,243,217,27,0,0,999,16,30,249,261,290,200,45,0,0,1091,7,9,23,38,28,25,3,0,0,140
UCL213017,9,9,18,13,23,17,4,0,0,96,297,331,708,792,896,742,122,16,0,3901,0,12,28,25,37,24,12,8,0,142,0,0,3,3,0,0,3,0,0,14,21,61,159,177,199,140,9,3,0,783,0,3,12,16,23,17,0,0,0,64,32,59,140,125,123,75,16,0,0,576,11,12,38,40,42,31,8,0,0,180,160,112,168,174,163,144,37,4,0,969,196,97,94,83,79,57,13,0,0,628,5,8,47,53,95,81,24,0,0,315,3,9,19,20,22,17,3,0,0,93,3,11,30,37,39,19,6,0,0,140,3,7,16,25,19,15,5,0,0,84,3,17,53,58,48,50,13,0,0,252,14,20,54,68,69,57,21,0,0,299,4,19,73,122,154,107,13,0,0,493,11,39,126,153,156,149,16,0,0,647,23,87,266,272,350,348,50,10,0,1408,16,11,21,15,22,11,0,0,0,90
UCL213018,3,5,13,13,20,16,8,0,0,73,208,252,557,567,731,535,93,13,0,2960,10,20,79,54,33,26,12,5,0,249,0,4,5,8,11,9,0,0,0,37,28,45,88,88,107,48,11,3,0,421,3,4,10,15,34,30,4,0,0,112,50,78,166,114,134,81,20,0,0,638,3,9,46,34,46,37,4,4,0,177,88,90,108,84,135,96,21,5,0,625,159,71,54,44,51,37,8,0,0,416,4,12,24,31,68,49,18,0,0,202,4,3,18,14,17,24,4,0,0,84,0,7,37,30,45,24,7,0,0,146,3,10,7,21,13,8,9,0,0,72,7,26,72,74,51,57,23,0,0,310,7,6,21,29,33,40,12,3,0,140,0,10,90,78,109,70,21,0,3,380,17,29,124,165,198,170,33,3,0,733,3,54,135,152,215,189,28,3,0,785,7,12,19,14,9,13,4,3,0,81
UCL214001,3,3,14,5,8,9,0,0,0,47,106,108,255,250,371,237,58,11,0,1395,3,8,17,32,25,19,15,4,0,118,0,4,11,6,11,4,0,0,0,37,41,62,102,74,75,58,14,0,0,427,0,0,4,8,5,3,0,0,0,21,7,27,44,18,38,30,3,3,0,170,3,8,14,13,18,7,4,0,0,77,53,42,48,36,51,35,10,3,0,282,73,21,36,29,24,27,6,0,0,218,0,0,10,21,18,15,9,0,0,78,0,3,8,4,3,4,3,0,0,22,0,0,4,3,9,4,3,0,0,25,0,0,4,4,10,14,0,0,0,31,3,3,10,10,15,13,3,0,0,58,4,3,6,13,16,13,5,3,0,65,0,12,46,97,155,94,20,0,0,429,0,9,34,36,48,34,9,0,0,176,7,23,76,69,134,94,15,0,0,425,3,0,4,6,11,8,7,0,0,40
UCL214002,0,4,11,10,9,8,5,4,0,60,105,129,282,288,451,361,79,13,0,1712,0,6,15,12,16,12,14,7,0,91,0,0,3,3,3,0,0,0,0,10,14,40,49,71,84,54,9,0,0,322,0,9,19,7,15,16,0,0,0,66,15,42,54,41,65,68,7,0,0,296,6,7,24,28,33,31,3,0,0,132,58,39,79,61,78,52,16,3,0,392,73,36,45,42,41,37,7,0,0,270,3,12,16,22,40,50,12,0,0,165,0,3,4,4,9,6,0,0,0,20,0,3,3,15,10,9,0,0,0,39,0,0,7,8,6,8,7,0,0,46,4,9,15,14,16,14,9,0,0,83,0,6,29,23,24,24,7,3,0,113,0,9,31,32,78,55,20,3,0,226,0,9,58,54,99,68,18,3,0,301,0,30,79,97,144,167,37,0,0,561,4,15,8,10,12,4,4,0,0,55
UCL214003,6,3,10,12,24,18,7,0,0,87,97,108,267,378,512,431,96,10,4,1899,5,4,3,8,9,5,7,4,0,50,0,0,0,3,4,4,4,0,0,20,20,59,109,73,111,91,5,0,3,471,0,0,0,10,3,3,0,0,0,24,9,37,53,41,54,46,9,0,0,257,4,10,9,13,15,11,4,0,0,60,84,37,33,64,68,59,24,8,3,381,49,29,47,32,42,16,5,0,0,226,0,3,6,17,26,26,8,0,0,92,5,3,6,19,21,14,4,0,0,69,0,0,16,3,15,10,0,0,0,37,0,4,6,7,7,12,7,0,0,44,0,0,30,66,75,47,23,4,0,248,0,7,14,9,19,33,0,3,0,82,0,5,28,78,89,61,12,0,0,272,0,9,41,110,123,109,20,0,0,425,6,21,70,108,178,187,34,0,0,599,3,7,7,22,15,20,9,3,0,87
UCL214004,0,0,8,9,13,7,0,0,0,36,62,79,162,194,216,151,31,5,0,901,6,15,45,36,37,32,11,3,0,188,0,0,0,0,0,0,0,0,0,3,21,30,76,85,89,53,8,0,0,354,0,0,0,3,11,8,0,0,0,24,5,21,27,24,27,25,3,0,0,132,3,6,6,11,8,11,7,0,0,39,45,28,37,36,53,43,5,3,0,236,25,24,31,18,24,16,10,0,0,156,4,3,11,10,13,18,7,0,0,74,0,0,0,3,0,0,0,0,0,8,0,4,3,3,10,3,0,0,0,25,0,0,5,5,7,4,0,0,0,21,3,9,13,24,12,9,0,0,0,71,0,4,14,17,12,16,3,0,0,58,0,4,10,25,17,8,3,0,0,68,0,3,26,26,30,15,10,0,0,108,4,22,39,28,59,55,4,0,0,213,0,0,0,4,0,3,0,0,0,13
UCL214005,0,0,0,0,3,0,0,0,0,3,20,14,31,57,51,39,6,0,0,210,3,3,6,5,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,14,19,29,9,5,0,0,81,0,0,0,0,0,0,0,0,0,0,7,6,3,8,3,5,3,0,0,31,0,0,0,0,4,3,0,0,0,5,13,3,5,17,3,10,0,0,0,50,4,3,3,8,6,9,0,0,0,36,0,3,3,3,11,3,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,0,15,0,0,0,5,11,0,0,0,0,15,0,0,3,8,11,3,0,0,0,27,0,0,7,8,0,0,0,0,0,17,4,0,10,13,12,16,3,0,0,47,0,0,0,0,0,0,0,0,0,0
UCL214006,6,3,13,20,13,3,0,0,0,69,144,171,398,606,566,300,64,3,0,2244,0,0,3,5,6,3,3,0,0,33,0,0,0,4,0,0,0,0,0,6,16,19,48,94,88,50,5,0,0,323,0,3,8,14,11,15,0,0,0,44,29,58,155,146,135,62,9,3,0,600,6,3,18,33,38,12,3,0,0,115,94,48,37,73,78,60,13,0,0,405,72,55,17,33,27,9,3,0,0,213,3,25,44,91,104,53,20,0,0,339,0,0,6,20,12,9,0,0,0,55,0,8,41,57,51,29,3,0,0,197,5,3,8,28,17,9,5,0,0,81,0,11,53,100,71,60,15,3,0,317,3,16,23,55,43,30,9,0,0,174,6,11,72,99,113,66,12,0,0,386,7,21,104,133,129,95,13,0,0,501,11,30,99,147,137,67,26,0,0,514,14,10,18,15,22,10,0,0,0,82
UCL214007,3,3,6,9,4,7,9,0,3,42,122,164,324,345,456,376,84,3,6,1887,10,25,44,51,36,29,35,5,0,238,0,5,11,11,17,7,0,0,0,49,11,22,29,38,34,34,10,0,0,181,0,0,4,4,6,5,0,0,0,21,10,44,62,57,52,50,9,0,0,288,4,7,14,21,27,22,9,0,0,110,73,52,92,82,98,74,26,0,0,507,77,55,54,29,36,31,13,0,0,295,0,3,18,26,29,46,14,0,0,143,0,3,8,10,10,14,9,0,0,49,3,5,15,14,23,9,4,0,0,60,0,5,0,7,3,5,0,0,0,28,3,8,31,32,16,35,11,0,0,140,3,3,12,18,16,27,4,0,0,85,0,5,33,61,72,55,6,0,0,245,3,13,56,76,108,91,18,3,0,376,14,51,142,94,185,158,29,3,0,682,3,3,7,13,9,11,3,3,0,49
UCL214008,0,5,14,20,19,17,6,0,0,85,81,131,314,406,430,339,81,8,0,1789,3,6,13,30,27,19,9,0,0,101,0,0,6,0,4,3,0,0,0,12,28,36,61,108,106,62,12,0,0,419,0,7,9,6,9,14,0,0,0,47,23,51,124,107,93,66,16,3,0,486,0,10,14,16,24,18,3,0,0,82,31,36,40,60,86,59,17,4,0,330,49,43,72,62,38,34,9,3,0,311,0,3,12,19,38,35,13,3,0,122,0,0,12,12,12,6,0,0,0,43,0,3,5,9,15,5,3,3,0,48,3,0,12,8,16,13,0,0,0,51,0,3,29,55,50,28,12,3,0,178,0,3,14,19,42,33,7,0,0,124,0,8,31,33,31,39,12,0,0,154,3,9,46,63,76,67,16,0,0,279,5,15,58,102,107,120,22,0,0,435,15,9,8,29,26,19,6,0,0,110
