UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL201001,1111,2270,7402,15033,3941,32945,1603,14902,1325,80544,8653,26902,27225,34370,22600,38580,7958,20506,3419,190212,56234,160977,71215,51119,66281,41039,23471,33687,9030,513039,77278,137077,53905,37109,62315,28764,23337,27195,7592,454577,70199,98084,47399,36454,64624,27942,26913,30721,6683,409017,38322,63080,29322,22545,42948,17873,20019,23634,3965,261707,9036,17028,5991,4623,10302,4913,4083,5939,1429,63358,1112,1881,535,310,858,503,257,782,484,6727,185,254,98,46,111,66,37,83,215,1087,262130,507545,243094,201608,273979,192635,107672,157451,34140,1980273
UCL203001,46,60,424,673,144,1614,87,816,61,3919,358,852,1376,1598,683,1505,333,1049,93,7852,1437,4342,2856,1938,1718,1329,825,1328,223,15990,1885,3904,2057,1558,1907,1050,820,1258,247,14684,1919,3113,1825,1843,2064,1015,1095,1460,213,14539,1218,2275,1293,1254,1532,820,874,1227,143,10644,278,475,197,224,339,179,180,282,52,2213,40,49,23,10,24,12,13,49,22,240,10,8,5,0,4,4,0,3,11,48,7180,15071,10048,9099,8422,7532,4230,7482,1065,70130
UCL211001,22,21,157,167,51,387,22,213,17,1058,68,117,455,293,125,240,87,231,35,1638,316,758,747,491,383,323,252,372,48,3690,398,646,474,397,450,244,261,323,63,3254,449,572,392,394,539,263,314,383,64,3369,290,420,256,286,390,195,243,312,23,2427,49,70,61,42,68,53,70,60,16,489,11,7,7,0,3,0,3,11,3,34,3,0,0,0,0,3,0,0,0,10,1614,2610,2542,2072,2014,1706,1252,1892,266,15964
UCL211002,32,44,279,421,71,1011,30,504,45,2432,217,519,848,972,419,832,126,569,69,4575,787,2410,1655,1098,1026,806,380,766,116,9051,1077,2320,1161,929,1135,577,432,700,135,8453,1166,1874,1037,997,1268,626,536,888,137,8526,770,1443,682,697,978,487,464,671,66,6249,158,274,147,113,166,112,123,159,36,1288,33,30,7,5,16,10,14,14,15,148,3,0,4,3,0,0,0,6,4,23,4237,8915,5820,5241,5076,4457,2103,4279,618,40738
UCL211003,36,35,246,384,102,983,52,601,40,2484,214,505,853,898,353,832,168,737,68,4631,808,2338,1700,1012,984,681,429,969,104,9027,1017,2122,1068,884,1093,601,462,791,118,8153,1056,1733,1025,997,1273,636,557,876,113,8272,784,1361,703,786,1013,489,507,762,103,6515,181,281,129,128,203,120,123,139,35,1334,33,19,15,10,13,13,9,31,13,144,3,3,3,7,6,0,0,0,3,27,4138,8406,5751,5101,5036,4363,2304,4891,600,40593
UCL211004,19,9,230,131,52,467,42,260,20,1229,109,141,507,342,270,363,185,294,48,2258,494,766,1036,678,830,487,669,532,113,5613,489,667,761,605,800,363,754,500,107,5053,383,383,536,554,698,370,700,519,83,4233,270,291,385,422,576,254,464,375,58,3097,48,63,56,66,86,54,85,55,21,547,3,0,0,7,6,3,6,3,9,32,3,0,0,0,0,0,0,0,0,3,1826,2329,3511,2809,3324,2358,2906,2534,457,22062
UCL212001,18,12,106,87,22,367,10,179,16,832,65,147,228,240,108,234,55,247,19,1334,256,671,542,383,313,282,175,395,50,3065,384,598,311,339,310,243,169,283,51,2689,390,506,301,332,384,242,199,324,39,2720,281,385,224,257,326,207,187,290,33,2188,86,77,37,54,69,47,44,64,17,494,19,4,6,3,4,3,3,7,3,57,0,0,0,0,3,0,0,0,0,10,1508,2405,1751,1696,1546,1630,831,1794,238,13397
UCL212002,23,23,126,159,62,556,19,243,32,1239,97,193,356,253,161,263,71,253,30,1672,405,1004,719,422,404,310,209,535,57,4071,546,803,501,444,470,305,259,479,77,3876,593,691,503,428,601,353,315,534,52,4077,395,582,299,349,456,232,298,431,40,3089,111,130,64,77,86,78,84,107,18,752,15,11,3,10,11,7,12,9,9,82,3,0,0,3,3,0,0,0,3,19,2196,3441,2576,2145,2242,2106,1264,2597,306,18868
UCL212003,10,16,146,174,31,413,16,198,13,1019,62,150,392,282,197,322,102,197,31,1728,336,644,767,382,511,262,219,226,47,3397,479,725,592,400,642,244,279,226,38,3627,568,625,524,489,807,351,343,281,70,4050,335,493,335,314,522,222,248,185,30,2671,51,83,50,60,83,55,49,53,10,502,3,4,3,0,5,0,0,6,0,26,0,3,5,0,0,0,0,0,5,8,1839,2730,2814,2105,2795,1871,1260,1380,242,17038
UCL212004,9,6,83,113,26,261,15,125,5,644,45,141,263,197,143,159,30,113,22,1106,196,622,523,280,375,199,152,229,47,2618,308,495,367,239,395,185,146,207,38,2382,291,421,377,229,370,163,206,248,41,2346,195,303,252,196,269,100,170,191,34,1708,59,64,54,34,43,28,30,37,15,356,6,8,3,3,3,6,0,3,4,39,0,0,0,0,0,0,0,0,0,3,1112,2060,1919,1286,1623,1103,753,1146,203,11209
UCL212005,13,12,98,150,44,468,22,240,18,1071,72,151,267,226,99,283,65,259,18,1449,212,655,538,319,242,250,123,453,40,2823,343,667,392,316,309,203,145,283,27,2692,382,644,366,336,488,278,220,386,42,3138,283,466,248,290,347,215,183,322,27,2375,91,84,47,40,51,45,41,84,8,480,14,7,3,5,4,4,3,7,11,55,4,0,0,0,3,0,0,0,3,13,1416,2692,1965,1671,1585,1748,798,2040,192,14105
UCL213001,3,4,82,69,23,183,16,100,5,483,34,47,197,114,83,100,34,92,10,715,145,321,346,195,199,112,159,128,30,1642,226,335,255,183,258,128,179,122,37,1725,226,287,237,227,301,123,215,148,28,1785,146,211,137,130,216,73,162,104,18,1198,35,40,14,18,31,14,28,29,10,225,0,6,0,0,3,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,818,1250,1279,939,1112,740,793,734,131,7794
UCL213002,9,3,29,35,8,141,7,53,7,289,25,39,119,72,36,74,25,85,6,467,102,182,206,129,93,87,51,148,11,1005,93,152,144,121,101,86,67,115,14,889,119,174,116,144,143,91,67,148,12,1009,121,158,102,114,131,82,71,127,22,922,35,37,15,21,29,22,20,35,6,215,16,7,0,3,0,7,0,8,3,37,0,0,0,0,0,0,0,0,0,7,508,746,725,637,538,586,298,717,90,4853
UCL213003,13,3,52,40,13,124,7,115,4,367,23,38,110,63,28,65,23,174,13,536,96,150,176,116,96,80,70,237,24,1035,120,136,136,115,99,83,99,179,13,972,122,115,105,200,133,85,89,187,18,1055,108,128,121,122,115,82,90,142,18,917,24,28,18,27,27,17,31,30,9,209,7,3,3,3,4,0,0,0,6,29,4,0,0,0,0,0,0,3,3,13,512,602,726,678,510,539,403,1065,103,5127
UCL213004,5,0,42,29,8,78,10,76,7,258,22,40,115,63,38,53,19,72,3,430,90,218,239,113,123,108,64,146,22,1132,120,141,170,110,108,49,86,112,20,918,139,154,147,126,111,81,120,144,16,1032,95,146,111,78,97,60,100,95,15,798,33,32,20,15,21,18,25,24,5,195,7,0,3,3,3,3,0,4,4,22,0,0,0,0,0,0,0,0,0,7,515,730,849,542,524,440,419,679,87,4789
UCL213005,3,3,51,62,4,100,3,78,4,317,17,34,119,80,38,82,12,56,3,435,67,172,214,120,105,76,35,83,18,895,150,209,210,159,137,71,58,89,22,1105,137,215,186,188,192,97,104,119,25,1263,93,187,148,129,172,92,100,108,10,1042,21,38,23,18,29,14,24,19,8,191,0,5,0,4,3,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,496,866,953,761,674,540,340,546,89,5268
UCL213006,6,9,52,74,16,169,4,76,12,415,22,33,126,106,33,62,10,62,9,459,120,242,196,137,85,103,40,119,11,1053,152,212,162,134,105,107,66,123,8,1083,170,192,150,162,174,114,106,169,18,1255,124,160,133,138,116,90,82,164,16,1027,24,32,18,33,19,21,29,40,4,221,11,4,3,0,6,3,0,3,3,32,0,0,3,0,0,0,0,0,0,5,627,890,842,789,552,676,343,759,80,5560
UCL213007,3,4,73,68,13,158,7,119,5,458,26,107,161,95,68,108,23,92,12,693,122,375,295,171,150,142,81,142,13,1490,198,276,150,155,163,144,85,106,19,1292,235,258,160,183,206,149,99,128,9,1437,199,232,125,153,202,123,92,138,17,1264,71,43,30,29,40,21,25,44,10,317,33,0,7,0,0,4,3,4,9,62,3,0,0,0,0,0,0,0,0,10,885,1303,1011,855,846,855,403,768,91,7014
UCL213008,0,9,45,37,15,197,11,108,3,426,25,53,127,114,52,111,40,76,8,611,111,320,282,177,182,121,98,129,36,1446,203,326,251,202,206,127,157,136,28,1636,157,218,201,205,218,92,163,158,28,1446,100,122,116,118,147,51,103,96,15,876,14,22,17,22,16,13,9,24,3,146,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,616,1072,1043,876,835,714,583,720,128,6581
UCL213009,8,0,34,68,14,132,5,90,3,359,23,35,102,92,37,93,24,55,7,467,128,299,323,157,159,126,66,118,11,1396,144,223,186,193,195,96,68,107,20,1233,149,162,176,177,224,95,93,128,10,1214,89,118,99,116,144,60,76,93,9,800,11,30,19,16,18,14,14,20,3,139,0,7,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,556,874,941,829,784,625,351,610,66,5630
UCL213010,3,7,45,30,4,163,5,63,12,332,28,47,154,109,64,97,21,77,6,602,65,147,252,159,139,92,69,116,14,1067,79,135,169,133,136,89,79,145,27,982,75,115,219,177,174,107,108,164,27,1161,74,151,164,127,124,64,102,159,20,974,26,29,34,26,23,11,12,33,3,193,8,3,3,0,3,0,0,3,3,23,0,0,0,0,0,0,0,0,0,6,346,629,1037,763,666,634,393,760,116,5344
UCL213011,3,0,37,27,7,108,3,52,4,246,26,39,97,75,49,88,11,49,10,445,69,161,161,96,114,106,67,114,20,911,59,84,124,92,111,75,85,129,9,773,86,98,146,121,156,79,104,143,24,946,73,81,118,110,108,64,114,130,12,808,17,23,17,23,24,19,25,28,5,174,0,3,7,3,4,3,3,5,0,29,0,0,0,0,0,0,0,0,0,3,333,496,703,554,573,537,403,651,86,4331
UCL213012,7,3,57,103,14,147,9,104,5,458,22,39,131,120,40,111,7,54,10,543,127,429,293,156,113,86,27,57,16,1304,327,686,328,202,239,129,62,112,26,2112,293,572,271,237,272,136,50,106,35,1975,245,451,211,179,225,110,66,100,23,1605,50,103,23,37,69,30,19,33,13,371,6,9,5,0,3,0,0,3,3,32,0,0,0,0,0,0,0,0,3,3,1087,2289,1322,1036,973,762,237,579,129,8407
UCL213013,4,0,20,46,8,96,3,67,0,253,15,22,77,61,15,39,29,58,7,323,41,119,131,81,47,43,96,68,8,634,73,147,144,95,95,62,108,101,12,834,113,137,148,105,109,46,155,141,13,972,97,137,93,83,99,45,118,109,15,788,25,30,11,17,26,11,22,26,0,181,8,3,3,0,5,8,3,3,3,36,0,0,0,0,0,0,0,0,0,3,375,597,636,484,407,347,534,579,67,4023
UCL213014,3,3,42,34,14,158,11,79,4,359,36,61,131,78,36,80,12,62,7,501,126,349,230,167,103,75,51,137,26,1268,165,284,184,120,118,99,48,101,14,1142,162,235,158,172,159,76,66,135,15,1182,108,182,131,120,146,81,64,124,14,967,33,31,22,12,24,11,16,32,3,188,0,4,5,0,5,0,0,5,0,25,0,4,0,0,0,0,0,0,3,10,642,1154,902,712,606,590,264,684,93,5646
UCL213015,8,3,44,54,10,114,5,67,3,310,31,56,111,69,50,64,15,60,5,464,142,233,194,88,92,86,44,115,13,1003,118,175,114,84,116,75,51,102,17,851,147,148,97,116,124,90,61,131,12,918,128,127,67,84,131,76,49,81,12,752,35,28,6,16,18,12,10,23,5,152,6,0,3,0,7,0,0,8,5,25,0,0,0,0,0,0,0,0,0,4,614,763,635,507,537,522,238,587,74,4483
UCL213016,3,3,27,93,15,150,3,82,8,388,10,45,87,124,30,93,7,54,15,465,151,575,287,185,112,103,35,82,22,1556,441,698,294,190,252,163,48,103,35,2223,374,518,245,230,289,144,49,86,30,1965,185,348,160,112,181,99,39,81,15,1221,46,80,18,20,48,20,13,27,9,274,4,4,0,0,4,0,0,4,3,20,0,0,0,0,0,0,0,0,0,0,1216,2278,1129,944,936,776,189,514,141,8121
UCL213017,3,8,67,80,12,230,7,129,9,549,30,82,139,107,52,99,31,90,14,646,141,358,282,175,137,132,72,154,17,1467,177,346,230,208,190,155,102,147,28,1580,220,319,184,240,276,141,153,224,18,1776,162,278,143,187,225,123,135,166,13,1431,49,43,29,27,34,30,32,39,13,289,15,6,3,0,6,3,0,4,3,40,0,0,0,0,3,0,0,0,0,9,795,1440,1078,1016,939,911,541,954,108,7789
UCL213018,11,4,66,75,24,113,7,111,3,417,33,51,130,70,48,92,20,90,4,537,116,273,246,131,128,88,53,146,21,1209,153,291,143,123,157,74,60,116,14,1135,199,269,196,193,192,116,94,142,14,1411,134,267,153,105,163,67,81,120,17,1106,41,60,28,15,40,9,19,34,7,253,12,7,3,6,7,3,3,3,3,42,0,0,0,0,0,0,0,0,0,3,695,1230,962,723,751,561,329,768,94,6111
UCL214001,3,3,24,18,4,90,3,64,4,214,8,25,55,33,15,30,10,76,4,251,41,84,95,89,38,31,34,110,14,538,44,73,65,108,51,33,37,91,6,515,82,104,62,169,70,53,49,116,11,712,54,75,52,112,48,34,42,96,15,522,24,16,13,23,16,11,8,19,3,129,4,0,3,3,3,3,0,5,0,18,0,0,0,0,0,0,0,0,0,3,268,378,368,552,239,274,189,575,58,2903
UCL214002,7,0,38,28,8,72,0,56,0,208,22,30,78,39,22,44,20,49,5,311,58,117,109,70,52,56,34,64,11,585,63,110,97,56,70,52,67,72,9,591,106,129,124,121,114,61,69,97,11,822,95,129,96,113,86,42,68,102,11,743,20,32,23,21,32,15,10,30,7,189,6,0,0,8,0,3,0,6,3,26,0,0,3,0,0,0,0,0,0,7,376,544,570,457,386,350,274,473,58,3476
UCL214003,0,3,15,37,8,78,3,60,3,209,12,17,59,36,15,34,12,69,7,250,67,107,96,57,42,35,23,109,4,544,107,257,87,71,65,43,22,65,10,727,114,279,102,130,106,59,33,109,15,948,106,240,80,100,103,44,44,88,11,817,33,63,13,19,28,15,9,15,6,205,7,9,6,0,0,0,0,3,0,30,0,7,0,0,0,0,0,3,0,12,449,984,468,443,363,315,155,513,56,3737
UCL214004,0,0,18,10,3,51,0,37,3,128,8,20,36,25,13,24,8,47,3,178,41,62,69,34,31,16,16,98,11,377,49,37,49,34,63,35,24,93,6,392,61,54,60,39,53,38,41,96,4,443,41,40,37,27,33,33,49,71,8,346,12,13,9,5,6,9,13,11,3,80,4,0,0,0,0,3,0,0,4,15,0,0,0,0,0,0,0,0,0,0,225,222,277,182,203,204,153,454,36,1954
UCL214005,0,0,9,4,3,8,0,5,0,29,3,3,13,8,4,3,8,3,3,45,4,9,16,3,4,8,9,11,0,60,15,19,12,10,12,8,3,28,0,102,17,9,17,12,15,6,13,31,0,113,16,7,5,9,11,3,4,12,0,66,4,0,3,0,0,0,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,76,45,47,42,40,94,4,438
UCL214006,4,0,36,49,9,106,10,61,3,287,14,24,78,80,37,58,18,37,7,353,82,221,195,93,107,39,31,39,9,815,214,386,172,111,169,82,46,42,14,1232,215,239,138,142,215,74,61,65,14,1154,112,165,78,54,129,48,34,37,3,664,20,36,17,15,28,10,10,8,0,156,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,667,1075,707,547,698,430,208,292,41,4674
UCL214007,9,3,31,33,9,98,0,59,3,258,27,38,86,62,22,53,14,40,0,343,76,158,153,60,69,53,31,72,10,683,97,139,100,77,99,70,44,68,8,696,111,152,108,106,134,76,61,86,6,845,99,137,89,107,101,68,55,88,16,755,52,36,22,23,21,15,15,21,4,219,10,4,0,4,0,0,0,5,0,25,3,0,0,0,4,0,0,0,3,6,481,663,603,474,455,434,215,442,50,3818
UCL214008,0,3,47,45,7,39,3,39,4,182,10,11,90,52,21,29,12,47,8,281,66,96,181,88,71,36,38,60,11,650,117,173,136,93,95,46,40,89,15,793,124,139,147,96,111,72,76,111,19,896,98,115,102,83,85,46,64,98,17,708,27,31,26,10,21,19,20,23,3,185,3,6,3,0,0,3,4,3,8,30,0,0,0,0,0,0,0,0,0,3,447,576,732,460,404,293,252,467,91,3725
UCL214009,0,0,11,7,0,47,0,14,6,89,3,12,17,16,3,14,0,5,0,71,27,96,77,26,27,15,7,24,8,309,57,113,72,56,42,24,16,23,10,404,96,93,38,46,41,31,25,33,11,421,73,103,52,40,53,33,13,45,9,418,15,27,14,9,13,11,9,9,5,112,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,276,445,275,201,179,191,68,157,43,1832
UCL214010,3,0,35,19,8,61,3,41,8,174,12,17,60,48,18,40,18,35,5,263,47,92,117,67,57,35,45,53,8,520,75,119,124,94,89,33,45,53,9,652,96,98,107,76,124,42,72,78,9,702,54,68,58,47,63,29,59,57,13,444,6,26,9,9,14,14,13,9,6,99,4,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,305,420,520,366,375,258,258,324,52,2877
UCL214011,4,3,23,10,8,42,0,23,0,100,4,24,62,26,14,18,12,36,4,197,33,100,83,57,43,34,22,62,4,438,55,76,63,46,47,36,16,72,3,419,58,67,66,61,67,49,45,85,9,499,48,73,58,54,66,38,34,68,14,460,16,14,11,4,15,11,7,14,0,96,3,3,5,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,217,357,359,264,260,224,139,373,38,2233
UCL214012,4,5,12,21,3,43,0,38,4,129,8,17,32,27,10,26,4,21,4,147,38,38,69,47,30,35,14,36,7,303,49,51,54,52,37,30,12,54,10,351,55,64,53,64,60,44,25,75,4,450,71,60,48,58,60,40,29,65,13,437,28,14,13,9,16,15,9,21,3,121,3,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,257,249,289,280,211,238,99,306,43,1961
UCL214013,3,3,18,26,4,55,3,27,0,136,6,5,45,18,8,31,7,26,0,154,42,74,104,38,43,33,20,42,6,414,58,77,74,56,47,30,28,43,0,422,46,81,59,49,57,31,36,57,7,423,60,52,33,39,57,22,37,55,0,373,9,13,14,9,11,9,11,14,3,100,5,0,0,0,0,0,0,3,0,16,3,0,0,0,0,0,0,0,0,3,234,313,349,236,235,219,152,274,20,2041
UCL214014,7,0,15,19,7,76,0,34,3,160,15,26,63,39,13,39,3,37,0,235,29,64,70,55,26,32,23,79,3,397,59,46,85,63,50,46,34,61,6,435,56,58,81,89,76,48,40,100,11,554,55,73,74,57,56,42,35,91,10,487,22,16,7,19,12,7,8,17,3,112,3,0,0,0,3,3,0,3,6,18,0,0,0,0,0,0,0,3,0,4,245,281,400,340,240,283,144,430,46,2420
UCL214015,0,0,21,18,3,28,3,14,0,95,3,6,40,22,6,24,0,30,0,136,14,39,60,31,26,27,14,22,4,236,39,87,41,47,46,29,12,41,5,339,65,108,91,69,80,45,37,52,10,560,105,100,65,76,87,50,49,43,4,577,22,35,20,16,25,9,13,25,8,172,4,3,0,0,4,3,0,0,3,15,0,0,0,0,0,0,0,0,0,4,240,384,341,276,282,212,134,228,39,2131
UCL214016,3,0,10,25,0,63,3,26,3,133,14,15,31,28,8,42,8,53,0,195,32,36,84,57,40,28,29,85,3,399,30,55,76,62,51,23,32,71,3,393,51,68,69,66,73,40,36,84,13,507,42,62,55,59,76,35,50,101,5,481,8,14,15,8,16,12,5,11,0,90,3,0,0,0,3,4,0,0,6,14,0,0,3,0,0,0,0,0,0,4,178,252,347,306,270,244,169,427,34,2225
UCL214017,8,0,22,17,5,51,0,30,7,128,6,18,38,31,9,20,7,66,3,199,29,61,55,69,31,35,30,86,9,400,42,56,53,69,23,27,39,69,10,395,67,60,51,91,60,44,34,97,5,516,60,47,55,62,50,28,45,79,6,431,19,8,5,10,8,12,15,17,0,97,4,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,231,254,273,353,196,214,163,454,35,2170
UCL214018,0,4,34,18,10,96,4,56,4,228,15,23,95,60,38,59,13,37,9,357,83,114,213,90,125,60,82,65,18,841,118,134,153,95,145,69,101,63,11,883,110,116,174,107,178,82,126,95,19,1004,71,82,92,58,120,41,77,59,12,603,9,10,8,8,24,17,8,15,9,101,0,3,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,403,485,766,431,644,429,417,383,75,4029
UCL214019,3,0,29,35,0,88,0,43,0,207,10,12,55,38,13,45,5,32,5,213,43,72,117,76,50,66,19,90,6,539,43,82,85,56,52,52,29,67,7,474,62,70,90,100,68,82,59,109,14,645,54,43,74,66,74,48,52,104,12,529,18,13,10,13,21,3,11,10,0,100,3,0,0,4,0,0,0,0,8,20,3,0,0,0,0,0,0,0,0,0,241,288,468,389,284,387,173,455,50,2731
UCL214020,0,0,43,24,9,68,0,33,10,189,10,19,66,51,14,23,6,29,9,226,42,92,127,65,28,24,27,63,6,474,92,109,112,64,62,53,23,67,11,591,92,76,86,92,88,53,53,95,15,642,60,75,56,83,66,40,46,92,3,529,30,12,8,15,15,20,9,9,3,118,8,0,0,0,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,332,381,498,385,282,284,171,399,54,2792
UCL215001,0,0,4,3,0,9,0,3,0,23,0,3,9,14,0,3,0,6,0,31,10,8,15,6,3,3,0,0,0,50,9,31,19,5,6,0,0,3,0,78,32,51,21,6,12,12,0,11,3,144,35,45,23,10,12,13,0,8,4,142,8,6,3,0,5,3,0,3,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,88,142,86,47,39,45,3,45,11,508
UCL215002,0,0,8,9,0,16,0,12,0,50,6,7,17,9,12,8,10,18,3,83,22,27,37,16,26,6,9,17,6,166,29,44,38,21,27,10,15,20,3,205,27,31,34,35,21,15,14,27,3,217,25,24,34,23,29,9,14,20,3,178,3,12,3,4,8,5,3,4,4,43,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,126,140,170,113,119,80,72,108,18,943
UCL215003,0,0,9,17,0,21,0,12,0,67,0,3,17,22,3,9,0,5,0,67,18,43,40,17,14,6,5,12,3,164,37,69,27,20,21,7,10,3,0,200,50,81,54,23,37,18,5,20,6,298,34,76,36,27,36,20,15,25,7,265,13,24,4,6,11,3,4,7,3,73,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,158,294,196,130,131,94,35,91,21,1149
UCL215004,0,0,7,4,0,3,0,11,0,28,3,3,5,10,3,0,0,11,3,42,13,19,24,13,7,11,3,24,3,111,19,12,37,12,7,8,4,16,0,118,32,22,19,11,11,21,4,25,0,136,23,14,16,12,16,25,13,30,0,139,5,7,0,0,6,7,0,5,0,34,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,101,81,99,68,50,65,30,118,9,617
UCL215005,0,0,4,7,0,18,0,17,0,52,0,3,27,10,9,4,5,7,0,66,15,28,25,25,29,20,10,14,0,166,32,57,30,24,23,11,18,20,3,209,26,36,24,21,40,11,17,16,4,205,20,33,24,17,31,10,15,25,0,169,4,8,6,7,4,4,7,0,0,26,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,97,165,140,110,127,70,68,101,15,905
UCL215006,0,0,5,8,0,16,0,17,0,50,3,6,19,14,6,16,0,9,0,78,22,44,37,18,20,8,0,7,0,157,41,48,43,16,20,11,5,17,0,209,41,73,34,27,27,9,18,21,4,253,28,78,26,19,30,10,8,25,0,228,12,7,5,4,8,4,9,3,0,59,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,148,264,175,110,118,85,42,96,9,1034
UCL215007,0,0,25,15,3,42,0,32,3,125,6,14,51,39,17,25,16,29,4,191,47,101,135,56,75,43,48,32,6,541,88,109,129,73,102,68,53,56,12,684,51,74,88,76,69,32,47,41,13,486,23,39,40,31,35,19,24,30,3,247,7,4,6,3,7,3,3,3,4,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,226,346,477,296,311,238,184,229,39,2334
UCL215008,0,0,10,9,0,26,3,5,3,51,0,6,15,15,7,6,0,11,5,60,10,41,48,19,20,16,9,7,0,169,31,58,34,22,41,11,15,20,6,223,39,44,34,26,39,16,19,22,4,239,17,26,17,14,22,6,9,7,0,116,0,6,0,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,177,151,103,127,76,56,65,19,870
UCL215009,0,0,3,0,0,9,0,5,0,16,0,0,7,3,0,0,3,7,0,23,6,8,5,8,8,4,5,5,0,52,3,9,5,3,4,4,4,12,0,47,9,3,9,5,9,13,10,14,3,74,8,6,8,7,8,6,10,25,3,88,7,3,0,0,3,3,5,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,28,43,40,34,40,33,71,6,330
UCL215010,0,0,11,10,0,31,0,9,0,65,10,3,36,13,6,27,5,14,0,102,12,31,35,7,16,6,9,10,3,132,58,62,51,22,42,19,6,10,3,279,61,61,38,15,53,13,13,17,5,278,38,44,36,22,28,12,13,11,4,215,11,7,3,4,8,6,0,3,0,43,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,187,208,211,91,166,104,46,70,18,1113
