UCL_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL215037,711,805,1517,173,97,272,65,116,179,25,24,46,25,24,41,287,256,545,354,477,834,8.7,9.4,7.5,40.4,31.8,35.9,37,29.4,32.8,4,11,18,0,6,9,20,44,63,46,75,113,205,81,290,3,16,18,12,22,29,224,118,339,600,666,1275,108,132,235,426,473,898,255,299,556
UCL215038,579,656,1232,236,103,344,48,135,185,10,22,33,23,19,37,323,274,596,224,335,559,7.1,6.9,6.2,55.8,41.8,48.4,50.8,39.6,45.6,0,8,8,4,5,11,18,39,53,22,51,78,167,90,261,10,13,18,6,14,18,177,120,296,585,599,1187,93,110,201,409,417,821,232,272,504
UCL215039,514,549,1063,189,86,273,54,123,178,23,14,34,18,17,33,275,237,512,187,272,461,6.5,7.2,6.4,53.5,43.2,48.2,51.8,40.6,45.6,0,3,0,3,8,14,13,24,38,18,41,58,132,85,214,4,12,22,4,10,11,140,101,241,485,511,993,67,68,135,351,347,702,183,200,382
UCL215040,1433,1620,3049,538,244,778,142,380,519,45,39,81,55,43,96,783,697,1480,529,779,1304,7,6.2,6.5,54.6,43,48.5,50.6,40.9,45.2,8,12,23,13,23,37,76,135,206,72,115,183,345,181,528,14,24,35,25,33,52,384,240,623,1360,1490,2853,170,197,366,1005,1088,2098,475,520,999
UCL215041,839,925,1768,436,198,629,87,237,326,30,35,65,28,23,51,581,498,1076,211,352,562,4.8,4.6,4.7,69.2,53.8,60.9,65.9,50.8,57.7,3,5,10,0,14,16,27,59,90,40,87,127,271,125,401,11,21,35,8,21,30,295,170,465,881,935,1809,101,128,232,602,608,1207,315,389,707
UCL215042,609,640,1247,281,109,386,83,205,286,33,21,57,15,23,39,408,355,765,161,245,402,3.7,6.5,5.1,67,55.5,61.3,65.2,52.3,58.5,6,12,24,9,19,26,46,76,116,30,70,102,188,105,290,7,11,19,12,9,17,204,126,332,616,628,1249,94,101,192,398,421,816,267,277,551
UCL215043,1367,1624,2991,498,235,731,145,381,526,53,59,111,59,57,113,755,731,1487,525,775,1301,7.8,7.8,7.6,55.2,45,49.7,50.9,41.6,45.7,15,13,26,16,38,54,88,126,207,63,130,190,411,208,627,19,30,44,27,34,63,459,280,737,1311,1460,2770,236,286,529,863,969,1829,606,709,1320
UCL215044,1902,2143,4052,706,398,1104,251,515,764,54,68,125,53,50,102,1060,1031,2096,677,940,1622,5,4.8,4.9,55.7,48.1,51.7,53.2,45.8,49.2,71,66,134,44,74,115,192,298,494,137,217,348,426,194,617,18,43,58,28,59,83,469,297,761,1696,1913,3603,359,407,764,1089,1196,2284,861,985,1846
UCL215045,554,589,1147,261,133,398,55,165,222,20,23,50,21,15,34,364,340,703,148,213,370,5.8,4.4,4.8,65.7,57.7,61.3,60.6,54.5,58.4,8,7,16,10,20,28,32,73,105,37,84,122,199,71,265,3,11,12,12,5,18,206,84,296,580,591,1175,87,79,167,383,378,757,250,263,506
UCL215046,439,471,918,222,98,320,45,126,167,18,12,26,5,13,19,286,249,534,136,204,341,1.7,5.2,3.6,65.1,52.9,58.2,64.9,50.1,55.9,0,0,3,0,12,11,17,33,45,13,43,57,154,80,234,3,7,11,5,9,18,162,95,262,448,455,908,94,102,194,308,301,609,198,227,419
UCL215047,552,604,1151,266,103,370,49,156,208,11,16,29,25,27,59,359,304,663,156,252,408,7,8.9,8.9,65,50.3,57.6,59.1,45.5,52.7,3,12,16,4,4,9,27,37,62,15,66,85,168,87,252,4,10,17,8,23,37,178,123,307,526,571,1088,120,158,279,262,295,559,331,380,719
UCL215048,422,466,895,160,76,239,65,122,191,14,14,30,13,7,21,254,224,474,131,191,323,5.1,3.1,4.4,60.2,48.1,53,56.6,45.5,51.4,15,20,36,9,15,26,75,83,156,40,51,85,97,42,143,3,4,6,5,4,12,101,50,159,378,379,756,52,72,126,253,276,535,161,167,329
UCL215049,1103,1090,2198,504,267,769,164,287,454,36,46,86,40,31,66,743,634,1379,296,400,696,5.4,4.9,4.8,67.4,58.2,62.7,63.8,55,59.6,81,76,155,29,74,102,200,261,459,114,131,250,233,80,314,3,11,13,15,26,46,253,115,367,1206,1149,2351,110,123,236,863,826,1684,399,384,784
UCL215050,1668,1842,3509,646,305,947,174,444,622,70,73,145,63,45,107,950,863,1818,592,845,1441,6.6,5.2,5.9,57,46.9,51.8,53.4,44.6,48.8,14,23,35,20,41,62,84,192,275,83,160,241,519,220,742,12,29,45,18,44,61,550,295,844,1599,1716,3312,271,320,592,1158,1199,2355,617,744,1358
UCL215051,535,593,1126,147,99,243,75,136,217,8,10,20,19,12,27,246,265,507,261,315,578,7.7,4.5,5.3,46,44.7,45,43,41.3,42.6,25,33,58,18,26,46,65,107,169,34,85,123,140,44,180,3,4,4,13,26,41,158,74,228,501,540,1039,69,80,152,346,372,714,208,237,444
UCL215052,1281,1479,2767,565,328,891,174,405,581,46,44,88,28,16,43,817,785,1603,360,595,960,3.4,2,2.7,63.8,53.1,57.9,61.3,52.5,56.4,24,26,48,17,42,55,93,176,272,77,159,232,427,185,612,5,24,27,31,44,80,470,251,721,1185,1330,2519,263,296,556,760,850,1613,610,695,1304
UCL215053,810,857,1668,249,150,399,77,165,243,28,25,56,51,26,75,401,371,767,322,414,736,12.7,7,9.8,49.5,43.3,46,43.7,39.7,41.8,0,3,6,0,11,18,13,44,59,33,60,88,202,111,316,14,14,28,18,27,40,227,157,384,717,787,1505,131,120,250,512,539,1053,286,329,622
UCL215054,620,626,1247,241,95,337,70,155,223,16,22,37,38,28,70,370,300,667,204,289,496,10.3,9.3,10.5,59.7,47.9,53.5,52.7,43.5,47.9,0,5,5,3,12,19,20,41,59,27,52,87,179,116,295,7,13,18,13,22,30,196,145,344,620,625,1243,84,92,173,443,424,861,230,249,479
UCL215055,652,719,1364,225,112,341,96,184,280,28,9,44,17,20,38,371,327,704,221,328,548,4.6,6.1,5.4,56.9,45.5,51.6,53.5,42.4,48.8,3,6,11,10,17,26,56,104,160,61,81,136,203,101,305,4,3,9,6,14,21,212,126,335,672,688,1361,82,87,171,469,460,930,250,282,527
UCL215056,430,480,913,152,60,214,40,106,149,12,9,23,14,12,26,217,193,412,183,239,425,6.5,6.2,6.3,50.5,40.2,45.1,47.4,36.5,42.3,5,5,10,3,5,6,14,44,58,25,48,75,105,57,165,0,8,12,11,8,17,122,73,195,424,429,854,69,80,148,289,307,597,174,180,353
UCL215057,675,731,1407,239,142,378,86,189,276,21,19,38,24,16,34,366,358,728,266,333,594,6.6,4.5,4.7,54.2,49,51.7,51.3,47.9,49.2,17,25,51,14,32,43,86,135,213,66,87,161,198,71,266,5,11,17,8,21,27,210,104,312,672,709,1384,80,94,171,479,515,990,244,266,514
UCL215058,1092,1250,2345,390,211,602,111,280,388,41,49,86,40,22,65,592,553,1147,425,596,1020,6.8,4,5.7,54.2,44.2,48.9,49.6,43.2,45.9,10,11,13,9,25,35,48,103,146,52,105,159,292,159,451,10,18,31,17,29,45,325,199,522,1023,1115,2141,181,192,371,743,801,1543,402,456,862
UCL215059,714,757,1473,302,140,442,72,162,234,22,18,40,21,12,30,415,340,752,256,363,616,5.1,3.5,4,58.1,44.9,51.1,55.5,42.3,48.6,0,5,9,5,13,14,31,73,101,34,76,107,213,83,298,4,12,14,7,23,26,228,112,339,650,676,1320,117,118,233,454,447,901,286,322,605
UCL215060,587,634,1222,215,104,325,65,132,200,21,33,47,17,14,30,314,289,603,232,301,533,5.4,4.8,5,53.5,45.6,49.3,51.3,42.4,46.8,3,12,14,5,18,23,29,42,68,19,71,90,138,76,212,3,7,12,9,9,18,149,91,233,576,570,1143,87,101,187,411,406,816,223,236,462
UCL215061,714,776,1495,296,152,451,69,154,223,25,23,45,21,9,29,409,340,743,277,397,673,5.1,2.6,3.9,57.3,43.8,49.7,54.6,42.4,48.1,6,10,16,3,15,20,43,65,116,18,65,87,160,104,259,12,15,27,16,15,29,184,132,316,677,738,1415,107,115,219,479,522,1005,266,302,569
UCL215062,1446,1647,3088,538,293,830,131,346,477,49,40,96,51,32,83,773,714,1487,577,830,1409,6.6,4.5,5.6,53.5,43.4,48.2,49.7,41.2,45.4,12,12,23,9,30,40,65,125,189,80,152,227,364,211,575,14,32,43,26,30,60,403,274,677,1351,1524,2867,226,252,480,969,1080,2046,551,633,1185
UCL215063,795,870,1665,173,94,267,86,164,251,25,23,55,37,34,69,325,316,646,402,458,863,11.4,10.8,10.7,40.9,36.3,38.8,35.7,32.3,34.4,6,6,12,0,20,17,28,55,86,41,57,100,186,80,272,4,19,26,21,26,44,209,130,335,735,804,1540,118,126,243,560,604,1157,260,286,546
UCL215064,440,454,894,169,66,240,33,102,141,13,14,22,12,10,20,227,191,418,166,220,379,5.3,5.2,4.8,51.6,42.1,46.8,48.9,40.1,45.1,3,5,6,4,6,12,18,35,54,16,31,52,98,43,145,3,8,9,11,3,10,113,57,164,393,417,811,57,55,110,297,302,600,136,146,282
UCL215065,1484,1545,3029,338,197,531,150,255,403,36,46,82,33,35,66,552,534,1088,813,889,1701,6,6.6,6.1,37.2,34.6,35.9,35.3,32.2,33.5,20,22,41,21,42,65,107,164,271,106,158,266,455,155,618,7,16,28,33,38,77,499,211,712,1277,1314,2594,228,228,457,849,838,1693,608,636,1239
UCL215066,1511,1763,3270,426,243,663,217,377,592,41,43,86,26,30,53,705,697,1404,682,943,1627,3.7,4.3,3.8,46.7,39.5,42.9,45.3,37.6,41,108,97,207,38,99,139,285,397,681,180,249,434,248,86,342,10,17,29,27,39,67,292,143,429,1378,1581,2960,180,222,401,1017,1186,2197,535,601,1140
UCL215067,1153,1356,2512,410,226,644,145,311,455,44,57,103,33,19,48,636,612,1249,424,631,1053,5.2,3.1,3.8,55.2,45.1,49.7,52,43.8,47.9,47,49,97,23,58,78,154,235,390,78,158,240,265,128,386,9,15,25,23,21,40,291,165,453,1068,1221,2286,204,232,433,709,800,1507,506,602,1103
UCL215068,1088,1273,2357,375,198,566,97,248,346,43,39,76,51,38,86,558,520,1075,403,596,994,9.1,7.3,8,51.3,40.8,45.6,47.3,38.1,41.9,4,6,11,6,15,24,36,83,116,51,95,150,267,150,422,10,28,40,13,21,30,293,194,491,967,1100,2072,215,228,444,617,679,1295,493,588,1081
UCL215069,1193,1305,2504,646,331,976,139,445,583,36,54,93,38,33,65,852,866,1724,292,397,684,4.5,3.8,3.8,71.4,66.4,68.8,68.8,63.6,66,36,30,66,19,53,74,140,229,368,121,149,270,385,157,539,4,18,27,25,33,59,414,210,627,1300,1388,2682,126,146,274,970,1040,2007,404,451,850
UCL215070,860,860,1717,286,154,440,64,109,171,36,33,66,38,33,76,423,333,758,289,386,670,9,9.9,10,49.2,38.7,44.1,44.9,34.4,39.4,10,6,16,3,14,20,32,69,99,25,48,74,109,46,154,3,9,12,6,11,23,117,61,182,745,726,1470,141,158,292,498,512,1016,320,312,628
UCL215071,1097,1193,2296,399,179,572,95,247,340,35,45,83,31,21,57,563,494,1054,463,610,1068,5.5,4.3,5.4,51.3,41.4,45.9,48.2,39.5,43.3,3,8,15,12,21,31,38,86,127,52,87,137,273,147,420,8,25,32,20,29,47,296,197,498,1068,1146,2220,123,138,261,798,841,1638,350,379,729
UCL215072,1512,1527,3041,768,328,1096,161,436,597,58,54,114,46,42,94,1039,862,1899,395,571,961,4.4,4.9,4.9,68.7,56.5,62.4,65.3,53.6,59.4,19,24,39,24,39,67,82,176,264,137,184,318,480,194,672,4,23,26,24,45,70,509,255,770,1574,1570,3141,215,213,432,1128,1155,2281,555,526,1085
UCL215073,497,510,1005,199,115,308,32,105,136,19,23,44,33,16,53,283,257,543,174,209,383,11.7,6.2,9.8,56.9,50.4,54,50.3,47.6,48.6,0,8,8,0,7,6,11,33,48,19,43,65,179,92,271,6,14,20,10,7,17,189,115,309,473,474,941,74,69,149,323,321,646,197,193,391
UCL215074,818,919,1745,345,201,546,97,219,310,28,36,67,25,28,47,490,481,975,282,387,675,5.1,5.8,4.8,59.9,52.3,55.9,57.5,49.6,52.9,13,24,36,10,19,30,64,110,165,55,92,146,241,132,375,3,12,16,10,21,31,254,160,415,802,876,1676,130,137,271,576,631,1211,326,347,677
UCL215075,503,536,1041,159,92,249,77,124,199,16,26,38,12,5,18,264,243,510,195,257,457,4.5,2.1,3.5,52.5,45.3,49,50.1,45.1,46.7,9,10,19,9,14,23,49,72,118,50,76,120,141,58,198,3,7,9,14,20,37,155,84,244,417,453,868,106,125,228,284,300,576,221,252,475
UCL215076,693,684,1376,418,182,594,89,233,322,31,33,55,21,35,55,556,480,1029,117,195,313,3.8,7.3,5.3,80.2,70.2,74.8,77.6,65.5,70.6,3,5,11,3,20,16,32,70,107,44,93,138,267,126,399,4,14,20,4,18,26,280,162,442,760,772,1533,80,78,159,552,554,1106,251,250,507
UCL215077,820,921,1742,289,136,432,103,199,303,31,39,67,33,24,55,454,397,849,341,483,821,7.3,6,6.5,55.4,43.1,48.7,51.6,40.6,46,3,7,12,3,14,18,27,72,104,29,61,91,195,99,292,6,20,21,11,30,38,210,147,355,797,861,1658,108,124,231,608,662,1262,276,296,574
UCL215078,704,766,1466,305,150,452,72,200,267,28,37,65,30,21,56,436,401,839,220,310,526,6.9,5.2,6.7,61.9,52.3,57.2,57.5,50.5,53.5,8,10,13,0,23,29,27,72,100,44,82,122,240,120,357,12,20,31,13,20,35,269,156,423,722,756,1481,98,103,202,500,507,1014,276,307,576
UCL215079,1580,1697,3277,638,315,954,164,373,538,70,74,146,55,42,97,932,800,1734,523,764,1289,5.9,5.3,5.6,59,47.1,52.9,55.2,44.9,50,34,25,60,15,44,61,114,174,293,91,179,271,384,189,578,14,20,35,28,39,65,427,245,674,1540,1578,3116,252,250,500,1047,1074,2120,644,663,1311
UCL215080,791,881,1672,299,146,449,70,191,264,27,30,52,22,15,40,414,389,798,289,400,684,5.3,3.9,5,52.3,44.2,47.7,50.1,41.7,45.8,3,10,20,5,16,24,39,58,102,27,75,99,179,109,286,5,11,16,10,14,20,193,133,333,768,825,1596,78,99,175,555,612,1167,247,268,514
UCL215081,505,545,1052,194,78,273,55,142,200,14,20,30,16,17,35,286,257,541,191,257,448,5.6,6.6,6.5,56.6,47.2,51.4,52.1,44,47.8,0,6,3,0,0,0,14,37,50,22,50,72,138,71,212,5,12,17,12,12,22,159,91,248,511,528,1041,80,95,170,353,358,707,205,231,437
UCL215082,418,388,811,213,94,312,36,119,153,12,20,39,7,8,15,271,245,514,94,118,215,2.6,3.3,2.9,64.8,63.1,63.4,62.4,60.1,62.1,3,3,8,0,6,11,9,41,53,18,37,49,156,60,210,3,8,9,9,14,17,161,79,244,443,409,852,57,69,125,318,269,585,154,169,324
UCL215083,1288,1474,2757,549,276,823,143,391,535,46,63,104,46,37,87,777,770,1551,408,586,990,5.9,4.8,5.6,60.3,52.2,56.3,57.3,49.5,53,18,34,47,20,42,68,78,167,243,86,152,240,442,180,619,12,26,38,4,37,47,456,246,701,1291,1375,2670,191,253,442,888,898,1785,515,664,1176
UCL215084,683,616,1298,366,142,504,76,191,259,23,24,43,24,18,40,481,370,857,151,208,365,5,4.9,4.7,70.4,60.1,66,68.1,58,62.1,12,12,21,7,13,17,35,66,97,42,89,133,264,85,348,0,8,16,5,15,19,275,109,387,733,647,1387,45,57,105,570,487,1055,176,187,363
UCL215085,786,841,1626,250,139,390,100,192,294,27,19,48,32,27,56,406,383,793,307,388,696,7.9,7,7.1,51.7,45.5,48.8,48,41.6,45,22,35,53,17,41,62,80,101,182,52,104,158,188,97,279,11,12,19,13,16,29,214,116,329,736,762,1502,93,115,210,487,511,1001,311,339,651
UCL215086,933,1010,1943,307,159,473,101,212,311,21,35,58,32,18,48,463,424,888,380,492,868,6.9,4.2,5.4,49.6,42,45.7,46,40.2,43.3,4,7,14,9,17,22,37,79,124,48,87,128,237,123,360,10,16,28,13,18,36,261,161,419,884,907,1794,121,133,253,660,665,1325,291,346,644
UCL215087,1496,1660,3154,660,315,977,150,432,575,53,46,102,43,47,89,902,839,1737,497,711,1207,4.8,5.6,5.1,60.3,50.5,55.1,57.7,47.8,52.4,17,30,48,9,27,37,72,139,212,84,166,246,510,216,732,8,28,32,16,44,63,538,293,822,1557,1591,3150,214,243,454,1169,1174,2346,519,580,1097
UCL215088,630,711,1337,216,107,320,75,156,231,29,27,51,26,24,47,336,314,649,238,328,566,7.7,7.6,7.2,53.3,44.2,48.5,50.8,40.8,45,5,12,15,0,4,8,24,70,92,38,55,90,169,93,263,9,12,17,7,20,27,182,121,304,593,616,1207,75,104,180,407,420,832,213,271,486
UCL215089,685,639,1324,354,142,499,121,243,355,14,19,33,15,26,41,503,426,934,153,194,344,3,6.1,4.4,73.4,66.7,70.5,71.4,63.2,67,31,23,58,11,21,33,94,130,229,69,74,143,178,50,226,0,14,13,14,10,21,192,69,265,726,682,1412,42,39,84,573,528,1104,181,189,366
UCL215090,1401,1612,3005,634,334,960,192,417,607,40,54,100,50,54,106,909,856,1772,383,583,967,5.5,6.3,6,64.9,53.1,59,61.8,49.9,55.5,91,112,202,42,91,137,226,312,543,125,172,296,291,145,435,12,25,34,24,30,52,325,193,515,1387,1520,2906,223,256,478,922,1006,1930,592,702,1291
UCL215091,1566,1618,3183,869,349,1221,168,498,666,62,62,123,47,44,97,1143,957,2106,359,584,946,4.1,4.6,4.6,73,59.1,66.2,70.2,56.2,63.1,8,14,30,16,27,40,66,136,198,74,202,284,581,291,871,19,27,46,27,36,66,627,359,983,1735,1700,3433,181,200,384,1209,1189,2392,593,605,1198
UCL215092,473,450,928,154,62,213,51,102,153,15,18,34,34,21,61,264,202,461,167,206,367,12.9,10.4,13.2,55.8,44.9,49.7,46.5,40.4,43.1,7,4,12,3,7,8,9,34,41,24,41,59,165,71,238,4,11,15,5,11,12,171,93,265,439,419,861,47,55,97,333,332,668,131,128,256
UCL215093,868,904,1767,434,228,669,110,271,380,36,35,77,24,20,42,610,555,1164,201,301,504,3.9,3.6,3.6,70.3,61.4,65.9,66.8,59.1,63.7,17,20,30,6,27,36,59,118,176,68,130,196,294,110,401,7,15,21,12,20,33,313,138,450,905,926,1832,137,129,266,564,602,1168,404,413,815
UCL215094,1146,1257,2398,501,210,714,145,333,477,42,49,90,26,33,60,716,622,1334,365,563,928,3.6,5.3,4.5,62.5,49.5,55.6,60,47.1,53.4,13,23,33,7,39,46,55,97,152,64,139,203,347,189,538,13,23,39,12,32,42,370,248,623,1193,1189,2386,179,206,384,780,773,1554,501,554,1052
UCL215095,435,482,921,181,93,279,33,141,174,15,18,34,21,10,31,248,264,513,156,184,344,8.5,3.8,6,57,54.8,55.7,52.6,52.3,52.9,4,10,9,0,12,9,18,52,70,23,60,80,150,65,210,5,9,16,10,11,21,164,84,250,435,437,875,60,80,141,278,280,559,183,211,399
UCL215096,692,772,1462,182,91,281,84,157,239,12,23,34,27,13,40,308,284,595,324,409,734,8.8,4.6,6.7,44.5,36.8,40.7,40.2,35.1,37.9,3,3,14,7,11,19,29,65,96,31,66,97,189,68,259,7,10,15,12,14,26,205,92,305,630,666,1296,111,118,232,453,455,905,248,306,556
UCL215097,478,497,980,155,77,233,51,106,161,13,17,31,9,18,31,236,216,448,195,249,446,3.8,8.3,6.9,49.4,43.5,45.7,45.8,40.2,43.4,5,9,14,4,10,13,31,65,95,26,48,72,125,46,173,3,7,11,3,16,15,129,70,201,427,452,884,86,86,174,297,308,604,207,211,415
UCL221001,293,274,562,163,70,226,36,93,135,13,21,30,7,4,11,220,185,405,56,71,128,3.2,2.2,2.7,75.1,67.5,72.1,72.4,67.2,69.6,3,3,8,0,0,3,10,34,44,11,32,41,103,44,142,3,6,9,3,11,15,108,52,161,316,295,612,31,33,61,235,222,455,90,88,183
UCL221002,336,360,697,134,72,207,37,91,131,18,18,34,6,17,28,204,205,403,107,126,234,2.9,8.3,6.9,60.7,56.9,57.8,56.3,50.3,53.4,4,14,17,4,7,7,26,47,66,21,31,55,107,48,153,3,4,6,4,10,13,110,64,175,330,313,650,40,61,107,248,228,471,111,131,250
UCL221003,394,412,804,120,47,167,34,86,116,14,13,32,11,19,29,180,164,345,194,224,419,6.1,11.6,8.4,45.7,39.8,42.9,42.6,35.4,39.2,0,7,6,6,8,10,14,32,46,21,41,66,84,37,127,3,10,12,4,6,14,97,59,150,394,388,782,48,53,98,264,261,529,144,153,304
UCL221004,210,206,415,98,42,145,26,66,99,15,14,25,5,10,15,150,133,284,47,57,107,3.3,7.5,5.3,71.4,64.6,68.4,66.2,59.2,64.8,0,0,4,3,3,7,5,20,27,10,32,43,72,42,111,3,3,6,3,4,7,75,54,130,222,212,438,26,16,45,140,140,284,90,79,164
UCL221005,297,287,581,143,53,193,44,114,160,19,16,33,11,4,13,217,187,401,65,89,152,5.1,2.1,3.2,73.1,65.2,69,69.4,63.8,66.4,10,10,20,3,3,8,31,52,79,30,30,62,99,29,129,3,6,9,3,4,10,108,39,149,330,328,657,34,30,60,259,268,527,91,74,164
UCL221006,278,281,558,107,43,152,28,76,104,6,4,14,7,0,7,153,130,283,97,127,226,4.6,0,2.5,55,46.3,50.7,50.7,43.8,48.4,3,3,7,3,10,9,15,40,56,9,16,29,71,28,100,0,4,5,3,3,11,76,39,118,263,274,540,34,30,60,188,210,394,96,89,189
UCL221007,214,211,424,97,42,139,26,62,90,8,11,20,4,5,11,132,119,255,71,82,157,3,4.2,4.3,61.7,56.4,60.1,61.2,54.5,58.7,0,8,11,3,7,12,24,37,65,15,25,36,56,31,88,0,0,0,6,3,13,63,39,101,220,202,421,35,38,77,137,142,280,99,86,181
UCL221008,215,243,457,81,36,116,23,68,90,10,10,19,12,6,26,127,123,254,77,96,176,9.4,4.9,10.2,59.1,50.6,55.6,53,46.9,49.2,6,10,10,3,5,11,9,23,38,13,29,37,72,31,103,0,7,7,3,0,6,79,38,118,217,241,460,23,23,45,159,179,339,67,80,148
UCL221009,301,340,642,88,42,128,32,65,99,12,20,28,12,8,19,145,131,274,135,176,307,8.3,6.1,6.9,48.2,38.5,42.7,43.9,37.4,39.7,0,4,3,3,4,8,23,37,59,10,27,36,61,33,96,3,5,8,0,4,6,68,39,109,286,320,608,28,39,65,212,239,451,84,101,187
UCL221010,218,239,461,96,53,146,23,70,90,12,9,20,13,7,27,144,135,282,67,91,158,9,5.2,9.6,66.1,56.5,61.2,60.1,55.2,55.5,3,8,12,3,9,10,6,29,37,17,30,44,75,39,107,0,10,10,0,3,4,73,50,122,224,232,454,49,47,91,146,167,317,103,93,192
UCL221011,216,229,447,76,44,118,16,58,76,13,15,23,12,3,14,120,117,231,81,87,173,10,2.6,6.1,55.6,51.1,51.7,48.6,51.1,48.5,4,3,3,0,15,14,11,20,26,15,24,38,72,24,95,0,0,3,3,7,8,73,32,104,227,207,434,25,28,51,163,136,301,72,95,167
UCL221012,227,210,430,113,34,155,30,80,110,7,8,15,8,3,11,156,128,289,47,65,115,5.1,2.3,3.8,68.7,61,67.2,66.1,58.1,65.1,6,9,12,3,12,16,21,41,54,21,30,52,74,22,98,4,3,10,0,6,8,80,31,112,261,228,491,24,15,39,200,170,372,72,70,144
UCL221013,193,190,383,97,46,145,22,63,81,8,7,21,10,0,8,136,120,255,44,67,107,7.4,0,3.1,70.5,63.2,66.6,65.8,61.1,64.5,0,7,4,4,7,8,14,28,45,17,22,38,48,23,74,0,4,4,7,0,7,53,30,87,220,219,444,10,16,34,171,168,334,51,58,108
UCL221014,251,239,487,126,54,180,28,78,103,13,6,13,14,8,17,170,139,314,55,78,133,8.2,5.8,5.4,67.7,58.2,64.5,66.5,57.7,60.8,3,3,6,0,3,7,7,29,43,13,30,40,99,26,127,3,7,10,4,4,6,103,36,143,246,248,495,28,17,45,172,173,346,88,76,167
UCL221015,346,372,724,107,53,160,55,92,146,16,12,28,12,8,22,192,166,352,127,172,297,6.3,4.8,6.3,55.5,44.6,48.6,51.4,42.2,46.1,13,6,16,11,11,21,47,54,105,33,47,74,101,42,145,0,4,7,4,15,16,109,62,166,281,314,590,67,67,137,194,217,413,148,161,305
UCL221016,206,203,404,100,50,155,14,57,78,3,9,14,9,3,12,130,122,257,65,72,135,6.9,2.5,4.7,63.1,60.1,63.6,56.8,57.1,61.1,8,4,13,0,6,7,11,33,41,26,26,49,66,21,92,4,4,7,9,7,9,78,34,110,237,238,474,27,35,64,137,160,296,108,98,207
UCL221017,337,343,678,142,60,201,40,94,136,12,3,17,12,22,28,200,176,381,124,154,277,6,12.5,7.3,59.3,51.3,56.2,57.6,45.8,52.2,5,0,3,5,6,8,12,25,37,12,31,46,121,52,172,0,3,3,7,15,20,127,72,196,354,349,707,55,41,95,262,248,514,130,122,250
UCL221018,422,418,844,136,61,195,44,94,131,12,10,27,19,14,32,212,179,385,180,209,389,9,7.8,8.3,50.2,42.8,45.6,45.5,39.5,41.8,10,3,6,0,10,14,17,36,57,27,34,59,111,45,148,3,3,6,5,4,11,115,50,169,384,393,782,45,48,92,320,326,646,100,106,206
UCL221019,582,639,1220,143,81,223,81,136,217,14,28,47,27,23,47,268,266,533,271,318,587,10.1,8.6,8.8,46,41.6,43.7,40.9,38.3,39.9,20,19,37,8,18,33,34,64,98,42,69,111,126,71,200,3,13,19,9,11,18,144,98,237,539,575,1119,90,84,174,392,409,796,223,236,456
