UCL_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
UCL221023,0,0,0,0,6,6,5,11,0,28,0,0,0,0,5,0,0,0,0,9,0,0,0,0,8,9,6,6,0,30,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,7,4,8,3,20,27,14,22,4,108,0,0,3,3,0,3,4,3,0,15,0,3,7,6,0,0,7,0,0,27,0,0,4,3,0,0,3,0,0,11,0,0,6,3,0,0,0,0,0,18,0,6,6,0,4,5,0,0,0,25,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,18,25,22,7,10,13,9,0,108
UCL221024,0,3,0,0,0,3,0,7,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,8,5,0,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,15,0,4,0,3,6,7,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,13,8,9,15,20,8,10,0,87,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,6,3,8,4,0,0,0,0,14,0,4,5,0,3,4,0,0,0,12,0,3,4,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,17,18,15,8,4,0,3,77
UCL221025,0,4,3,3,3,3,4,8,0,23,3,0,0,3,0,7,5,4,0,21,7,0,0,5,3,11,3,0,0,30,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,11,3,3,0,0,6,0,3,3,0,11,0,0,0,0,0,4,0,5,0,14,0,7,4,5,3,4,0,3,3,23,0,0,3,0,0,0,0,0,3,3,15,10,17,20,16,36,21,26,4,155,0,4,0,5,0,0,0,7,0,20,4,6,0,3,3,4,3,3,0,32,0,0,3,0,0,3,0,0,0,6,0,0,9,10,7,0,0,3,0,31,0,7,10,3,10,6,0,3,0,29,3,6,0,3,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,22,22,23,26,22,5,14,0,159
UCL221026,3,3,0,9,0,6,4,9,0,28,0,7,5,0,0,0,0,3,0,19,3,3,3,0,18,16,5,6,0,70,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,5,0,0,3,3,3,0,18,0,3,0,4,10,3,4,5,0,34,0,5,4,3,13,6,3,5,0,33,0,0,0,0,0,0,0,0,0,3,12,27,16,17,44,40,20,36,6,213,0,0,0,0,5,3,3,0,0,16,5,0,4,11,0,0,0,9,0,33,0,3,0,0,4,6,0,0,0,13,3,7,6,17,3,3,0,0,0,44,0,8,3,4,9,3,0,0,0,30,3,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,7,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,27,25,38,29,14,8,7,5,169
UCL221027,0,0,0,4,3,3,4,15,0,27,0,0,0,3,3,3,3,0,0,8,3,0,0,3,14,7,0,5,0,26,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,8,4,0,8,0,21,0,0,0,0,5,3,3,5,0,18,0,0,0,0,0,0,0,0,0,3,4,4,0,14,26,22,14,32,4,124,3,0,0,0,0,3,0,4,0,10,0,0,6,3,3,3,0,4,0,24,0,0,0,0,0,0,0,0,0,6,5,4,4,8,0,0,0,0,0,17,0,5,5,5,4,0,0,3,0,22,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,21,20,22,10,7,0,18,4,105
UCL221028,0,0,0,0,3,4,3,3,0,14,0,0,0,0,4,0,4,0,0,14,0,0,5,0,10,9,4,6,0,31,0,0,4,3,3,5,0,10,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,3,0,9,3,3,3,3,12,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,6,10,7,10,32,25,10,23,3,126,0,0,0,0,0,4,0,3,0,12,0,0,3,3,0,3,0,4,0,11,0,0,0,3,0,0,0,0,0,6,0,3,10,5,3,4,0,9,3,34,0,5,3,3,3,3,3,0,0,13,0,5,8,4,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,19,26,18,14,15,7,15,0,116
UCL221029,0,0,0,0,0,6,3,10,0,27,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,11,7,8,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,4,0,23,0,3,0,0,0,7,0,5,0,16,0,0,0,0,0,0,0,0,0,0,4,5,5,4,21,28,14,36,3,122,0,0,0,0,3,0,0,3,0,17,0,5,7,4,3,3,0,0,0,24,0,3,3,0,0,0,0,3,0,5,0,4,0,3,3,0,0,0,0,14,0,3,3,3,0,6,0,0,0,23,0,10,7,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,25,21,24,17,9,7,8,0,118
UCL221030,0,0,4,3,4,14,5,12,0,41,0,4,7,3,3,4,5,6,0,30,0,4,0,3,5,3,0,7,0,26,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,4,4,3,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,3,22,16,18,15,27,10,25,0,136,0,3,0,3,3,3,0,6,0,17,4,6,6,7,3,3,0,5,0,43,0,7,3,0,0,0,0,0,0,10,0,3,4,4,0,0,0,0,0,13,0,3,3,3,3,0,4,0,0,17,0,7,4,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,34,22,21,8,4,11,13,3,122
UCL221031,0,0,0,0,3,5,3,6,0,18,0,0,0,0,4,3,0,0,0,13,3,0,3,3,13,15,3,12,0,49,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,0,0,0,0,4,3,0,0,0,10,8,5,7,0,28,0,6,5,3,8,4,4,9,0,38,0,0,0,0,0,3,0,0,0,3,6,8,8,12,36,43,21,28,0,172,0,0,3,3,4,0,0,0,0,15,3,3,6,5,7,3,3,3,0,38,0,0,0,0,0,0,0,0,0,4,0,3,8,3,8,0,0,0,0,22,3,3,13,8,12,3,0,0,0,41,0,6,5,0,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,6,23,33,25,33,14,9,11,0,154
UCL221032,0,0,0,5,3,5,3,11,0,21,0,0,0,3,0,7,0,0,0,11,0,0,0,3,0,15,3,3,0,33,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,3,0,0,16,0,0,3,5,4,7,7,8,0,29,0,11,3,0,6,8,0,3,0,32,0,0,0,0,0,3,0,0,6,8,3,13,10,24,17,51,21,26,6,164,0,0,4,0,3,3,0,10,0,20,0,4,7,0,0,3,3,0,0,17,0,0,0,0,0,0,0,3,0,7,0,3,6,9,9,0,4,3,0,31,3,7,3,5,13,6,0,0,0,32,0,3,4,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,7,9,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,19,33,21,32,19,10,16,0,151
UCL221033,0,0,0,0,0,8,3,9,0,19,0,0,0,3,6,11,0,5,0,23,0,0,0,0,12,8,3,11,0,36,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,7,0,0,0,3,0,0,0,9,0,0,0,6,3,3,4,3,0,25,3,3,0,4,4,3,0,7,0,34,0,0,0,0,0,0,0,0,0,3,6,15,8,8,22,38,19,42,0,163,0,0,0,3,7,0,0,0,0,14,3,4,6,3,4,5,0,0,0,28,0,5,0,0,0,0,0,0,0,7,3,5,3,0,0,0,0,3,0,16,3,8,3,3,6,3,0,0,0,31,0,4,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,27,21,15,27,16,3,7,0,129
UCL221034,0,0,0,0,0,8,3,3,0,16,0,0,6,0,4,3,0,3,0,15,0,0,5,0,8,7,4,4,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,3,4,0,0,3,0,0,3,0,11,0,0,3,3,3,4,0,6,0,14,0,3,0,0,5,5,8,6,0,21,0,0,0,0,0,0,0,0,0,0,3,6,13,12,26,27,20,26,0,126,0,0,0,3,0,0,0,4,0,10,0,0,9,3,4,6,3,3,0,29,0,0,0,0,0,0,0,0,0,3,3,3,6,0,4,3,0,0,0,15,0,4,3,8,4,4,3,0,0,20,0,3,3,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,16,22,22,17,14,11,4,0,110
UCL221035,0,0,0,0,0,3,3,12,0,20,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,9,5,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,11,4,4,0,27,0,0,0,0,3,3,3,4,0,22,0,0,0,0,0,0,0,0,0,0,3,7,3,3,13,24,19,22,3,103,0,0,0,3,0,6,0,7,0,13,5,0,0,4,3,7,0,3,0,28,0,0,0,0,0,0,0,0,0,4,3,3,8,3,0,4,3,0,0,21,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,17,15,16,6,18,3,9,3,101
UCL221036,0,3,0,0,3,9,4,20,0,34,0,0,0,0,0,3,4,0,0,5,3,0,0,3,18,17,7,18,0,61,0,0,0,0,0,4,0,7,0,7,0,0,0,0,0,0,0,4,0,14,0,5,0,0,3,3,3,5,0,16,0,4,0,0,5,11,3,10,0,41,0,3,0,0,4,5,0,5,0,25,0,0,0,0,0,0,0,3,3,3,5,11,12,3,42,54,27,67,4,221,0,0,0,0,3,3,0,3,0,13,0,3,4,3,5,6,5,9,0,36,0,3,0,0,0,0,0,0,0,4,0,0,0,5,3,3,0,3,0,19,4,11,13,8,14,8,0,0,0,59,0,17,3,3,0,0,0,0,0,26,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,41,22,27,29,21,7,16,0,171
UCL221037,0,0,0,0,0,3,0,9,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,5,3,0,25,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,5,0,0,0,0,3,5,4,3,0,10,0,3,0,0,3,15,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,10,3,5,14,31,18,20,3,110,0,0,0,3,0,0,0,7,0,10,0,3,3,6,0,0,0,3,0,13,0,3,0,0,0,0,0,0,0,7,4,6,10,7,0,6,0,3,0,24,0,0,0,4,0,0,0,0,0,16,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,24,18,24,8,5,0,9,0,94
UCL221038,4,0,0,3,0,14,0,9,0,33,0,3,0,3,3,0,4,9,0,26,0,3,0,3,10,17,8,6,3,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,3,0,3,0,0,0,0,0,14,0,0,0,0,3,4,0,8,3,18,0,8,7,3,15,13,0,5,0,41,0,0,0,0,0,0,0,0,0,4,4,21,11,11,34,49,23,36,7,193,0,3,0,5,3,3,0,3,0,20,4,3,4,9,10,5,3,0,0,37,0,7,6,0,0,0,0,0,0,15,3,7,14,7,0,0,3,0,0,31,3,3,5,3,5,3,0,0,0,31,0,7,3,4,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,32,28,28,25,9,7,12,3,165
UCL221039,5,0,0,5,0,11,4,19,4,44,0,0,0,0,3,0,0,3,0,15,0,5,0,0,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,0,0,9,0,0,0,0,3,3,0,9,0,14,0,7,3,0,3,8,0,3,0,26,0,0,0,0,0,0,0,0,0,0,5,12,4,8,19,33,11,43,4,139,5,7,0,3,0,0,0,0,0,15,4,0,8,5,3,4,6,6,0,35,0,0,3,4,0,0,0,0,0,10,0,7,4,10,0,3,0,0,0,21,3,0,0,3,0,9,0,0,0,18,0,3,5,5,5,0,0,0,0,20,0,3,0,0,0,0,0,0,0,3,0,3,0,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,20,20,38,15,18,9,7,3,132
UCL221040,0,0,0,5,5,9,0,15,0,43,0,0,0,3,10,8,7,3,0,28,3,5,0,9,17,33,16,23,3,106,0,4,3,3,3,0,3,4,0,19,0,0,0,0,4,4,3,6,0,17,0,0,0,0,3,0,3,0,0,13,0,0,0,4,8,8,7,11,4,42,4,6,3,6,9,6,5,3,0,37,0,0,0,0,0,3,0,0,3,10,10,19,8,27,59,69,44,67,6,310,0,0,3,0,3,5,0,3,0,21,3,3,9,9,11,3,3,3,0,43,0,5,6,0,6,3,0,0,0,23,0,9,17,11,9,0,0,4,4,58,0,10,11,4,8,13,3,0,0,44,0,6,3,5,4,3,0,3,0,21,0,0,0,0,0,0,0,0,0,9,0,13,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,10,50,51,30,45,29,9,15,3,238
UCL221041,4,0,0,0,0,9,0,12,0,26,0,0,0,0,4,4,3,10,0,23,3,3,4,0,18,35,11,8,0,85,5,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,7,0,0,3,3,3,0,3,5,0,23,0,3,3,3,4,8,0,12,0,27,0,0,0,0,0,0,0,0,0,6,15,8,13,5,38,63,20,50,3,210,0,0,4,0,3,0,0,6,0,13,0,6,6,4,5,6,0,3,0,32,0,3,0,3,0,0,3,4,0,20,3,9,10,8,5,3,0,0,0,38,0,4,6,8,10,7,0,0,0,43,3,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,34,34,21,25,23,9,19,3,174
UCL221042,0,0,0,0,10,10,3,8,0,30,0,0,0,0,3,6,3,4,0,21,0,3,0,0,6,14,7,7,0,43,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,15,0,3,0,0,4,3,3,6,0,17,0,3,0,0,8,6,3,0,0,22,0,0,0,0,0,0,0,0,0,3,6,10,9,7,33,38,21,38,3,157,0,0,0,4,0,3,3,4,0,19,3,0,5,7,7,4,3,0,0,33,0,0,0,0,0,0,0,0,0,8,0,7,10,8,0,0,0,3,0,34,0,7,6,6,6,3,0,0,0,26,0,5,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,3,8,26,22,34,21,12,9,15,3,147
UCL221043,0,0,0,0,3,4,3,7,0,20,0,0,0,0,0,0,0,0,0,11,3,0,0,4,3,8,3,5,3,35,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,15,6,9,15,22,13,19,3,93,0,0,0,0,0,0,0,0,0,3,0,0,9,9,3,3,3,5,0,27,0,0,3,0,0,0,0,0,0,3,4,5,6,5,4,6,0,0,0,33,3,0,3,4,6,7,0,0,0,19,0,3,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,18,19,28,14,12,9,7,0,115
UCL221044,0,0,0,0,3,0,3,3,0,17,0,0,0,3,4,4,0,0,0,10,3,0,5,0,12,15,5,13,0,48,3,0,0,0,0,3,3,0,0,7,0,0,0,0,3,0,0,4,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,3,6,4,3,9,0,35,0,7,3,0,7,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,7,5,12,43,32,19,31,0,150,0,0,0,0,0,0,3,3,0,10,3,0,0,3,3,3,0,4,0,22,3,3,0,3,3,0,0,0,0,11,0,3,4,7,4,0,0,0,0,22,0,4,5,3,0,3,0,0,0,22,0,4,4,3,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,3,0,6,5,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,24,26,25,22,12,0,10,0,127
UCL221045,0,0,0,3,0,0,3,6,0,11,0,0,3,0,0,0,0,0,0,5,0,0,4,0,10,0,0,4,0,24,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,3,0,3,4,0,0,3,0,14,0,0,0,0,0,0,0,0,3,5,0,10,9,9,15,10,9,15,4,77,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,3,3,3,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,22,7,16,4,3,3,3,4,58
UCL221046,3,5,0,3,0,6,0,6,0,30,0,3,0,3,4,3,0,6,0,16,3,12,8,7,8,4,5,11,3,56,0,3,8,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,12,3,0,0,0,0,0,0,0,0,7,3,6,8,0,7,4,0,0,0,38,0,0,0,0,0,0,0,0,0,3,16,25,22,22,22,20,11,28,4,171,0,3,4,3,3,0,0,5,3,20,0,3,6,9,3,6,3,0,0,29,0,3,0,0,0,0,0,0,0,6,3,9,3,8,3,0,3,0,0,33,0,3,6,4,5,3,3,0,0,24,3,8,6,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,11,40,36,30,14,15,13,6,3,169
UCL221047,0,3,0,3,7,10,7,3,0,27,0,0,7,5,9,4,0,4,0,27,0,3,0,3,7,16,6,3,0,39,0,3,0,3,3,0,3,0,0,15,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,3,7,0,20,0,5,3,4,11,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,21,16,20,34,37,21,25,0,168,0,0,0,0,7,0,0,4,0,15,0,6,6,11,4,4,3,5,0,45,0,3,3,3,0,0,3,3,0,11,0,3,12,8,3,3,0,0,0,25,0,3,3,3,5,0,3,0,0,17,0,11,0,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,10,3,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,38,28,23,23,14,9,10,0,157
UCL221048,0,0,0,0,0,3,4,11,0,24,0,0,0,0,0,11,3,5,0,21,0,3,0,3,15,18,13,16,3,69,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,4,0,3,0,12,0,0,0,3,8,3,3,0,0,15,0,0,0,3,14,4,6,11,0,39,0,3,0,4,8,9,0,3,3,32,0,0,0,0,0,0,0,0,0,5,7,13,4,17,46,56,32,51,4,233,0,0,0,0,3,3,4,3,0,14,7,4,13,3,6,10,3,0,0,42,0,0,0,3,3,3,0,0,0,8,3,8,9,12,7,5,4,3,0,47,0,4,17,8,8,0,3,0,0,43,0,6,3,5,9,0,0,0,0,24,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,9,21,41,29,37,30,20,12,0,204
UCL221049,0,0,0,3,3,4,0,14,0,31,0,0,3,0,0,3,3,3,0,19,0,4,0,7,12,13,10,11,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,9,3,3,0,24,0,0,0,0,4,7,0,3,0,9,0,0,0,0,0,0,0,0,0,3,4,10,9,13,29,38,18,41,0,158,0,0,5,0,0,0,6,5,0,13,0,3,7,8,5,3,3,0,0,29,0,0,0,0,0,0,0,0,0,9,0,4,5,3,0,4,0,0,0,17,3,6,11,5,3,3,3,0,0,37,0,3,5,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,3,7,24,30,25,13,17,10,5,4,140
UCL221050,3,5,4,3,3,9,4,13,0,41,0,3,0,3,4,7,5,7,0,35,3,6,6,8,12,18,6,4,0,57,3,4,0,0,7,0,3,0,0,13,0,0,0,3,3,5,0,0,0,16,0,0,3,3,9,3,0,3,0,24,0,0,0,3,4,0,3,3,0,14,0,10,4,0,3,6,0,3,0,20,0,0,3,0,0,0,0,0,0,3,14,28,24,21,41,44,20,31,0,226,0,0,4,3,8,5,0,3,0,26,5,7,11,10,6,7,7,8,0,51,0,0,3,3,0,0,0,0,0,7,3,8,8,8,3,3,0,3,0,37,3,7,3,11,6,6,0,0,0,44,0,4,6,3,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,18,33,40,40,31,34,12,17,5,225
UCL221051,3,0,0,3,3,7,4,15,0,35,0,4,0,0,12,8,3,4,0,37,0,4,3,5,12,20,5,12,0,63,0,3,0,3,0,0,0,0,0,9,0,0,0,0,7,5,0,0,0,13,0,0,0,0,4,0,0,0,0,13,3,0,0,0,0,3,0,5,0,15,0,6,3,0,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,18,10,19,37,45,17,43,4,206,0,0,0,3,0,0,0,3,0,13,3,6,10,12,3,0,7,0,0,45,0,0,0,3,0,0,0,0,0,14,4,7,7,3,4,3,0,0,0,22,0,4,8,9,10,5,0,0,0,40,0,13,4,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,33,32,38,19,11,11,3,0,154
