UCL_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL215023,27,28,61,53,92,66,17,3,0,350,0,4,3,0,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,16,4,9,14,10,3,7,0,0,54,4,3,4,3,3,8,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,3,0,0,0,14,0,3,3,8,12,7,0,0,0,35,3,7,10,15,26,30,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7
UCL215024,11,30,52,68,73,68,32,7,0,346,0,0,0,0,3,3,5,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,9,3,3,0,0,0,13,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,10,3,8,12,8,12,5,0,0,52,0,3,0,4,3,0,0,0,0,21,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,3,0,0,19,0,0,0,0,3,0,0,0,0,9,0,0,0,3,4,3,3,0,0,14,0,0,7,3,7,3,3,0,0,26,3,3,11,15,12,21,3,0,0,72,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8
UCL215025,10,27,44,39,51,47,15,3,4,230,0,0,0,0,0,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,3,4,4,3,3,0,0,28,11,4,4,3,3,0,0,0,0,29,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,7,0,3,6,7,7,3,0,0,0,25,0,0,19,5,13,9,3,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7
UCL215026,45,50,148,165,182,182,66,12,4,850,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,24,0,0,3,7,4,0,0,0,0,6,0,0,0,11,7,4,0,0,0,25,0,0,3,7,3,0,0,0,0,16,11,4,10,24,36,36,4,0,0,134,25,18,29,21,31,24,7,0,0,153,0,0,4,3,4,3,0,0,0,15,0,0,0,0,0,3,0,0,0,4,0,0,6,3,0,0,0,0,0,14,3,4,3,6,15,4,3,0,0,35,0,0,3,5,10,6,4,0,0,30,0,0,3,12,18,3,4,0,0,40,0,0,5,8,7,4,3,0,0,19,0,0,19,18,12,10,0,0,0,69,0,4,24,21,47,53,12,0,0,163,3,3,12,13,21,19,4,0,0,70,0,3,3,4,3,3,0,0,0,22
UCL215027,21,39,87,102,108,107,27,0,0,499,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,11,10,12,8,10,0,0,0,61,8,7,8,14,7,3,0,0,0,54,0,0,0,4,6,5,3,0,0,17,0,0,0,0,3,0,0,0,0,10,0,3,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,0,5,0,0,17,0,3,7,0,5,4,0,0,0,17,0,0,6,3,9,9,3,0,0,30,0,7,12,7,21,12,0,0,0,56,0,9,18,20,31,34,3,0,0,121,0,0,0,3,0,3,0,0,0,4,0,0,3,0,3,3,0,0,0,15
UCL215028,21,38,95,115,190,174,45,11,0,702,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,12,17,30,17,4,0,0,90,8,16,31,31,35,12,9,0,0,143,0,0,0,0,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,0,3,0,3,3,0,0,0,0,10,0,0,0,3,3,3,0,0,0,12,0,0,3,4,16,11,0,0,0,34,0,0,0,4,11,12,3,0,0,32,0,0,4,13,15,17,0,0,0,47,0,0,10,15,25,19,8,0,0,76,0,12,13,26,57,65,9,0,0,189,0,0,0,10,3,4,0,0,0,19,0,5,6,3,3,3,0,0,0,23
UCL215029,25,66,167,99,105,101,14,3,0,582,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,0,10,0,0,5,3,3,0,0,0,0,12,6,16,17,13,15,12,0,0,0,73,7,4,11,0,0,3,0,0,0,29,0,6,10,5,4,9,0,0,0,34,0,3,0,0,5,0,0,0,0,8,0,4,7,3,3,0,0,0,0,19,0,0,4,3,0,0,0,0,0,11,0,4,8,6,6,3,4,0,0,28,0,3,7,0,6,4,3,0,0,22,0,0,13,11,9,9,0,0,0,42,0,5,24,14,8,18,3,0,0,67,0,4,29,7,26,16,5,0,0,89,0,0,7,0,0,3,4,0,0,11,0,7,4,8,4,0,0,0,0,25
UCL215030,10,26,33,51,58,58,14,4,0,246,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,5,0,0,0,24,3,0,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,3,8,12,9,6,0,0,0,31,0,3,11,12,24,25,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3
UCL215031,17,25,28,55,54,68,28,3,0,275,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,6,8,8,0,0,0,0,31,7,3,3,4,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,0,0,0,3,3,3,0,0,4,0,3,4,4,10,10,0,0,0,40,0,0,4,10,14,19,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8
UCL215032,29,40,101,108,104,122,48,7,0,563,0,0,8,5,6,9,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,3,8,12,6,15,17,4,0,0,59,11,9,10,5,10,6,4,0,0,58,0,0,3,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,8,0,0,0,28,0,0,0,4,5,3,0,0,0,20,0,0,5,12,6,8,0,0,0,32,0,5,9,20,9,15,5,0,0,65,3,5,21,24,29,37,5,0,0,121,0,0,3,0,0,0,0,0,0,8,0,3,6,3,0,3,0,0,0,20
UCL215033,23,32,204,279,130,66,9,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,22,0,0,3,3,3,0,0,0,0,11,0,0,6,10,3,0,0,0,0,16,0,5,5,3,3,0,0,0,0,18,12,8,12,28,9,3,0,0,0,75,15,4,6,4,7,4,0,0,0,41,0,0,3,10,7,3,0,0,0,26,0,0,0,3,0,0,0,0,0,7,0,0,12,20,10,0,0,0,0,42,0,0,4,0,0,0,0,0,0,8,0,0,13,11,9,3,0,0,0,33,0,3,3,10,3,4,0,0,0,17,0,3,18,16,13,3,0,0,0,57,0,3,43,49,24,6,0,0,0,123,0,3,52,32,12,5,0,0,0,107,0,0,0,4,3,0,0,0,0,7,0,0,3,15,0,0,0,0,0,17
UCL215034,12,16,21,34,43,37,19,5,0,191,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,5,10,0,0,0,38,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,10,0,0,3,10,8,3,3,0,0,21,0,4,3,7,12,15,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,11
UCL215035,12,26,54,73,76,45,21,0,0,314,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,12,4,3,0,0,0,29,11,3,0,0,0,3,0,0,0,17,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11,3,0,3,4,3,0,0,0,0,16,0,0,3,0,8,5,0,0,0,15,0,6,11,13,11,0,0,0,0,42,0,4,17,6,13,7,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,5,0,0,0,22
UCL215036,16,24,45,75,70,54,6,3,0,302,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,6,6,0,3,4,7,4,0,0,0,24,3,3,3,3,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,19,0,0,3,0,3,0,0,0,0,9,0,0,0,3,4,3,0,0,0,8,0,0,7,17,14,0,0,0,0,31,0,4,13,9,15,12,3,0,0,56,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,9
UCL215037,3,15,44,38,67,68,15,6,0,269,0,0,0,3,0,3,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,5,0,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,6,6,7,8,0,0,0,41,0,3,4,3,8,7,3,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,7,0,3,0,0,4,6,0,0,0,17,0,4,5,0,5,7,0,0,0,24,0,3,4,3,10,22,6,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9
UCL215038,16,43,52,66,62,42,15,4,0,299,0,3,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,9,4,3,13,3,0,0,0,46,0,3,3,3,3,3,0,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,10,0,0,0,0,3,4,0,0,0,6,0,3,0,8,0,7,0,0,0,17,0,0,6,6,6,3,0,0,0,19,0,7,13,13,10,17,0,0,0,67,0,0,0,5,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,14
UCL215039,12,19,33,43,59,64,19,0,0,256,0,0,3,5,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,8,6,12,4,0,0,0,38,0,4,3,0,4,3,3,0,0,19,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,14,4,0,0,0,21,0,3,0,3,8,4,0,0,0,19,0,3,10,9,14,13,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,4
UCL215040,28,72,123,119,160,164,44,14,3,727,3,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,3,12,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,0,0,0,15,0,3,5,0,3,0,0,0,0,9,23,8,16,16,28,22,3,0,0,113,12,3,11,7,11,14,3,0,0,55,0,0,3,0,3,8,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,9,3,9,9,0,0,0,27,0,3,3,0,6,3,0,0,0,11,0,3,9,14,17,12,3,0,0,56,0,3,11,8,27,20,0,0,0,81,0,5,34,38,44,46,10,0,0,174,0,0,0,4,0,0,0,0,0,6,0,4,6,0,7,0,3,0,0,23
UCL215041,28,44,125,133,119,78,22,0,3,552,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,10,7,5,8,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,0,0,0,14,0,0,0,4,3,3,0,0,0,11,5,11,16,18,8,5,0,0,0,62,9,9,3,8,3,4,0,0,0,35,0,4,4,8,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,5,0,3,0,0,0,0,16,0,7,8,4,8,0,0,0,0,25,0,0,3,3,0,0,0,0,0,10,0,3,12,14,23,4,0,0,0,61,0,4,23,16,33,12,4,0,0,96,0,0,0,5,0,0,0,0,0,6,0,0,3,3,0,3,0,0,0,12
UCL215042,27,34,82,90,78,63,14,3,0,390,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,10,9,9,6,0,0,0,52,3,7,3,13,8,0,0,0,0,36,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,12,0,0,0,0,4,4,0,0,0,13,0,0,0,4,9,3,0,0,0,19,0,0,8,9,13,10,0,0,0,47,3,3,22,25,21,15,5,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,11
UCL215043,49,49,142,130,147,128,37,7,0,697,0,0,0,5,5,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,5,11,7,9,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,20,0,0,3,4,8,3,0,0,0,14,21,8,17,19,29,21,0,0,0,114,11,19,5,14,18,0,3,0,0,69,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,3,5,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,13,3,12,3,0,0,0,36,0,0,0,4,4,3,3,0,0,15,0,3,3,0,4,12,0,0,0,29,0,4,13,17,12,18,0,0,0,68,3,12,34,24,43,40,12,0,0,174,4,0,0,0,5,3,0,0,0,15,0,3,0,5,4,3,0,0,0,24
UCL215044,46,86,188,239,216,166,53,13,3,1009,0,0,0,0,6,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,6,9,18,16,15,6,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,19,0,0,3,3,3,0,0,0,0,14,17,17,22,17,36,18,3,0,3,127,8,12,13,12,15,15,4,0,0,82,0,0,3,3,9,0,0,0,0,23,0,0,0,3,3,4,0,0,0,20,0,4,4,6,11,3,0,0,0,27,0,0,3,0,5,4,0,0,0,14,0,3,12,26,11,11,3,0,0,58,0,0,6,9,13,8,0,0,0,40,0,3,12,18,25,9,0,0,0,75,0,7,22,34,29,31,4,0,0,127,3,6,32,45,58,58,4,0,0,209,0,0,0,4,6,0,0,0,0,11,0,5,3,10,9,0,4,0,0,33
UCL215045,12,16,65,72,72,70,17,0,3,343,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,3,4,5,7,8,0,0,0,37,4,0,3,3,5,4,0,0,0,17,0,0,0,0,3,3,0,0,0,13,0,0,3,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,0,0,0,14,0,4,0,0,3,0,0,0,0,9,0,0,3,5,4,8,0,0,0,22,0,5,10,16,4,19,0,0,0,55,0,3,10,8,14,21,4,0,0,66,0,0,0,0,5,0,0,0,0,9,0,0,5,0,4,3,0,0,0,14
UCL215046,19,16,59,67,57,43,13,3,0,281,0,0,0,0,7,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,6,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,4,3,5,3,5,0,0,0,29,3,3,0,3,3,0,0,0,0,13,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,13,0,0,4,5,3,7,3,0,0,24,0,3,15,12,8,13,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8
UCL215047,10,35,110,72,59,42,3,0,0,331,0,0,4,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,3,15,10,6,3,0,0,0,43,4,4,3,3,0,0,0,0,0,20,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,5,6,3,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,5,13,0,8,11,0,0,0,34,0,4,20,10,16,9,0,0,0,61,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,3,0,0,0,17
UCL215048,4,9,47,39,48,62,28,3,0,241,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,14,3,0,0,39,3,6,17,13,11,14,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,5,0,0,0,4,0,6,3,0,0,10,0,0,0,0,6,10,3,0,0,21,0,0,5,3,3,12,5,0,0,25,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,0,0,0,0,5
UCL215049,38,29,62,167,193,149,63,10,0,708,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,25,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,6,0,0,0,9,0,0,0,3,0,3,0,0,0,5,4,3,13,4,9,14,3,0,0,43,5,3,0,7,3,3,0,0,0,32,0,0,0,0,8,3,0,0,0,18,0,3,0,5,7,5,0,0,0,17,0,3,3,11,7,0,0,0,0,28,0,0,0,0,3,0,0,0,0,6,0,0,7,9,20,5,3,0,0,50,0,0,3,7,9,4,3,0,0,28,0,0,7,14,12,15,3,0,0,49,0,4,14,32,27,35,13,0,0,122,0,3,18,26,34,23,3,0,0,104,0,0,0,7,3,0,0,0,0,11,0,0,4,7,0,3,0,0,0,19
