UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL215010,3,0,4,0,7,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,6,0,3,0,5,3,4,3,0,8,14,0,0,0,14,12,4,3,0,22,17,15,7,0,41,12,19,5,0,43,8,10,3,0,29,13,24,3,0,41,26,72,0,0,98,16,52,0,0,67,10,30,0,0,46,8,24,0,0,31,10,50,0,0,59,6,41,4,0,59,0,3,0,0,3,165,355,48,3,567
UCL215011,3,0,0,0,3,3,0,0,0,4,3,0,0,0,4,3,0,0,0,3,13,0,4,0,16,3,0,8,0,13,35,3,11,0,47,10,5,3,0,21,18,16,5,0,36,8,9,0,0,21,6,15,3,0,18,3,3,0,0,12,5,3,0,0,10,3,3,0,0,8,0,0,0,0,4,0,0,0,0,3,3,3,0,0,4,13,12,0,0,28,4,0,3,0,5,134,76,40,0,257
UCL215012,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,11,14,0,6,0,26,12,4,13,0,33,42,5,19,0,64,38,8,18,3,66,51,18,14,3,86,43,25,17,0,80,22,13,7,0,40,19,25,4,0,52,36,48,8,0,91,14,38,0,0,61,8,18,0,0,30,4,6,0,0,11,7,15,0,0,24,35,37,20,0,90,8,0,3,0,11,367,260,140,6,774
UCL215013,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,11,0,3,12,0,15,6,6,8,0,20,3,16,7,0,26,8,9,0,0,25,10,16,0,0,30,3,26,3,0,29,13,25,4,3,42,37,72,4,0,109,14,37,3,0,55,9,25,0,0,35,3,10,0,0,13,5,14,0,0,17,3,25,4,0,39,7,11,3,0,13,137,294,59,7,498
UCL215014,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,4,4,0,9,0,0,3,0,7,15,3,0,0,17,4,7,8,0,17,10,12,0,0,26,15,10,4,0,33,4,22,4,0,29,16,18,3,0,35,30,45,0,0,73,12,15,0,0,32,8,8,0,0,10,3,0,0,0,4,0,4,0,0,4,0,14,10,0,26,3,3,0,0,3,123,167,48,3,338
UCL215015,0,0,0,0,4,3,0,3,0,7,3,0,6,0,8,0,0,3,0,3,19,0,9,0,21,5,3,11,0,16,48,9,8,0,73,44,11,12,0,68,35,11,9,0,58,29,21,3,0,53,14,20,3,0,37,20,14,5,0,37,26,30,3,0,55,15,16,0,0,29,5,10,0,0,15,4,8,0,0,12,12,14,0,0,24,21,30,9,0,65,11,0,0,0,12,314,193,79,4,592
UCL215016,4,0,3,0,8,0,0,0,0,0,6,3,9,0,17,4,0,11,0,11,11,0,12,0,23,3,8,26,0,39,60,4,26,3,95,41,29,27,0,90,40,38,18,0,96,43,51,16,0,115,13,45,17,0,81,25,33,11,3,71,43,82,10,0,136,21,33,6,3,61,10,18,3,0,29,4,13,3,0,14,3,16,0,0,20,21,41,13,0,79,14,9,13,0,29,369,420,219,16,1028
UCL215017,5,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,6,10,0,0,0,13,0,0,9,0,14,28,3,5,0,43,14,10,6,0,29,19,13,6,0,36,15,12,3,0,34,12,25,3,0,37,5,24,7,0,35,22,45,3,0,70,16,43,0,3,58,12,9,0,0,24,0,7,0,0,3,3,11,0,0,17,15,30,12,0,57,4,0,3,0,12,190,247,64,6,502
UCL215018,7,0,0,0,7,3,3,3,0,8,0,0,5,0,8,0,0,6,0,6,20,3,11,0,37,16,0,8,0,28,70,4,20,0,96,31,20,24,3,77,44,30,15,0,87,37,14,17,0,69,20,17,3,0,42,15,22,0,0,38,32,49,5,0,83,13,24,0,0,38,9,12,0,0,18,5,3,3,0,9,4,6,0,0,13,16,36,19,0,69,10,4,6,0,25,359,251,142,7,760
UCL215019,4,0,0,0,4,0,0,0,0,3,0,0,3,0,4,0,0,3,0,3,9,3,9,0,19,0,4,11,0,22,28,4,9,0,44,16,4,3,4,33,27,14,16,0,55,21,18,9,0,50,9,23,6,0,31,6,20,3,0,27,21,19,0,0,39,11,9,0,0,23,5,14,0,0,19,0,5,0,0,4,3,9,0,0,11,14,32,9,0,52,3,3,0,0,3,179,195,77,3,456
UCL215020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,12,0,6,0,18,10,0,10,0,26,35,4,6,0,50,23,3,7,4,36,20,8,0,0,29,17,12,3,0,34,14,8,3,0,25,3,12,0,0,12,14,9,0,0,25,4,3,0,0,13,3,3,0,0,4,0,0,0,0,0,4,3,0,0,5,16,9,7,0,29,9,3,0,0,15,182,84,49,4,323
UCL215021,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,5,4,3,0,11,4,0,4,0,16,22,3,3,0,27,13,3,4,0,21,13,12,3,0,30,19,19,7,0,37,4,11,3,0,22,10,10,3,0,24,21,25,0,0,48,11,26,0,0,33,0,3,0,0,3,4,3,0,0,5,4,3,0,0,4,4,13,3,0,29,10,0,4,0,7,142,134,51,0,332
UCL215022,9,5,3,0,15,8,0,0,0,10,3,6,4,0,14,3,0,17,0,20,28,5,31,0,65,15,12,49,3,86,86,23,37,3,145,41,25,30,3,93,45,33,24,4,112,35,45,25,0,100,37,28,13,0,76,25,28,3,0,55,53,47,10,3,107,26,28,3,0,58,11,22,0,0,36,8,10,0,0,21,6,17,0,0,23,36,51,18,3,100,7,3,8,3,18,473,395,280,22,1165
UCL215023,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,5,0,7,16,0,4,0,18,8,3,3,0,13,29,13,3,0,45,15,4,12,0,34,29,10,3,0,45,11,16,0,0,33,9,12,7,0,29,4,11,0,0,17,16,31,4,0,42,8,20,0,0,30,3,4,0,0,10,0,3,0,0,5,3,4,0,0,4,6,21,4,0,34,11,0,3,0,13,171,161,50,4,394
UCL215024,6,0,0,0,6,3,0,0,0,5,4,0,3,0,10,0,0,3,0,3,20,0,7,0,34,8,3,13,0,19,54,4,8,0,70,38,4,6,0,53,27,16,7,3,48,34,13,6,0,53,10,16,3,0,31,11,16,3,0,26,15,24,0,0,39,5,7,0,0,19,3,8,0,0,10,0,0,0,0,0,7,6,0,0,11,16,22,5,0,42,10,0,3,0,14,275,137,70,7,492
UCL215025,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,3,0,18,3,3,8,0,16,33,0,5,0,40,15,8,3,0,28,13,14,6,0,33,15,13,3,0,28,4,13,0,0,19,5,3,0,0,9,10,5,0,0,18,3,3,0,0,8,0,3,0,0,7,0,3,0,0,3,0,5,0,0,5,9,6,0,0,17,7,0,0,0,5,134,83,38,7,259
UCL215026,17,3,0,0,17,3,0,4,0,9,7,3,3,0,9,12,0,10,0,15,42,0,23,3,73,27,4,34,0,62,137,9,29,0,177,73,14,24,0,112,83,36,29,0,149,61,32,14,6,115,33,32,7,0,65,33,31,3,0,71,49,45,4,0,103,26,28,0,0,59,14,10,0,0,25,3,12,0,0,14,8,18,0,0,25,48,43,25,0,124,18,6,4,0,27,698,332,209,10,1253
UCL215027,3,3,0,0,9,0,0,0,0,4,0,0,3,0,4,0,0,3,0,3,14,4,12,0,28,8,9,16,0,28,50,3,9,0,72,42,19,24,5,80,39,28,16,0,80,27,23,9,4,61,17,24,3,0,43,15,22,4,0,48,24,37,3,0,69,17,15,0,0,40,7,13,0,0,16,5,3,0,0,5,8,9,0,0,12,12,26,11,0,53,9,3,0,0,11,297,244,127,4,668
UCL215028,8,0,3,0,10,4,0,0,0,6,4,0,5,0,6,0,0,3,0,4,17,0,16,0,33,9,6,17,0,35,55,10,32,0,96,39,21,17,4,84,54,34,26,0,113,41,32,12,3,86,21,22,6,0,58,21,20,6,0,38,38,27,0,0,71,24,25,0,0,43,11,9,0,0,24,6,16,0,0,20,20,10,0,0,32,29,38,21,0,89,7,0,7,0,16,421,263,168,3,855
UCL215029,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,7,0,9,0,20,6,3,10,0,13,22,3,9,0,38,8,7,15,3,29,19,28,18,0,60,11,32,11,3,55,14,21,10,0,48,12,25,5,0,48,37,52,9,4,104,20,16,6,0,38,14,12,3,0,28,8,4,0,0,7,3,11,0,0,14,8,34,11,0,52,7,3,0,0,7,203,257,115,13,582
UCL215030,0,3,0,0,3,4,0,0,0,4,0,0,0,0,8,0,0,3,0,3,12,4,4,0,16,11,0,6,0,17,44,3,0,3,50,14,11,10,0,37,23,7,6,0,36,21,8,3,0,32,8,13,0,0,25,10,9,3,0,17,6,17,0,0,20,11,15,0,0,18,4,6,0,0,10,4,6,0,0,11,5,0,0,0,4,10,11,5,0,31,3,0,3,0,4,181,105,61,3,354
UCL215031,0,0,0,0,0,4,0,0,0,4,3,0,0,0,5,0,0,4,0,4,10,5,7,0,23,3,3,3,0,13,32,6,11,3,47,21,8,6,0,36,23,5,3,0,34,19,14,0,0,29,11,20,0,0,26,11,7,0,0,23,18,16,0,0,37,3,7,0,0,14,4,0,0,0,6,0,0,0,0,3,0,3,0,0,5,14,11,0,0,30,8,0,0,0,11,188,107,33,9,337
UCL215032,3,0,5,0,7,5,0,3,0,8,8,0,5,0,10,7,0,9,0,12,25,3,17,0,42,15,0,20,0,38,54,8,17,0,82,38,8,18,4,73,43,17,8,0,76,33,24,15,0,77,22,21,3,3,50,32,17,3,0,55,16,37,0,0,56,14,20,0,0,33,3,15,0,0,22,0,0,0,0,3,3,9,0,0,9,23,33,12,0,65,14,3,5,3,28,363,218,147,14,733
UCL215033,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,3,0,3,3,0,4,0,3,3,0,5,0,7,11,0,3,0,16,8,7,5,0,20,11,23,4,0,37,12,17,3,0,31,17,33,6,0,58,8,32,3,0,47,48,101,8,3,158,35,79,3,0,117,24,43,3,0,67,13,34,0,0,48,14,39,0,0,47,13,34,0,0,47,0,3,0,0,4,224,459,48,6,733
UCL215034,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,13,0,4,0,12,3,3,11,0,19,35,0,4,0,49,20,6,0,0,27,10,4,6,0,25,15,12,5,0,34,9,4,0,0,11,9,10,0,0,21,8,7,3,0,18,0,8,0,0,3,0,3,0,0,4,0,3,0,0,3,3,3,0,0,5,8,6,8,0,18,7,0,0,0,8,149,73,41,0,273
UCL215035,6,0,3,0,3,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,3,0,3,0,9,3,0,9,0,12,15,0,0,0,17,10,11,6,0,22,13,12,4,0,31,7,15,6,0,32,3,16,0,0,23,3,18,0,0,20,14,23,0,0,38,10,15,0,0,22,9,17,0,0,24,0,8,0,0,4,0,15,0,0,15,12,23,10,0,38,6,0,0,0,6,121,160,38,4,331
UCL215036,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,0,0,0,0,0,4,0,0,0,8,3,0,0,0,4,17,3,6,0,26,9,3,3,0,16,11,12,9,0,29,14,18,5,0,37,8,10,5,0,24,4,17,3,0,20,12,24,4,0,47,12,18,0,0,34,3,11,0,0,19,0,11,0,0,10,3,14,0,0,16,3,14,4,0,24,3,0,0,0,0,100,161,52,0,317
UCL215037,0,3,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,8,0,8,23,3,10,0,31,3,0,16,0,26,59,3,10,0,78,23,10,13,3,52,31,16,6,0,46,19,12,4,0,40,8,18,0,0,23,7,6,0,0,14,13,19,0,0,28,5,7,0,0,15,3,3,0,0,8,0,0,0,0,0,0,3,0,0,0,12,16,13,0,40,15,0,3,0,20,242,112,88,11,444
UCL215038,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,5,0,21,4,3,10,0,19,36,6,15,0,55,17,11,9,0,43,21,9,4,0,33,15,12,8,0,36,12,16,3,0,24,7,12,3,0,23,13,24,3,0,43,4,8,0,0,19,3,5,0,0,10,0,0,0,0,3,0,12,0,0,9,11,11,3,0,22,4,0,0,0,4,162,135,76,6,376
UCL215039,3,0,3,0,3,4,0,0,0,5,3,0,0,0,5,0,0,3,0,5,3,7,10,0,17,5,0,8,0,19,28,0,7,0,45,8,9,8,4,23,12,12,3,3,32,15,6,5,0,26,6,7,3,0,20,10,7,0,0,20,21,17,3,0,38,11,10,0,0,18,4,6,0,0,10,4,0,0,0,6,6,3,0,0,5,6,14,7,0,18,9,0,4,0,7,156,98,66,10,323
UCL215040,0,0,0,0,0,3,0,3,0,4,3,0,7,0,12,0,0,3,0,8,13,7,4,0,29,13,7,15,0,36,88,8,16,3,114,45,23,22,0,95,61,35,10,3,108,50,37,10,0,93,18,21,3,0,41,27,25,6,0,61,24,50,3,0,84,8,27,0,0,38,8,8,0,0,20,3,8,0,0,6,7,15,0,0,16,20,53,19,0,91,12,9,3,0,22,415,323,135,12,884
UCL215041,7,0,3,0,12,0,0,0,0,3,0,0,3,0,3,0,0,4,0,3,10,3,8,0,22,0,5,16,0,24,33,3,16,0,55,8,6,11,0,28,18,30,6,0,57,23,19,8,0,51,8,35,0,0,43,17,36,0,0,56,18,50,5,5,75,11,32,0,0,46,3,17,0,0,23,4,10,0,0,13,3,14,0,0,18,7,42,5,0,55,3,0,0,0,11,183,304,92,15,589
UCL215042,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,0,0,4,0,4,4,0,5,0,16,5,0,16,0,23,33,0,14,0,53,18,6,3,0,26,18,18,4,0,39,14,23,10,3,43,14,18,0,3,34,13,17,0,0,32,16,22,5,0,43,7,26,0,0,35,5,9,0,0,9,0,3,0,0,10,3,4,0,0,3,10,26,4,0,41,6,0,3,0,13,173,176,81,12,438
UCL215043,5,4,0,0,10,7,0,0,0,7,0,3,6,0,12,3,4,12,0,17,22,0,21,0,48,10,5,27,0,40,80,11,17,3,115,42,25,31,3,96,48,24,18,0,85,39,31,13,0,86,18,33,8,0,60,24,34,4,0,57,33,47,3,0,83,14,30,0,0,48,3,14,0,0,15,7,6,0,0,15,10,9,3,0,18,21,36,17,0,79,15,0,4,0,17,395,322,185,9,913
UCL215044,9,0,3,0,13,5,5,0,0,7,0,0,3,0,5,0,0,11,0,13,20,3,7,0,34,16,4,25,0,41,83,15,28,3,129,36,14,15,3,71,60,35,21,3,125,39,37,21,0,103,30,41,17,0,98,27,43,9,3,79,56,61,8,0,130,37,49,0,0,86,16,24,5,0,46,5,19,4,0,24,18,39,3,0,61,27,42,31,0,104,13,6,5,0,26,497,448,237,17,1197
UCL215045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,5,4,0,0,16,4,3,8,0,20,25,5,3,0,29,4,8,8,3,23,12,3,7,0,23,16,21,5,0,42,16,21,5,0,37,12,15,3,0,30,33,31,6,0,66,12,19,0,0,27,0,7,0,0,12,3,10,0,0,8,3,4,0,0,10,11,27,8,0,44,0,0,0,0,3,152,170,74,5,400
UCL215046,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,0,8,4,0,0,0,6,5,3,9,0,16,25,0,4,0,28,9,7,3,0,20,17,16,6,0,40,9,24,4,0,39,9,20,3,0,30,7,11,3,0,15,15,25,4,0,43,7,14,0,0,20,0,5,0,0,11,0,3,0,0,3,0,0,0,0,4,0,14,3,0,23,3,0,0,0,6,118,141,63,0,318
UCL215047,0,0,0,0,7,0,0,0,0,0,0,0,7,0,8,3,0,9,0,8,4,3,0,0,10,3,0,10,0,13,29,3,9,0,45,13,12,5,0,28,9,14,12,0,38,17,28,8,4,61,8,20,4,0,35,15,17,3,3,35,14,14,7,0,39,6,9,0,0,12,5,3,0,0,8,0,3,0,0,3,0,3,0,0,5,3,15,7,0,23,4,4,0,0,10,141,150,96,13,397
UCL215048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,11,0,6,0,17,15,3,0,0,14,13,5,7,0,26,15,8,4,0,29,10,8,4,0,19,12,5,0,3,20,15,3,3,0,17,3,5,0,0,13,3,6,0,0,10,3,4,0,0,3,8,8,0,0,19,9,14,4,0,24,5,0,0,0,5,129,75,28,5,227
UCL215049,3,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,5,12,0,0,0,11,5,0,7,0,10,26,5,3,0,31,23,11,7,0,44,30,9,4,0,49,21,12,7,0,42,13,24,3,0,42,27,23,4,0,55,41,52,9,0,97,30,38,0,0,68,23,25,0,0,50,18,40,3,0,61,40,77,3,0,120,22,51,12,0,85,3,3,4,0,9,333,383,64,0,783
UCL215050,3,0,3,0,3,3,0,3,0,5,3,0,8,0,11,0,0,10,0,15,21,0,16,0,40,13,5,22,0,36,89,12,28,3,133,46,17,18,3,84,65,34,26,8,121,45,37,17,0,93,22,29,6,0,60,32,45,4,3,82,53,65,4,0,123,16,45,0,0,61,9,16,3,0,35,5,8,5,0,23,8,12,0,0,17,38,67,23,0,124,15,4,3,0,24,484,395,195,18,1092
UCL215051,3,0,0,0,3,7,0,0,0,7,0,0,3,0,3,3,0,0,0,4,9,5,0,0,13,7,0,11,0,15,41,0,4,0,48,23,6,5,0,39,29,12,6,0,52,23,10,3,0,37,8,6,0,0,13,7,4,0,0,15,14,15,0,0,30,3,7,0,0,6,4,5,0,0,13,0,0,0,0,6,4,0,0,0,9,9,16,3,0,33,0,0,0,0,4,212,82,47,3,343
UCL215052,5,0,3,0,10,3,0,0,0,5,0,0,3,0,6,3,0,5,0,4,17,3,9,0,22,11,0,24,0,36,52,5,15,0,68,19,23,17,3,58,49,26,21,3,96,35,36,10,0,79,19,34,6,0,62,25,38,9,0,64,22,53,6,0,77,17,35,0,3,53,15,8,0,0,20,0,9,0,0,12,10,11,0,0,19,24,58,14,0,92,11,4,3,0,18,330,332,133,11,813
UCL215053,0,0,3,0,7,4,3,0,0,6,0,0,6,0,10,0,0,3,0,9,15,6,19,0,38,3,3,15,0,27,67,9,17,0,88,11,13,10,4,42,15,11,17,0,43,10,17,4,0,32,17,15,0,0,33,21,9,3,0,33,16,21,5,0,36,8,14,0,0,19,0,4,0,0,7,0,0,0,0,4,0,3,0,0,5,16,32,16,3,60,5,3,3,0,16,206,161,121,10,500
UCL215054,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,3,8,0,15,11,0,13,0,22,0,3,16,0,17,15,4,20,0,35,11,16,14,3,41,15,24,16,0,66,14,29,13,0,56,6,18,8,0,23,7,11,3,0,21,19,17,3,0,35,3,3,0,0,9,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,5,16,14,0,34,3,0,5,0,10,124,145,127,13,404
UCL215055,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,3,3,0,16,3,0,7,0,14,31,3,9,0,42,14,11,8,0,39,21,24,9,0,47,7,22,8,0,34,10,24,0,0,31,11,12,5,0,31,21,30,3,0,57,13,17,0,0,25,9,6,0,0,12,3,5,0,0,5,0,7,0,0,10,6,23,6,0,36,10,0,0,0,8,169,181,71,3,427
UCL215056,7,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,3,7,0,21,7,3,9,0,19,33,0,3,0,37,17,0,11,0,26,11,11,0,0,24,13,11,5,0,31,3,9,3,0,14,6,10,0,0,19,10,9,3,0,22,3,0,0,0,5,4,5,0,0,10,0,0,0,0,0,3,3,0,0,4,15,10,3,0,20,3,0,0,0,7,139,80,51,3,269
UCL215057,0,0,0,0,3,3,0,4,0,4,0,0,3,0,3,0,0,0,0,3,15,0,7,0,23,9,3,8,0,19,31,3,3,0,37,28,6,9,0,44,28,9,10,0,46,22,19,9,0,54,12,18,3,0,30,11,10,0,0,23,29,14,0,0,44,6,13,3,0,21,3,10,0,0,12,3,3,0,0,6,8,6,0,0,10,13,16,4,0,34,5,0,0,0,6,226,138,64,3,429
UCL215058,3,0,0,0,9,0,0,0,0,3,0,0,4,0,9,0,0,11,0,14,19,0,8,0,33,7,3,17,0,31,60,9,21,0,98,32,16,15,0,63,42,16,14,0,72,32,30,8,0,66,26,24,3,0,47,21,19,3,0,39,28,30,4,0,63,17,23,0,0,39,5,10,0,0,16,0,13,0,0,13,7,3,0,0,6,11,39,12,5,72,11,3,6,0,15,323,237,132,11,710
UCL215059,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,3,16,0,9,0,26,13,0,8,0,22,37,4,10,0,57,21,5,4,0,31,27,13,9,0,44,22,10,3,0,31,16,13,4,0,39,8,10,3,0,25,22,19,3,0,45,19,12,3,0,37,0,4,0,0,7,4,0,0,0,3,0,14,0,0,13,21,24,4,0,56,10,3,0,0,6,245,148,63,8,461
UCL215060,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,0,0,3,0,3,15,0,3,0,22,4,0,8,0,13,36,3,11,0,50,15,3,15,3,32,19,13,6,0,35,17,17,3,0,39,7,14,6,0,23,8,13,0,0,21,12,14,0,0,31,12,7,0,0,20,3,7,0,0,10,0,3,0,0,4,3,7,3,0,15,9,12,8,0,26,6,3,3,0,7,169,117,72,9,364
UCL215061,7,0,0,0,7,4,0,0,0,6,0,0,0,0,3,0,0,0,0,0,13,0,0,0,11,7,0,8,0,18,44,12,7,3,64,23,15,9,0,43,24,13,10,4,53,31,17,0,0,48,7,15,0,0,26,15,21,0,0,36,21,25,0,0,48,5,6,0,0,17,3,8,0,0,13,6,0,0,0,7,8,9,0,0,18,20,18,8,0,45,7,3,0,0,10,239,162,42,15,456
UCL215062,7,0,0,0,8,0,0,0,0,3,0,3,17,0,20,8,0,15,0,18,23,0,18,0,42,7,6,20,0,37,97,0,30,0,127,46,14,28,4,97,50,32,14,3,102,45,27,19,0,85,23,30,7,0,63,28,28,4,0,61,33,55,0,0,90,15,28,4,0,44,12,15,0,0,26,9,16,0,0,25,3,8,0,0,14,25,47,15,0,87,16,5,11,0,30,443,315,198,11,964
UCL215063,7,0,0,0,7,3,0,0,0,9,0,0,3,0,5,0,0,4,0,9,19,5,7,0,31,11,3,19,0,31,71,6,23,0,96,23,11,11,0,50,30,24,9,3,61,12,18,5,0,38,8,16,3,0,20,3,8,0,0,14,17,15,4,0,31,0,8,0,0,12,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,17,23,7,0,46,11,5,5,0,15,228,147,106,4,480
UCL215064,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,3,0,6,0,7,4,0,0,0,9,29,3,3,0,30,15,5,4,0,23,13,14,3,0,26,12,5,0,0,20,11,6,0,0,16,3,8,0,0,14,15,22,0,0,32,5,3,0,0,11,4,3,0,0,6,0,0,0,0,0,3,3,0,0,4,6,10,7,0,18,4,0,0,0,4,127,81,25,3,235
UCL215065,6,0,0,0,6,0,0,0,0,3,4,3,0,0,14,5,0,6,0,7,33,3,9,0,44,18,0,18,0,35,139,11,6,0,158,70,8,12,0,89,65,21,13,0,107,63,21,7,0,95,25,30,7,0,53,18,17,4,0,36,33,32,4,0,69,14,22,3,0,41,10,6,0,0,16,8,9,0,0,12,16,5,0,0,28,45,28,8,0,81,20,3,3,0,29,591,220,99,3,913
UCL215066,6,0,3,0,12,9,0,0,0,9,3,0,4,0,8,3,0,7,0,7,16,0,3,0,19,13,0,12,0,24,68,4,8,0,77,66,6,19,0,88,69,21,11,0,93,65,14,11,0,84,32,16,6,0,57,41,20,5,0,67,52,36,12,0,96,42,40,0,0,88,23,29,0,0,54,14,20,0,0,40,35,24,0,0,61,37,58,13,0,107,6,0,5,0,7,596,293,109,8,1003
UCL215067,3,0,3,0,7,0,0,0,0,3,3,0,0,0,3,4,0,3,0,4,27,0,10,0,37,13,3,14,0,27,57,5,12,3,79,39,13,13,0,62,47,18,3,0,70,42,27,7,0,83,16,28,8,0,45,22,34,6,0,57,42,46,5,0,94,19,27,0,0,47,15,14,0,0,28,9,8,0,0,20,15,14,3,0,33,17,31,5,3,60,12,0,0,0,12,409,272,91,10,776
UCL215068,3,0,0,0,7,0,0,3,0,3,0,7,8,0,12,3,0,10,0,13,18,9,11,0,39,9,3,18,5,34,51,13,33,3,99,25,14,17,0,56,28,25,14,0,68,38,31,6,0,71,20,14,7,0,38,18,17,0,0,39,35,48,3,0,78,5,15,0,0,22,3,4,0,0,8,0,0,0,0,0,3,3,0,0,9,21,38,15,0,72,12,3,6,0,27,284,249,168,9,709
