UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,4,0,8,6,3,0,0,12,3,0,3,0,7,0,4,3,0,12,3,3,0,0,8,0,3,0,0,8,3,9,0,0,6,4,6,3,0,9,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,6,0,7,0,0,0,0,0,30,45,28,0,94
UCL222059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,13,3,3,0,17,5,3,3,0,10,6,4,3,0,15,6,5,0,0,15,0,6,3,0,5,3,6,0,0,6,6,5,0,0,14,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,11,0,0,0,0,0,47,46,16,5,117
UCL222060,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,8,0,0,0,8,6,3,0,0,3,0,4,0,0,7,4,4,0,0,9,0,0,0,0,5,3,3,0,0,6,3,8,0,0,13,3,3,0,0,6,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,8,0,77
UCL222061,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,3,19,0,4,0,22,3,0,5,0,8,9,3,4,0,14,8,3,0,0,9,0,3,0,0,3,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,3,0,7,3,0,0,0,3,51,19,22,0,91
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,3,0,12
UCL222063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,0,3,0,0,4,6,3,0,0,6,0,0,0,0,3,4,0,0,0,4,4,3,0,0,6,0,0,0,0,5,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,23,20,10,0,53
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,12
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,7,5,0,0,11,7,0,3,0,13,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,11,3,0,0,0,3,25,20,11,0,57
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,3,3,0,0,10,4,4,0,0,5,4,0,0,0,4,3,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,28,22,3,0,52
UCL222067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,6,3,6,0,0,15,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,3,4,0,0,10,3,0,0,0,4,17,36,11,0,65
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,7,0,0,7,0,6,6,0,0,0,9,5,0,3,0,6,3,3,5,0,15,9,4,0,0,8,3,0,0,0,4,3,4,0,0,9,3,4,0,0,8,0,6,0,0,9,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,8,4,0,0,13,3,0,0,0,3,45,27,20,0,99
UCL222069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,13,7,0,3,0,8,13,3,4,0,20,4,11,0,0,16,3,3,5,0,10,4,3,0,0,9,3,3,0,0,7,0,3,0,0,7,0,3,0,0,4,3,3,0,0,3,3,3,0,0,8,7,3,0,0,11,3,0,0,0,3,54,36,21,0,115
UCL222070,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,3,4,0,5,5,0,3,0,8,3,4,0,0,3,0,3,3,0,11,3,8,0,0,6,9,11,0,0,24,4,15,0,0,21,0,8,0,0,9,0,6,0,0,4,0,14,0,0,13,3,8,0,0,17,0,0,0,0,3,48,72,13,0,135
UCL222071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,7,4,0,0,0,3,3,3,3,0,7,0,5,0,0,4,0,3,0,0,5,3,3,0,0,11,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,15,39,9,3,58
UCL222072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,6,0,0,0,0,4,7,0,0,0,5,0,3,0,0,6,0,3,0,0,3,0,3,0,0,3,6,3,0,0,13,3,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,4,0,0,7,0,4,0,0,8,0,0,0,0,0,24,26,8,0,59
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,5,3,0,0,5,5,0,3,0,7,4,3,0,0,8,3,3,0,0,11,3,0,0,0,8,3,5,0,0,7,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,38,24,9,3,73
UCL222074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,10,0,0,7,0,11,20,3,3,0,28,3,3,3,0,9,0,3,5,0,13,7,3,0,0,10,0,0,0,0,3,4,3,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,11,0,0,3,0,3,46,29,23,3,102
UCL222075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,5,3,0,0,4,3,0,0,0,8,0,4,3,0,7,3,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,26,24,11,0,58
UCL222076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,3,3,0,0,0,3,4,6,0,0,11,0,5,0,0,7,0,3,0,0,6,0,8,0,0,8,3,6,0,0,8,5,8,0,0,17,3,7,0,0,15,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,3,7,5,0,12,0,0,0,0,0,42,59,10,0,106
UCL222077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,7,0,3,0,0,4,0,3,0,0,3,0,3,3,0,3,0,3,0,0,0,0,6,0,0,6,0,0,0,0,3,11,33,8,4,57
UCL222078,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,3,11,0,0,0,13,3,3,0,0,5,8,0,0,0,11,10,4,0,0,14,0,3,0,0,3,3,3,0,0,4,4,6,0,0,13,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,7,0,0,12,3,0,0,0,3,64,34,13,0,112
UCL222079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,4,8,0,3,0,13,3,0,0,0,4,7,5,6,0,13,3,3,0,0,11,7,3,0,0,12,4,3,0,0,5,4,6,0,0,12,0,5,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,45,44,15,0,100
UCL222080,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,7,0,3,0,5,4,0,0,0,7,4,0,0,0,4,3,0,0,0,5,5,0,0,0,3,3,0,0,0,3,0,0,0,0,0,6,3,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,14,7,0,58
UCL222081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,8,0,0,7,4,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,8,3,0,0,0,4,26,23,5,0,62
UCL222082,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,0,0,0,7,3,3,4,0,14,0,3,0,0,6,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,17,21,17,0,51
UCL222083,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,3,3,0,4,9,0,0,0,9,0,7,3,0,12,7,12,3,0,18,4,0,0,0,4,0,3,0,0,3,4,7,0,0,8,3,10,3,0,14,3,9,0,0,11,0,3,0,0,3,3,0,0,0,4,0,3,0,0,3,0,12,5,0,15,0,0,0,0,0,43,56,22,0,120
UCL222084,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,6,7,3,0,0,9,14,3,6,0,22,7,4,0,0,16,5,0,0,0,9,3,0,0,0,4,6,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,10,0,0,0,0,0,54,32,20,0,104
UCL222085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,5,0,3,0,6,3,0,0,0,3,0,0,0,0,3,0,4,0,0,5,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,25,8,10,0,45
UCL222086,5,0,0,0,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,3,0,9,11,0,3,0,13,9,0,6,0,15,5,9,6,0,17,11,3,0,0,11,0,3,0,0,10,0,3,0,0,7,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,13,0,0,3,0,6,67,33,20,0,125
UCL222087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,0,3,0,4,12,0,0,0,9,0,0,0,0,0,5,3,3,0,11,4,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,31,23,15,0,63
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,7,5,3,0,7,4,0,0,0,4,0,3,0,0,6,3,3,4,0,13,3,5,0,0,8,8,5,0,0,14,4,9,3,0,13,3,5,0,0,8,0,3,0,0,3,3,3,0,0,4,8,8,4,0,21,0,0,0,0,0,50,52,19,0,112
UCL222089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,7,16,0,3,0,21,8,7,3,0,14,14,3,3,0,19,11,4,0,0,15,8,0,3,0,6,6,4,0,0,7,10,3,0,0,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,4,0,0,15,3,0,0,0,6,87,37,21,0,142
UCL222090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,3,0,0,0,6,9,0,7,0,17,3,0,6,0,3,3,3,0,0,9,8,0,0,0,7,3,3,0,0,3,0,3,0,0,3,3,4,0,0,7,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,7,0,0,9,0,0,0,0,3,45,27,15,0,91
UCL222091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,4,0,0,10,4,0,0,0,8,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,32,14,5,0,53
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,5,5,0,3,0,6,0,0,0,0,3,0,6,0,0,5,3,0,0,0,6,3,4,0,0,8,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,21,14,11,0,45
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,0,0,4,5,8,0,0,8,3,0,0,0,3,3,3,0,0,3,0,8,0,0,8,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,15,29,5,0,58
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,4,0,0,9,13,0,0,0,10,3,3,3,0,7,9,4,0,0,12,7,3,0,0,9,5,13,0,0,15,3,4,0,0,6,4,6,0,0,9,3,3,0,0,4,3,4,0,0,10,5,6,0,0,11,3,0,0,0,10,59,42,19,0,117
UCL222095,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,9,0,0,3,0,6,11,0,0,0,17,6,3,0,0,10,8,0,4,0,11,3,3,0,0,3,3,3,0,0,3,4,0,0,0,3,6,3,0,0,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,14,0,0,3,0,0,49,26,15,0,97
UCL222096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,4,0,8,5,3,0,0,5,3,3,0,0,4,3,0,0,0,5,0,3,0,0,0,4,5,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,19,21,11,0,52
UCL222097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,3,0,5,0,6,3,3,0,0,11,3,3,0,0,4,3,6,0,0,6,0,0,0,0,0,0,3,0,0,5,0,4,0,0,11,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,3,0,14,0,0,0,0,0,18,36,15,0,76
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,3,4,0,0,12,3,0,3,0,3,3,0,0,0,3,0,4,0,0,10,0,3,3,0,7,5,3,0,0,13,0,8,0,0,9,5,9,0,0,7,3,3,0,0,12,6,0,0,0,5,0,6,0,0,6,7,10,3,0,18,0,0,0,0,0,41,52,16,0,111
UCL222099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,0,0,0,8,3,0,0,0,5,17,3,3,0,26,5,5,7,0,9,11,4,0,0,14,4,0,3,0,11,4,5,0,0,6,0,0,0,0,3,3,4,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,0,19,0,0,0,0,0,65,33,30,0,130
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,8,3,0,3,0,7,7,3,9,0,14,0,0,6,0,12,5,4,0,0,13,0,7,0,0,10,0,9,0,0,12,0,8,0,0,4,5,4,0,0,14,4,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,0,0,0,0,3,33,45,23,3,109
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,15,6,0,0,17,4,0,0,0,7,0,3,4,0,4,3,3,0,0,6,0,4,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,30,23,13,0,70
UCL222102,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,0,10,0,3,0,0,4,0,3,0,0,3,3,0,3,0,6,4,0,0,0,4,0,3,0,0,6,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,21,21,13,0,54
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,3,7,0,0,9,3,4,0,0,5,0,5,0,0,5,3,5,0,0,7,4,6,3,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,0,0,0,0,3,22,38,8,0,73
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,4,0,6,9,0,4,0,11,4,0,4,0,8,3,9,4,0,11,0,6,3,0,10,3,7,0,0,9,4,0,0,0,3,3,7,0,0,9,6,0,0,0,6,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,4,7,0,0,15,0,0,0,0,0,45,49,28,0,118
UCL222105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,4,3,0,6,0,3,0,0,7,4,0,0,0,7,0,3,0,0,4,4,8,0,0,10,7,3,0,0,12,10,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,3,0,0,0,6,48,35,3,0,85
UCL222106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,0,0,5,0,4,0,0,5,0,3,0,0,6,3,3,0,0,5,0,6,0,0,11,5,6,0,0,10,4,7,0,0,18,3,10,0,0,6,0,3,0,0,3,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,35,53,5,0,96
UCL222107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,7,0,0,0,11,0,0,3,0,10,3,8,3,0,12,0,7,3,0,12,0,7,0,0,12,9,11,0,0,15,9,9,0,0,15,3,11,0,0,13,0,7,0,0,10,0,3,0,0,3,4,0,0,0,7,0,11,0,0,7,3,0,0,0,0,46,68,28,0,139
UCL222108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,10,0,10,13,0,4,0,16,10,4,0,0,14,7,0,3,0,9,6,12,0,0,21,4,3,0,0,9,4,4,0,0,8,0,4,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,3,55,34,21,4,113
UCL222109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,9,0,5,0,8,13,0,3,0,17,0,0,0,0,0,12,3,0,0,15,0,5,3,0,3,3,0,0,0,9,4,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,10,4,0,0,0,4,55,19,20,3,89
UCL222110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,13,4,4,0,0,7,8,3,0,0,11,3,3,0,0,7,3,6,3,0,15,0,3,0,0,7,7,9,0,0,14,3,6,0,0,17,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,8,4,0,0,10,0,0,0,0,0,40,49,11,0,106
UCL222111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,3,5,3,0,10,0,3,0,0,8,0,3,0,0,4,4,4,0,0,10,3,4,0,0,3,0,4,0,0,4,0,3,0,0,3,0,4,0,0,4,0,4,0,0,7,0,0,0,0,3,26,36,7,0,68
UCL222112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,5,0,0,3,0,3,0,0,0,4,0,0,0,4,0,3,0,0,11,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,29,19,4,0,54
UCL222113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,9,0,0,0,0,0,6,4,3,0,11,4,7,0,0,13,6,0,0,0,5,3,3,0,0,4,3,3,0,0,3,0,6,0,0,9,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,39,33,7,0,77
UCL222114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,5,5,4,0,0,6,3,0,0,0,5,0,3,0,0,6,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,4,0,9,0,0,0,0,0,25,24,9,0,55
UCL222115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,3,0,4,6,0,0,0,11,3,3,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,32,11,13,0,57
UCL222116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,4,0,12,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,7,0,0,11,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,28,28,6,0,61
