UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL221066,..,0,8,19,22,18,15,6,3,86,..,3,0,3,3,5,3,0,0,25,..,0,0,0,0,0,0,0,0,8,56,..,..,..,..,..,..,..,..,56,..,12,..,..,..,..,..,..,..,12,..,18,5,0,0,0,0,0,0,21,..,0,0,0,0,3,0,0,0,8,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,6,..,0,0,4,9,16,8,0,0,41,0,0,0,0,3,0,0,0,0,6,56,36,25,33,36,39,21,3,5,257,..,3,18,14,17,25,13,7,0,88,..,3,4,4,5,7,0,0,0,25,..,0,3,8,3,3,0,0,0,16,56,..,..,..,..,..,..,..,..,56,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL221067,..,0,12,34,26,17,16,6,0,113,..,0,13,7,7,9,3,0,0,37,..,0,0,3,0,5,0,0,0,9,86,..,..,..,..,..,..,..,..,86,..,12,..,..,..,..,..,..,..,12,..,11,7,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,5,..,0,5,0,14,14,18,6,0,56,0,0,4,5,0,4,0,0,0,18,87,25,38,53,49,48,45,15,9,351,..,0,15,37,15,29,16,3,0,109,..,8,13,8,12,4,3,0,0,43,..,0,4,3,9,5,4,0,0,22,70,..,..,..,..,..,..,..,..,70,..,7,..,..,..,..,..,..,..,7,..,6,3,5,0,0,0,0,0,13,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL221068,..,0,12,26,35,29,37,16,5,166,..,0,7,3,0,7,7,0,0,27,..,0,0,8,4,3,0,0,0,13,81,..,..,..,..,..,..,..,..,81,..,21,..,..,..,..,..,..,..,21,..,10,3,0,0,3,0,0,0,18,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,9,..,3,6,3,14,16,12,9,4,65,3,3,0,3,0,0,3,0,0,18,82,47,36,43,57,56,62,24,9,418,..,0,19,20,37,36,25,14,5,161,..,0,14,7,5,6,0,0,0,32,..,0,5,10,7,3,0,0,0,29,74,..,..,..,..,..,..,..,..,74,..,11,..,..,..,..,..,..,..,11,..,3,3,0,0,0,0,0,0,6,..,3,0,0,0,0,3,0,0,5,..,3,0,0,0,0,0,0,0,3
UCL221069,..,0,38,69,94,69,56,18,3,342,..,0,21,25,18,17,0,0,0,80,..,0,0,0,3,0,0,0,0,3,174,..,..,..,..,..,..,..,..,174,..,32,..,..,..,..,..,..,..,32,..,35,19,6,3,4,0,0,0,62,..,0,0,0,0,0,0,0,0,6,..,4,0,0,3,0,0,0,0,12,..,0,3,0,0,3,0,0,0,6,..,0,0,7,3,12,3,4,0,30,0,0,3,0,3,0,0,0,0,10,179,71,83,105,131,100,63,21,5,759,..,0,43,85,90,69,56,8,0,350,..,3,26,20,21,8,3,0,0,79,..,3,8,10,14,8,6,0,0,45,178,..,..,..,..,..,..,..,..,178,..,52,..,..,..,..,..,..,..,52,..,24,14,5,3,3,0,0,0,45,..,0,0,0,3,3,0,3,0,10,..,0,0,0,0,3,0,0,0,3
UCL221070,..,0,8,15,25,30,30,19,6,141,..,0,3,4,4,3,0,0,0,26,..,0,0,3,0,0,0,0,0,6,75,..,..,..,..,..,..,..,..,75,..,16,..,..,..,..,..,..,..,16,..,9,0,5,8,0,0,0,0,24,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,5,0,7,..,3,3,3,15,7,9,4,6,53,7,0,0,4,0,0,0,0,0,15,79,33,24,40,56,45,38,30,13,362,..,0,15,22,28,31,32,13,3,144,..,3,0,9,9,0,0,0,0,24,..,0,6,7,11,3,0,0,3,33,49,..,..,..,..,..,..,..,..,49,..,22,..,..,..,..,..,..,..,22,..,10,0,0,0,0,0,0,0,13,..,4,0,0,0,0,0,3,0,10,..,3,0,0,0,0,0,0,0,3
UCL221071,..,0,10,33,23,28,13,0,0,105,..,0,3,0,3,3,0,0,0,16,..,0,0,0,4,0,0,0,0,4,66,..,..,..,..,..,..,..,..,66,..,21,..,..,..,..,..,..,..,21,..,10,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,66,28,21,33,38,31,14,0,0,240,..,0,22,24,42,22,7,0,0,105,..,0,0,4,5,0,0,0,0,14,..,0,0,3,4,0,0,0,0,10,69,..,..,..,..,..,..,..,..,69,..,20,..,..,..,..,..,..,..,20,..,4,3,0,0,0,0,0,0,11,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3
UCL221072,..,0,5,8,33,22,37,17,0,129,..,0,5,4,5,7,4,0,0,25,..,0,0,0,0,0,0,0,0,5,41,..,..,..,..,..,..,..,..,41,..,9,..,..,..,..,..,..,..,9,..,14,0,0,0,0,0,0,0,21,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,5,0,0,7,9,6,7,0,35,0,0,0,0,0,3,0,0,0,8,48,32,17,23,46,44,48,25,6,291,..,0,5,23,22,33,30,13,0,132,..,6,6,6,4,6,0,0,0,28,..,0,0,5,12,0,0,0,0,22,44,..,..,..,..,..,..,..,..,44,..,7,..,..,..,..,..,..,..,7,..,9,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL221073,..,0,9,13,16,31,31,17,9,122,..,0,0,7,6,6,3,0,0,28,..,0,0,0,0,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,12,..,..,..,..,..,..,..,12,..,9,8,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,6,..,0,0,5,4,3,5,7,0,28,0,3,3,0,0,9,3,0,0,18,36,26,18,27,28,55,47,27,9,266,..,0,12,7,18,37,32,15,3,125,..,0,3,6,6,13,3,0,0,28,..,0,0,4,9,0,7,3,0,25,41,..,..,..,..,..,..,..,..,41,..,3,..,..,..,..,..,..,..,3,..,4,5,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,4,..,3,0,0,0,0,0,0,0,3
UCL221074,..,0,5,12,17,35,35,21,3,119,..,3,0,4,8,8,6,0,0,25,..,0,0,0,0,0,0,0,0,4,35,..,..,..,..,..,..,..,..,35,..,7,..,..,..,..,..,..,..,7,..,7,3,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,3,0,5,3,4,3,0,15,..,0,3,13,17,20,23,5,4,85,0,0,3,0,0,4,0,0,0,17,35,16,21,34,47,69,65,33,4,315,..,0,12,12,14,37,44,9,3,127,..,5,0,3,5,5,3,0,0,18,..,0,3,6,5,5,0,0,0,22,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0
UCL221075,..,0,15,12,16,26,26,11,3,103,..,0,7,0,3,5,3,0,0,16,..,0,0,0,0,0,0,0,0,3,42,..,..,..,..,..,..,..,..,42,..,14,..,..,..,..,..,..,..,14,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,4,0,0,0,10,..,0,3,3,15,10,13,5,5,55,0,0,0,0,3,0,0,0,0,9,38,23,30,18,42,45,42,22,9,267,..,0,11,12,20,28,25,4,3,105,..,0,4,4,4,3,3,0,0,20,..,0,4,4,3,0,0,0,3,22,44,..,..,..,..,..,..,..,..,44,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,6,..,0,3,0,0,0,0,0,0,0
UCL221076,..,0,13,15,19,22,11,3,0,78,..,0,5,6,13,6,3,0,0,35,..,0,0,3,0,0,3,3,0,8,40,..,..,..,..,..,..,..,..,40,..,11,..,..,..,..,..,..,..,11,..,9,8,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,11,..,0,3,3,10,11,14,3,0,45,5,0,0,0,0,0,0,0,0,17,37,21,32,33,42,43,27,7,0,257,..,0,16,12,16,16,11,5,0,74,..,0,5,11,7,5,0,0,0,31,..,0,4,3,4,3,0,0,0,16,27,..,..,..,..,..,..,..,..,27,..,10,..,..,..,..,..,..,..,10,..,4,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221077,..,0,0,4,14,15,28,8,0,80,..,4,3,0,0,11,3,0,0,21,..,0,0,0,4,3,0,0,0,9,36,..,..,..,..,..,..,..,..,36,..,7,..,..,..,..,..,..,..,7,..,8,4,0,3,3,0,0,0,15,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,3,0,0,14,..,0,0,3,14,24,24,6,7,77,0,0,0,3,3,3,5,0,0,14,36,25,9,14,36,58,64,16,9,274,..,0,5,13,13,20,23,8,0,82,..,4,3,0,6,8,0,0,0,22,..,3,0,3,9,0,0,3,3,19,42,..,..,..,..,..,..,..,..,42,..,12,..,..,..,..,..,..,..,12,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL221078,..,0,5,11,25,32,35,16,3,125,..,0,4,3,3,6,0,0,0,18,..,0,0,0,0,0,0,0,0,0,48,..,..,..,..,..,..,..,..,48,..,10,..,..,..,..,..,..,..,10,..,9,4,4,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,6,0,3,0,0,0,0,11,..,4,4,7,8,19,6,5,3,51,0,0,0,3,0,0,0,0,0,0,48,15,32,30,40,55,50,20,3,296,..,0,6,16,25,37,31,9,0,130,..,0,3,6,6,0,0,0,0,20,..,0,3,8,4,3,0,0,0,21,44,..,..,..,..,..,..,..,..,44,..,12,..,..,..,..,..,..,..,12,..,0,4,3,0,0,0,0,0,8,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0
UCL221079,..,0,12,33,47,36,31,4,0,157,..,0,4,5,11,3,0,0,0,31,..,0,0,0,0,6,0,0,0,8,104,..,..,..,..,..,..,..,..,104,..,25,..,..,..,..,..,..,..,25,..,17,6,0,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,3,3,8,4,8,8,0,0,41,0,0,0,0,3,0,3,0,0,14,104,55,35,48,65,50,38,5,0,411,..,0,22,46,50,43,21,7,0,179,..,7,4,7,8,6,0,0,0,35,..,0,6,17,12,6,3,0,0,41,104,..,..,..,..,..,..,..,..,104,..,33,..,..,..,..,..,..,..,33,..,19,6,0,0,0,0,0,0,29,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL221080,..,0,0,3,16,17,17,24,3,92,..,0,10,3,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,0,0,4,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,3,0,0,0,8,..,0,3,9,5,10,12,7,4,54,0,0,0,0,0,0,0,0,0,0,31,12,17,22,30,34,32,29,8,231,..,0,0,13,24,17,22,15,0,92,..,0,7,0,5,0,0,3,0,15,..,0,0,7,7,3,0,0,5,22,37,..,..,..,..,..,..,..,..,37,..,16,..,..,..,..,..,..,..,16,..,3,3,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3
UCL221081,..,0,12,35,39,39,26,26,0,176,..,0,7,5,3,6,6,3,0,34,..,0,0,0,0,0,0,0,0,3,98,..,..,..,..,..,..,..,..,98,..,20,..,..,..,..,..,..,..,20,..,12,0,4,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,5,0,7,7,6,11,5,0,39,0,0,0,0,0,0,0,0,0,9,98,31,28,49,49,55,48,32,10,401,..,0,19,51,32,41,27,13,3,183,..,4,9,7,9,5,3,0,0,38,..,0,0,7,9,3,0,0,0,26,87,..,..,..,..,..,..,..,..,87,..,26,..,..,..,..,..,..,..,26,..,5,7,0,0,0,0,0,0,11,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL221082,..,0,11,15,21,28,19,7,4,102,..,6,5,7,0,3,0,0,0,18,..,0,0,0,4,3,0,0,0,5,68,..,..,..,..,..,..,..,..,68,..,21,..,..,..,..,..,..,..,21,..,10,5,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,3,0,0,10,..,0,8,3,3,4,3,7,3,35,0,0,0,0,0,0,0,0,0,7,73,44,31,34,30,36,26,9,10,290,..,0,18,14,23,24,17,4,0,104,..,3,5,8,0,4,0,0,0,16,..,0,11,9,5,3,0,0,0,30,45,..,..,..,..,..,..,..,..,45,..,14,..,..,..,..,..,..,..,14,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222001,..,0,4,8,19,18,11,0,0,66,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,13,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,23,21,6,13,29,20,15,3,0,129,..,0,0,12,18,19,6,0,0,65,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,14,..,..,..,..,..,..,..,14,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222002,..,0,4,20,16,25,10,12,0,81,..,0,3,0,9,0,3,0,0,16,..,0,0,0,0,0,4,0,0,3,35,..,..,..,..,..,..,..,..,35,..,7,..,..,..,..,..,..,..,7,..,6,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,35,17,18,19,33,25,23,12,0,172,..,0,5,12,24,25,13,3,0,82,..,0,3,5,0,5,0,0,0,14,..,0,0,3,0,0,0,0,0,7,39,..,..,..,..,..,..,..,..,39,..,5,..,..,..,..,..,..,..,5,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
UCL222003,..,0,8,9,12,16,7,3,0,56,..,0,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,6,..,..,..,..,..,..,..,6,..,6,3,0,0,0,0,0,0,12,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,36,17,15,13,15,22,14,3,0,133,..,0,15,13,11,18,4,3,0,53,..,0,5,0,3,0,0,0,0,10,..,0,4,3,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,5,..,..,..,..,..,..,..,5,..,3,5,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222004,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222005,..,0,3,3,11,3,11,3,0,32,..,0,3,0,3,0,0,0,0,5,..,0,0,0,0,3,0,0,0,4,16,..,..,..,..,..,..,..,..,16,..,6,..,..,..,..,..,..,..,6,..,3,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,9,..,0,0,0,3,3,4,3,0,16,0,3,0,0,0,0,0,0,0,6,19,18,13,10,20,19,15,3,0,108,..,0,4,3,10,7,3,3,0,33,..,0,3,0,3,0,0,0,0,9,..,0,0,0,0,0,3,3,0,10,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222006,..,0,4,8,14,27,18,4,0,83,..,0,4,3,4,3,0,0,0,16,..,0,0,3,0,0,0,0,0,4,33,..,..,..,..,..,..,..,..,33,..,12,..,..,..,..,..,..,..,12,..,4,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,3,33,18,14,14,27,34,23,11,0,171,..,0,5,11,15,25,18,0,0,79,..,0,5,0,0,3,0,0,0,14,..,0,0,0,6,0,0,0,0,9,17,..,..,..,..,..,..,..,..,17,..,11,..,..,..,..,..,..,..,11,..,0,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222007,..,0,0,6,8,12,8,0,0,35,..,0,0,0,5,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,10,..,..,..,..,..,..,..,10,..,3,0,4,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,3,0,10,0,0,0,0,0,0,0,0,0,4,17,14,6,8,17,20,11,4,0,92,..,0,3,8,11,10,10,0,0,38,..,0,0,3,3,0,0,0,0,12,..,0,4,0,0,0,0,0,0,4,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222008,..,0,4,7,5,9,13,0,0,38,..,0,3,4,4,3,0,0,0,12,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,6,9,0,0,31,0,0,0,0,3,0,0,0,0,6,21,6,11,22,20,19,19,3,0,125,..,0,0,14,8,5,9,0,0,38,..,0,3,3,5,0,0,0,0,16,..,0,0,0,5,3,0,0,0,10,22,..,..,..,..,..,..,..,..,22,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222009,..,0,0,8,8,21,11,13,3,62,..,0,4,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,0,3,4,5,11,4,0,0,25,0,0,0,0,0,0,0,0,0,4,28,9,10,17,20,34,25,12,3,159,..,0,5,11,5,19,14,6,3,65,..,0,3,3,0,0,0,0,0,9,..,0,0,3,0,0,0,0,3,10,18,..,..,..,..,..,..,..,..,18,..,8,..,..,..,..,..,..,..,8,..,3,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222010,..,0,5,10,23,15,22,0,0,68,..,0,0,0,8,0,0,0,0,11,..,0,0,0,4,5,0,0,0,6,30,..,..,..,..,..,..,..,..,30,..,8,..,..,..,..,..,..,..,8,..,7,8,0,0,0,0,0,0,20,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,31,13,15,12,36,27,27,4,0,161,..,0,7,16,15,19,9,3,0,67,..,0,0,0,8,0,0,0,0,10,..,0,3,0,4,0,0,0,0,9,33,..,..,..,..,..,..,..,..,33,..,10,..,..,..,..,..,..,..,10,..,3,7,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222011,..,0,7,16,18,22,7,0,0,71,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,4,0,0,0,5,37,..,..,..,..,..,..,..,..,37,..,6,..,..,..,..,..,..,..,6,..,13,10,3,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,46,17,16,21,27,21,12,3,0,163,..,0,5,24,15,18,9,0,0,71,..,0,0,0,3,0,0,0,0,3,..,0,0,7,3,5,0,0,0,12,38,..,..,..,..,..,..,..,..,38,..,19,..,..,..,..,..,..,..,19,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
