UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL215025,..,3,8,16,32,33,35,32,11,161,..,5,16,12,3,7,3,0,0,44,..,0,0,0,3,3,0,0,0,9,83,..,..,..,..,..,..,..,..,83,..,12,..,..,..,..,..,..,..,12,..,6,5,3,0,0,0,0,0,24,..,3,3,0,0,0,0,3,0,11,..,0,0,0,0,0,0,0,0,6,..,9,5,4,3,0,0,0,0,21,..,4,5,5,17,15,17,15,12,88,0,3,5,0,3,7,0,7,0,28,85,46,59,40,71,67,53,60,17,491,..,0,12,23,26,40,37,22,3,165,..,9,15,8,6,7,0,0,0,43,..,3,8,4,5,5,0,3,0,35,77,..,..,..,..,..,..,..,..,77,..,20,..,..,..,..,..,..,..,20,..,6,7,0,0,0,0,0,0,11,..,0,0,0,0,0,6,0,4,4,..,0,0,0,0,0,0,0,0,3
UCL215026,..,3,55,95,118,166,252,130,37,860,..,8,47,22,27,24,18,0,0,138,..,0,4,10,13,7,3,0,0,36,335,..,..,..,..,..,..,..,..,335,..,71,..,..,..,..,..,..,..,71,..,44,28,8,5,5,0,0,0,95,..,5,6,3,4,0,0,0,5,28,..,10,3,0,4,3,0,0,0,17,..,17,7,11,9,6,5,0,0,52,..,4,17,31,45,73,62,47,18,299,11,3,16,11,9,18,15,0,0,88,340,165,178,189,234,296,352,182,63,2000,..,6,67,97,149,176,241,92,24,861,..,20,40,23,26,23,9,3,0,144,..,0,25,57,52,15,11,10,4,174,296,..,..,..,..,..,..,..,..,296,..,74,..,..,..,..,..,..,..,74,..,35,21,4,10,3,0,0,0,71,..,4,0,0,0,4,5,3,4,27,..,4,0,3,0,0,0,0,0,13
UCL215027,..,0,43,61,70,87,103,58,9,432,..,13,27,25,21,13,7,0,0,102,..,0,0,3,9,13,7,0,3,33,187,..,..,..,..,..,..,..,..,187,..,29,..,..,..,..,..,..,..,29,..,54,25,11,7,4,0,0,0,98,..,3,0,0,3,3,0,0,0,12,..,0,0,0,3,0,0,0,0,8,..,0,3,4,0,3,3,0,0,19,..,4,6,11,18,30,32,19,25,153,0,11,4,0,4,3,3,4,0,33,188,110,115,123,134,160,147,90,29,1105,..,6,47,56,85,93,104,35,3,428,..,12,36,20,17,10,4,3,0,105,..,3,24,13,21,13,3,0,4,90,221,..,..,..,..,..,..,..,..,221,..,38,..,..,..,..,..,..,..,38,..,33,11,4,3,0,0,0,0,54,..,3,0,0,0,8,3,3,0,16,..,3,0,0,0,0,0,0,0,3
UCL215028,..,0,29,60,91,123,114,53,15,481,..,6,31,38,48,31,15,4,0,177,..,0,0,3,3,11,5,3,3,28,229,..,..,..,..,..,..,..,..,229,..,36,..,..,..,..,..,..,..,36,..,36,24,13,11,8,0,0,0,86,..,0,0,0,3,0,0,0,0,3,..,3,5,0,0,3,0,0,0,18,..,7,13,3,9,5,7,0,0,55,..,6,8,15,41,55,48,26,10,206,3,5,7,5,8,7,11,0,0,43,232,108,115,137,220,240,204,85,28,1365,..,0,37,77,113,116,96,43,5,485,..,10,39,41,42,41,11,0,0,178,..,6,10,37,44,19,11,8,11,142,223,..,..,..,..,..,..,..,..,223,..,48,..,..,..,..,..,..,..,48,..,26,10,3,3,0,3,0,0,48,..,4,3,0,0,4,3,0,3,19,..,3,3,3,3,0,0,0,0,16
UCL215029,..,3,60,55,79,69,46,17,0,324,..,12,54,26,16,15,3,0,0,129,..,0,0,0,6,4,0,0,0,15,181,..,..,..,..,..,..,..,..,181,..,47,..,..,..,..,..,..,..,47,..,50,35,6,3,0,0,0,0,98,..,4,4,0,0,7,0,0,0,20,..,0,0,3,0,3,0,0,0,3,..,7,18,3,3,10,3,0,0,40,..,3,20,20,15,32,15,0,0,102,0,5,4,3,0,3,0,0,0,23,177,141,189,118,124,134,69,22,3,988,..,7,77,53,68,73,34,9,0,318,..,15,46,24,26,4,3,0,0,126,..,0,18,19,27,19,5,8,0,96,187,..,..,..,..,..,..,..,..,187,..,42,..,..,..,..,..,..,..,42,..,36,20,9,8,0,0,0,0,74,..,3,0,0,0,10,4,0,0,24,..,3,11,0,0,0,0,0,0,15
UCL215030,..,4,16,29,40,58,55,35,8,241,..,0,8,11,6,6,5,3,0,38,..,0,0,6,3,0,0,0,0,14,90,..,..,..,..,..,..,..,..,90,..,28,..,..,..,..,..,..,..,28,..,13,6,0,4,0,0,0,0,30,..,3,3,0,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,7,3,5,3,0,3,0,0,20,..,5,9,11,16,28,20,22,4,111,0,0,0,6,4,0,0,0,0,17,96,54,38,64,81,95,89,57,21,596,..,5,22,36,45,61,51,26,8,247,..,4,7,11,5,5,3,3,0,35,..,0,4,10,17,0,0,9,5,46,90,..,..,..,..,..,..,..,..,90,..,32,..,..,..,..,..,..,..,32,..,12,3,3,0,5,0,0,0,24,..,0,0,0,0,0,0,3,0,8,..,0,0,0,0,0,0,0,0,4
UCL215031,..,0,10,35,35,57,61,32,13,245,..,7,14,16,3,7,0,0,0,42,..,0,0,0,0,0,0,0,0,3,105,..,..,..,..,..,..,..,..,105,..,29,..,..,..,..,..,..,..,29,..,12,3,4,0,0,0,0,0,20,..,3,3,0,0,4,0,0,0,13,..,0,3,0,0,0,0,0,0,3,..,8,0,0,0,0,0,0,0,11,..,3,3,13,15,13,17,15,8,85,3,3,0,0,0,0,0,3,0,10,110,63,38,65,60,86,81,48,24,573,..,0,10,40,54,65,46,32,5,247,..,8,16,11,3,4,5,0,0,48,..,0,10,7,7,0,0,0,0,29,87,..,..,..,..,..,..,..,..,87,..,23,..,..,..,..,..,..,..,23,..,9,3,0,0,0,0,0,0,18,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0
UCL215032,..,0,26,56,75,108,117,76,22,476,..,9,31,22,9,15,7,3,4,99,..,0,4,3,7,3,3,0,3,19,228,..,..,..,..,..,..,..,..,228,..,44,..,..,..,..,..,..,..,44,..,41,26,11,12,4,0,0,0,83,..,3,3,0,3,5,3,4,0,21,..,3,3,0,3,0,0,0,0,10,..,3,8,0,8,8,3,0,0,34,..,0,15,20,24,38,50,33,18,197,6,6,7,4,3,7,3,7,0,39,231,112,114,120,140,182,190,121,40,1253,..,3,43,51,90,117,102,52,13,471,..,15,23,28,9,11,4,3,0,94,..,10,13,37,38,12,4,3,3,123,185,..,..,..,..,..,..,..,..,185,..,37,..,..,..,..,..,..,..,37,..,14,11,6,3,3,0,0,0,40,..,4,0,0,0,4,3,3,3,28,..,3,3,0,0,0,0,0,0,4
UCL215033,..,0,120,232,98,64,37,0,0,546,..,5,53,28,18,7,0,0,0,115,..,0,0,4,0,0,0,0,0,8,392,..,..,..,..,..,..,..,..,392,..,38,..,..,..,..,..,..,..,38,..,26,11,3,0,0,0,0,0,43,..,0,3,0,3,0,4,0,0,11,..,0,3,0,0,0,0,0,0,8,..,0,3,3,0,3,0,0,0,9,..,3,9,18,17,3,0,0,0,46,3,3,0,3,0,4,0,0,0,9,398,74,208,288,134,81,42,0,4,1234,..,4,163,221,90,57,24,0,0,559,..,5,53,32,12,9,3,0,0,119,..,0,8,13,12,4,3,0,0,39,366,..,..,..,..,..,..,..,..,366,..,50,..,..,..,..,..,..,..,50,..,13,5,5,0,0,0,0,0,26,..,9,0,0,0,9,0,3,0,24,..,0,3,0,0,0,0,0,0,3
UCL215034,..,0,4,22,22,36,46,35,13,185,..,5,10,6,9,9,9,0,0,42,..,0,0,0,4,0,0,0,0,5,59,..,..,..,..,..,..,..,..,59,..,17,..,..,..,..,..,..,..,17,..,14,4,4,6,5,0,0,0,32,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,4,4,0,0,3,0,9,..,3,6,3,14,26,19,9,14,95,3,5,0,0,3,4,4,0,0,17,61,47,26,43,56,76,74,57,26,459,..,3,7,25,28,47,45,32,4,186,..,9,4,6,4,5,6,0,0,39,..,0,3,10,14,3,3,4,5,37,61,..,..,..,..,..,..,..,..,61,..,19,..,..,..,..,..,..,..,19,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL215035,..,0,20,59,47,39,49,12,3,232,..,0,13,12,6,9,0,0,0,44,..,0,0,0,4,0,0,0,0,7,154,..,..,..,..,..,..,..,..,154,..,37,..,..,..,..,..,..,..,37,..,27,12,3,0,0,0,0,0,39,..,0,3,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,5,..,3,5,0,0,0,3,0,0,8,..,0,0,6,11,12,8,3,3,52,0,0,0,0,3,0,3,0,0,7,154,70,57,83,80,63,62,20,4,599,..,0,29,63,48,39,46,11,0,235,..,4,17,10,9,10,0,0,0,51,..,0,3,6,14,9,0,3,0,31,130,..,..,..,..,..,..,..,..,130,..,34,..,..,..,..,..,..,..,34,..,18,15,0,0,0,0,0,0,29,..,0,0,0,0,3,0,0,3,8,..,4,3,3,0,0,0,0,0,9
UCL215036,..,0,22,48,51,44,24,14,0,212,..,6,4,24,9,7,0,0,0,53,..,0,0,3,3,0,0,0,0,10,152,..,..,..,..,..,..,..,..,152,..,34,..,..,..,..,..,..,..,34,..,35,13,3,0,3,0,0,0,59,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,4,0,3,0,3,0,0,12,..,0,4,4,3,5,0,0,0,21,3,3,3,0,0,0,0,0,0,8,149,85,55,79,82,68,29,20,0,566,..,0,29,53,49,39,28,7,0,217,..,4,9,17,16,5,0,0,0,52,..,0,3,11,17,7,3,0,3,38,132,..,..,..,..,..,..,..,..,132,..,30,..,..,..,..,..,..,..,30,..,11,5,4,3,0,0,0,0,23,..,0,0,0,3,0,0,0,6,8,..,3,0,0,0,0,0,0,0,3
UCL215037,..,0,22,19,41,62,82,45,15,290,..,8,12,4,17,11,3,0,0,59,..,0,0,3,0,4,0,0,3,10,84,..,..,..,..,..,..,..,..,84,..,20,..,..,..,..,..,..,..,20,..,13,7,13,5,4,0,0,0,43,..,0,0,0,0,0,3,0,3,11,..,3,3,0,0,0,0,0,0,6,..,0,0,0,3,4,3,4,3,19,..,0,9,14,27,37,28,22,11,145,0,5,7,0,0,5,3,0,0,23,84,48,55,58,94,121,127,78,34,709,..,3,18,34,39,72,81,41,11,286,..,12,13,13,11,10,0,3,0,53,..,4,15,13,15,15,7,9,4,74,93,..,..,..,..,..,..,..,..,93,..,12,..,..,..,..,..,..,..,12,..,22,5,3,3,7,0,0,0,38,..,5,3,0,0,8,3,7,3,24,..,0,0,0,0,0,0,0,0,3
UCL215038,..,3,10,40,39,38,61,32,4,225,..,11,19,17,9,5,3,0,0,63,..,0,0,0,6,0,0,0,0,10,144,..,..,..,..,..,..,..,..,144,..,27,..,..,..,..,..,..,..,27,..,25,15,4,3,3,0,0,0,46,..,7,0,0,0,5,0,0,0,12,..,0,4,0,0,0,0,0,0,7,..,3,0,3,0,5,0,0,0,16,..,5,12,12,8,22,20,8,8,101,3,4,4,0,0,0,3,0,0,22,149,91,58,73,78,83,90,44,8,676,..,0,26,35,40,40,56,25,0,228,..,19,22,14,9,5,0,0,0,67,..,3,18,8,18,9,0,0,0,65,118,..,..,..,..,..,..,..,..,118,..,25,..,..,..,..,..,..,..,25,..,14,3,0,0,0,0,0,0,27,..,0,0,0,0,3,3,0,0,10,..,4,0,0,0,0,0,0,0,3
UCL215039,..,0,10,26,43,49,44,22,3,194,..,7,22,9,9,4,4,0,0,56,..,0,0,9,7,0,0,0,3,20,105,..,..,..,..,..,..,..,..,105,..,16,..,..,..,..,..,..,..,16,..,16,3,3,0,6,0,0,0,40,..,0,0,3,3,3,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,7,0,0,3,0,0,0,13,..,3,7,4,12,28,21,5,3,88,3,4,3,0,3,3,3,0,0,18,104,54,45,60,82,93,78,31,10,554,..,0,12,37,39,59,34,16,0,195,..,10,20,7,10,3,6,0,0,51,..,0,8,4,17,3,3,0,3,43,82,..,..,..,..,..,..,..,..,82,..,11,..,..,..,..,..,..,..,11,..,10,3,4,0,0,0,0,0,24,..,4,0,0,0,3,0,0,3,8,..,0,0,0,0,0,0,0,0,0
UCL215040,..,0,49,70,108,139,112,88,28,603,..,14,34,25,22,14,15,3,0,116,..,0,3,0,5,11,0,6,0,26,274,..,..,..,..,..,..,..,..,274,..,64,..,..,..,..,..,..,..,64,..,60,21,17,14,8,0,0,0,118,..,7,8,0,3,8,4,0,0,31,..,0,3,3,0,0,0,0,0,7,..,4,12,3,7,5,8,7,0,36,..,10,11,26,31,44,35,35,9,204,3,3,8,3,6,8,5,4,0,39,276,170,149,149,187,223,183,140,46,1519,..,0,65,81,112,136,106,82,14,604,..,17,38,16,21,10,13,0,0,120,..,7,14,23,28,13,8,13,10,113,258,..,..,..,..,..,..,..,..,258,..,66,..,..,..,..,..,..,..,66,..,42,4,13,8,5,0,0,0,73,..,4,0,0,3,3,6,4,3,20,..,3,3,0,0,0,0,0,0,8
UCL215041,..,0,53,94,89,61,50,26,13,390,..,6,32,17,12,9,0,0,0,82,..,0,0,3,3,3,5,0,0,11,229,..,..,..,..,..,..,..,..,229,..,37,..,..,..,..,..,..,..,37,..,58,29,3,7,3,0,0,0,97,..,0,4,7,3,8,3,0,0,23,..,4,0,3,3,0,0,0,0,11,..,0,0,0,5,3,0,0,0,17,..,3,10,14,13,20,15,4,4,91,0,0,0,3,3,3,0,0,0,16,229,116,138,140,136,111,79,33,18,996,..,0,81,83,92,57,48,22,3,396,..,14,34,13,16,4,0,0,0,84,..,4,10,24,22,5,4,6,0,78,257,..,..,..,..,..,..,..,..,257,..,56,..,..,..,..,..,..,..,56,..,36,5,7,0,0,0,0,0,46,..,0,3,0,3,6,0,0,0,19,..,5,3,0,0,0,0,0,0,7
UCL215042,..,0,35,60,50,63,52,24,3,284,..,11,18,15,9,3,0,0,0,54,..,0,0,4,3,3,3,0,0,12,175,..,..,..,..,..,..,..,..,175,..,36,..,..,..,..,..,..,..,36,..,33,11,8,3,0,0,0,0,59,..,3,3,0,0,3,0,0,0,7,..,0,4,0,0,0,0,0,0,5,..,0,6,4,4,6,0,0,0,25,..,3,9,4,10,10,8,6,4,63,0,3,0,0,3,0,0,0,0,10,175,84,85,95,84,88,77,31,11,727,..,3,47,56,60,63,45,13,3,289,..,11,20,9,9,0,0,0,0,55,..,3,12,21,15,6,3,3,3,67,146,..,..,..,..,..,..,..,..,146,..,29,..,..,..,..,..,..,..,29,..,17,3,3,3,3,0,0,0,26,..,3,0,0,4,6,3,3,0,14,..,3,0,0,0,0,0,0,0,3
UCL215043,..,0,52,95,94,111,130,73,29,578,..,13,47,13,26,12,8,0,0,119,..,0,0,11,17,11,7,0,0,40,310,..,..,..,..,..,..,..,..,310,..,68,..,..,..,..,..,..,..,68,..,74,34,12,15,4,0,0,0,137,..,3,4,0,3,3,3,0,0,14,..,4,6,0,0,0,0,0,0,17,..,6,5,0,4,0,4,0,0,24,..,5,20,19,28,50,40,20,15,183,6,13,4,0,11,4,6,4,0,48,314,182,174,154,189,192,184,97,47,1539,..,6,63,95,107,130,123,55,10,583,..,28,42,23,17,8,7,0,0,132,..,9,29,44,40,14,6,4,6,149,281,..,..,..,..,..,..,..,..,281,..,69,..,..,..,..,..,..,..,69,..,43,20,5,0,4,0,0,0,69,..,5,5,0,3,9,3,4,0,28,..,5,0,3,0,0,0,0,0,13
UCL215044,..,3,62,154,125,144,144,80,29,748,..,5,37,48,39,20,14,3,0,180,..,0,3,4,16,9,0,3,3,34,350,..,..,..,..,..,..,..,..,350,..,83,..,..,..,..,..,..,..,83,..,86,40,18,16,0,3,0,0,165,..,3,4,3,5,6,3,0,0,31,..,4,4,0,3,3,0,0,0,15,..,22,32,8,11,4,0,0,0,89,..,3,17,25,38,47,55,37,19,237,3,3,13,7,8,6,9,6,3,48,352,227,214,266,260,238,231,131,51,1979,..,9,90,145,143,152,139,60,13,754,..,8,48,57,34,18,12,0,0,179,..,13,15,44,72,31,6,10,10,197,382,..,..,..,..,..,..,..,..,382,..,94,..,..,..,..,..,..,..,94,..,37,24,3,8,0,0,0,0,82,..,0,4,3,3,10,9,4,0,38,..,6,5,0,0,0,0,0,0,19
UCL215045,..,0,26,48,42,61,42,13,3,228,..,4,28,17,17,9,3,0,0,78,..,0,0,3,4,0,0,0,3,14,160,..,..,..,..,..,..,..,..,160,..,33,..,..,..,..,..,..,..,33,..,13,19,10,3,0,0,0,0,44,..,0,0,0,0,3,0,3,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,4,3,0,0,13,..,0,5,5,14,22,14,8,0,73,0,0,0,3,0,0,3,0,0,13,166,63,82,80,84,101,74,23,7,673,..,0,38,41,46,71,29,9,0,232,..,5,33,23,11,10,7,0,0,84,..,0,5,9,22,6,3,0,0,63,132,..,..,..,..,..,..,..,..,132,..,24,..,..,..,..,..,..,..,24,..,15,8,0,0,0,0,0,0,29,..,0,0,0,3,5,3,3,4,10,..,4,4,0,0,0,0,0,0,8
UCL215046,..,0,18,40,32,38,40,20,0,186,..,6,22,13,17,4,4,0,0,66,..,0,0,0,3,3,3,0,0,14,121,..,..,..,..,..,..,..,..,121,..,26,..,..,..,..,..,..,..,26,..,33,6,8,3,0,0,0,0,49,..,0,3,0,0,3,0,0,0,7,..,0,5,3,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,6,5,9,9,6,5,0,51,3,0,0,3,3,4,3,0,0,19,125,67,59,75,66,62,53,26,5,538,..,0,37,26,38,46,26,11,5,189,..,7,27,20,12,3,3,0,0,64,..,7,10,13,11,4,5,0,0,51,118,..,..,..,..,..,..,..,..,118,..,33,..,..,..,..,..,..,..,33,..,16,11,0,0,0,0,0,0,31,..,0,0,0,0,0,3,3,3,10,..,0,0,0,0,0,0,0,0,6
UCL215047,..,0,44,38,38,35,37,15,0,209,..,13,36,19,10,9,0,0,0,84,..,0,0,6,4,3,0,0,0,15,141,..,..,..,..,..,..,..,..,141,..,26,..,..,..,..,..,..,..,26,..,26,19,3,3,0,0,0,0,48,..,5,4,0,3,3,5,0,0,23,..,3,0,0,3,0,0,0,0,6,..,0,3,3,3,3,0,0,0,19,..,0,11,11,13,16,10,6,0,64,0,6,6,0,0,0,0,6,0,20,143,88,120,82,75,69,48,29,0,653,..,3,57,31,37,40,32,3,0,203,..,11,39,12,12,6,0,0,0,80,..,4,29,14,20,15,0,0,0,74,198,..,..,..,..,..,..,..,..,198,..,35,..,..,..,..,..,..,..,35,..,20,8,0,0,0,0,0,0,35,..,4,3,0,0,9,3,0,0,20,..,3,3,0,0,0,0,0,0,5
UCL215048,..,0,13,23,25,38,43,22,4,164,..,3,15,3,3,7,3,0,0,36,..,0,0,0,3,0,3,0,0,7,63,..,..,..,..,..,..,..,..,63,..,10,..,..,..,..,..,..,..,10,..,5,9,3,0,0,0,0,0,15,..,0,5,0,0,0,0,0,0,10,..,0,0,0,0,0,3,3,0,5,..,4,7,6,0,0,0,0,0,23,..,0,3,8,9,20,11,3,3,52,0,0,0,0,3,0,4,0,0,15,65,24,43,41,47,70,68,29,7,395,..,0,16,24,23,51,36,20,0,164,..,3,14,8,6,3,0,0,0,29,..,0,0,4,4,7,0,0,3,17,53,..,..,..,..,..,..,..,..,53,..,10,..,..,..,..,..,..,..,10,..,5,8,0,0,4,0,0,0,12,..,0,0,0,0,0,0,4,0,7,..,0,0,0,0,0,0,3,3,11
UCL215049,..,0,27,113,139,131,125,43,6,589,..,3,18,32,35,24,4,0,0,114,..,0,0,0,3,4,3,0,0,14,304,..,..,..,..,..,..,..,..,304,..,84,..,..,..,..,..,..,..,84,..,39,26,7,7,0,0,0,0,73,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,3,4,3,0,24,..,0,3,5,15,23,22,3,3,80,0,3,0,3,0,0,3,0,0,13,303,127,71,176,202,188,165,54,12,1306,..,0,43,130,132,142,110,32,3,594,..,5,20,29,26,12,6,0,0,95,..,0,3,9,17,10,0,3,4,51,260,..,..,..,..,..,..,..,..,260,..,66,..,..,..,..,..,..,..,66,..,20,17,3,0,0,0,0,0,45,..,5,0,0,0,3,8,4,0,21,..,0,3,3,0,0,0,0,0,7
UCL215050,..,0,79,111,116,147,134,94,24,697,..,24,52,20,22,14,6,3,0,138,..,0,0,11,12,5,8,0,0,33,366,..,..,..,..,..,..,..,..,366,..,91,..,..,..,..,..,..,..,91,..,76,28,10,10,9,0,0,0,141,..,14,7,4,0,3,6,0,0,34,..,5,8,3,6,3,0,0,0,17,..,7,7,3,12,7,3,0,0,49,..,7,27,31,31,44,37,36,15,238,10,10,5,3,7,4,6,0,0,50,373,239,214,201,210,238,199,136,42,1855,..,7,97,129,127,145,136,64,11,710,..,31,57,24,28,11,5,0,0,148,..,5,35,45,43,12,11,12,4,160,378,..,..,..,..,..,..,..,..,378,..,75,..,..,..,..,..,..,..,75,..,41,13,3,4,0,0,0,0,64,..,5,4,6,3,4,7,8,4,37,..,4,0,0,3,0,0,0,0,7
UCL215051,..,0,11,25,27,50,68,28,14,218,..,4,7,9,12,22,4,0,0,65,..,0,0,3,4,0,0,0,0,11,71,..,..,..,..,..,..,..,..,71,..,14,..,..,..,..,..,..,..,14,..,14,9,3,3,0,0,0,0,27,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,4,6,15,9,0,0,33,..,0,0,10,18,35,28,18,5,113,0,3,0,3,3,4,3,0,0,17,71,36,27,53,70,133,111,43,22,563,..,0,15,18,43,61,57,25,3,216,..,3,12,19,17,23,3,0,0,69,..,0,0,8,11,5,3,3,3,37,63,..,..,..,..,..,..,..,..,63,..,13,..,..,..,..,..,..,..,13,..,5,3,3,3,3,0,0,0,18,..,0,0,0,3,0,0,3,0,8,..,0,0,0,0,0,0,0,0,0
UCL215052,..,0,42,101,93,100,92,58,15,499,..,18,42,27,21,14,6,7,0,139,..,0,0,8,7,3,3,0,0,17,306,..,..,..,..,..,..,..,..,306,..,49,..,..,..,..,..,..,..,49,..,40,14,4,12,3,0,0,0,70,..,5,0,0,3,3,0,0,3,17,..,3,4,0,5,0,0,0,0,12,..,15,11,5,4,5,6,5,0,51,..,9,20,24,38,42,45,17,7,195,12,5,7,3,4,4,3,4,0,46,314,145,142,165,180,174,155,95,28,1400,..,4,67,99,99,111,93,38,10,513,..,20,44,35,21,8,12,0,0,139,..,0,12,39,36,16,3,10,3,121,289,..,..,..,..,..,..,..,..,289,..,48,..,..,..,..,..,..,..,48,..,34,12,3,3,3,0,0,0,58,..,3,0,0,5,4,6,5,3,27,..,3,3,0,0,0,0,0,0,8
