UCL_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL212005,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,3,7,0,21,0,9,0,0,0,0,0,3,0,10,0,23,3,3,0,4,0,16,0,13,0,28,0,73,3,6,0,13,0,42,0,25,3,27,0,120,6,19,3,58,0,71,0,18,5,30,0,211,14,19,3,121,8,58,7,30,3,18,3,287,27,18,3,129,11,62,0,9,9,14,0,282,38,9,0,151,6,52,5,4,0,12,3,279,125,17,3,247,25,58,10,7,8,9,0,504,92,14,7,186,19,16,8,3,0,3,0,345,65,8,0,85,11,17,3,0,0,0,0,185,42,3,3,38,4,23,0,0,3,0,0,121,59,7,4,91,13,21,0,3
UCL213001,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,3,0,5,0,14,3,0,0,0,0,8,0,3,0,19,0,34,4,3,0,7,3,35,0,11,0,19,0,79,5,7,0,29,5,48,0,20,6,17,0,143,8,3,0,41,0,60,4,7,4,14,0,153,17,11,0,67,4,62,0,7,0,11,0,184,27,10,0,75,0,57,3,8,0,10,0,186,95,8,4,141,15,79,0,16,0,10,0,367,74,10,5,112,18,31,0,6,7,5,0,266,62,0,0,66,8,10,3,3,3,5,0,168,38,0,0,35,3,19,0,0,0,0,0,106,76,0,0,72,7,23,0,3
UCL213002,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,5,0,12,0,4,0,7,0,33,0,3,0,12,0,19,0,17,0,17,0,74,3,9,0,27,0,49,3,12,0,13,0,120,5,6,0,58,4,32,3,16,3,3,0,132,8,8,0,51,8,31,0,3,0,8,0,115,8,8,0,48,3,11,0,0,0,4,0,89,37,4,0,61,19,17,3,9,0,4,0,156,24,5,0,46,0,0,4,7,0,0,0,87,26,3,0,14,0,0,0,0,0,0,0,46,15,0,0,12,0,3,0,0,0,0,0,24,10,0,0,20,5,8,0,4
UCL213003,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,9,0,17,0,3,0,0,0,4,0,3,0,8,3,21,0,4,0,6,3,19,0,6,0,6,0,46,0,8,0,22,3,35,0,12,0,9,0,98,13,9,0,64,3,28,0,7,0,4,0,129,14,3,0,67,3,20,0,3,0,0,0,111,17,4,3,69,9,18,3,0,3,3,0,128,56,3,3,102,6,18,3,3,0,10,0,201,24,4,3,64,3,3,0,3,0,0,0,104,27,3,0,26,3,3,0,0,0,0,0,63,10,0,0,9,0,3,0,0,0,0,0,23,15,0,0,19,0,5,0,0
UCL213004,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,15,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,3,0,11,0,20,0,5,0,9,0,26,0,5,0,7,0,62,3,3,3,27,0,37,4,9,3,13,0,108,7,3,0,54,11,41,3,5,0,15,0,141,5,8,0,60,4,43,3,8,0,5,0,133,13,10,0,58,10,36,4,0,0,12,0,141,34,11,3,92,10,34,6,5,3,4,0,204,38,7,0,50,9,15,3,0,0,0,0,121,25,0,0,23,0,6,0,0,0,0,0,62,16,0,0,7,0,5,0,0,0,0,0,30,21,3,0,18,3,8,0,0
UCL213005,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,3,0,0,0,5,0,3,0,15,0,0,0,0,0,8,3,3,0,7,0,26,7,3,0,18,0,15,0,3,0,11,0,59,6,15,0,15,0,33,0,12,3,13,0,105,3,3,0,57,4,38,4,7,0,7,0,125,7,10,3,60,10,47,3,11,3,5,0,154,13,11,0,55,0,26,0,3,0,8,0,113,41,8,4,91,12,45,3,3,3,11,0,219,41,5,0,78,5,16,3,0,0,6,0,157,26,0,0,28,3,3,0,0,0,0,0,73,14,4,0,12,5,10,0,0,0,0,0,42,26,0,0,26,4,15,3,0
UCL213006,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,4,0,8,0,9,0,24,0,4,0,11,0,20,0,15,0,12,0,55,7,10,0,24,4,30,0,8,0,11,0,96,13,3,0,30,5,28,0,9,0,12,0,99,9,6,0,61,3,19,3,3,3,7,0,103,27,3,0,58,0,19,3,3,0,5,0,125,48,8,0,78,3,24,4,4,0,3,0,178,50,0,0,57,0,10,4,3,3,0,0,127,36,3,4,33,4,3,0,0,0,0,0,81,20,3,0,6,3,3,0,0,0,0,0,41,22,3,0,36,3,6,0,0
UCL213007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,3,0,3,0,5,3,18,3,4,0,0,0,8,3,3,0,9,0,38,0,3,0,8,3,29,0,13,0,13,0,74,0,9,0,34,3,39,0,12,3,12,0,122,11,9,0,76,3,42,3,10,4,11,0,165,16,10,6,82,7,25,0,5,5,9,0,160,28,6,0,66,5,34,3,7,0,3,0,153,51,15,0,122,11,32,0,5,0,6,0,252,45,3,0,70,3,5,3,0,0,3,0,132,33,0,3,35,3,0,0,0,0,3,0,80,18,0,0,6,0,9,0,0,0,0,0,33,29,0,0,29,3,6,3,0
UCL213008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,5,0,7,0,9,0,18,0,0,0,0,0,22,0,8,0,6,0,45,3,3,0,26,0,34,0,13,0,8,0,96,8,8,0,42,9,54,0,13,3,10,0,138,8,0,0,63,3,42,4,4,3,4,0,144,28,3,0,77,5,48,4,0,0,4,0,180,55,9,3,155,12,74,8,9,4,7,0,335,58,9,0,129,14,20,10,4,0,0,0,247,57,0,3,58,14,15,0,0,0,0,0,146,26,0,0,23,3,12,0,0,4,0,0,71,58,0,0,57,7,11,0,5
UCL213009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,7,0,0,0,10,0,7,0,0,0,8,0,4,0,8,0,26,0,8,0,9,3,10,0,7,0,10,0,42,3,8,0,23,3,36,0,8,4,8,0,92,4,12,3,58,4,37,0,9,3,20,0,144,18,4,3,76,4,33,6,4,0,5,0,164,16,8,0,89,11,29,3,3,0,4,0,161,52,4,7,145,19,43,3,8,3,11,0,285,54,10,0,89,15,15,4,0,0,3,0,194,38,0,0,33,7,10,7,3,0,0,0,98,21,0,0,20,0,4,0,0,0,0,0,60,23,0,0,25,0,6,0,3
UCL213010,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,16,0,3,0,0,0,3,0,7,0,5,0,20,3,4,0,3,0,3,0,11,3,20,0,46,0,3,0,8,0,18,0,16,9,30,0,79,4,12,0,19,4,37,0,23,3,23,0,128,5,15,0,59,4,28,0,6,3,14,0,141,8,5,0,41,3,22,0,8,3,20,0,117,5,4,0,43,0,29,0,9,0,3,0,92,21,3,3,71,11,22,0,10,0,9,0,144,27,0,0,40,4,18,0,0,0,3,0,96,15,0,0,25,9,3,3,0,0,0,0,62,13,3,0,11,0,6,0,0,0,0,0,42,28,4,0,41,3,12,3,0
UCL213011,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,8,0,15,0,3,0,4,0,5,0,15,0,35,0,62,0,5,0,8,3,16,0,12,9,34,0,81,3,3,3,18,4,39,0,8,3,22,0,101,3,5,0,41,6,25,4,3,0,9,0,103,7,0,0,19,0,17,0,3,3,8,0,59,8,3,0,24,3,26,0,8,4,0,0,76,28,3,3,57,7,32,0,4,0,12,0,138,25,3,0,39,4,12,0,3,0,0,0,91,21,0,0,20,0,6,0,0,0,0,0,51,10,0,0,6,3,0,0,0,0,0,0,23,9,3,5,13,4,11,0,0
UCL213012,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,12,0,3,3,4,0,4,0,7,0,5,0,23,0,4,0,4,0,10,0,5,0,10,0,37,3,7,0,28,4,25,0,3,0,15,0,94,9,23,0,33,0,49,0,12,4,20,0,148,9,11,0,74,7,65,0,15,3,9,0,189,19,17,0,100,4,49,3,3,0,8,3,209,59,18,6,194,17,73,0,8,0,4,0,385,64,23,6,164,13,18,5,11,0,5,0,301,43,8,3,98,21,7,3,0,0,3,0,190,33,0,0,44,6,33,0,0,0,0,0,120,77,7,0,117,12,25,7,9
UCL213013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,7,3,4,0,16,3,3,0,4,0,4,0,4,0,14,0,28,6,3,0,3,0,8,0,8,0,8,0,49,0,3,0,23,0,31,0,11,0,8,0,84,3,9,0,26,4,22,0,6,0,6,0,83,10,5,3,30,4,28,0,7,0,3,0,81,9,3,0,21,3,20,0,0,0,3,0,72,27,5,0,69,5,29,0,0,0,0,0,135,26,3,0,47,7,10,3,5,0,0,0,109,12,0,0,25,6,4,0,0,0,0,0,45,21,0,0,7,0,4,0,0,0,0,0,32,13,0,0,13,0,3,0,0
UCL213014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,0,0,3,0,9,0,14,0,0,0,0,0,9,0,5,0,13,0,32,0,3,0,7,0,17,0,7,3,16,3,61,0,5,0,26,0,36,0,13,3,8,0,90,9,8,0,29,8,35,0,4,0,9,0,101,11,5,0,53,4,28,4,6,0,8,0,119,17,10,0,40,8,33,0,3,0,8,0,115,27,0,3,81,10,41,0,3,3,3,0,187,29,3,4,70,17,9,5,3,0,0,0,136,28,0,0,36,6,9,0,4,0,0,0,86,10,0,0,17,4,31,0,3,0,0,0,64,35,0,0,42,3,24,0,4
UCL213015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,6,0,10,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,8,0,10,0,13,0,30,0,3,0,11,0,21,0,3,0,3,0,39,8,7,0,26,3,29,0,4,0,12,0,90,12,5,0,40,10,29,3,8,0,3,0,110,9,3,0,45,5,19,0,0,0,4,3,91,24,4,0,41,0,16,0,0,0,0,0,89,50,6,0,70,13,16,0,3,0,3,0,163,34,5,3,31,11,5,0,0,0,6,0,94,20,0,0,19,0,5,0,0,0,3,0,49,15,0,0,8,0,5,0,0,0,0,0,34,11,0,3,16,3,8,0,4
UCL213016,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,9,0,3,0,0,0,0,3,0,0,5,0,12,0,5,0,4,0,3,0,11,0,3,0,28,3,5,0,4,0,12,0,5,0,4,0,36,5,11,0,25,0,34,0,12,0,6,0,102,4,13,3,45,0,29,0,8,0,5,0,120,11,12,0,67,6,36,0,8,0,5,0,160,21,10,0,83,4,49,10,5,4,0,0,185,59,23,4,179,15,79,7,10,3,7,0,375,55,12,0,181,12,32,3,4,0,4,0,314,41,3,3,110,13,7,0,5,0,3,0,187,54,3,3,37,5,50,0,3,0,0,0,163,92,4,0,126,9,26,0,5
UCL213017,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,10,0,20,0,0,0,0,0,3,0,6,0,8,0,21,0,3,0,3,0,12,0,4,3,17,0,43,0,11,0,14,0,33,0,9,0,15,3,81,11,12,0,54,4,53,3,12,4,8,0,153,13,10,3,73,3,51,3,10,0,17,0,187,30,9,4,81,8,34,5,10,3,12,0,178,32,10,0,67,10,14,3,6,0,5,0,150,78,12,3,146,12,22,3,4,0,8,5,303,72,3,0,87,13,9,3,4,0,3,0,191,36,3,0,32,4,4,0,0,0,0,0,83,32,0,0,13,0,4,0,0,0,0,0,59,28,0,0,28,3,6,0,0
UCL213018,0,0,0,3,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,7,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,3,0,12,0,26,0,5,0,7,0,17,0,9,4,13,0,58,6,5,0,18,3,36,3,11,0,8,0,99,3,13,4,39,3,45,0,9,0,9,0,117,6,5,0,52,3,36,0,4,0,3,0,111,17,3,3,47,5,30,0,5,3,3,0,128,38,12,5,115,8,37,4,4,7,6,0,236,49,0,3,81,4,13,3,5,0,3,0,170,42,5,0,45,0,11,3,0,0,0,0,107,18,0,0,19,3,14,0,0,0,0,0,50,48,4,0,51,6,21,3,0
UCL214001,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,11,0,10,0,30,0,0,0,3,0,12,0,6,3,6,0,35,0,4,0,16,0,17,3,8,0,5,0,48,15,8,0,17,3,14,3,5,0,3,0,66,8,4,0,23,4,13,3,5,3,3,0,53,8,0,0,28,0,5,0,5,3,0,0,55,23,3,0,37,4,5,3,3,0,3,0,84,17,0,0,25,7,3,0,0,0,0,0,48,14,0,0,10,0,0,0,0,0,0,0,24,8,0,0,5,0,4,0,0,0,0,0,14,13,0,0,10,0,3,0,0
UCL214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,12,0,0,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,6,0,4,0,10,0,22,6,0,0,6,0,12,0,4,0,12,0,37,6,6,0,9,3,21,0,10,0,14,3,71,4,4,0,21,5,21,0,7,0,11,0,71,3,0,0,36,0,12,3,3,3,7,0,69,6,0,0,31,5,16,0,0,0,4,0,62,28,4,0,38,5,11,0,0,0,3,4,98,32,0,0,27,8,12,0,0,0,0,0,83,17,0,0,12,0,3,0,0,0,0,0,32,5,0,0,7,0,3,0,0,0,0,0,19,14,0,0,13,0,0,0,0
UCL214003,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,14,0,3,0,0,0,7,0,9,0,4,0,18,3,3,0,3,0,9,0,5,0,8,0,32,0,3,0,12,0,17,5,9,0,7,0,61,4,15,0,30,4,15,3,9,0,7,0,84,6,12,0,28,3,25,0,3,0,3,0,91,11,10,0,31,0,14,0,0,0,0,0,70,21,17,3,42,4,20,7,0,0,3,0,117,25,7,0,44,3,12,0,3,0,0,0,87,16,0,4,25,7,3,0,3,0,0,0,49,4,0,0,6,0,8,0,0,0,0,0,22,8,4,0,11,0,6,0,0
UCL214004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,6,0,3,0,17,3,4,0,4,0,6,0,3,3,3,0,28,3,3,0,10,0,14,0,6,0,9,0,39,4,3,0,25,0,15,0,3,0,4,0,51,5,0,0,12,3,10,0,0,0,3,0,34,8,0,0,19,3,6,0,0,0,4,0,46,24,3,0,24,0,12,0,0,0,3,0,61,7,0,0,16,0,0,3,0,0,0,0,33,8,0,0,10,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,7,8,0,0,10,3,0,0,0
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,3,7,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,4,0,3,0,0,0,0,0,15,4,0,0,6,0,3,0,0,0,0,0,16,4,0,0,6,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
UCL214006,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,4,0,0,0,6,0,3,0,0,0,6,0,4,0,0,0,12,0,0,0,4,0,8,0,0,0,0,0,15,0,3,0,15,0,13,0,10,0,3,0,48,3,3,0,26,3,17,0,5,0,7,0,63,10,3,0,45,0,22,4,6,0,3,0,99,13,3,0,41,9,29,0,4,0,3,0,102,32,7,0,100,11,63,0,4,3,4,0,226,42,7,0,121,8,21,0,5,0,3,0,207,54,8,0,64,8,11,0,0,0,3,0,146,35,0,0,30,3,42,0,0,3,0,0,115,69,3,6,79,12,20,6,5
UCL214007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,6,0,8,0,11,0,22,0,3,0,6,0,12,0,8,5,11,0,48,3,3,0,26,3,18,0,10,0,14,0,77,11,4,0,31,3,23,0,0,0,3,0,79,8,3,0,56,3,19,0,3,0,9,0,109,17,4,0,28,3,8,0,0,0,0,0,66,32,10,3,51,11,20,3,3,0,6,0,132,20,3,0,37,3,8,3,0,0,5,0,77,16,0,0,21,0,3,0,0,0,0,0,38,14,0,0,7,0,3,0,0,0,0,0,21,14,0,0,11,0,0,0,0
