SA3_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
21303,0,0,3,3,28,33,40,36,7,11,6,4,0,3,10,189,0,3,5,23,14,41,24,78,21,59,28,27,45,35,20,411,0,0,0,0,18,39,58,70,9,17,16,17,16,6,19,280,0,3,14,292,59,60,14,17,0,0,6,3,3,0,14,482,0,0,3,60,26,29,7,10,4,5,5,3,0,0,5,167,3,64,194,299,208,236,373,248,81,77,67,68,47,25,50,2034,0,0,0,14,21,43,59,43,19,21,18,23,22,14,17,310,0,4,0,19,2288,2287,783,800,117,186,275,278,220,119,290,7675,0,0,0,0,0,6,17,23,0,3,3,0,0,3,0,50,0,58,111,482,552,728,1051,1093,247,339,429,475,445,257,206,6475,16,531,1345,2230,4029,4951,4488,5081,1033,1469,1772,1895,1842,1125,1163,32989
21304,0,0,3,11,38,47,154,139,31,16,10,9,5,10,7,479,0,3,12,34,40,217,302,376,55,48,28,51,38,28,16,1231,0,0,0,3,16,38,68,76,13,12,15,12,21,4,21,305,0,6,28,457,140,222,173,53,3,7,12,7,6,0,36,1152,0,0,3,85,39,56,34,14,0,0,3,0,0,6,11,244,16,270,763,1246,461,335,298,393,49,43,46,40,25,14,143,4146,0,0,4,18,16,14,68,55,22,19,11,22,14,6,7,272,0,0,3,13,427,551,273,239,35,35,49,42,40,24,165,1896,0,0,0,0,8,5,41,63,4,10,10,3,8,4,0,173,4,107,216,1045,1064,1860,2355,1367,197,188,240,240,197,100,294,9477,29,1246,2608,4868,3729,6143,8332,7929,1207,1189,1220,1146,1005,646,1528,42820
21305,0,5,13,21,59,49,288,348,55,74,50,61,87,38,30,1182,0,3,8,33,33,283,462,697,95,106,116,86,78,36,26,2053,0,0,0,4,44,75,181,678,95,79,84,111,146,90,39,1626,0,3,19,253,85,110,99,43,8,7,6,5,3,0,30,663,0,0,3,46,31,32,24,16,11,3,3,3,0,0,10,174,11,294,1046,1486,593,469,636,912,195,264,167,124,112,42,172,6537,0,0,9,37,30,41,124,128,33,31,42,24,23,24,22,564,0,0,4,9,384,493,249,213,49,57,41,50,32,35,77,1696,0,0,0,5,8,14,64,114,10,13,14,14,19,16,0,288,10,103,241,922,1106,2226,4289,4471,737,670,747,745,716,453,559,17978,42,1332,3092,4538,4252,7889,18416,26068,4203,4599,4493,4220,4176,2539,2808,92667
21401,0,0,11,29,108,92,249,165,46,40,38,20,27,6,27,857,0,3,40,108,58,103,98,83,16,12,12,15,8,10,16,593,0,0,0,0,20,19,54,71,10,15,22,21,18,11,16,273,0,3,0,15,5,4,10,5,0,0,0,0,0,0,0,42,0,0,0,42,10,13,18,9,0,0,0,0,0,0,3,91,34,626,1680,2531,1304,852,783,680,155,138,112,72,51,39,299,9349,0,6,9,35,39,60,90,61,16,21,7,10,11,3,12,389,0,0,0,0,21,33,34,25,5,8,11,6,6,6,10,177,0,0,4,4,11,17,64,71,4,5,4,4,0,0,3,181,6,133,259,605,494,726,993,629,100,93,97,92,73,39,126,4470,63,1475,3072,4484,3329,3580,4520,3799,755,689,693,604,508,301,960,28846
21402,3,5,31,49,131,90,159,137,15,7,14,26,12,3,7,684,0,12,40,61,10,22,11,3,0,3,0,3,0,0,3,171,0,0,0,0,6,13,38,54,13,18,14,12,9,15,8,199,0,3,4,19,7,11,3,0,0,0,0,0,0,0,0,48,0,3,0,27,10,8,6,9,0,0,0,0,0,0,0,60,79,1065,2296,3272,1578,1030,1494,1539,271,231,184,148,131,51,458,13820,6,13,18,82,68,67,142,45,9,4,21,7,19,3,18,526,0,0,0,5,17,8,13,13,0,3,0,3,5,4,4,75,0,0,0,0,13,10,23,19,0,0,4,0,5,0,0,70,24,212,304,599,350,268,267,204,33,41,35,38,26,34,90,2508,167,2591,4381,5535,3236,2434,3153,2686,544,473,446,428,351,206,995,27624
21501,0,0,3,11,4,10,24,17,6,11,0,3,0,0,3,91,0,0,0,0,0,5,4,13,6,9,0,0,0,3,9,47,0,0,0,0,4,4,12,53,5,3,0,11,3,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,19,0,0,0,0,0,0,5,33,4,146,295,362,83,60,53,33,6,13,16,8,4,5,85,1168,0,0,9,16,3,8,7,12,4,5,0,0,4,0,0,76,0,0,0,0,0,7,3,9,0,0,7,0,5,0,12,35,0,0,0,4,0,0,5,11,0,0,0,0,0,0,0,28,3,37,54,67,33,38,69,157,29,17,17,30,45,8,78,683,19,343,564,616,308,263,373,702,124,122,129,110,118,62,368,4230
21502,0,0,0,0,12,5,21,21,3,3,3,3,10,3,0,91,0,0,3,0,3,4,12,12,3,15,9,3,3,0,0,75,0,0,0,0,0,3,3,11,10,8,8,0,0,9,5,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,100,40,58,52,16,12,0,0,0,4,0,6,282,16,99,152,263,70,59,70,51,12,12,10,10,29,15,45,910,0,0,0,8,3,3,7,12,4,0,0,3,4,0,0,45,0,0,0,0,30,27,26,29,0,4,4,4,11,3,5,150,0,0,0,0,0,4,10,3,0,0,0,3,0,0,0,22,4,32,71,61,77,94,208,220,58,61,65,60,76,37,122,1254,38,470,661,654,376,442,719,759,183,212,220,186,275,223,399,5810
21503,0,0,0,3,3,3,36,20,5,0,0,8,0,4,0,79,0,0,0,0,0,0,4,15,0,8,6,0,3,0,7,47,0,0,0,0,7,7,12,17,0,4,0,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,70,132,134,35,32,21,11,4,7,3,5,3,3,39,497,0,0,0,5,8,4,10,3,3,0,3,0,3,0,0,41,0,0,0,0,18,32,43,37,13,6,3,6,5,0,13,175,0,0,0,0,3,0,14,3,0,0,3,0,0,0,0,26,3,6,17,37,55,55,119,102,50,41,29,26,38,29,40,645,12,238,335,281,216,245,416,545,117,150,157,140,125,95,209,3288
21601,0,0,0,5,3,0,8,11,3,0,0,0,0,0,0,32,0,0,0,3,0,0,0,12,4,0,7,0,0,0,3,31,0,0,0,0,0,3,3,7,3,0,4,3,0,0,0,25,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,5,129,224,203,76,36,25,28,8,10,0,3,3,3,42,800,0,0,0,8,6,5,10,3,3,0,5,0,3,0,4,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,4,0,3,3,0,0,5,0,0,0,0,14,0,30,35,39,20,24,17,18,4,9,13,10,3,3,13,239,17,323,409,362,216,195,230,266,69,70,68,49,71,41,134,2513
21602,0,0,0,3,0,0,18,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,15,0,0,0,0,0,3,0,9,0,4,3,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,104,193,239,68,33,43,28,3,8,9,0,9,9,36,792,0,0,0,4,9,3,9,3,4,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,40,19,23,13,42,3,7,10,7,13,3,6,239,11,305,426,410,178,164,313,341,57,66,85,62,85,58,114,2673
21603,0,0,0,0,4,3,38,34,5,5,0,18,8,4,4,120,0,0,0,0,4,12,24,40,4,14,4,12,17,5,5,139,0,0,0,0,0,13,28,17,0,0,4,3,0,0,9,79,0,6,36,19,3,6,3,0,0,0,0,0,0,0,7,76,0,0,0,64,31,53,54,11,3,0,0,5,0,6,14,247,8,123,258,279,68,53,75,47,33,19,15,12,8,6,53,1053,0,3,0,4,5,3,22,14,3,4,8,3,3,7,3,82,0,0,0,0,3,5,6,4,0,3,7,3,0,0,10,40,0,0,0,0,0,0,5,19,0,0,3,3,5,0,0,37,3,42,55,61,37,95,503,602,96,115,233,155,166,82,100,2351,28,611,892,729,397,567,1486,1888,335,375,564,489,446,248,443,9495
21701,0,0,0,7,3,3,35,32,3,0,4,3,3,0,4,96,0,0,0,3,0,0,3,4,0,0,0,0,3,0,3,26,0,0,0,0,4,7,3,8,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,125,262,251,91,47,42,44,0,5,4,11,3,0,41,938,0,0,3,21,3,8,7,9,3,0,0,0,0,0,0,57,0,0,0,0,3,4,3,3,0,0,3,0,0,0,0,18,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,28,0,22,30,42,18,30,27,35,8,8,0,3,3,5,12,242,13,287,418,413,247,217,321,316,49,78,72,57,50,42,109,2685
21703,0,0,0,9,3,3,3,4,0,3,0,0,4,0,0,26,0,0,0,0,0,0,4,3,0,3,0,0,4,0,0,23,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,122,244,219,82,47,64,32,9,9,3,11,0,0,46,895,0,3,5,8,3,3,8,4,0,0,0,3,0,3,3,49,0,0,0,0,4,3,5,4,0,0,3,0,0,0,0,18,0,0,0,0,3,0,9,6,0,3,0,0,0,0,0,19,0,28,41,30,15,22,64,61,18,26,22,12,16,9,15,376,19,307,435,383,218,189,403,317,82,88,79,51,80,40,143,2836
21704,0,0,0,4,7,8,22,27,3,5,0,8,3,0,3,96,0,0,3,0,0,10,12,35,3,9,7,7,3,3,0,96,0,0,0,0,0,3,10,18,0,7,0,6,9,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,107,267,244,106,79,87,101,39,19,18,6,16,0,43,1143,0,0,0,10,9,13,27,5,8,3,0,0,3,0,3,84,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,11,3,4,3,0,0,5,0,26,0,19,13,28,24,31,82,55,12,9,8,47,67,69,47,506,15,259,402,406,291,315,602,565,118,110,110,157,202,174,191,3917
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
29999,0,0,0,3,6,0,7,0,0,0,0,0,0,3,0,25,0,0,0,4,0,0,0,5,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,3,0,0,0,0,0,0,3,26,0,11,27,47,32,15,11,8,5,7,3,8,46,49,39,306,0,0,0,3,0,3,3,3,0,0,0,0,3,17,5,47,0,0,0,0,11,16,9,8,7,4,0,8,7,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,24,32,52,60,11,24,16,41,63,80,89,519,3,35,61,104,113,130,178,195,49,54,81,109,221,375,305,2011
