SA3_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
20402,0,56,0,53,1117,198,1368,65,47,3,121,883,86,1088,665,90,24,779,1073,151,1997,1291,73,36,1400,823,180,2403,757,116,19,888,1867,228,2990,128,311,3,438,2620,286,3340,28,295,0,319,2293,300,2920,10,68,0,76,1222,236,1535,0,7,0,4,448,149,605,2943,1056,83,4077,12343,1819,18241,24,95,3,116,983,189,1294,120,91,3,218,712,91,1018,990,146,60,1197,842,134,2175,1573,112,94,1781,714,175,2673,768,320,23,1109,1951,247,3308,77,756,9,842,2501,286,3623,18,477,3,501,2185,350,3036,8,76,0,83,1402,277,1758,8,5,0,16,744,273,1031,3583,2082,196,5858,12038,2018,19918,26,143,5,175,2102,392,2660,184,144,9,331,1598,173,2107,1660,234,82,1972,1919,284,4177,2864,184,134,3177,1535,362,5076,1521,439,42,2001,3819,475,6300,209,1065,6,1283,5116,573,6968,45,771,5,821,4481,653,5953,12,144,0,157,2621,514,3290,11,12,0,22
20403,14,92,0,101,1944,252,2294,86,83,4,177,1740,190,2111,1209,151,34,1395,2045,352,3794,2104,100,72,2280,1362,373,4008,1257,165,46,1471,2850,400,4719,225,448,8,682,3775,416,4871,39,374,0,415,2975,363,3752,5,78,0,91,1411,258,1761,5,5,0,7,472,110,587,4956,1507,162,6619,18569,2718,27900,19,147,3,171,1694,233,2108,196,160,6,361,1228,136,1731,1867,238,126,2228,1548,303,4077,2590,168,144,2903,1151,285,4328,1124,461,63,1650,2994,335,4970,94,1026,8,1131,3566,372,5067,23,619,3,644,2781,368,3794,9,100,0,110,1570,310,1991,4,13,0,22,813,151,990,5934,2926,354,9215,17339,2500,29058,34,237,3,272,3642,488,4403,280,240,15,541,2967,333,3840,3078,389,151,3624,3590,657,7875,4694,265,216,5178,2512,652,8340,2383,624,109,3116,5841,735,9695,324,1472,18,1812,7340,787,9941,62,992,4,1059,5751,727,7542,18,181,0,199,2981,572,3754,12,23,0,30
20501,4,75,0,79,1310,164,1554,70,51,0,129,1053,104,1283,904,92,23,1027,1341,170,2537,1416,56,59,1534,835,186,2565,895,130,25,1050,1813,245,3108,147,323,3,475,2476,275,3226,41,343,0,386,2131,286,2801,3,71,0,79,1154,200,1430,0,7,0,7,308,95,405,3485,1149,119,4754,12421,1725,18904,22,129,3,157,1174,140,1464,152,112,0,261,890,99,1249,1293,184,91,1558,1040,150,2748,1755,116,133,2004,675,201,2879,812,317,47,1178,1987,235,3401,87,803,6,896,2324,298,3520,22,533,3,559,2070,310,2941,8,75,0,85,1153,269,1504,3,7,0,16,548,150,707,4143,2280,283,6712,11852,1846,20417,25,208,3,238,2480,303,3018,223,163,0,393,1936,208,2537,2196,275,114,2585,2380,317,5283,3172,172,194,3543,1513,392,5443,1710,445,69,2226,3796,485,6509,230,1123,15,1367,4803,571,6744,57,874,7,945,4207,591,5739,8,150,0,161,2309,463,2933,3,9,0,16
20502,12,54,0,64,933,209,1203,45,38,3,87,746,95,929,674,64,20,754,908,175,1842,1034,48,29,1113,734,199,2037,673,102,19,798,1658,274,2726,146,266,3,418,2751,304,3470,25,266,0,287,3154,473,3917,6,59,0,60,1544,273,1879,3,4,0,6,405,144,560,2617,898,76,3586,12825,2151,18560,12,95,0,114,831,154,1103,127,81,0,211,589,85,893,980,89,62,1129,674,178,1979,1319,79,67,1465,600,182,2245,627,304,28,962,1838,268,3067,67,618,7,690,2746,331,3764,17,392,0,412,2799,403,3617,3,66,0,70,1470,398,1934,4,9,0,9,584,239,839,3160,1731,168,5056,12137,2240,19432,22,147,0,175,1766,364,2302,177,119,3,304,1334,184,1823,1652,156,78,1888,1586,356,3826,2352,123,95,2573,1337,378,4288,1297,406,53,1759,3491,537,5789,211,882,9,1102,5497,637,7234,41,656,0,696,5959,875,7532,12,125,0,134,3007,668,3811,7,13,0,19
20503,6,69,0,75,1387,241,1702,69,42,3,117,931,93,1142,899,88,27,1012,1373,225,2608,1634,74,46,1753,1040,203,3004,1141,140,36,1317,2352,366,4039,210,431,6,646,3604,406,4650,41,484,0,529,3571,485,4577,3,71,0,74,1782,363,2221,3,4,0,13,591,144,752,4009,1401,127,5539,16625,2523,24686,16,131,0,147,1176,165,1490,177,103,11,294,747,98,1140,1369,166,73,1608,986,213,2815,2019,128,154,2302,813,245,3362,996,362,49,1404,2453,325,4183,92,1035,8,1138,3557,421,5109,38,746,3,793,3493,497,4778,11,91,0,98,1887,423,2401,6,11,0,22,935,242,1204,4732,2768,305,7809,16044,2630,26481,27,194,0,225,2566,407,3199,248,140,21,407,1674,190,2278,2274,251,102,2620,2359,443,5426,3655,196,197,4055,1859,452,6360,2141,505,85,2728,4801,691,8215,301,1463,17,1781,7153,825,9763,80,1233,3,1319,7061,981,9358,9,161,3,176,3665,782,4624,12,21,3,38
20504,14,105,0,114,1894,269,2279,152,90,6,251,1865,226,2344,1347,149,53,1544,2417,370,4332,1988,101,78,2167,1536,325,4027,1094,194,27,1321,2970,423,4709,179,531,5,711,3764,465,4944,29,370,3,401,2893,435,3729,6,65,0,73,1491,324,1883,8,4,0,13,517,130,655,4809,1612,171,6599,19345,2965,28906,35,187,0,229,1647,252,2124,312,220,20,551,1643,231,2420,2073,262,153,2484,1825,401,4704,2403,202,141,2746,1229,319,4289,953,562,53,1566,3004,401,4977,100,1193,5,1300,3395,436,5129,26,547,4,579,2840,444,3861,8,95,3,103,1804,431,2336,4,12,0,16,854,235,1106,5920,3271,379,9569,18240,3150,30954,51,290,3,343,3540,518,4397,470,310,25,802,3508,461,4768,3413,413,198,4030,4244,767,9040,4387,305,216,4915,2767,640,8315,2048,757,83,2889,5977,823,9688,277,1724,11,2017,7155,904,10072,59,915,9,975,5738,880,7593,21,159,3,179,3294,753,4220,13,16,0,24
20505,3,49,3,57,1063,176,1290,54,40,0,100,916,184,1201,776,56,21,854,1150,488,2492,1215,45,44,1307,787,452,2544,649,100,13,762,1688,324,2769,129,312,5,452,2414,332,3195,31,247,0,277,2035,279,2589,3,47,0,50,966,209,1228,3,7,0,7,318,65,395,2873,899,91,3858,11340,2506,17710,7,90,0,105,949,160,1215,123,76,3,201,644,86,939,1133,118,84,1335,848,169,2358,1377,95,85,1561,647,185,2391,624,308,32,961,1745,239,2946,66,750,9,825,2172,275,3275,14,333,3,356,1858,266,2479,3,53,0,59,1019,231,1310,3,3,0,7,511,115,638,3362,1829,221,5406,10395,1740,17540,18,141,3,157,2009,336,2510,182,121,6,305,1557,278,2135,1911,171,110,2192,2002,659,4853,2591,142,132,2866,1430,641,4934,1270,411,48,1727,3425,565,5720,195,1063,12,1274,4592,607,6470,46,576,3,631,3895,545,5065,8,96,0,108,1983,442,2536,6,10,0,20
20601,7,72,0,78,1454,140,1668,12,81,4,94,3250,252,3599,891,195,8,1097,8534,747,10382,2707,151,67,2927,3698,463,7083,1644,74,57,1776,2970,317,5058,290,167,0,461,2750,246,3459,50,278,0,327,1715,172,2215,16,133,0,147,1270,138,1561,3,13,0,17,592,63,667,5617,1165,147,6925,26232,2544,35696,7,90,3,98,1453,119,1667,67,168,3,241,3742,251,4240,1302,443,40,1790,8230,714,10726,3206,316,188,3706,3083,418,7206,1605,219,92,1922,2959,305,5174,145,554,7,707,2976,256,3930,38,565,3,605,1795,188,2584,15,166,3,185,1736,172,2094,7,9,0,14,880,111,1006,6390,2534,343,9265,26843,2528,38633,9,159,3,169,2906,263,3336,81,252,9,342,6988,503,7836,2198,642,52,2893,16766,1460,21113,5908,464,261,6636,6780,876,14286,3246,293,158,3695,5923,619,10233,431,719,12,1165,5729,503,7390,83,846,5,938,3506,362,4798,33,295,4,334,3006,312,3654,10,25,0,33
20602,9,46,0,52,967,84,1101,9,32,0,41,1430,124,1591,436,137,10,587,3892,384,4859,1793,69,42,1901,1958,322,4186,1404,70,41,1506,1745,214,3467,240,98,3,333,1788,159,2282,23,181,0,206,1050,113,1371,4,92,3,97,844,108,1042,3,10,0,18,342,43,393,3911,731,103,4744,14011,1549,20301,9,70,0,77,894,90,1063,13,85,0,106,1685,134,1920,641,288,27,957,4268,413,5636,2239,214,155,2609,1793,294,4699,1401,172,95,1665,1964,231,3856,97,304,9,410,1945,167,2518,18,369,0,384,1072,138,1596,6,126,0,140,1098,119,1357,0,10,0,10,576,105,692,4432,1640,283,6357,15295,1684,23327,13,117,0,131,1864,168,2165,26,117,0,142,3107,258,3509,1079,422,42,1538,8157,797,10493,4028,288,199,4511,3752,616,8883,2805,240,131,3173,3705,442,7320,334,399,7,746,3735,320,4799,37,550,0,592,2122,255,2966,12,221,3,232,1943,226,2403,3,25,0,28
20603,9,53,0,62,1557,130,1748,10,43,3,55,2309,181,2545,708,113,3,826,4617,533,5979,2100,67,42,2206,2139,364,4707,1584,56,27,1669,2385,326,4376,227,228,3,455,2761,248,3463,39,359,3,404,1501,174,2079,9,77,0,87,828,130,1048,0,10,0,10,435,74,525,4682,1021,87,5788,18528,2156,26479,9,100,0,105,1587,161,1850,25,116,4,148,2290,196,2627,1183,272,23,1482,4581,528,6596,2658,180,83,2921,1771,348,5041,1582,185,61,1825,2522,275,4614,129,615,6,746,2756,253,3752,21,579,6,603,1416,179,2203,9,121,0,134,1221,191,1551,3,17,0,16,796,141,953,5617,2180,181,7979,18934,2274,29190,14,155,0,169,3144,292,3604,33,165,5,204,4593,372,5177,1897,390,27,2310,9192,1061,12574,4759,248,121,5124,3906,715,9750,3171,238,88,3491,4908,596,8997,353,836,11,1201,5510,501,7221,55,946,12,1006,2913,352,4278,19,201,0,219,2056,323,2597,3,25,0,26
20604,3,76,0,82,3938,511,4534,25,110,3,144,11943,1453,13533,1104,244,9,1357,18159,2723,22238,1910,144,21,2076,5231,1247,8555,956,69,26,1055,3083,697,4840,232,215,14,457,2824,548,3829,38,346,3,387,1849,431,2657,3,96,0,100,793,202,1091,3,3,0,6,321,134,459,4278,1315,71,5659,48134,7951,61748,10,141,0,144,5309,609,6059,71,241,10,325,14284,1620,16225,1770,522,27,2312,17431,2438,22188,2143,253,47,2445,4126,919,7483,869,183,36,1088,3224,636,4947,117,514,0,641,2827,505,3968,36,597,3,635,1622,376,2623,12,91,0,99,872,232,1206,11,8,0,17,507,267,795,5031,2554,117,7704,50196,7597,65498,11,215,0,226,9246,1119,10594,97,358,11,461,26226,3072,29759,2874,768,29,3673,35591,5161,44424,4055,400,64,4520,9360,2165,16038,1821,257,63,2144,6312,1337,9788,353,731,10,1091,5648,1060,7801,66,942,6,1021,3465,802,5288,15,188,0,201,1658,434,2299,9,16,0,23
20605,11,63,0,68,1199,148,1415,29,69,3,101,2539,331,2968,812,250,5,1074,9998,1501,12568,2630,183,51,2863,5186,944,8993,1777,119,42,1947,3999,771,6715,418,203,11,628,3852,612,5097,57,447,4,507,2535,429,3472,4,112,0,119,1155,235,1505,3,4,0,10,475,84,565,5745,1452,123,7316,30935,5054,43304,14,105,0,118,1197,161,1479,57,136,3,189,2990,403,3584,1372,523,44,1936,10136,1606,13679,3073,386,160,3615,4567,936,9124,1783,274,87,2145,3970,654,6773,169,618,12,808,3788,518,5105,26,841,3,870,2224,383,3474,8,154,0,163,1306,222,1687,12,10,0,15,729,121,868,6507,3042,318,9866,30906,5002,45774,25,172,0,191,2395,309,2896,83,205,6,293,5529,733,6555,2181,776,53,3011,20129,3110,26249,5705,565,208,6479,9752,1886,18115,3561,395,133,4088,7975,1421,13486,590,817,25,1433,7642,1135,10205,82,1290,11,1377,4757,808,6946,16,269,0,285,2459,456,3197,12,16,0,29
20606,3,37,0,42,849,119,1011,11,32,0,46,2246,244,2534,417,137,3,562,7313,943,8814,1164,70,19,1256,2722,440,4423,904,45,22,964,1983,306,3256,220,107,3,329,1986,253,2574,41,309,4,355,1667,216,2242,9,142,0,155,992,184,1337,0,7,0,9,452,66,529,2768,894,47,3708,20222,2779,26714,0,65,0,61,1020,138,1221,15,101,3,121,2921,283,3327,712,357,11,1083,7476,927,9480,1488,199,40,1727,2257,395,4384,940,132,33,1100,1919,282,3302,112,375,3,489,2300,293,3086,34,706,5,742,1647,243,2628,13,175,0,196,1280,236,1712,0,15,0,16,650,168,830,3324,2109,95,5533,21476,2967,29973,4,100,0,105,1874,255,2233,27,135,3,162,5168,531,5863,1127,493,18,1638,14789,1869,18297,2657,269,58,2983,4980,841,8806,1840,175,54,2066,3900,592,6556,336,482,5,822,4290,544,5653,70,1016,5,1094,3314,458,4872,25,324,0,347,2277,423,3049,3,19,0,24
20607,4,53,0,54,1097,178,1333,16,79,3,98,2707,342,3143,587,303,7,893,10726,1255,12874,2063,168,44,2276,4238,677,7197,1392,96,43,1524,3058,510,5093,311,162,7,489,2831,398,3710,41,336,4,385,1863,291,2537,3,85,0,87,941,153,1182,3,8,0,10,360,77,445,4426,1290,110,5818,27819,3874,37511,3,85,0,93,1175,147,1415,53,163,3,215,3358,398,3970,1038,587,28,1654,10852,1308,13818,2502,304,124,2929,3387,631,6946,1323,184,70,1576,2832,458,4872,148,457,11,614,3068,408,4092,29,651,4,682,1828,314,2827,10,131,0,142,1231,200,1574,3,10,0,18,524,104,640,5117,2569,235,7918,28259,3975,40156,7,132,0,149,2276,328,2749,72,244,3,315,6063,734,7114,1623,896,34,2550,21581,2561,26691,4563,472,170,5203,7625,1303,14137,2718,280,106,3104,5892,968,9960,462,621,16,1101,5893,812,7803,75,982,9,1070,3690,599,5358,17,217,0,231,2173,357,2759,12,16,0,24
20701,19,218,0,237,5419,319,5968,21,131,3,161,6286,366,6813,1257,218,17,1489,8902,718,11111,5273,134,91,5499,3535,531,9568,5009,134,89,5238,5406,632,11276,939,464,13,1418,7137,480,9034,154,1419,10,1578,4520,384,6483,26,441,0,467,2732,315,3508,6,33,0,44,1428,156,1627,12700,3192,227,16126,45356,3897,65383,14,325,0,340,5307,292,5940,60,278,6,344,5853,334,6532,2059,490,65,2612,8138,680,11426,6963,334,298,7591,3040,533,11168,5494,360,208,6068,6201,559,12823,499,1404,28,1930,7513,505,9949,106,2488,17,2609,4371,489,7468,26,601,9,633,3447,441,4526,9,32,0,43,2797,369,3208,15234,6308,631,22171,46663,4207,73046,37,539,0,574,10720,613,11910,81,413,8,502,12135,704,13346,3318,707,77,4099,17042,1397,22544,12234,464,388,13090,6576,1064,20736,10503,495,303,11306,11607,1190,24102,1443,1868,44,3354,14647,978,18983,258,3902,29,4189,8890,866,13951,52,1042,9,1099,6177,756,8031,12,67,0,82
20702,8,84,3,96,2632,136,2858,9,56,0,69,2705,111,2884,959,110,5,1078,4008,261,5350,2877,81,37,2999,2059,216,5279,2109,79,22,2218,3346,250,5812,405,347,12,764,4068,247,5076,81,909,6,995,3128,233,4364,28,395,0,423,2726,317,3463,0,20,0,22,1002,155,1178,6483,2090,89,8661,25666,1933,36258,3,108,3,113,2391,129,2635,40,111,3,153,2399,105,2659,1579,211,28,1819,3397,244,5464,3761,153,116,4037,1563,221,5820,2169,237,61,2466,3851,265,6578,268,1081,17,1372,4192,252,5816,99,1588,12,1711,3320,327,5353,31,424,8,462,3053,392,3908,4,19,0,24,1538,267,1818,7965,3932,257,12153,25712,2196,40064,15,189,6,208,5024,263,5499,54,166,7,228,5102,214,5548,2540,325,34,2899,7405,508,10813,6645,231,159,7036,3621,434,11096,4282,316,84,4679,7199,516,12391,673,1430,27,2136,8262,496,10890,179,2501,21,2708,6446,567,9717,53,817,8,885,5779,712,7372,3,39,0,48
20703,15,109,3,123,3082,188,3399,26,90,3,116,4701,242,5063,1141,128,16,1282,5822,370,7470,3400,74,69,3541,2316,282,6146,2503,103,48,2648,3357,287,6289,471,327,13,806,4006,259,5078,85,675,3,768,2508,220,3499,26,261,0,294,2016,235,2543,3,17,0,20,1018,171,1211,7660,1790,153,9612,28826,2262,40697,8,179,0,193,3142,174,3510,49,147,3,198,4213,199,4615,1766,242,52,2065,5061,367,7491,4272,195,182,4654,1840,239,6729,2597,241,95,2937,3787,289,7010,282,916,24,1226,4205,264,5689,82,1220,13,1314,2729,284,4324,23,304,0,325,2782,358,3474,10,24,0,35,1680,359,2063,9089,3478,368,12934,29432,2537,44904,26,292,3,320,6227,369,6909,74,238,5,322,8919,439,9671,2908,370,65,3343,10879,739,14963,7666,271,258,8199,4162,520,12877,5100,340,141,5582,7141,575,13303,755,1243,34,2033,8211,529,10767,170,1900,17,2078,5235,502,7817,48,569,0,622,4800,600,6015,8,47,0,53
20801,8,111,0,123,2902,196,3212,15,67,0,79,2306,150,2538,610,78,8,698,2786,270,3745,3313,96,67,3474,1876,346,5693,3370,100,68,3538,3512,432,7489,627,353,14,995,4698,361,6058,84,942,10,1025,3249,293,4573,18,284,3,305,1851,219,2377,4,15,0,18,1060,151,1228,8058,2040,168,10264,24241,2426,36928,3,172,0,176,2612,178,2964,37,121,3,155,2091,132,2381,1089,215,28,1337,2626,263,4232,4427,182,257,4864,1524,332,6721,3600,252,153,4008,3923,437,8364,305,1077,17,1400,4810,367,6581,69,1724,16,1807,2977,353,5141,11,355,3,375,2280,309,2968,3,26,0,35,1997,366,2393,9549,4132,472,14155,24850,2745,41741,16,281,0,301,5509,372,6178,49,186,3,237,4397,289,4919,1700,301,42,2036,5415,529,7980,7743,274,318,8339,3404,673,12418,6971,351,224,7544,7439,870,15855,933,1428,26,2389,9515,734,12636,152,2663,18,2836,6228,650,9718,38,639,3,682,4129,532,5344,8,43,0,48
20802,12,183,0,193,3740,255,4192,41,138,3,181,4712,292,5184,1791,219,18,2027,8589,731,11340,5558,153,91,5808,4071,554,10438,3847,142,77,4057,4963,503,9529,700,496,25,1218,6030,411,7656,80,935,3,1026,3799,333,5155,12,260,0,276,2289,253,2813,8,20,0,27,1389,184,1603,12046,2545,221,14811,39582,3511,57903,20,282,3,305,3489,198,3993,92,232,3,329,4699,279,5302,2928,418,72,3421,7908,692,12021,6635,307,295,7242,3118,500,10857,3918,350,149,4423,5536,475,10436,321,1378,27,1732,5992,433,8156,97,1640,14,1756,3715,383,5856,37,364,3,408,3200,409,4018,4,24,0,28,2427,343,2801,14058,5009,565,19630,40093,3729,63451,28,468,5,502,7231,453,8183,129,372,8,506,9411,566,10485,4716,637,92,5448,16494,1421,23363,12197,461,388,13050,7187,1061,21297,7766,486,225,8474,10501,981,19961,1021,1878,51,2952,12023,843,15819,182,2580,21,2776,7516,717,11009,46,629,8,680,5487,660,6832,13,41,0,55
20803,11,126,0,138,2821,197,3155,34,84,0,119,2990,214,3315,1372,179,21,1574,4927,444,6947,4767,136,94,4994,3182,495,8668,2975,132,64,3174,4678,450,8304,414,483,7,903,5207,396,6507,64,763,6,836,3324,380,4541,17,241,0,257,2151,349,2758,0,25,0,25,972,235,1235,9655,2169,200,12029,30237,3160,45419,14,171,4,194,2744,190,3123,69,153,9,231,2569,150,2946,2188,351,92,2629,4533,414,7573,5702,301,321,6328,2575,458,9356,2793,405,121,3323,5133,457,8908,208,1341,16,1568,5046,382,6996,66,1435,13,1513,3520,451,5481,17,280,0,294,2759,520,3576,9,22,0,33,1609,517,2161,11066,4460,571,16098,30484,3532,50110,29,294,4,327,5565,383,6274,97,241,6,345,5557,363,6263,3562,532,109,4205,9458,855,14515,10474,437,417,11323,5750,945,18027,5770,535,191,6493,9808,909,17215,620,1827,20,2471,10250,780,13503,133,2196,19,2350,6843,827,10022,33,523,3,559,4903,869,6327,12,46,0,59
20804,3,67,0,65,1101,68,1237,7,39,0,49,1566,89,1703,304,60,3,366,2571,180,3125,1412,46,24,1475,967,136,2580,1202,30,23,1249,1247,152,2649,200,107,3,310,1628,110,2047,26,306,3,339,1109,102,1543,4,123,3,132,693,75,903,3,4,0,6,362,41,411,3156,779,57,3991,11245,959,16193,0,84,0,85,1064,69,1217,10,75,0,94,1795,112,1998,543,111,13,671,2382,197,3252,1665,102,80,1854,781,136,2773,1310,92,53,1460,1335,125,2921,111,302,6,419,1752,119,2289,21,567,4,597,1057,106,1757,15,146,0,165,884,124,1174,0,11,0,15,611,85,709,3679,1499,168,5351,11670,1069,18086,6,142,0,152,2164,134,2451,17,118,0,142,3359,197,3695,842,167,23,1037,4957,383,6376,3074,148,102,3330,1748,276,5354,2511,123,79,2708,2584,271,5566,308,408,8,730,3381,229,4338,50,872,10,933,2169,204,3305,17,278,3,294,1582,203,2085,7,16,0,22
20901,5,135,3,141,3145,237,3518,49,118,3,169,3449,212,3825,1517,195,26,1736,5805,433,7975,4712,138,105,4952,3108,433,8488,2807,135,58,3000,4346,443,7782,477,559,16,1047,5443,360,6847,65,1082,4,1150,3940,366,5455,15,268,3,293,2259,291,2839,3,13,0,21,977,195,1188,9651,2639,207,12498,32466,2960,47926,15,175,4,189,2912,210,3308,102,196,0,293,3117,174,3582,2441,348,98,2888,4942,437,8269,5601,282,314,6187,2334,360,8887,2817,357,105,3278,4765,398,8436,236,1551,16,1806,5522,363,7691,55,1774,7,1836,3786,434,6058,23,323,3,346,2828,451,3627,3,30,0,34,1665,373,2066,11282,5025,548,16857,31879,3192,51928,22,307,4,334,6056,445,6834,151,311,3,460,6564,384,7410,3961,544,123,4624,10752,866,16248,10305,413,413,11136,5438,791,17375,5625,498,160,6281,9110,837,16224,715,2105,26,2852,10970,722,14542,120,2847,15,2985,7726,800,11511,37,595,3,635,5090,744,6470,10,42,0,48
