SA3_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
21305,33,286,3,316,5764,562,6648,244,269,5,517,5978,672,7165,6120,480,71,6673,11730,1785,20191,10158,275,148,10588,7237,1427,19253,3932,340,51,4329,7811,886,13021,616,866,33,1516,6845,621,8977,130,761,12,895,3872,482,5248,22,133,0,155,1616,289,2060,3,4,0,8,411,102,529,21253,3418,329,24998,51267,6824,83092,61,493,8,552,5269,511,6335,618,499,10,1125,5104,436,6676,10468,759,270,11493,9054,1355,21903,11028,496,363,11892,5118,987,17992,3381,1013,127,4523,7634,754,12911,361,2117,43,2518,6298,604,9425,95,1186,10,1285,3723,511,5519,16,173,3,193,1943,352,2481,10,13,0,23,741,206,964,26024,6741,830,33598,44882,5716,84196,87,780,6,870,11034,1071,12978,862,765,16,1639,11083,1115,13836,16588,1238,338,18168,20789,3135,42089,21190,773,517,22480,12354,2415,37246,7317,1355,182,8845,15437,1641,25929,973,2984,71,4028,13145,1229,18402,223,1944,17,2181,7589,991,10769,35,311,0,348,3562,639,4546,17,18,0,35
21401,26,158,4,186,3453,374,4018,193,151,7,354,3550,305,4200,2519,279,66,2860,5423,663,8950,4665,215,126,5004,3524,636,9157,2562,316,61,2941,5537,650,9126,430,678,12,1122,6066,603,7799,67,833,5,903,4064,511,5484,16,155,0,172,2167,394,2728,3,6,0,10,814,194,1019,10484,2790,281,13554,34587,4330,52474,46,317,0,367,3299,333,3995,404,349,25,781,3215,313,4307,3818,511,236,4560,4332,641,9536,5378,369,333,6078,2733,598,9412,2411,747,108,3267,5804,635,9703,207,1846,18,2074,5668,562,8301,51,1423,8,1484,4152,587,6230,19,194,0,216,2662,581,3460,5,12,0,19,1344,328,1696,12338,5777,733,18848,33206,4583,56637,74,480,3,553,6744,709,8009,595,501,39,1130,6767,614,8512,6333,790,298,7428,9753,1303,18484,10041,583,458,11085,6251,1235,18569,4978,1063,170,6209,11336,1283,18833,642,2525,27,3196,11738,1170,16105,116,2259,18,2386,8219,1098,11710,33,345,0,386,4829,978,6187,7,21,0,29
21402,20,175,4,198,4065,418,4680,150,121,3,274,3451,241,3969,1922,189,36,2152,3889,418,6465,4932,180,148,5258,2700,495,8452,3483,324,87,3887,5621,652,10160,547,963,17,1520,7653,679,9847,92,1451,9,1544,7341,842,9726,13,357,0,370,4616,775,5753,12,19,0,24,1668,349,2036,11164,3778,297,15234,40995,4863,61091,32,290,0,318,3587,363,4271,294,239,19,556,2680,208,3442,3031,387,173,3591,3024,411,7034,6069,348,402,6820,2113,533,9463,3436,793,163,4389,6074,628,11090,251,2524,18,2791,7605,758,11154,99,2615,13,2726,7432,1018,11175,25,403,4,433,4996,990,6421,8,26,0,30,2427,568,3022,13255,7616,788,21663,39935,5474,67067,49,466,4,521,7648,778,8945,448,356,24,824,6127,450,7409,4957,575,208,5745,6912,836,13493,11003,524,545,12074,4816,1028,17916,6919,1115,244,8280,11690,1279,21250,790,3487,34,4315,15255,1431,21007,192,4064,18,4271,14775,1857,20899,42,755,4,801,9610,1767,12178,18,37,0,62
21501,15,71,0,86,1465,199,1743,89,56,3,151,1196,124,1476,969,114,31,1113,1567,402,3086,1480,82,47,1609,1036,403,3052,1017,118,25,1156,2423,404,3988,176,392,13,578,3533,415,4529,28,288,3,322,2907,435,3666,6,64,0,74,1658,325,2061,3,3,0,9,624,124,762,3787,1198,119,5100,16419,2841,24362,20,140,3,157,1248,182,1594,206,101,16,320,944,88,1357,1331,166,96,1593,1136,190,2917,1823,128,114,2066,825,198,3100,867,365,38,1269,2537,254,4061,80,867,6,955,3084,316,4355,16,473,0,488,2730,391,3606,10,83,0,96,1799,399,2289,4,10,0,21,1076,260,1359,4356,2332,276,6966,15382,2290,24629,33,211,3,245,2715,379,3342,293,161,15,468,2146,217,2831,2303,281,124,2707,2708,594,6005,3310,211,165,3680,1862,610,6148,1879,485,59,2426,4963,659,8052,259,1255,18,1531,6621,735,8883,43,759,3,810,5638,828,7271,11,150,3,165,3455,728,4346,12,18,0,29
21502,9,78,0,94,1514,226,1828,101,57,0,160,1240,160,1560,918,113,19,1053,1812,343,3213,1426,73,51,1555,1173,261,2987,800,128,21,941,2156,348,3447,139,327,9,471,2717,355,3548,30,248,0,280,2105,370,2751,7,48,0,54,1081,253,1382,6,4,0,6,419,103,531,3442,1079,100,4615,14212,2417,21243,28,134,3,162,1321,211,1690,182,142,10,337,1100,155,1590,1484,188,84,1753,1280,288,3327,1777,114,113,2008,929,248,3184,776,359,30,1165,2169,293,3631,68,733,0,798,2425,333,3559,20,428,0,444,1931,360,2738,12,72,0,80,1349,356,1781,6,7,0,10,700,177,889,4339,2177,250,6761,13204,2428,22402,36,218,3,259,2829,437,3518,278,206,10,493,2341,316,3153,2399,301,108,2809,3096,638,6535,3209,189,161,3564,2102,510,6168,1574,487,50,2111,4318,647,7079,203,1058,9,1270,5146,692,7111,51,677,3,729,4036,732,5493,17,115,0,134,2431,605,3169,7,11,0,19
21503,4,43,0,50,906,183,1139,56,37,5,106,757,132,991,563,50,18,629,1064,240,1930,937,43,36,1017,653,210,1881,600,98,10,713,1505,283,2495,92,233,4,325,2110,328,2768,23,177,0,201,1714,331,2238,7,38,0,38,1056,237,1333,3,3,0,3,366,130,498,2283,720,70,3078,10131,2074,15284,15,87,0,105,809,184,1098,138,71,11,226,525,98,850,843,97,53,993,705,208,1910,1103,67,65,1239,549,191,1975,522,244,17,782,1440,265,2488,55,538,7,597,1740,310,2648,18,266,7,289,1600,298,2185,10,58,0,67,1177,270,1507,3,7,0,14,604,161,779,2707,1433,162,4297,9153,1987,15435,25,135,0,152,1719,367,2241,196,109,18,324,1288,228,1842,1408,145,70,1622,1765,453,3837,2040,109,104,2252,1203,405,3851,1122,342,29,1490,2946,548,4986,148,764,11,921,3847,644,5412,40,446,7,483,3319,623,4425,11,90,0,108,2236,508,2844,7,12,0,15
21601,9,64,0,72,995,175,1246,56,37,0,96,766,68,931,604,42,17,663,898,120,1677,994,45,31,1075,663,166,1898,634,97,10,740,1501,220,2460,131,252,3,387,2072,230,2685,16,207,3,231,1812,270,2316,5,44,0,50,1020,248,1315,4,7,0,13,324,105,437,2449,799,69,3320,10044,1605,14969,11,93,0,106,839,151,1096,136,76,10,221,552,62,831,870,107,54,1035,685,150,1866,1213,80,59,1348,552,158,2053,551,277,17,844,1578,193,2615,52,585,4,641,1827,220,2691,13,310,0,322,1651,277,2252,4,61,0,66,1095,278,1436,4,9,0,13,569,146,727,2864,1593,136,4595,9348,1626,15567,19,161,3,182,1838,323,2341,195,117,7,315,1317,131,1759,1476,155,70,1699,1576,265,3541,2203,126,88,2422,1213,323,3955,1186,376,26,1586,3082,409,5073,180,838,12,1025,3902,447,5380,31,518,3,552,3465,555,4569,12,98,0,113,2119,528,2751,9,9,0,18
21602,5,40,0,50,729,126,902,51,28,3,84,577,70,730,440,45,12,504,683,125,1309,745,34,21,801,513,117,1432,458,82,12,552,1120,166,1841,59,199,3,258,1644,214,2123,10,136,0,148,1560,250,1962,3,37,0,43,926,206,1175,0,0,0,4,295,87,387,1780,612,50,2442,8052,1362,11854,16,70,0,83,634,94,808,94,67,3,168,439,46,656,692,75,35,801,471,112,1393,931,57,49,1035,356,94,1486,402,206,10,620,1150,145,1922,43,433,6,487,1437,185,2107,13,221,3,236,1508,259,2000,3,47,0,50,928,220,1203,0,4,0,5,419,119,547,2192,1194,106,3494,7346,1286,12121,19,111,0,134,1365,217,1711,152,100,6,259,1011,115,1378,1133,127,48,1305,1157,236,2699,1672,92,64,1836,874,209,2919,856,288,26,1172,2277,312,3764,101,635,10,743,3083,407,4227,24,353,3,383,3068,516,3960,8,88,0,95,1853,428,2377,5,6,0,14
21603,21,93,0,112,1869,247,2237,103,64,12,173,1476,170,1820,1137,109,30,1279,2155,448,3877,1850,75,53,1977,1421,401,3797,1074,165,18,1266,2507,432,4207,175,311,9,495,2996,370,3869,35,291,3,325,2317,426,3063,11,63,0,69,1294,268,1631,3,6,0,10,440,89,546,4410,1171,130,5710,16475,2853,25044,38,150,6,196,1652,238,2087,249,119,11,381,1221,137,1744,1690,195,102,1984,1633,334,3945,2294,164,124,2578,1060,316,3954,1015,382,52,1453,2518,349,4317,96,801,7,903,2750,359,4020,24,485,3,514,2150,426,3087,9,70,0,76,1464,308,1855,3,4,0,11,732,195,941,5411,2377,306,8095,15190,2664,25947,56,246,6,309,3522,484,4319,357,180,21,557,2699,310,3563,2831,303,130,3262,3789,779,7825,4141,239,180,4554,2489,709,7756,2089,551,72,2715,5028,787,8526,265,1113,16,1402,5750,733,7886,60,772,9,836,4463,846,6151,17,134,0,145,2757,584,3484,10,11,0,23
21701,7,55,0,57,956,142,1152,55,35,0,95,735,71,901,505,61,19,583,787,118,1498,993,44,20,1064,642,139,1839,593,95,18,709,1611,203,2526,119,234,0,358,2177,232,2766,20,196,3,212,1801,261,2272,3,31,0,34,911,191,1134,3,4,0,9,312,83,407,2304,758,65,3125,9930,1446,14507,10,86,0,100,798,143,1040,109,57,6,171,512,63,751,798,87,51,936,596,107,1641,1166,72,71,1310,527,130,1960,542,231,21,792,1669,173,2635,57,542,6,603,1999,233,2834,8,301,0,316,1657,242,2214,3,59,0,55,1022,235,1320,5,3,0,9,560,156,727,2706,1433,155,4294,9348,1477,15121,19,140,0,156,1756,282,2196,168,93,6,268,1246,140,1648,1302,147,70,1523,1381,231,3140,2161,120,88,2368,1164,262,3798,1135,324,41,1501,3281,374,5162,176,774,7,963,4184,462,5604,30,495,4,523,3457,502,4491,5,88,0,91,1933,426,2456,8,8,0,14
21703,8,58,0,58,960,159,1179,57,35,0,92,804,82,973,575,56,16,644,1021,153,1818,1039,42,29,1108,704,153,1962,646,87,22,754,1583,223,2550,124,271,3,400,2081,254,2731,25,234,0,256,1764,269,2293,8,37,0,46,932,202,1186,10,5,0,13,296,79,393,2478,821,64,3367,10142,1579,15094,6,83,0,89,832,119,1045,134,70,7,206,579,68,860,847,111,46,1008,603,124,1744,1165,94,72,1338,500,126,1964,552,259,27,830,1544,207,2577,53,625,4,678,1902,232,2805,19,368,0,386,1601,271,2261,9,71,0,78,1079,255,1417,5,11,0,14,520,129,661,2784,1685,165,4639,9163,1526,15331,17,136,0,152,1796,276,2221,188,106,7,300,1386,148,1835,1423,173,63,1657,1624,278,3562,2204,138,98,2446,1197,281,3927,1191,344,42,1583,3127,426,5131,173,889,8,1077,3980,484,5545,38,597,0,640,3367,540,4555,17,107,0,121,2014,463,2598,14,12,0,28
21704,9,64,3,77,1354,196,1626,67,59,5,126,1248,142,1516,864,102,22,984,1568,196,2752,1611,60,56,1722,934,204,2864,898,109,21,1020,1928,277,3225,170,310,5,482,2515,280,3270,27,321,0,350,1918,283,2551,9,56,0,62,1007,197,1266,0,3,0,6,379,94,476,3657,1072,103,4835,12843,1867,19542,13,123,0,143,1277,177,1593,137,130,12,282,1021,109,1413,1228,155,74,1459,1201,194,2847,1842,132,126,2094,744,196,3036,926,304,37,1260,2108,246,3618,81,728,4,810,2363,284,3459,22,488,3,515,1836,317,2668,5,85,0,91,1203,289,1586,0,7,0,8,680,175,866,4256,2148,258,6663,12440,1987,21085,24,193,3,215,2628,370,3221,208,185,18,411,2270,249,2925,2089,260,92,2437,2770,392,5596,3448,192,176,3814,1679,405,5897,1820,407,58,2283,4035,523,6843,251,1033,8,1293,4874,561,6732,51,810,3,870,3752,599,5218,11,143,0,156,2212,491,2858,4,10,0,12
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,10,0,11,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,3,0,0,0,0,10,0,11,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,8,0,8,121,41,180,16,11,0,27,301,122,447,108,29,0,138,603,306,1052,138,11,0,155,313,344,813,56,17,0,78,312,241,628,13,25,0,38,287,132,460,3,19,0,19,206,53,283,0,0,0,0,56,20,72,0,0,0,0,9,0,9,334,130,3,467,2212,1259,3942,13,9,0,18,120,37,178,32,17,0,47,297,107,453,120,41,4,161,439,189,795,116,18,9,150,184,151,479,32,16,4,51,211,88,347,0,38,0,39,241,76,352,0,27,0,27,143,29,204,0,3,0,3,34,8,49,0,0,0,0,18,13,28,309,163,11,491,1687,705,2883,13,14,0,28,246,86,357,48,30,0,72,599,224,898,229,69,4,298,1046,502,1848,257,37,9,304,500,492,1295,87,33,4,126,522,328,975,10,63,0,74,528,212,816,4,47,0,51,349,88,482,0,3,0,3,92,28,121,0,0,0,0
