SA3_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
20402,1359,57,3,1416,3,0,0,0,3,0,0,0,6,0,0,6,24,6,0,0,33,0,0,0,32,0,3,33,30,6,3,0,36,4,0,4,43,0,3,40,1174,157,27,22,1379,8,6,16,1394,57,7,1458,299,27,12,10,348,21,3,21,370,69,0,443,9,0,0,0,9,0,0,0,9,3,3,11,1478,182,40,31,1731,30,8,39,1772,133,11,1915,241,23,3,3,268,0,0,0,270,22,0,296,436,61,7,3,518,3,0,3,517,19,0,540,10,4,8,0,20,0,0,0,20,0,0,20,9,0,0,7,13,0,0,0,16,0,0,16,703,88,20,12,819,7,0,7,828,40,0,870,0,4,0,0,5,4,0,4,8,0,0,10,16,3,0,0,18,0,0,0,18,0,0,18,14,4,0,0,21,4,0,4,27,0,0,29,717,94,20,12,844,8,0,8,851,43,0,899,126,10,3,7
20403,2203,92,3,2306,18,5,0,0,27,4,0,4,33,6,0,39,45,3,0,0,50,3,0,3,57,4,0,61,69,7,0,0,80,11,0,8,85,14,0,99,1860,293,52,41,2250,39,7,45,2295,104,3,2405,530,59,17,23,628,19,4,21,650,79,7,732,3,0,0,0,3,0,0,0,3,0,4,3,2394,358,67,65,2881,50,15,65,2942,190,15,3143,457,49,14,7,531,3,0,3,535,28,0,557,666,89,15,10,781,3,0,3,786,30,3,814,19,0,3,0,21,0,0,0,21,0,0,26,12,0,0,5,19,0,0,0,19,0,0,19,1155,139,33,25,1347,5,0,5,1359,60,3,1417,8,0,0,0,13,0,0,0,13,5,0,17,11,0,0,0,16,0,0,0,14,0,0,14,19,3,0,0,25,3,0,3,26,5,0,34,1178,142,33,25,1372,15,0,15,1384,67,3,1453,208,27,8,3
20501,1543,77,3,1619,24,0,0,0,24,0,0,0,24,7,0,26,48,0,0,0,48,7,0,10,59,0,0,59,65,3,0,0,72,7,0,10,79,5,0,87,1377,170,28,26,1607,8,7,18,1617,82,3,1707,485,87,15,14,606,18,6,28,634,87,0,715,0,0,0,4,4,0,0,0,3,0,0,7,1866,256,46,44,2212,33,10,42,2256,168,4,2432,224,26,6,3,260,0,0,3,261,16,0,281,548,47,0,3,597,9,0,9,606,20,0,627,19,4,6,0,31,0,0,0,31,3,0,29,3,0,0,11,11,0,0,0,11,0,0,13,791,80,16,13,902,7,0,9,915,36,0,953,13,0,0,0,13,3,0,3,14,0,0,17,23,0,0,0,22,0,0,0,27,3,0,26,34,0,0,0,35,5,0,5,39,0,0,42,825,79,16,13,936,15,0,16,953,41,0,995,184,30,9,4
20502,1099,72,0,1172,5,3,0,0,6,0,0,0,10,0,0,9,17,0,0,3,16,0,0,3,18,0,0,18,15,3,0,3,27,0,0,3,29,0,0,26,910,141,30,24,1109,13,7,19,1127,75,0,1203,280,48,3,9,342,19,0,14,354,71,0,424,0,0,0,3,4,0,0,0,4,0,6,8,1194,187,40,33,1454,31,8,38,1490,144,3,1638,188,23,6,0,215,3,4,5,219,13,0,228,359,60,15,4,444,4,0,6,444,30,0,475,11,4,9,4,24,0,0,0,24,5,0,28,3,0,0,4,10,0,0,0,10,0,0,10,560,89,27,11,688,7,5,8,703,43,0,742,5,3,0,0,6,0,0,0,6,3,0,9,0,3,0,0,3,0,0,0,3,0,0,3,5,3,0,0,9,0,0,0,9,3,0,16,566,95,27,18,699,7,5,8,709,47,0,757,86,20,0,3
20503,1717,85,7,1810,4,3,0,0,7,3,0,3,6,3,0,10,25,9,0,0,36,9,0,9,45,3,0,47,28,9,0,0,40,9,0,9,49,3,0,60,1428,232,41,23,1732,28,10,35,1766,88,7,1863,431,94,11,15,560,10,5,16,577,65,3,648,9,0,0,0,9,0,0,0,9,0,8,17,1876,327,55,37,2300,36,15,52,2358,159,17,2528,304,43,4,0,350,0,3,3,355,24,0,380,557,99,12,7,678,11,3,16,690,34,3,723,20,3,4,0,32,0,0,0,32,8,0,36,9,5,0,15,21,0,0,0,21,0,0,21,888,152,17,25,1079,13,9,17,1100,62,3,1162,6,0,0,0,9,0,0,3,12,4,0,18,13,0,0,0,17,0,0,0,18,0,0,17,23,3,0,0,28,3,0,3,29,3,0,32,907,150,20,25,1107,19,6,24,1129,67,3,1198,156,37,3,3
20504,1835,93,0,1920,18,13,0,0,28,10,0,10,40,4,0,44,60,14,0,0,75,10,5,13,90,4,0,95,80,21,0,0,105,23,3,26,133,7,0,137,1624,207,30,28,1887,59,15,80,1964,98,0,2060,532,66,18,24,630,52,5,60,691,130,0,814,0,0,0,3,3,0,0,0,3,0,3,9,2154,270,46,49,2519,110,23,136,2654,226,8,2885,287,34,0,3,319,16,4,23,345,21,0,361,617,44,10,6,682,22,0,23,697,41,0,737,25,4,0,0,31,0,0,0,34,0,0,32,7,0,0,13,17,0,0,0,17,0,0,23,929,87,19,23,1049,39,3,44,1094,60,0,1151,18,7,0,0,20,6,0,6,25,3,0,30,24,9,0,0,38,3,0,4,42,0,0,43,44,16,0,0,59,7,7,17,71,4,0,78,971,101,14,23,1104,50,7,56,1162,64,5,1234,225,28,3,14
20505,1161,56,3,1218,12,0,0,0,16,0,0,0,15,4,0,17,27,5,3,0,32,4,4,12,44,0,0,47,39,4,4,0,50,9,4,16,64,9,0,66,1035,104,30,15,1184,31,12,39,1227,61,3,1288,370,40,15,11,431,14,3,15,446,65,0,515,3,3,0,0,9,0,0,0,12,0,4,15,1411,141,42,24,1625,42,14,58,1683,130,3,1818,204,22,7,3,238,0,0,3,235,12,0,247,350,43,5,4,407,7,5,7,418,22,0,437,10,3,4,0,16,0,0,0,18,4,0,23,8,0,0,8,19,0,0,0,16,0,0,16,582,70,13,16,678,11,3,17,690,35,0,728,3,3,0,0,9,0,0,0,14,0,0,14,10,3,0,0,11,3,0,3,18,0,0,18,11,7,0,0,21,3,0,8,27,0,0,27,592,70,13,17,700,14,5,19,717,35,0,754,153,16,8,3
20601,2293,82,5,2376,27,0,0,0,27,7,0,7,37,0,0,36,50,5,0,0,58,11,6,11,63,9,0,76,73,4,0,0,84,20,3,18,105,7,0,108,2001,289,26,13,2330,43,17,65,2391,90,5,2490,474,70,3,14,567,14,7,24,583,91,3,678,0,0,0,4,3,0,0,0,3,0,8,9,2477,361,34,30,2897,59,28,85,2983,174,15,3174,361,46,5,0,415,16,3,13,426,29,0,459,573,86,4,9,671,11,3,12,680,24,0,706,12,0,3,0,13,0,0,0,15,0,0,15,10,0,0,0,8,0,0,0,8,7,0,14,949,137,13,12,1103,23,6,33,1136,65,0,1200,7,0,0,0,10,5,0,4,14,0,0,14,28,3,0,0,30,5,0,5,35,3,0,39,38,5,0,0,45,12,0,14,57,3,0,56,984,139,13,7,1150,38,4,44,1192,65,0,1257,176,31,6,7
20602,1786,61,0,1853,9,3,0,0,13,0,0,0,13,0,0,13,43,4,0,0,48,3,0,3,53,0,0,53,51,7,0,0,65,4,0,4,68,0,0,68,1541,240,19,16,1817,26,10,35,1856,61,0,1918,285,33,0,3,322,14,0,13,333,43,0,376,0,0,0,0,0,0,0,0,0,0,5,4,1825,276,23,22,2145,42,6,48,2190,104,5,2296,303,57,3,3,371,5,0,7,373,19,0,394,534,67,3,4,608,6,3,13,617,10,0,633,11,3,5,0,19,0,0,0,19,0,0,19,0,3,0,3,6,0,0,0,5,0,0,5,855,127,9,9,1000,15,3,19,1017,32,0,1051,3,0,0,0,6,0,0,0,4,0,0,3,17,0,0,0,17,0,0,0,20,0,0,20,23,0,0,0,22,3,0,3,23,0,0,28,877,132,9,9,1028,16,3,21,1046,38,0,1081,109,21,0,3
20603,2030,58,0,2087,11,4,0,0,18,4,0,8,29,3,0,31,44,5,0,0,49,0,0,0,49,9,0,56,53,12,0,0,67,5,0,10,75,8,0,83,1826,184,36,15,2061,39,11,49,2109,60,0,2177,487,64,9,12,575,20,3,21,600,56,0,656,0,0,0,3,3,3,0,3,9,4,6,19,2311,250,44,30,2637,65,12,77,2719,126,8,2845,377,44,3,0,425,10,0,16,439,17,0,456,624,47,0,5,680,12,0,13,692,11,0,701,14,0,3,0,15,0,0,0,15,0,0,15,6,0,0,7,10,0,0,0,10,0,0,9,1019,88,8,13,1132,22,3,29,1160,32,3,1186,6,5,0,0,7,10,3,9,19,0,0,19,29,7,0,0,37,0,0,3,38,4,0,38,37,6,0,0,43,10,5,13,58,4,0,56,1058,99,8,13,1175,28,8,35,1212,31,3,1249,208,22,7,3
20604,937,39,3,976,19,3,0,0,26,5,0,5,27,3,0,27,29,6,0,0,33,3,0,3,40,5,0,41,46,9,0,0,59,11,0,6,65,7,0,74,825,115,14,19,967,26,7,35,1003,46,3,1052,340,82,7,11,436,20,8,28,467,90,0,551,6,0,0,0,6,0,0,0,6,4,9,12,1163,198,19,25,1410,47,16,59,1472,136,6,1622,189,19,0,0,212,16,0,19,228,18,0,253,154,28,3,0,179,3,0,3,187,12,0,196,3,0,3,0,8,0,0,0,8,0,0,10,0,0,0,4,4,0,0,0,4,0,0,4,347,44,7,4,406,20,0,17,425,30,5,462,6,0,0,0,6,3,0,3,8,0,0,8,10,0,0,4,11,0,0,0,9,0,0,10,13,0,0,4,17,6,0,6,22,0,0,24,364,50,7,7,426,26,0,25,452,30,3,484,107,33,3,3
20605,1997,78,0,2075,24,3,0,0,23,7,0,7,32,0,0,36,43,7,0,0,47,3,0,3,48,0,0,48,64,3,0,0,70,14,0,14,85,0,0,87,1773,216,27,23,2039,36,3,45,2081,75,0,2162,461,55,3,7,527,12,5,17,539,46,0,593,4,0,0,3,9,0,0,0,9,0,6,11,2242,265,25,40,2571,52,11,63,2632,127,3,2759,355,62,0,0,413,15,4,13,425,30,0,460,452,51,0,3,511,12,4,13,520,22,0,544,10,0,3,0,10,0,0,0,14,0,0,14,3,0,0,4,8,0,0,0,8,0,0,6,815,116,7,6,943,25,3,31,969,48,0,1018,7,0,0,0,6,0,0,0,13,3,0,15,24,3,0,0,25,0,0,0,25,0,0,27,27,3,0,0,33,0,0,0,36,4,0,40,843,118,5,5,970,25,5,28,1001,51,0,1056,157,27,0,4
20606,753,27,0,776,15,0,0,0,17,6,0,6,18,0,0,18,20,0,0,0,24,0,3,3,22,3,0,26,32,3,0,0,35,6,3,4,44,4,0,44,688,64,9,8,778,19,4,21,793,31,0,822,337,31,4,3,385,5,0,11,392,37,0,423,0,0,0,7,7,0,0,0,7,0,0,4,1032,95,12,15,1160,24,4,27,1188,64,0,1256,171,16,0,0,188,3,0,3,193,9,0,201,202,22,0,0,230,3,0,3,230,3,0,236,3,0,0,0,4,0,3,3,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,7,384,34,5,6,428,5,5,12,432,14,0,449,9,3,0,0,10,0,0,0,10,0,0,7,10,0,0,0,10,0,0,0,9,4,0,16,13,3,0,0,12,0,0,0,18,4,0,21,396,38,5,6,439,5,3,15,450,21,0,469,166,20,0,11
20607,1625,56,3,1676,12,4,0,0,18,9,0,9,23,0,0,24,28,10,0,0,38,3,6,11,45,4,0,46,41,10,0,0,49,13,6,15,65,8,0,69,1431,186,15,17,1648,27,14,39,1690,60,3,1754,274,48,6,18,350,23,12,29,382,90,0,467,0,3,0,3,6,0,0,0,6,0,7,12,1703,236,22,38,2003,49,21,74,2071,148,13,2231,293,27,0,3,329,4,4,3,331,17,0,353,350,43,3,0,397,7,0,7,411,14,0,422,9,0,0,0,11,0,0,0,11,0,0,11,7,0,0,8,16,0,0,0,16,0,0,16,657,80,3,13,752,11,4,14,761,27,0,794,7,3,0,0,12,0,0,0,14,3,0,19,13,4,0,0,16,3,3,3,22,3,0,25,26,4,0,0,32,3,3,6,36,4,0,39,680,82,3,17,780,15,6,16,802,31,0,832,98,23,0,8
20701,5680,166,8,5849,44,10,0,3,52,19,0,19,75,4,0,77,136,9,0,0,150,11,3,17,162,3,0,163,178,18,0,0,199,33,3,36,238,10,0,242,5235,456,52,53,5788,104,19,121,5910,169,8,6090,1629,140,23,10,1805,49,21,68,1875,151,4,2024,9,0,0,8,15,0,0,0,15,5,7,30,6866,598,76,74,7613,151,35,191,7799,327,25,8152,1254,140,16,3,1412,30,10,41,1451,76,0,1529,2001,168,11,14,2197,23,4,31,2228,57,0,2283,52,8,7,0,65,0,0,0,65,0,0,65,24,0,3,16,40,0,0,0,40,0,0,41,3325,319,37,32,3710,53,16,65,3780,133,4,3913,28,6,0,0,35,6,0,6,42,5,0,47,90,4,0,0,95,10,0,9,104,3,0,106,116,7,0,0,127,16,0,17,141,7,0,154,3443,328,37,33,3839,66,17,80,3925,143,4,4064,833,78,12,13
20702,2535,109,3,2643,42,3,0,3,46,4,0,4,51,0,0,48,101,6,4,4,113,19,0,20,137,3,0,143,142,11,4,3,162,23,0,24,185,8,0,191,2266,276,24,48,2617,85,17,98,2723,111,3,2833,889,122,3,12,1025,42,6,43,1074,113,0,1190,12,0,0,7,16,0,0,0,16,0,8,20,3171,396,29,67,3664,127,23,146,3812,227,11,4048,443,71,0,0,520,19,3,18,543,40,0,581,805,101,3,7,916,19,4,24,942,29,0,972,12,0,0,0,18,0,0,0,21,0,0,20,10,3,0,10,21,0,0,0,21,0,0,19,1276,173,10,18,1476,35,7,44,1519,72,0,1592,20,0,0,0,24,4,0,4,27,0,0,31,40,3,0,0,42,11,0,9,54,3,0,62,63,7,0,0,69,10,0,15,82,7,0,85,1338,177,10,18,1541,47,12,55,1599,77,3,1678,412,54,3,15
20703,3208,141,0,3349,26,7,0,0,37,12,0,13,45,3,0,44,100,7,0,0,102,5,4,11,112,10,0,117,121,13,0,0,141,12,8,20,160,10,0,163,2901,307,46,24,3277,72,22,95,3365,145,0,3514,833,100,17,9,951,31,9,31,987,81,0,1067,4,0,0,0,4,0,0,0,4,0,0,8,3733,408,56,35,4232,97,28,129,4359,233,7,4594,614,55,5,0,678,15,5,20,701,43,0,739,1086,96,5,10,1207,13,8,20,1226,32,0,1256,20,3,3,0,25,0,0,0,26,0,0,26,18,3,0,7,28,0,0,0,28,4,0,33,1746,156,18,19,1938,33,11,40,1983,77,0,2056,14,7,0,0,22,7,0,5,28,3,0,27,35,7,0,0,38,3,4,10,44,7,0,50,51,11,0,0,60,8,3,9,72,7,0,77,1791,164,20,19,1996,43,15,54,2053,81,0,2133,378,39,6,3
20801,3759,114,3,3873,24,4,0,0,33,9,0,9,36,0,0,42,129,0,0,0,129,4,0,4,139,4,0,140,152,3,0,0,163,15,0,15,176,4,0,184,3540,264,32,36,3872,58,4,66,3933,122,3,4061,1054,62,13,18,1150,15,4,21,1166,59,0,1231,3,0,0,0,3,0,0,0,3,0,3,7,4595,321,44,57,5018,73,9,86,5105,175,11,5294,771,79,6,4,856,13,3,16,872,50,0,917,1342,84,6,8,1436,8,6,16,1456,33,0,1485,10,3,3,0,18,0,0,0,23,0,0,27,20,4,0,8,28,0,0,0,30,0,0,31,2143,164,13,19,2341,25,5,36,2382,83,0,2461,22,0,0,0,26,6,0,6,28,0,0,34,81,0,0,0,81,3,0,3,83,0,0,88,105,0,0,0,103,6,0,6,110,3,0,119,2248,168,13,19,2448,34,5,44,2491,90,0,2582,569,36,5,14
20802,5653,154,16,5820,65,0,0,0,71,12,0,12,80,4,0,84,177,13,3,0,193,4,3,9,202,3,0,201,243,14,3,0,261,13,3,13,280,9,0,283,5155,544,51,69,5817,100,15,117,5934,164,16,6104,1304,143,11,40,1494,34,7,35,1529,106,0,1643,7,0,0,10,20,0,0,0,20,0,6,26,6460,688,64,113,7328,127,19,153,7483,269,17,7774,1080,102,3,8,1197,24,9,34,1229,39,3,1273,1681,152,10,23,1866,27,4,30,1899,46,4,1940,24,10,9,0,41,0,0,0,41,3,0,43,17,4,0,17,38,0,0,0,39,0,3,40,2810,271,18,43,3140,56,15,66,3202,86,11,3299,30,0,0,0,28,10,0,8,40,0,0,40,89,12,0,0,100,3,0,3,105,5,0,110,122,12,0,0,131,14,0,15,147,5,0,147,2925,281,18,42,3271,64,13,77,3351,92,11,3448,560,66,3,5
20803,4468,102,8,4578,39,0,0,3,42,4,0,4,47,0,0,50,126,0,0,4,127,8,3,14,138,5,0,147,164,4,0,3,168,13,3,19,188,8,0,197,4097,375,57,42,4577,64,21,88,4658,106,8,4771,961,69,17,22,1061,17,3,21,1086,54,3,1144,7,0,0,8,15,0,0,0,15,0,7,24,5065,443,77,73,5652,89,22,109,5763,163,17,5943,758,95,8,4,866,18,0,17,886,34,0,919,1347,106,7,12,1473,13,0,14,1488,26,0,1508,25,3,10,3,38,0,0,0,38,3,0,38,14,0,0,10,31,0,0,0,33,0,0,34,2141,205,30,33,2404,28,3,31,2440,57,0,2499,18,0,0,0,23,3,0,3,26,0,0,26,50,0,0,0,51,0,0,4,55,0,0,56,68,4,0,0,72,6,0,6,81,0,0,77,2209,206,30,33,2476,39,6,42,2518,63,0,2578,378,37,6,6
20804,1479,39,0,1521,26,0,0,0,25,0,0,0,30,0,0,32,35,0,0,0,35,3,0,3,34,0,0,35,56,0,0,0,61,3,0,3,66,5,0,66,1409,78,6,13,1506,32,4,39,1547,38,0,1587,388,26,0,5,423,4,0,5,430,15,0,442,4,0,0,3,5,0,0,0,4,0,0,4,1807,110,6,15,1932,43,5,49,1981,57,3,2039,299,33,0,0,331,9,0,10,338,18,0,359,529,22,0,0,556,4,0,4,560,8,3,574,5,0,0,0,10,0,0,0,10,0,0,9,7,0,0,3,7,0,0,0,7,0,0,7,842,51,4,10,906,13,0,14,923,26,3,946,6,0,0,0,6,0,0,0,6,0,0,6,21,3,0,0,20,0,0,4,25,0,0,25,29,3,0,0,28,0,0,4,34,0,0,34,872,52,4,10,936,20,3,24,958,26,3,982,249,10,0,3
20901,4342,116,12,4468,47,0,0,0,50,4,0,6,59,0,0,59,119,8,0,3,133,15,0,13,145,8,0,156,166,11,0,3,183,18,3,20,199,8,0,207,3929,440,33,54,4452,79,9,89,4540,126,12,4674,1092,96,15,23,1221,36,9,47,1268,102,0,1370,8,0,0,4,8,0,0,0,8,0,13,26,5022,538,46,81,5688,110,24,133,5825,224,26,6067,686,76,13,12,780,15,5,13,796,38,0,832,1297,118,7,9,1425,18,3,21,1448,27,3,1480,26,0,3,0,29,0,0,0,35,3,0,32,13,0,0,16,32,0,0,0,32,3,0,34,2020,200,20,31,2268,29,3,36,2305,68,4,2378,21,4,0,0,24,3,0,3,28,0,0,28,45,3,0,0,49,5,0,5,53,6,0,58,71,6,0,0,75,9,0,7,84,6,0,89,2085,205,20,31,2347,38,8,44,2394,69,4,2466,476,45,9,14
20902,2285,109,4,2395,35,4,0,3,37,7,0,14,53,0,0,53,79,16,0,0,98,11,3,15,107,3,0,109,116,16,0,3,133,15,9,26,158,3,0,162,1954,332,32,37,2358,57,25,82,2440,109,4,2551,674,133,19,32,854,44,31,71,924,283,0,1214,7,0,0,0,5,0,0,0,5,0,8,22,2631,464,52,72,3213,108,52,154,3372,399,14,3782,363,71,10,3,448,4,4,10,456,31,0,489,611,103,9,3,725,10,7,17,738,29,0,768,10,3,3,0,17,0,0,0,18,0,0,18,13,0,0,8,19,0,0,0,19,0,0,19,998,172,18,19,1209,14,11,24,1236,65,3,1297,16,9,0,0,29,3,0,3,30,0,0,36,42,9,0,0,56,5,3,7,60,0,0,60,66,19,0,0,77,12,3,12,94,3,0,97,1057,188,18,17,1291,26,10,37,1329,65,3,1395,298,54,4,12
20903,2816,66,0,2885,12,0,0,0,12,0,0,0,19,0,0,19,49,3,0,0,57,6,3,8,68,3,0,69,69,3,0,0,73,5,3,10,84,3,0,84,2550,236,34,27,2849,35,8,45,2895,70,0,2966,592,53,7,18,664,8,0,8,676,36,6,718,4,0,0,3,9,0,0,0,9,0,3,9,3149,292,38,48,3522,41,8,51,3573,104,13,3690,533,63,5,0,600,3,3,9,609,20,0,628,1068,85,12,4,1168,13,0,11,1179,22,0,1196,24,8,11,0,38,0,0,0,38,0,0,38,8,0,0,3,15,0,0,0,15,3,0,13,1635,148,27,11,1811,14,5,19,1830,43,3,1875,5,0,0,0,9,0,0,0,9,0,0,9,32,0,0,0,32,3,0,3,32,0,0,33,36,0,0,0,38,5,0,5,41,0,0,42,1671,151,27,11,1850,15,5,19,1872,44,3,1916,304,24,7,4
