SA3_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
21502,1511,56,0,1562,9,0,0,0,13,7,3,8,23,0,0,27,25,3,0,0,23,15,3,14,40,3,0,44,33,4,0,0,36,19,5,27,66,8,0,67,1297,152,38,23,1516,43,15,57,1569,61,0,1632,397,56,10,18,480,38,11,46,525,115,0,642,4,0,0,0,7,0,0,0,5,0,5,13,1701,213,44,42,1995,87,24,109,2107,178,5,2289,313,34,0,3,354,0,0,3,360,13,0,371,464,41,11,3,513,8,3,12,525,26,0,555,7,0,3,0,15,0,0,0,17,3,0,21,8,0,0,10,12,0,0,0,12,0,0,14,794,71,15,13,901,10,7,20,915,42,0,961,6,0,0,0,6,4,0,4,14,3,0,17,19,3,0,0,21,7,0,7,28,4,0,28,31,3,0,0,34,8,0,8,42,3,0,45,828,76,15,13,933,24,7,23,956,52,0,1005,172,16,6,6
21503,1056,45,6,1106,5,0,0,0,4,6,0,6,12,6,0,15,14,3,0,0,19,0,0,3,24,3,0,23,21,7,0,0,29,6,0,7,36,3,0,43,945,92,12,17,1070,11,7,19,1090,52,6,1143,300,36,5,10,354,3,3,7,359,66,9,437,4,0,0,0,5,0,0,0,5,0,8,14,1248,130,21,33,1429,15,6,24,1453,117,18,1590,195,15,6,0,216,4,0,4,218,12,0,228,376,30,10,6,420,3,0,3,421,16,4,435,8,5,4,0,16,0,0,0,16,0,0,16,3,0,0,6,16,0,0,0,16,0,3,13,580,46,15,14,664,4,0,6,666,24,4,701,3,3,0,0,4,4,0,4,10,0,0,10,12,0,0,0,12,0,0,0,11,0,0,11,16,3,0,0,17,3,0,3,19,4,0,21,596,47,15,14,679,9,0,11,689,26,4,723,110,19,0,12
21601,1093,43,5,1141,16,0,0,3,20,0,0,0,23,3,0,20,30,6,0,0,39,0,0,0,36,0,0,36,46,12,0,3,54,3,0,3,59,3,0,59,1002,96,34,8,1142,6,4,10,1155,39,5,1197,248,39,9,8,310,14,0,14,319,51,0,367,3,0,0,0,3,0,0,0,3,0,10,13,1252,135,48,18,1450,25,4,23,1475,92,10,1578,228,27,0,0,261,0,0,0,263,10,0,275,355,40,12,0,407,4,0,4,412,15,3,429,14,0,3,0,17,0,0,0,17,0,0,17,3,0,0,3,9,0,0,0,9,3,3,12,601,70,13,9,698,5,0,5,703,28,5,738,3,0,0,0,8,0,0,0,10,0,0,8,5,0,0,0,6,0,0,0,6,3,0,12,8,0,0,0,11,0,0,0,15,0,0,18,614,73,13,9,706,7,0,7,716,34,5,757,96,18,8,3
21602,864,31,0,896,4,3,0,0,8,0,0,0,8,3,0,11,13,0,0,0,15,0,0,0,15,4,0,15,18,0,0,0,19,0,0,0,19,6,0,24,774,55,25,11,869,14,5,13,882,33,0,918,164,22,3,11,201,9,5,9,215,42,4,257,3,0,0,0,3,0,0,0,3,0,0,3,941,79,33,21,1075,15,6,24,1096,72,5,1178,235,11,3,0,248,0,0,3,244,6,0,253,265,24,3,3,293,6,0,3,300,9,0,308,19,0,3,0,22,0,3,5,28,0,0,28,4,0,0,14,18,0,0,0,18,0,0,18,518,30,8,17,575,9,3,11,590,14,0,606,4,0,0,0,8,0,0,0,8,0,0,10,5,0,0,0,9,3,0,3,7,0,0,10,8,0,0,0,12,3,0,3,16,3,0,19,530,32,12,20,592,12,3,12,606,19,0,622,79,10,0,6
21603,1846,82,0,1934,15,3,0,3,28,10,0,15,35,4,0,38,49,3,0,3,60,3,3,4,67,0,0,67,69,9,0,5,80,20,3,20,100,4,0,107,1651,194,30,30,1901,42,9,48,1945,88,0,2035,489,121,15,22,646,27,15,45,690,267,3,964,8,0,0,0,4,0,0,0,4,0,13,19,2139,319,42,56,2556,71,22,88,2643,355,18,3017,342,40,4,0,388,9,0,9,397,27,0,420,581,52,11,9,655,10,3,6,661,21,0,683,20,0,5,0,32,0,0,0,32,3,0,29,3,3,0,4,6,0,0,0,6,0,0,9,950,100,20,11,1082,12,3,14,1098,49,0,1147,16,3,3,0,20,10,0,10,29,3,0,28,19,3,0,0,17,3,3,8,26,0,0,26,31,7,4,0,40,14,3,13,53,3,0,57,979,105,28,11,1119,24,4,34,1150,49,0,1202,216,50,12,15
21701,990,34,0,1028,10,0,0,0,11,4,0,4,13,0,0,14,8,0,0,0,12,0,0,0,12,0,0,15,14,3,0,0,20,4,0,4,23,0,0,29,859,107,18,17,1000,15,0,15,1017,40,0,1050,240,45,6,12,304,10,0,12,311,38,0,353,5,4,0,0,4,0,0,0,4,0,0,8,1102,157,18,31,1313,23,0,27,1336,80,0,1417,182,18,0,0,197,5,0,5,204,7,0,216,344,43,12,0,402,7,0,7,405,16,0,421,14,3,3,0,19,0,0,0,19,3,0,17,3,0,0,9,15,0,0,0,15,0,0,15,542,59,12,11,627,8,0,8,637,31,0,670,4,0,0,0,4,4,0,4,3,5,0,9,10,0,0,0,10,0,0,0,8,0,0,9,10,0,0,0,15,4,0,6,16,3,0,18,549,64,12,11,643,17,0,18,654,38,0,689,105,15,8,5
21703,1267,30,3,1302,0,0,0,0,0,3,0,3,3,0,0,3,6,3,0,0,10,4,0,4,15,0,0,13,6,3,0,0,10,3,0,3,19,0,0,19,1113,111,23,22,1275,12,0,15,1288,31,3,1320,265,53,5,19,336,17,0,17,351,37,0,385,8,0,0,0,8,0,0,0,8,0,10,10,1383,166,32,40,1613,27,0,30,1646,65,10,1722,246,32,5,0,289,4,0,4,289,3,0,295,428,34,3,8,472,0,0,0,470,16,0,485,8,3,0,0,14,0,0,0,16,3,0,15,4,0,0,4,9,0,0,0,9,0,0,6,684,74,16,12,782,5,0,8,786,24,0,813,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,6,0,0,6,3,3,0,0,6,0,0,0,9,0,0,9,691,70,16,12,787,8,0,10,796,24,0,817,106,16,3,3
21704,1745,54,0,1808,4,0,0,0,6,3,0,3,15,6,0,21,22,3,0,0,27,0,0,0,27,0,0,28,33,6,4,0,39,3,0,3,42,7,0,50,1524,197,32,16,1768,17,7,18,1794,63,0,1858,356,59,12,20,452,8,0,10,467,43,3,513,0,0,0,0,0,0,0,0,0,0,3,3,1885,256,44,42,2230,26,3,32,2257,107,11,2373,277,35,0,4,310,0,3,3,316,17,3,328,627,70,10,8,710,0,3,3,713,17,0,734,14,0,6,0,20,0,0,0,20,0,0,25,8,0,0,4,15,0,0,0,15,0,0,15,921,100,18,10,1059,0,4,9,1064,39,3,1102,10,0,0,0,10,0,0,3,15,0,0,15,8,3,0,0,14,5,0,5,18,0,0,20,15,3,0,0,20,8,0,5,30,0,0,33,940,107,17,10,1081,6,6,9,1093,38,3,1133,165,13,3,8
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
