SA3_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
20402,144,7,0,7,151,49,0,199,3,0,0,0,4,0,0,0,4,0,3,12,844,110,18,19,994,18,0,18,1011,90,5,1109,214,23,0,0,233,0,0,0,233,11,0,244,273,34,0,0,313,3,0,3,314,12,0,327,12,3,5,0,12,0,0,0,12,5,0,16,0,0,0,5,10,0,0,0,10,0,0,10,498,58,7,6,570,3,0,3,577,24,0,600,7,0,0,0,3,0,0,0,10,0,0,10,9,0,0,0,11,0,0,0,11,0,0,14,16,3,0,0,17,0,0,0,17,0,0,19,515,62,6,6,589,3,0,3,592,24,0,619,81,11,3,0,93,7,0,7,100,24,0,117,0,0,0,0,3,0,0,0,3,0,0,5,598,67,8,10,683,10,0,10,691,44,0,740,279,25,5,6,316,0,3,4,323,9,0,331,351,43,5,3,406,0,0,0,408,14,4,425
20403,253,13,0,12,265,47,0,314,3,0,0,0,3,0,0,0,3,0,4,8,1387,170,40,30,1630,23,0,23,1655,111,6,1777,316,37,8,3,364,0,0,0,367,12,0,376,418,50,3,9,481,0,4,3,482,27,0,502,11,0,3,0,11,0,0,0,11,0,0,16,5,0,0,7,8,0,0,0,8,0,0,8,750,89,16,14,864,3,4,3,871,36,0,907,3,0,0,0,6,0,0,0,3,4,0,6,13,0,0,0,16,0,0,0,16,0,0,18,13,0,0,0,20,0,0,3,20,3,0,25,764,89,17,19,886,3,5,9,893,40,0,934,100,21,8,4,130,6,0,11,136,41,0,173,5,0,0,0,3,0,0,0,5,0,6,6,864,108,22,22,1016,11,6,21,1034,79,6,1117,508,46,9,10,574,0,0,0,574,25,0,598,550,66,11,4,631,4,0,3,635,39,0,668
20501,220,5,3,13,232,26,0,261,0,0,0,3,3,0,0,0,3,0,0,0,1006,114,20,23,1159,26,6,27,1189,69,3,1263,195,15,3,0,211,0,0,3,214,9,0,221,309,34,3,5,354,3,0,3,353,10,0,370,13,0,0,0,10,0,0,0,9,0,0,14,0,0,3,4,11,0,0,0,11,0,0,8,511,54,11,11,584,3,0,7,590,23,0,618,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,10,0,0,0,13,0,0,12,12,0,0,0,16,0,0,0,19,0,0,20,526,55,11,11,601,3,3,5,603,30,0,631,111,20,3,6,136,3,4,9,148,26,0,173,0,0,0,0,0,0,0,0,3,0,0,3,635,72,16,13,736,11,7,17,752,55,0,811,303,25,3,0,327,3,3,4,338,15,0,355,413,43,3,8,467,4,0,4,472,20,0,489
20502,110,3,0,3,113,46,0,160,4,0,0,0,4,0,0,0,4,0,4,4,649,118,27,17,814,11,5,17,824,93,4,928,130,15,0,3,150,3,3,3,153,11,0,169,230,34,7,4,276,3,0,3,274,15,0,289,3,6,4,0,15,0,0,0,15,0,0,15,3,0,0,3,7,0,0,0,7,0,0,8,360,54,10,10,440,3,3,5,450,31,0,482,4,3,0,0,8,0,0,0,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,8,3,0,0,7,0,0,0,7,0,0,7,367,59,10,10,454,3,3,5,457,31,0,489,50,10,0,3,62,5,0,3,66,34,0,103,0,0,0,0,0,0,0,0,0,0,3,7,422,73,16,12,519,4,4,10,528,62,6,595,188,26,10,0,220,3,0,3,231,9,0,245,267,41,3,3,317,7,0,7,321,24,0,338
20503,202,12,3,9,210,49,0,259,3,0,0,0,3,0,0,0,3,0,0,3,1069,189,25,24,1306,28,6,32,1345,115,9,1463,232,33,0,0,267,3,4,8,277,16,0,287,339,62,0,4,403,10,0,10,421,26,0,444,14,3,7,0,21,0,0,0,18,0,0,18,3,0,0,8,10,0,0,0,10,0,0,10,579,104,13,9,704,18,4,15,722,39,0,764,0,3,0,0,3,0,0,0,3,3,0,5,9,4,0,0,9,0,0,0,9,0,0,9,9,3,0,0,13,0,0,0,13,3,0,15,587,109,13,9,717,17,4,20,739,40,0,777,82,21,3,5,119,0,0,0,116,27,0,148,3,0,0,0,3,0,0,0,3,0,3,4,676,129,16,16,840,21,4,21,860,68,6,928,331,30,7,0,374,3,0,3,379,21,3,396,415,85,10,9,517,10,3,11,527,28,0,559
20504,270,21,5,21,298,73,0,370,3,0,0,3,3,0,0,0,3,0,9,8,1197,131,19,36,1380,69,12,79,1465,135,10,1606,219,21,0,4,242,10,3,11,257,14,0,276,391,34,20,3,452,9,3,14,461,29,0,493,10,0,0,0,10,4,0,4,14,0,0,20,0,0,0,0,4,0,0,0,4,0,0,4,625,54,22,9,715,27,3,27,739,48,0,784,8,6,0,0,17,3,0,3,19,3,0,21,19,5,0,0,23,0,3,3,24,3,0,25,25,11,0,0,39,3,3,8,45,4,0,50,654,63,18,9,745,32,5,36,788,47,0,835,125,13,4,5,143,10,3,19,161,37,0,200,0,0,0,0,0,0,0,0,0,0,3,4,776,77,26,18,892,46,9,54,945,91,3,1037,313,27,3,3,345,9,3,14,364,23,0,385,534,50,14,7,613,11,3,10,621,38,0,658
20505,177,6,0,5,188,42,3,236,6,0,0,0,9,0,0,0,9,0,3,6,754,86,21,22,881,22,8,29,911,83,8,996,166,18,4,0,188,3,3,7,198,13,0,209,232,24,15,0,268,4,0,4,273,9,0,291,12,4,0,0,12,0,0,0,13,0,0,14,6,0,0,6,11,0,0,0,9,0,0,9,410,46,18,11,486,12,0,17,500,25,4,525,3,0,0,0,3,3,0,3,6,0,0,6,6,4,0,0,12,0,0,0,14,0,0,14,8,4,0,0,14,4,0,4,21,0,0,21,418,45,19,11,495,14,0,22,512,25,4,544,83,10,3,7,100,0,0,3,104,22,0,127,0,0,0,0,0,0,0,0,0,0,4,5,498,60,22,14,597,22,3,21,618,48,5,671,265,20,3,0,286,4,0,10,293,8,0,303,310,32,11,0,353,3,0,3,357,19,0,374
20601,225,6,0,12,237,40,0,277,5,0,0,3,4,0,0,0,4,0,7,8,1173,171,16,21,1376,46,11,54,1434,109,9,1544,235,30,4,0,267,5,0,4,273,16,0,293,321,39,4,3,367,7,0,9,377,5,0,383,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,554,74,6,3,646,15,0,15,661,21,0,680,3,0,0,0,3,0,0,0,3,0,0,3,16,5,0,0,18,0,0,0,19,0,0,23,15,5,0,0,20,4,0,4,23,0,0,26,576,76,6,3,665,17,0,18,680,26,0,709,101,16,0,3,125,0,0,0,124,39,0,166,8,0,0,0,8,0,0,0,8,0,3,5,676,91,13,5,790,14,0,21,809,65,5,882,300,54,8,3,363,7,3,9,375,25,0,396,367,64,5,4,443,7,4,4,448,13,7,468
20602,134,8,0,7,144,28,0,172,0,0,0,0,3,0,0,0,3,0,0,0,986,149,9,12,1164,28,3,32,1189,67,0,1255,184,34,4,3,229,3,0,3,227,8,0,237,299,29,4,3,331,3,0,3,340,6,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,3,493,64,6,9,563,8,0,8,575,14,0,590,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,14,0,0,0,16,0,0,16,11,0,0,0,14,0,0,0,19,0,0,19,504,64,6,11,578,6,0,6,593,14,0,604,61,17,0,0,83,0,0,4,84,15,0,101,0,0,0,0,3,0,0,0,3,0,0,3,566,80,6,10,666,9,0,10,675,32,0,709,236,44,6,3,283,7,0,7,295,16,0,307,340,37,3,0,381,7,0,10,389,17,0,412
20603,245,10,0,5,255,43,0,290,0,0,0,0,4,0,0,0,4,3,3,13,1270,120,14,21,1423,36,10,45,1469,75,3,1549,277,35,0,0,310,9,0,5,317,11,0,330,415,38,4,3,458,7,0,7,463,11,0,483,11,0,3,0,12,0,0,0,12,0,0,12,5,0,0,13,16,0,0,0,16,0,0,13,704,73,10,14,791,13,0,17,806,26,4,834,8,0,0,0,8,3,3,6,12,0,0,12,8,3,0,0,16,0,0,0,16,0,0,15,14,6,0,0,19,7,0,4,26,0,0,32,719,78,10,14,815,20,3,24,834,26,4,862,113,15,0,11,140,5,0,3,150,24,0,167,0,0,0,0,0,0,0,0,0,4,0,5,833,89,8,26,958,25,3,25,983,44,3,1036,449,48,0,0,499,9,3,9,509,24,0,538,525,55,5,0,583,10,0,9,594,23,0,617
20604,149,13,9,13,166,44,0,215,0,0,0,0,0,0,0,0,0,0,3,3,475,83,8,11,572,30,9,38,619,79,8,701,113,14,0,0,126,3,0,8,136,7,0,144,97,20,0,0,120,0,0,3,121,4,0,125,4,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,211,36,4,3,254,4,3,7,264,11,0,277,4,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,8,0,0,5,7,3,0,0,8,0,0,0,14,0,0,11,223,39,4,3,269,7,3,9,279,12,0,290,49,20,0,0,76,3,6,9,81,24,0,110,0,0,0,0,0,0,0,0,0,3,3,3,270,60,7,9,339,9,9,15,359,41,4,407,181,26,3,0,210,7,3,6,217,23,0,237,122,25,0,0,149,0,0,0,153,4,0,155
20605,195,5,0,5,198,15,0,216,0,0,0,3,3,0,0,0,3,0,0,3,1003,143,8,13,1171,26,5,35,1202,73,0,1278,219,30,5,0,254,9,5,10,266,16,0,287,242,37,5,3,290,7,3,4,294,13,0,304,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,4,0,0,0,4,0,0,4,465,71,9,9,555,11,7,19,573,27,0,605,8,0,0,0,4,0,0,3,6,0,0,13,12,4,0,0,10,0,0,0,12,0,0,12,12,3,0,0,16,3,0,3,21,0,0,23,480,75,9,9,572,14,6,26,592,30,0,624,77,13,0,3,88,0,0,0,96,15,0,110,0,0,0,3,0,0,0,0,0,0,0,0,560,85,9,7,665,20,9,29,689,44,0,737,259,45,0,0,305,9,0,9,312,26,0,338,303,37,3,3,338,4,0,3,347,21,0,365
20606,193,4,0,4,198,20,0,210,0,0,0,0,0,0,0,0,0,0,3,3,557,57,5,14,637,8,3,12,647,37,3,686,123,14,0,0,132,3,0,3,141,7,0,147,114,17,0,0,133,3,0,3,136,11,0,145,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,7,244,30,0,0,268,6,3,4,275,25,0,305,3,0,0,0,3,0,0,0,9,4,0,11,7,0,0,0,7,0,0,0,7,0,0,4,12,0,0,0,12,0,0,0,10,3,0,15,249,30,0,0,283,5,3,9,288,25,0,315,84,12,0,3,97,0,0,0,103,11,0,109,0,0,0,0,0,0,0,0,0,0,0,3,332,44,0,3,379,7,3,11,390,36,3,424,165,10,0,0,179,3,0,3,180,9,0,193,170,16,0,0,191,3,0,3,188,9,0,201
20607,130,9,7,12,137,55,3,194,0,3,0,0,3,0,0,0,3,0,6,6,775,114,3,22,910,18,8,27,939,87,7,1039,193,17,0,0,207,3,0,9,216,22,0,238,191,34,0,0,224,8,0,4,232,4,0,234,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,4,5,0,0,0,5,0,0,5,395,50,0,4,449,11,3,13,459,27,0,489,3,0,0,0,4,3,0,3,11,3,0,11,0,0,0,0,3,4,3,4,6,3,0,14,8,0,0,0,10,6,3,5,18,3,0,18,400,54,0,5,460,19,6,20,480,29,0,509,46,7,0,3,59,3,0,8,60,38,0,105,0,0,0,0,0,0,0,0,0,0,7,7,447,62,0,6,516,22,9,22,538,69,7,618,255,27,3,3,287,3,6,3,295,11,0,301,182,28,3,3,218,8,0,8,227,18,0,242
20701,931,34,11,39,973,86,3,1060,4,3,0,3,16,0,0,0,16,0,3,19,4287,407,47,53,4789,99,28,123,4912,227,5,5144,902,102,9,3,1016,27,7,29,1047,49,4,1093,1244,112,10,14,1376,28,5,28,1403,34,3,1447,26,3,3,0,33,0,0,0,33,0,0,36,18,3,0,16,34,3,0,3,43,3,0,40,2190,222,19,33,2465,54,12,64,2523,89,3,2614,37,0,0,0,35,8,0,8,43,0,0,43,53,3,0,0,59,0,0,0,63,0,0,63,90,4,0,0,98,8,0,10,102,0,0,103,2280,225,21,30,2557,61,11,72,2626,89,3,2726,502,63,14,4,578,20,3,21,599,64,0,667,3,0,0,6,8,0,0,0,8,0,0,8,2790,287,28,38,3148,76,13,94,3240,154,7,3396,1334,132,14,9,1491,41,7,42,1530,94,0,1627,1643,165,10,11,1829,37,7,37,1870,63,0,1936
20702,484,16,7,22,504,64,0,571,5,0,0,8,6,0,0,0,6,0,3,11,1753,238,12,32,2039,66,16,74,2110,141,3,2257,322,40,0,0,365,14,5,20,380,25,0,412,454,84,3,5,545,4,0,4,553,31,0,579,6,3,0,0,12,0,0,0,12,5,0,11,3,0,0,5,7,0,0,0,7,3,0,14,794,123,7,13,933,22,3,25,952,64,3,1017,9,0,0,0,12,3,0,3,11,6,0,15,19,3,0,0,25,5,0,5,32,0,0,30,31,5,0,0,32,13,0,13,45,5,0,49,822,133,7,11,963,31,3,33,998,63,3,1072,217,35,0,3,253,8,0,9,267,38,0,308,0,0,0,0,0,0,0,0,0,0,3,3,1038,167,3,11,1225,36,6,45,1272,106,6,1382,503,69,7,0,576,32,6,37,615,38,0,654,658,127,3,7,799,8,7,13,815,47,0,859
20703,432,14,6,21,449,36,0,491,4,0,0,3,3,0,0,0,3,0,0,10,2175,208,25,27,2432,53,22,76,2505,118,0,2631,434,54,7,3,497,24,0,25,520,18,0,543,652,68,4,6,722,10,4,15,738,28,0,763,9,0,0,0,12,0,0,0,15,0,0,15,8,0,0,3,14,0,0,0,14,0,0,16,1107,119,9,16,1251,35,5,38,1286,44,0,1331,7,0,0,0,7,5,0,5,13,0,0,13,30,0,0,0,32,7,0,7,35,0,0,34,36,3,0,0,36,9,0,9,45,0,0,48,1144,125,9,16,1285,40,5,44,1337,52,0,1383,206,20,9,4,230,5,4,6,242,23,0,266,0,0,0,0,0,0,0,0,0,0,0,4,1342,140,12,20,1522,50,7,56,1575,72,3,1654,634,70,12,3,718,22,3,29,746,56,0,798,946,89,14,4,1048,13,3,14,1062,41,0,1106
20801,629,13,4,14,640,33,3,673,3,0,0,0,4,0,0,0,4,0,7,8,2818,201,21,34,3077,48,13,54,3134,122,9,3261,551,51,3,0,607,16,0,16,622,19,0,642,811,61,0,4,878,12,0,12,889,17,0,903,11,3,7,0,20,0,0,0,21,0,0,25,14,0,0,10,23,3,0,3,25,0,0,25,1390,113,6,10,1522,27,0,27,1552,39,0,1590,14,0,0,0,15,3,0,3,23,0,0,23,33,0,0,0,33,6,0,6,40,0,0,40,51,0,0,0,50,7,0,7,60,0,0,60,1439,114,6,13,1571,33,0,33,1611,39,0,1650,307,30,3,3,349,9,0,9,359,23,0,388,3,0,0,0,3,0,0,0,3,0,0,3,1751,148,10,14,1924,44,0,46,1972,64,3,2041,785,68,3,4,857,20,3,23,881,32,3,914,1103,100,3,6,1218,20,0,25,1244,34,0,1275
20802,638,16,0,17,654,80,0,731,9,0,0,9,14,0,0,0,14,0,3,19,3491,352,28,57,3925,78,15,94,4024,171,11,4198,666,64,5,4,742,27,3,27,772,41,0,814,996,113,6,17,1133,15,3,16,1147,23,3,1172,10,10,3,0,24,0,0,0,24,0,0,24,15,3,0,12,25,5,0,5,29,0,0,31,1688,186,12,27,1922,42,7,45,1965,65,6,2037,16,0,0,0,21,4,0,4,25,0,0,25,40,4,0,0,48,0,0,0,48,0,0,48,59,7,0,0,63,4,0,4,69,0,0,69,1750,188,12,31,1987,46,9,54,2040,65,6,2107,308,37,0,3,351,7,0,7,357,33,0,390,0,0,0,0,5,0,0,0,5,0,10,9,2057,232,14,38,2343,48,9,55,2399,99,12,2514,978,96,8,3,1088,23,3,28,1114,45,0,1159,1247,134,9,5,1399,21,7,27,1427,48,0,1482
20803,430,5,6,15,440,35,0,473,0,0,0,6,5,0,0,0,4,0,0,4,2585,242,33,38,2904,49,7,53,2965,95,3,3059,585,57,4,0,643,10,3,11,659,25,0,683,764,61,13,12,845,14,0,14,856,30,3,891,13,3,3,0,23,0,0,0,21,0,0,24,0,0,0,3,9,0,0,0,9,0,0,12,1356,126,17,14,1515,21,3,28,1546,57,3,1604,12,0,0,0,13,3,0,3,18,3,0,22,16,3,0,0,24,4,0,3,26,0,0,26,30,0,0,0,33,7,0,6,40,3,0,43,1392,129,17,14,1551,30,4,34,1584,64,3,1647,206,24,6,0,230,0,3,9,234,24,0,266,0,3,0,0,0,0,0,0,3,0,0,8,1597,155,18,14,1785,31,5,40,1829,88,3,1919,752,78,14,0,851,24,3,30,876,28,0,906,869,101,7,13,990,12,0,12,998,34,3,1033
20804,262,0,0,0,266,5,0,267,0,0,0,0,0,0,0,0,0,0,0,0,1114,65,3,7,1193,23,0,26,1220,30,3,1253,218,12,0,0,233,6,0,4,237,12,0,253,297,21,3,0,320,5,0,5,326,5,0,331,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,4,5,0,0,0,5,0,0,5,520,34,3,4,560,11,0,17,570,14,0,592,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,10,8,0,0,0,8,0,0,0,8,0,0,12,532,34,3,4,571,11,0,17,584,19,0,599,117,7,0,0,123,3,0,3,129,6,0,139,0,0,0,0,0,0,0,0,0,0,0,0,651,42,3,9,694,18,0,19,713,23,0,741,296,19,0,0,319,8,0,9,322,13,0,333,384,40,5,9,435,9,0,9,440,8,0,453
20901,540,9,0,13,556,62,0,623,5,0,0,0,11,0,0,0,11,0,3,12,2569,252,30,49,2893,50,11,62,2956,134,13,3104,468,54,13,6,540,9,9,21,555,25,0,587,762,65,12,4,842,6,3,10,854,23,0,879,14,0,0,0,20,0,0,0,15,0,0,22,16,0,0,6,25,0,0,0,25,0,0,22,1255,122,25,18,1420,16,14,28,1453,53,0,1501,12,3,0,0,12,3,0,3,16,0,0,13,20,3,0,0,29,3,0,3,31,3,0,38,30,6,0,0,43,8,0,8,43,3,0,48,1290,132,25,18,1463,28,14,35,1496,50,0,1554,230,38,0,6,278,5,3,11,290,51,0,338,3,0,0,4,6,0,0,0,6,0,0,8,1522,170,24,32,1749,31,16,50,1790,102,3,1900,698,100,9,7,811,17,5,24,836,44,0,883,998,90,13,7,1109,16,3,17,1126,46,0,1171
20902,374,15,7,15,390,113,0,502,0,0,0,0,0,0,0,0,0,0,5,4,1355,244,22,33,1662,40,18,58,1718,176,3,1898,222,35,3,3,263,3,0,6,265,21,0,291,315,59,0,3,383,5,3,7,386,23,0,412,11,0,6,0,10,0,0,0,10,0,0,14,4,0,0,5,15,0,0,0,15,0,0,13,550,102,8,15,671,12,4,12,685,44,0,726,6,3,0,0,9,7,0,8,21,0,0,20,26,0,0,0,25,0,4,7,33,0,0,34,29,4,0,0,33,11,3,16,52,0,0,52,581,107,8,15,705,16,9,26,736,49,0,777,168,41,7,7,219,9,7,11,227,63,0,296,0,0,0,0,3,0,0,0,3,0,8,10,752,139,15,20,931,28,10,34,971,114,11,1092,314,49,4,0,370,14,3,15,382,31,0,413,459,71,3,5,534,9,9,16,546,24,0,578
20903,335,0,0,0,335,20,0,357,3,3,0,0,5,0,0,0,5,0,3,10,1979,171,31,13,2191,15,5,19,2214,60,3,2281,394,45,6,0,445,10,0,10,453,21,0,476,676,59,3,8,739,5,0,5,746,18,0,765,18,3,3,0,20,0,0,0,20,0,0,20,5,0,0,3,6,0,0,0,6,0,0,9,1091,103,9,8,1213,18,0,18,1227,38,0,1268,8,0,0,0,8,0,0,0,6,0,0,9,18,0,0,0,20,3,0,3,21,0,0,21,30,0,0,0,26,4,0,5,30,0,0,30,1113,104,9,8,1239,15,0,19,1262,43,0,1306,193,23,3,3,216,3,0,3,223,20,0,239,0,3,0,0,3,0,0,0,3,0,3,8,1309,127,14,11,1459,22,0,24,1481,57,7,1546,566,56,13,3,634,9,0,13,645,17,0,666,956,79,8,10,1055,10,0,10,1062,25,0,1094
20904,1281,67,16,81,1364,436,10,1816,7,0,0,6,15,0,0,0,16,0,26,42,4345,676,71,117,5209,157,40,197,5402,646,40,6081,777,82,9,13,882,24,8,27,907,63,0,975,1046,164,4,8,1229,19,3,25,1255,44,0,1297,37,5,5,0,52,0,0,0,52,0,0,55,21,0,0,21,47,0,0,0,46,0,0,50,1886,258,24,40,2209,43,9,56,2268,108,4,2378,27,0,0,0,25,5,0,6,37,3,0,38,53,11,0,0,63,5,9,13,78,9,0,90,79,14,0,0,95,14,8,19,114,11,0,123,1970,265,24,43,2304,54,19,76,2375,121,4,2501,584,114,7,29,735,32,8,42,775,241,4,1017,4,0,0,4,10,0,0,0,7,0,14,21,2553,383,38,74,3042,90,27,117,3159,358,19,3546,1192,120,19,14,1338,40,5,45,1385,96,0,1481,1379,209,17,15,1620,25,4,31,1657,85,0,1739
