SA3_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
21202,..,1269,131,1394,19,1410,..,298,8,308,5,313,..,1475,87,1563,13,1570,..,1406,150,1558,15,1572,..,3386,234,3622,32,3650,..,864,101,965,9,971,..,565,66,632,7,641,..,7997,645,8642,70,8710,..,1364,173,1538,35,1573,..,91,13,108,3,110,..,202,101,306,6,313,..,238,26,263,3,271,..,146,10,157,0,154,..,513,163,679,6,690,..,837,127,969,8,976,..,336,68,405,3,403,..,647,52,703,13,717,..,1413,385,1797,19,1816,..,518,11,528,3,535,..,442,31,478,3,485,..,572,16,589,9,599,..,208,13,223,0,224,..,1742,81,1821,20,1837,..,1252,203,1456,14,1471,..,1545,233,1780,16,1794,..,148,25,171,3,173,..,631,122,752,7,765,..,761,303,1059,3,1061,..,10151,2501,12650,209,12856,..,39644,7350,46991,548,47544,..,327,107,433,5193,5633,77949,39965,7461,47429,5750,131119
21203,..,936,102,1038,10,1051,..,309,14,331,0,333,..,2968,165,3131,16,3150,..,4465,597,5061,66,5128,..,4911,367,5281,39,5320,..,779,104,883,6,893,..,1484,166,1644,10,1655,..,14924,1414,16335,135,16473,..,940,81,1027,23,1048,..,71,17,86,0,90,..,135,62,202,3,200,..,126,25,147,3,153,..,125,3,130,3,133,..,395,113,504,11,513,..,414,74,487,9,494,..,271,46,318,0,316,..,1693,167,1863,40,1897,..,670,131,802,12,814,..,1190,30,1214,19,1235,..,405,46,450,0,448,..,1459,35,1499,25,1524,..,358,18,381,5,388,..,3416,128,3541,51,3593,..,1571,228,1793,21,1812,..,2071,199,2273,18,2292,..,232,60,288,5,299,..,653,147,798,11,812,..,793,370,1161,15,1174,..,14441,3964,18405,300,18711,..,50281,8715,58997,730,59729,..,420,123,541,8583,9126,99323,50697,8838,59541,9310,168177
21204,..,5366,1583,6951,56,7006,..,743,66,808,5,817,..,2968,230,3197,23,3220,..,6048,658,6706,73,6780,..,3549,267,3810,28,3840,..,1412,158,1568,16,1585,..,1303,134,1440,6,1443,..,16010,1515,17524,151,17679,..,2495,624,3122,46,3170,..,223,48,267,0,267,..,396,190,588,0,588,..,308,73,384,4,388,..,230,21,250,3,253,..,623,295,915,8,923,..,683,188,872,16,887,..,683,188,879,9,884,..,668,76,745,10,758,..,1676,603,2273,24,2301,..,864,30,888,7,899,..,591,93,684,4,687,..,1183,39,1221,5,1229,..,443,81,525,5,534,..,3076,245,3322,27,3347,..,1368,304,1675,18,1696,..,2875,536,3414,26,3444,..,399,193,593,0,596,..,1296,329,1629,16,1639,..,11418,6532,17948,109,18052,..,20847,9116,29962,443,30409,..,85166,28626,113798,1113,114912,..,583,286,872,9292,10162,61553,85748,28919,114665,10404,186623
21205,..,7643,1669,9307,78,9390,..,841,38,875,5,886,..,2816,111,2925,15,2942,..,1372,123,1489,6,1501,..,4407,159,4571,35,4604,..,666,41,711,3,712,..,1581,89,1672,4,1673,..,11682,562,12248,77,12320,..,3038,635,3667,47,3716,..,716,117,833,3,836,..,1609,648,2256,14,2271,..,175,16,199,3,200,..,81,3,80,0,80,..,676,90,765,0,763,..,652,78,734,0,740,..,698,133,835,20,851,..,53,0,52,0,50,..,375,50,422,0,422,..,324,11,337,3,344,..,1561,131,1691,5,1699,..,444,7,456,3,459,..,371,16,382,3,391,..,2701,165,2870,10,2885,..,808,97,902,5,911,..,2491,93,2581,16,2601,..,385,57,442,4,442,..,230,58,285,0,292,..,2352,537,2892,14,2905,..,5428,871,6301,134,6431,..,73062,14594,87656,633,88292,..,380,81,460,7357,7812,78949,73437,14677,88115,7991,175056
21301,..,3911,1043,4952,41,4999,..,541,47,590,9,602,..,2239,120,2359,18,2374,..,4980,585,5566,70,5631,..,934,40,978,6,985,..,1273,156,1428,8,1438,..,959,76,1031,12,1042,..,10923,1026,11952,115,12068,..,3478,596,4073,42,4116,..,113,11,124,0,124,..,107,43,148,0,149,..,3485,1025,4513,51,4562,..,4368,540,4911,71,4983,..,329,156,487,9,493,..,1046,251,1297,16,1320,..,165,24,184,0,184,..,1395,133,1528,38,1560,..,1181,329,1513,28,1539,..,2096,76,2174,18,2195,..,298,24,325,0,325,..,2931,134,3065,26,3097,..,313,44,364,6,365,..,5645,279,5931,53,5984,..,2289,452,2734,37,2773,..,972,314,1285,22,1306,..,322,66,389,6,397,..,1800,457,2259,24,2281,..,19982,11099,31083,285,31372,..,10634,3498,14126,278,14408,..,84409,25466,109874,1298,111170,..,624,265,896,10298,11188,63456,85038,25729,110770,11595,185816
21302,..,1891,414,2299,19,2324,..,125,7,124,0,124,..,583,31,611,8,622,..,441,54,502,3,504,..,103,8,111,0,114,..,194,17,205,3,209,..,270,16,294,0,294,..,1715,134,1846,25,1869,..,1925,388,2312,37,2345,..,154,17,165,0,168,..,52,16,73,0,73,..,832,211,1042,10,1047,..,1098,123,1218,11,1229,..,131,25,158,3,157,..,286,56,337,11,345,..,93,13,105,0,105,..,59,3,61,0,61,..,474,109,584,12,595,..,311,16,321,3,328,..,226,17,239,12,251,..,317,11,327,0,326,..,75,0,77,0,77,..,929,42,971,16,984,..,490,65,554,7,558,..,146,8,159,7,164,..,140,33,179,0,179,..,81,10,92,0,92,..,1164,509,1671,20,1691,..,2240,529,2770,57,2828,..,19330,3795,23127,289,23417,..,192,41,236,4250,4489,56101,19528,3836,23363,4539,84006
21303,..,1324,450,1769,9,1782,..,558,79,640,0,638,..,806,55,867,8,870,..,342,26,376,3,379,..,186,10,198,0,198,..,515,65,580,15,596,..,1008,106,1115,3,1117,..,3422,352,3775,29,3807,..,1188,258,1446,17,1465,..,194,37,225,0,225,..,148,60,210,0,210,..,524,190,711,8,718,..,153,16,170,0,170,..,179,41,217,0,217,..,202,38,239,0,239,..,87,10,97,0,97,..,52,3,57,0,58,..,320,80,397,5,406,..,300,13,314,3,315,..,258,33,287,0,290,..,485,18,497,3,496,..,102,15,118,0,118,..,1145,70,1214,8,1219,..,873,178,1050,10,1058,..,270,36,302,0,307,..,195,46,236,3,239,..,290,56,350,7,349,..,6788,2928,9709,62,9768,..,3716,895,4611,101,4712,..,26617,7520,34138,306,34445,..,174,51,224,5578,5800,42041,26791,7570,34364,5878,82288
21304,..,1464,139,1604,12,1618,..,274,15,291,0,293,..,1833,90,1930,11,1938,..,2350,333,2681,19,2704,..,943,62,999,11,1010,..,886,70,954,10,966,..,499,81,582,4,590,..,6781,654,7436,60,7495,..,1899,119,2017,28,2051,..,100,8,111,0,111,..,136,40,173,0,173,..,2071,231,2301,25,2323,..,2431,141,2576,39,2614,..,131,44,176,0,176,..,532,74,603,4,605,..,109,21,131,0,129,..,823,70,894,17,913,..,847,114,963,9,976,..,1449,28,1473,10,1489,..,251,25,273,4,280,..,2019,46,2064,15,2084,..,237,8,247,0,245,..,3951,108,4060,35,4098,..,1694,196,1890,13,1899,..,521,41,566,5,566,..,229,47,276,5,275,..,981,119,1107,6,1110,..,1935,807,2745,30,2768,..,6098,1220,7317,142,7459,..,38749,5363,44118,482,44597,..,486,66,553,9281,9838,99007,39237,5430,44671,9768,153438
21305,..,1267,134,1400,14,1419,..,2147,170,2321,17,2334,..,7425,407,7837,55,7886,..,7238,882,8122,74,8201,..,1477,81,1566,25,1589,..,3409,364,3768,24,3793,..,4115,411,4526,42,4571,..,25821,2319,28140,233,28369,..,2573,360,2928,34,2967,..,304,46,348,0,352,..,599,229,832,11,845,..,1112,129,1235,12,1252,..,1147,62,1206,8,1216,..,403,118,521,3,526,..,576,88,665,0,669,..,438,64,498,0,498,..,1261,93,1352,21,1370,..,810,126,944,7,946,..,2069,50,2119,17,2138,..,1463,104,1574,14,1582,..,2817,74,2887,37,2924,..,746,17,763,7,775,..,7099,251,7345,75,7419,..,1715,212,1933,27,1960,..,1779,133,1915,18,1938,..,454,85,538,6,542,..,316,43,360,3,362,..,1703,557,2259,13,2273,..,15345,4159,19504,390,19891,..,77795,12714,90510,1010,91518,..,601,221,824,12089,12910,117465,78399,12929,91333,13100,221895
21401,..,1016,127,1139,13,1152,..,38,3,41,0,42,..,472,30,503,8,513,..,228,29,261,4,261,..,251,22,273,0,276,..,78,3,82,0,80,..,169,9,181,0,176,..,1241,94,1342,12,1351,..,765,71,833,11,843,..,133,11,139,0,143,..,51,19,69,3,75,..,45,3,52,3,54,..,58,0,59,0,59,..,79,10,88,0,88,..,296,32,326,0,326,..,445,90,533,0,533,..,183,14,202,0,206,..,272,33,305,0,305,..,337,0,337,3,340,..,129,9,142,0,143,..,431,13,447,3,452,..,87,8,93,0,96,..,985,29,1021,17,1032,..,559,69,626,9,633,..,317,33,350,0,350,..,226,47,276,3,273,..,137,15,152,3,157,..,169,53,219,5,219,..,2955,504,3461,90,3552,..,13232,1779,15013,225,15246,..,365,40,405,7877,8279,110620,13602,1822,15423,8102,134143
21402,..,973,178,1149,9,1158,..,4,0,4,0,4,..,44,0,44,0,44,..,61,8,65,0,65,..,17,0,18,3,25,..,7,0,7,0,7,..,25,0,30,0,30,..,162,6,169,3,173,..,1382,138,1521,27,1545,..,127,15,141,3,138,..,27,0,27,0,27,..,63,9,70,0,70,..,101,0,106,0,105,..,33,3,34,0,34,..,153,19,172,0,172,..,97,7,103,0,103,..,18,3,21,0,21,..,76,11,83,3,83,..,99,3,103,0,108,..,99,5,100,0,105,..,155,3,160,0,160,..,14,0,14,0,18,..,370,11,378,3,384,..,301,27,320,0,320,..,16,0,16,0,16,..,149,28,175,0,179,..,42,3,42,0,48,..,55,12,65,0,65,..,984,170,1157,22,1184,..,7439,854,8293,114,8404,..,363,15,373,8426,8798,137793,7801,863,8668,8538,154999
21501,..,55,4,61,0,61,..,17,0,17,0,17,..,45,3,50,0,47,..,69,7,74,0,75,..,25,0,30,0,29,..,33,0,31,0,38,..,41,3,41,0,41,..,225,11,239,5,242,..,121,11,133,4,139,..,20,0,17,0,17,..,15,3,20,0,20,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,25,0,28,0,28,..,8,0,10,0,10,..,3,0,3,0,3,..,7,0,7,0,7,..,98,5,102,0,100,..,17,0,17,0,17,..,83,3,80,0,80,..,32,0,33,0,33,..,219,11,232,0,232,..,34,4,43,0,43,..,31,0,27,0,31,..,25,3,24,0,24,..,26,7,30,0,30,..,29,6,43,0,43,..,421,163,586,14,600,..,1708,345,2049,38,2086,..,143,18,161,4352,4521,52220,1847,363,2215,4389,58820
21502,..,265,52,317,3,321,..,30,0,30,0,30,..,42,5,44,0,44,..,180,30,207,6,215,..,44,3,49,0,49,..,10,0,11,0,11,..,56,0,57,0,57,..,364,34,401,6,405,..,881,130,1015,19,1032,..,34,17,48,0,48,..,29,32,55,0,55,..,7,0,6,0,6,..,4,0,4,0,4,..,11,13,26,0,30,..,18,0,18,0,18,..,8,0,8,0,8,..,57,8,60,0,60,..,18,0,18,0,18,..,61,0,63,0,63,..,7,0,7,0,7,..,72,5,77,0,77,..,69,43,106,0,111,..,213,43,257,0,259,..,31,3,36,0,36,..,36,11,55,0,51,..,39,13,50,3,46,..,309,134,441,3,448,..,91,91,190,3,188,..,914,317,1233,14,1247,..,3930,1133,5061,59,5125,..,135,10,148,4318,4467,44285,4062,1143,5209,4381,53878
21503,..,66,18,89,0,90,..,18,0,18,0,18,..,31,0,29,0,35,..,153,34,187,5,189,..,24,3,29,0,30,..,9,0,14,0,14,..,19,0,19,0,19,..,255,40,294,7,304,..,346,53,398,11,413,..,3,3,7,0,7,..,19,3,23,0,23,..,0,3,3,0,3,..,11,0,11,0,11,..,9,3,16,0,16,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,5,0,5,..,4,0,9,0,9,..,64,3,71,3,72,..,41,13,58,0,57,..,72,7,76,0,76,..,42,15,57,3,58,..,223,37,257,4,260,..,9,4,12,0,12,..,16,15,31,0,32,..,49,15,62,0,62,..,3,0,9,0,9,..,89,131,214,7,223,..,602,198,798,24,816,..,2042,643,2682,58,2744,..,124,23,148,3686,3827,30765,2163,662,2831,3742,37336
21601,..,43,4,47,0,47,..,0,0,0,0,0,..,15,0,15,0,15,..,18,0,22,0,22,..,16,0,18,0,18,..,3,0,3,0,3,..,11,3,12,0,12,..,72,3,74,0,74,..,178,32,209,6,217,..,3,3,3,0,3,..,16,10,32,0,32,..,5,3,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,86,0,84,0,84,..,8,0,8,0,8,..,70,0,69,0,69,..,3,0,3,0,3,..,166,0,169,0,169,..,20,0,21,0,21,..,0,0,0,0,0,..,26,3,27,0,32,..,9,5,14,0,14,..,8,0,8,0,8,..,187,31,217,15,230,..,956,121,1076,25,1096,..,109,11,123,2670,2790,33318,1067,131,1196,2691,37208
21602,..,17,3,19,0,19,..,3,0,6,0,6,..,12,0,12,0,12,..,100,14,110,0,112,..,6,0,6,0,6,..,11,6,17,0,17,..,27,0,31,0,31,..,166,24,190,0,190,..,276,43,315,10,318,..,3,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,7,5,9,0,14,..,50,0,50,0,50,..,5,5,8,0,8,..,47,0,47,0,47,..,14,3,15,0,15,..,119,4,127,0,127,..,14,0,17,0,17,..,17,3,18,0,18,..,22,4,21,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,157,23,183,4,188,..,1127,181,1310,20,1330,..,69,9,79,2143,2220,25558,1205,193,1394,2161,29112
21603,..,186,27,215,4,220,..,36,3,41,0,44,..,116,6,126,0,124,..,728,149,874,15,888,..,109,10,116,0,122,..,113,9,125,0,125,..,147,22,168,0,168,..,1254,193,1447,23,1470,..,1117,188,1299,16,1319,..,26,6,31,0,38,..,24,7,30,0,30,..,179,22,207,3,210,..,3,0,3,0,3,..,69,20,90,0,90,..,24,3,24,0,24,..,15,0,12,0,12,..,199,14,218,3,217,..,20,11,24,0,24,..,131,10,138,0,139,..,16,3,20,0,25,..,148,5,154,0,153,..,61,13,72,0,72,..,351,33,389,3,391,..,38,7,42,0,42,..,56,4,64,0,64,..,69,21,90,0,91,..,351,133,485,3,490,..,35,20,56,0,54,..,1674,740,2421,56,2473,..,7199,2036,9233,150,9379,..,190,45,232,5159,5400,48869,7392,2079,9472,5308,63649
21701,..,27,0,27,3,23,..,13,0,13,0,13,..,20,0,20,0,20,..,17,3,22,0,22,..,17,7,19,0,19,..,3,0,3,0,3,..,8,3,10,0,10,..,76,7,85,0,85,..,21,0,26,0,26,..,6,0,6,0,6,..,3,0,6,0,6,..,0,0,0,0,0,..,9,3,14,0,14,..,4,0,4,0,4,..,9,0,9,0,9,..,7,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,39,0,44,0,44,..,23,0,24,0,28,..,49,3,51,0,51,..,8,6,13,0,13,..,120,9,126,0,128,..,14,5,20,0,19,..,3,0,3,0,3,..,27,3,34,0,33,..,3,0,3,0,3,..,14,9,25,0,25,..,141,35,181,0,179,..,767,94,862,11,873,..,103,3,109,2378,2480,32201,871,96,971,2387,35558
21703,..,53,3,57,0,56,..,0,0,0,0,0,..,11,4,16,0,16,..,20,0,20,0,20,..,16,0,16,0,16,..,3,0,4,0,4,..,11,4,15,0,15,..,62,8,67,0,67,..,67,7,83,7,81,..,19,3,22,0,22,..,4,3,3,0,3,..,8,0,8,0,8,..,13,0,16,0,18,..,7,6,12,0,12,..,5,0,5,0,5,..,11,4,19,0,19,..,3,0,3,0,3,..,9,0,7,0,6,..,48,3,47,0,47,..,22,3,21,0,21,..,32,0,38,0,38,..,16,0,20,0,20,..,114,7,123,0,123,..,24,0,23,0,23,..,6,0,6,0,6,..,14,3,21,0,21,..,3,0,3,0,3,..,17,5,24,0,24,..,247,23,272,13,284,..,982,147,1127,22,1155,..,102,15,115,2615,2729,33153,1081,160,1246,2642,37040
21704,..,36,3,43,0,39,..,4,0,4,0,4,..,37,4,39,0,43,..,13,3,12,0,14,..,66,10,72,0,72,..,0,0,0,0,0,..,18,0,18,0,21,..,140,8,149,3,152,..,50,6,53,0,57,..,52,9,59,0,59,..,28,55,84,0,84,..,0,0,0,0,0,..,7,0,7,0,11,..,0,0,4,0,4,..,13,0,13,0,16,..,18,4,16,0,16,..,6,0,6,0,6,..,0,0,0,0,0,..,65,0,67,0,67,..,33,0,34,0,34,..,52,0,55,0,57,..,19,0,20,0,20,..,174,9,180,0,180,..,29,3,36,0,36,..,30,0,30,0,30,..,39,9,46,0,48,..,15,3,14,0,14,..,11,3,20,0,20,..,233,38,277,13,284,..,1369,411,1780,36,1810,..,150,10,160,3448,3608,44678,1520,418,1940,3479,50099
29797,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,3,3,18,5,0,10,3,29
29999,..,36,3,41,0,41,..,8,0,8,0,8,..,27,3,28,0,28,..,23,0,25,0,25,..,10,0,10,0,10,..,10,3,17,0,17,..,21,0,23,0,23,..,97,9,104,0,104,..,58,7,69,3,68,..,7,3,9,0,9,..,20,20,37,0,37,..,9,0,9,0,9,..,3,0,4,0,4,..,14,8,22,0,22,..,5,0,5,0,5,..,11,7,19,0,19,..,12,0,17,0,17,..,9,0,9,0,9,..,11,0,11,0,14,..,11,0,11,0,11,..,16,0,16,0,16,..,3,0,3,0,3,..,42,0,41,0,42,..,49,9,60,0,60,..,11,3,14,0,14,..,9,3,14,0,14,..,34,4,36,0,41,..,62,27,90,3,95,..,220,74,296,11,307,..,1036,339,1376,22,1393,..,37,4,42,1929,1976,4201,1069,343,1412,1951,7565
