SA3_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
20402,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,6,0,0,0,10,7,18,40,22,12,100,0,3,3,43,41,29,24,12,6,168,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,18,0,3,3,38,13,26,15,3,0,105,0,0,0,3,0,0,0,3,3,8,0,0,0,3,8,24,21,12,0,70,0,0,0,3,3,0,3,0,0,7,0,0,0,12,4,8,4,0,0,33,0,0,0,0,0,0,4,3,0,11,0,6,3,6,3,3,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,3,0,13,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,6,11,16,10,3,0,49
20403,0,0,0,6,3,0,0,0,0,14,0,0,0,6,0,0,0,0,0,11,0,14,19,8,0,0,0,0,0,40,0,0,3,10,9,42,53,21,5,149,4,16,19,92,70,69,35,13,4,324,0,0,0,4,4,4,3,7,0,25,0,0,0,7,0,0,0,0,0,10,0,0,0,7,6,6,0,0,0,15,5,11,17,87,34,27,18,4,0,199,0,0,0,3,3,4,9,0,6,24,0,0,3,8,14,27,28,20,3,105,0,0,4,4,8,0,0,0,0,12,0,3,8,30,11,4,4,0,0,72,0,0,0,0,4,10,12,10,4,39,0,3,3,26,3,4,0,3,0,38,0,0,5,23,0,0,0,0,0,30,9,3,6,23,15,5,0,3,0,60,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,5,0,24,17,17,14,3,0,81
20501,0,0,0,5,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,50,87,33,17,203,0,11,27,75,56,45,28,11,3,262,0,0,0,3,5,3,10,3,0,26,0,0,0,9,0,0,0,0,0,8,0,0,0,6,7,0,0,0,0,12,0,6,3,41,24,25,10,0,0,105,0,0,0,4,0,11,5,4,5,25,0,0,0,10,8,34,43,24,3,116,0,0,0,3,0,0,0,3,0,7,0,9,0,16,9,15,11,3,0,58,0,0,0,0,3,0,5,4,0,12,0,3,0,11,6,4,7,0,0,29,0,0,4,30,0,0,0,0,0,31,0,3,3,19,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,6,10,9,12,0,0,44
20502,0,0,0,0,3,0,4,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,49,33,8,131,0,6,11,54,42,58,44,17,3,228,0,0,0,0,0,4,10,4,0,19,0,0,0,3,0,0,0,0,0,3,0,3,0,4,3,3,6,0,0,21,0,8,3,45,27,25,9,3,3,137,0,0,0,4,0,4,6,0,0,14,0,0,0,9,4,30,46,27,6,122,0,3,0,3,0,0,0,0,0,12,0,0,8,11,17,12,4,3,0,56,0,0,0,0,0,0,4,0,0,7,0,0,0,5,0,0,3,0,0,10,0,0,3,18,0,0,0,0,0,17,0,0,0,8,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,15,4,8,16,3,0,51
20503,0,3,0,3,6,5,3,0,0,25,0,0,0,9,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,8,0,3,0,18,10,55,103,55,26,269,6,35,20,106,78,112,72,25,10,458,0,0,0,0,0,9,12,7,0,34,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,15,0,4,4,41,32,12,8,7,0,117,0,0,0,5,4,3,9,0,0,16,0,0,0,15,20,40,62,24,10,183,0,0,0,3,0,0,0,0,0,4,0,3,0,16,12,10,12,0,0,70,0,0,0,0,0,0,6,0,4,12,0,0,0,4,3,11,10,0,0,36,0,0,0,5,0,0,0,0,0,5,0,3,4,21,11,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,4,22,14,20,10,3,0,88
20504,0,0,0,7,3,3,3,0,0,15,0,0,0,8,0,4,0,0,0,8,0,0,3,8,3,0,0,0,0,11,0,0,3,14,23,51,128,81,40,342,3,15,30,105,63,67,34,11,4,332,0,0,0,6,5,15,24,3,3,51,0,3,3,8,4,0,0,0,0,14,0,0,3,6,4,3,0,0,0,11,0,13,23,111,68,60,43,5,3,317,0,0,0,0,8,11,8,13,21,59,0,0,3,13,21,59,110,56,25,290,0,0,0,11,0,0,0,0,0,18,0,3,15,27,17,8,10,0,0,80,0,0,0,0,0,4,3,4,3,22,0,5,0,27,8,3,3,0,0,52,0,0,0,6,3,0,0,0,0,7,0,5,7,39,5,0,0,0,0,68,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,18,3,0,0,50
20505,0,0,0,3,0,4,4,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,37,52,25,8,140,7,25,20,66,52,59,25,0,0,251,0,0,0,0,5,3,6,3,0,23,0,0,0,3,4,0,0,0,0,13,0,0,0,3,3,3,0,0,0,9,3,3,6,50,20,23,13,0,0,119,0,0,0,3,3,4,10,0,8,30,0,7,4,12,14,22,28,14,3,93,0,0,0,3,3,5,0,0,0,14,0,9,9,16,8,9,3,3,0,49,0,0,0,0,0,4,4,0,0,10,0,0,3,10,0,6,0,0,0,21,0,0,4,24,0,0,0,0,0,33,0,5,4,7,11,4,0,0,0,31,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,7,6,10,10,0,0,48
20601,0,0,7,29,4,7,6,0,0,57,0,0,3,3,3,3,4,0,0,17,3,7,123,307,6,14,0,0,0,461,0,0,5,23,14,5,4,3,0,60,3,17,124,649,94,65,26,6,0,979,0,0,0,8,3,3,0,3,0,12,15,18,10,92,3,3,0,0,0,139,0,0,0,16,9,0,0,0,0,25,0,10,20,116,31,43,18,5,0,245,0,0,4,46,10,11,10,7,9,99,0,3,17,65,24,12,8,8,3,138,0,3,15,60,13,10,4,0,0,108,0,0,10,77,13,9,4,3,0,118,0,0,0,8,6,3,12,8,3,36,0,3,4,53,12,21,6,4,3,109,4,0,6,56,5,3,3,0,0,75,4,3,22,102,18,9,0,0,0,155,0,0,0,12,10,15,3,8,3,49,0,0,0,53,94,55,47,20,3,277,3,15,43,178,29,22,15,3,3,316
20602,0,0,0,9,3,0,3,3,0,18,0,0,0,3,0,0,0,0,0,9,0,6,20,61,0,0,0,0,0,87,0,0,3,25,3,3,9,3,0,49,3,8,44,342,71,62,9,4,4,547,0,0,0,12,0,6,3,0,0,16,0,0,0,4,0,0,0,0,0,7,0,0,0,13,5,0,0,0,0,17,0,0,7,57,16,17,6,3,0,104,0,0,0,29,4,7,4,0,6,53,0,3,3,40,15,16,10,6,3,98,0,5,3,41,7,4,3,0,0,73,0,0,9,54,14,8,4,0,0,89,0,0,0,4,9,4,5,7,3,32,0,3,4,26,11,6,3,3,0,57,0,3,0,29,3,0,0,0,0,35,0,4,9,53,14,7,3,0,0,88,0,0,0,20,17,16,13,27,11,101,0,0,0,14,14,0,0,6,0,32,3,18,14,101,23,9,9,0,0,178
20603,0,0,0,21,3,4,0,3,0,32,0,0,6,12,3,4,0,0,0,23,0,3,33,96,0,0,0,0,0,136,0,0,3,13,3,3,7,3,0,39,3,23,55,257,78,57,15,6,4,496,0,0,0,12,3,3,3,3,0,26,3,0,4,35,4,4,0,0,0,50,0,0,0,8,0,3,0,0,0,13,0,7,13,120,29,20,8,0,0,214,0,0,0,20,10,12,6,9,4,75,0,4,7,32,16,17,19,5,3,101,0,9,17,47,5,9,3,0,0,94,3,0,11,30,11,10,3,0,0,63,0,0,0,8,9,8,3,10,3,36,0,4,11,66,13,14,10,0,5,126,0,0,7,46,4,4,3,0,0,68,0,3,21,99,21,6,0,0,0,150,0,0,0,11,9,3,3,0,0,30,0,0,0,28,23,14,10,5,0,81,4,21,17,77,12,11,6,0,0,151
20604,0,0,40,74,3,6,0,0,0,121,0,3,73,24,0,3,0,3,3,103,0,0,8,35,3,0,0,0,0,45,0,0,19,38,10,4,20,5,3,94,8,18,312,745,143,120,37,9,6,1399,0,0,5,24,3,4,0,0,0,35,3,0,11,57,0,3,0,0,0,72,0,0,9,10,6,3,0,0,0,34,5,19,107,429,56,28,15,0,5,657,0,0,8,65,8,20,12,10,12,136,0,3,19,74,23,24,27,3,0,181,9,11,557,389,36,26,9,0,3,1047,0,6,53,114,32,22,10,3,0,236,0,0,0,9,5,8,8,3,3,37,0,3,88,179,20,27,10,6,0,330,4,5,208,648,30,25,7,0,0,934,5,9,293,751,32,9,0,0,0,1098,0,0,3,23,9,3,3,3,0,47,0,0,6,55,23,10,9,3,0,108,21,30,121,267,50,34,29,0,3,550
20605,0,0,3,38,11,12,7,8,3,68,0,0,0,3,0,4,3,0,0,14,0,0,17,27,0,0,0,0,0,48,4,13,8,53,20,16,24,7,3,147,18,27,179,873,210,150,50,21,3,1520,0,0,6,42,13,14,4,3,3,75,0,0,3,23,0,0,0,0,0,31,0,3,3,20,14,6,0,0,0,40,0,5,17,185,30,28,12,3,0,275,0,0,3,94,23,60,53,32,44,303,3,3,15,147,58,26,31,11,9,308,3,9,34,88,25,11,9,4,0,184,0,0,24,193,52,36,19,3,4,345,0,0,0,19,4,7,11,14,7,59,0,0,5,70,13,14,4,3,0,114,0,0,15,92,3,15,0,0,0,131,3,3,14,143,24,10,6,0,0,203,0,0,0,18,12,3,5,0,0,30,0,3,0,33,17,15,7,3,5,81,27,47,49,291,77,53,39,0,3,585
