SA3_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
21003,0,0,0,0,3,4,5,7,67,0,71,0,0,0,5,0,0,4,5,15,0,23,3,11,0,23,3,8,10,32,57,3,99,4,16,0,21,6,5,13,34,63,0,99,3,37,3,45,9,6,14,63,109,0,174,10,70,6,86,9,6,17,99,128,3,232,25,85,9,120,6,9,16,134,160,0,291,58,95,3,158,13,3,16,178,183,0,362,105,76,9,190,5,11,13,205,142,3,355,101,38,9,149,5,0,10,159,106,0,264,91,27,5,117,0,0,3,120,74,3,194,62,27,4,98,0,3,0,101,60,0,159,115,30,6,153,3,0,3,156,84,0,236,38,14,0,54,0,0,0,54,41,0,91,21,3,0,22,0,0,0,22,4,0,28,22,0,0,24,0,0,0,24,0,0,25,8,3,0,13,0,0,0,13,14,0,28,79,37,12,130,3,3,6,138,128,9,277,7,4
21004,0,0,0,3,0,0,5,6,16,0,21,0,6,0,6,0,0,3,6,9,0,10,4,8,4,11,3,3,9,23,22,0,43,0,13,0,16,0,3,3,20,30,0,52,4,23,0,32,8,5,14,39,61,0,101,12,51,8,67,3,14,15,88,89,0,173,27,80,0,110,4,4,4,111,73,0,184,51,69,3,126,5,0,9,131,70,0,199,70,53,7,127,5,3,9,136,62,0,198,87,36,10,132,4,0,4,135,42,0,181,62,19,5,90,3,3,4,92,31,0,121,56,14,3,72,0,0,0,72,17,0,92,88,27,3,120,0,0,0,123,15,0,139,43,12,0,56,0,0,0,56,9,0,64,22,4,0,21,0,0,0,21,4,0,27,19,0,0,17,0,0,0,17,3,0,18,8,0,0,8,0,0,0,8,4,0,9,72,47,7,129,11,0,11,134,39,0,178,4,4
21005,0,7,3,9,9,7,19,28,151,0,179,0,7,3,10,9,3,12,23,63,0,86,0,32,0,40,23,19,38,76,185,0,265,17,47,0,60,18,14,36,92,210,0,305,15,77,11,99,24,24,50,146,316,0,467,38,151,13,202,17,48,62,264,381,3,650,115,159,15,290,17,10,25,315,439,8,764,168,186,13,364,14,14,31,397,419,0,810,230,132,17,384,14,5,25,405,386,6,797,226,115,11,351,13,8,16,361,266,4,634,152,66,22,241,7,9,12,256,173,0,426,144,40,8,198,3,4,7,205,115,0,319,222,64,12,293,3,0,5,297,114,0,413,106,29,7,147,6,0,6,152,68,0,215,40,9,0,49,0,0,4,57,11,0,69,31,9,0,36,3,0,3,42,19,0,60,33,13,3,47,3,0,3,54,23,0,73,175,108,25,306,20,23,40,348,316,30,692,19,18
21101,6,3,4,13,8,4,14,22,99,0,120,5,10,3,20,0,0,6,21,30,0,51,4,27,3,31,6,18,22,56,83,0,137,8,48,3,55,9,15,20,77,76,0,153,9,75,5,84,13,11,27,112,153,0,264,33,190,10,232,14,21,34,273,253,0,522,87,233,16,332,13,18,28,363,237,3,599,187,226,18,432,9,3,18,448,245,5,697,245,200,22,466,11,10,22,486,239,0,721,276,147,12,425,9,10,17,447,141,0,585,214,103,10,318,8,3,8,333,130,0,455,207,42,13,263,3,0,3,268,81,0,346,292,102,13,399,0,0,6,405,94,0,501,134,31,6,170,4,3,3,172,37,0,213,75,11,4,94,0,0,0,90,11,0,102,47,3,4,50,0,0,0,50,7,0,61,54,18,4,69,0,0,0,69,18,0,93,254,139,20,411,8,14,17,433,169,9,615,28,17
21102,0,3,0,3,3,0,3,3,17,0,25,0,0,0,0,0,0,3,0,9,0,12,0,4,0,4,0,0,0,5,3,0,10,0,3,0,3,0,0,0,3,11,0,17,0,6,0,12,0,0,0,12,10,0,24,0,20,0,20,3,0,3,20,16,0,42,11,16,0,29,0,0,0,29,17,0,51,18,24,0,49,0,0,0,49,25,0,72,18,23,0,38,0,0,0,37,26,0,62,25,22,3,51,0,0,4,49,17,0,67,10,11,5,28,0,0,0,28,14,0,47,29,10,5,37,0,0,3,40,13,0,58,24,14,0,37,0,0,0,37,8,0,53,10,5,0,15,0,0,0,15,3,0,22,9,3,0,13,0,0,0,13,3,0,22,11,3,0,13,0,0,0,13,0,0,13,13,5,0,22,0,0,0,22,6,0,25,38,19,0,59,0,0,0,57,29,0,88,3,0
21103,5,3,0,9,9,10,15,20,67,0,92,3,4,0,11,0,0,3,16,22,0,32,3,18,0,20,6,11,14,40,75,0,110,7,28,3,37,4,7,15,46,72,3,123,7,67,4,77,11,16,30,104,123,0,224,31,133,6,167,12,15,23,194,160,0,361,53,148,6,207,4,10,17,221,181,4,410,113,176,12,304,9,10,11,317,183,0,494,194,143,14,350,4,4,5,357,150,0,507,190,116,7,311,3,10,12,325,104,4,434,167,70,11,246,3,0,3,253,73,0,326,151,52,3,208,4,0,7,217,44,0,257,217,69,4,289,0,0,3,295,60,0,352,119,32,4,155,0,0,0,155,23,0,181,46,9,3,62,0,0,0,62,15,0,73,44,0,3,49,0,0,0,49,0,0,49,46,3,0,48,0,0,0,48,14,0,65,211,100,18,331,9,9,17,340,128,9,481,17,14
21104,3,0,0,3,0,8,6,13,58,0,63,0,5,0,5,0,0,0,3,22,0,25,3,8,0,14,3,3,7,20,36,0,60,3,23,0,26,0,0,3,31,22,0,54,7,30,3,41,3,3,10,46,40,0,87,17,55,0,67,0,4,5,73,62,0,139,21,42,7,67,4,4,8,79,92,0,165,53,72,3,124,0,3,7,133,78,0,215,90,69,3,161,3,3,4,170,115,0,281,67,49,3,117,3,0,4,122,63,0,189,76,34,3,113,0,7,7,121,41,0,162,63,27,0,91,0,0,3,96,42,0,136,104,24,3,138,0,0,0,135,46,0,184,47,11,3,63,0,3,0,64,22,0,85,18,3,3,31,0,0,0,31,11,0,37,36,0,0,39,0,0,0,39,5,0,42,21,3,0,26,0,0,0,26,3,0,26,68,46,5,115,3,3,3,122,82,3,210,7,0
21105,0,0,3,4,6,4,4,10,74,0,84,0,10,0,9,3,8,8,16,14,0,33,3,43,3,55,7,13,18,74,74,3,150,10,48,3,60,10,5,14,75,102,0,179,11,108,11,131,9,19,27,163,144,0,300,49,219,17,278,14,21,39,316,249,0,568,74,259,11,346,13,15,26,373,221,3,597,187,254,12,450,5,10,19,473,217,4,695,226,215,13,456,4,4,14,465,232,0,700,224,139,16,380,5,5,8,388,159,0,548,214,109,6,325,3,3,4,331,105,0,439,173,85,8,264,0,0,0,264,47,0,311,287,83,11,383,0,5,3,391,71,0,455,127,25,0,158,0,0,0,158,27,0,188,35,9,0,45,0,0,0,48,12,0,59,20,10,0,32,3,0,3,34,3,0,41,29,11,0,39,0,0,0,38,20,0,65,242,189,31,466,9,7,25,484,189,16,690,27,25
21201,4,0,3,9,7,0,6,16,43,0,58,0,7,0,7,0,4,4,7,12,0,23,3,29,3,35,10,12,20,50,43,0,98,3,37,3,43,6,9,15,53,90,0,142,7,72,5,83,12,14,22,107,121,3,228,26,174,11,216,12,28,42,257,211,0,470,59,166,11,243,14,15,24,263,161,3,426,111,147,17,274,5,10,21,290,137,0,429,183,118,6,307,4,4,9,316,137,0,447,152,87,8,250,3,7,10,260,89,3,352,145,53,5,200,3,3,8,204,50,0,256,109,30,4,141,0,3,3,148,29,0,178,148,38,7,199,3,0,6,199,37,0,242,59,19,3,73,0,0,0,74,13,3,93,40,8,0,48,0,0,0,47,3,0,50,23,5,0,27,0,0,0,27,0,0,29,15,4,3,19,0,0,0,19,4,0,25,129,89,18,228,7,7,12,247,103,11,363,12,17
21202,3,0,0,5,11,8,23,30,83,0,119,0,3,0,3,4,4,8,12,39,0,56,0,26,3,29,17,12,37,63,96,0,157,3,44,4,55,12,18,26,81,117,0,199,20,71,0,95,13,16,26,125,157,3,281,38,136,7,180,13,35,48,232,229,0,461,72,134,13,215,11,12,25,240,243,0,481,140,144,7,292,6,4,12,306,246,3,556,212,128,17,354,7,3,14,372,227,0,600,194,106,13,312,4,8,16,324,164,0,488,181,67,8,255,7,3,14,263,95,0,364,139,50,7,196,3,5,6,205,80,0,282,228,51,7,289,9,0,10,296,95,0,396,98,20,3,124,0,0,0,126,31,0,150,57,10,0,70,0,0,0,74,19,0,88,40,12,0,51,0,3,3,53,4,0,55,31,10,0,39,0,0,0,40,12,0,52,179,95,10,288,7,9,21,306,172,10,496,9,10
21203,3,10,3,16,21,9,31,48,111,0,161,3,4,0,7,7,9,12,18,42,0,65,3,46,10,54,10,17,29,79,111,3,194,4,57,9,69,15,20,35,100,137,0,241,5,88,7,105,19,19,44,142,221,0,363,64,205,25,298,38,44,76,381,336,0,715,136,220,22,372,15,27,36,411,262,0,678,208,232,20,457,14,9,23,485,268,4,754,315,153,14,482,15,6,25,501,253,3,760,280,119,26,421,12,3,18,442,166,0,611,215,79,14,308,9,0,8,317,128,0,444,172,55,11,239,4,3,4,244,75,0,320,257,52,16,327,13,0,13,344,89,0,433,112,26,6,148,0,0,3,148,37,3,188,60,6,0,71,0,0,0,71,9,0,76,26,3,0,26,0,0,0,29,14,0,41,28,10,0,33,0,0,0,41,8,0,47,214,99,21,336,14,5,28,358,170,20,544,16,15
21204,3,3,0,4,24,33,56,56,263,5,330,0,9,0,9,13,5,22,31,65,0,98,13,64,5,84,26,24,55,135,210,3,345,11,72,8,92,20,16,36,126,206,0,337,21,92,7,122,21,32,54,175,318,3,498,66,189,21,277,26,28,57,336,413,3,749,163,187,18,371,24,22,49,414,444,7,867,244,201,12,462,10,16,30,486,463,9,958,270,169,23,454,19,9,25,480,437,5,925,226,118,14,359,14,10,23,383,308,3,693,197,84,13,292,5,4,14,305,227,0,536,166,43,10,220,9,5,11,232,155,0,393,214,63,11,284,3,0,0,292,186,4,479,86,31,5,123,3,4,5,131,83,0,219,39,15,3,64,4,0,6,64,17,0,87,27,11,3,40,0,3,5,44,16,0,56,27,3,3,38,0,0,0,34,26,0,64,188,106,34,325,15,12,30,352,372,25,752,19,14
21205,11,13,0,22,12,25,30,55,284,0,343,12,21,3,32,4,12,17,51,80,0,130,14,34,9,56,14,15,29,88,88,0,176,9,52,5,63,6,14,13,80,100,0,179,18,79,6,100,7,18,26,127,161,0,289,48,140,14,199,17,20,28,232,203,0,437,79,130,14,220,7,13,20,243,232,0,476,124,125,10,260,6,3,11,275,218,6,499,197,146,14,363,9,6,15,375,280,3,662,184,92,15,294,5,8,9,307,196,4,502,155,75,9,239,7,4,6,246,157,0,402,152,60,13,223,3,0,7,230,117,0,345,297,87,13,394,3,0,3,393,136,0,537,127,33,3,158,0,0,0,158,71,0,229,53,21,5,76,0,0,0,81,21,0,102,66,10,3,79,0,0,0,79,8,0,89,79,21,0,97,0,0,0,97,42,0,140,184,90,23,289,12,5,22,316,224,14,551,12,10
21301,0,3,0,10,40,29,70,75,299,0,382,3,20,5,29,12,6,20,52,73,4,125,10,81,8,98,46,61,110,211,271,3,487,9,87,9,113,32,31,64,177,285,0,455,17,128,12,164,41,51,99,259,374,6,641,99,187,19,305,30,48,78,384,440,3,828,148,202,27,376,33,34,63,436,456,9,904,248,208,24,475,33,36,64,546,482,0,1029,328,168,29,519,22,23,45,566,498,0,1070,283,135,16,433,21,22,40,473,320,3,798,227,94,4,321,17,12,26,350,209,7,561,166,59,9,230,14,10,17,243,168,3,417,208,72,17,304,13,9,20,323,164,0,492,126,38,3,162,6,6,11,172,83,0,251,57,14,0,71,0,0,0,74,35,0,107,33,8,4,44,0,3,3,51,22,0,67,42,10,0,56,3,0,3,58,27,0,87,192,126,45,357,36,27,60,423,403,29,858,22,26
21302,4,0,0,4,4,4,14,15,58,0,72,0,4,0,7,0,0,3,12,24,0,32,6,10,0,18,9,18,24,41,55,0,100,5,27,4,36,4,5,6,43,54,0,99,10,34,3,50,12,9,15,71,94,3,165,9,109,3,116,14,15,27,150,127,0,269,41,77,5,117,10,8,16,136,166,3,305,86,84,7,171,7,4,13,186,173,0,355,124,101,4,240,5,4,15,247,170,0,420,128,55,6,193,4,0,6,196,112,0,306,128,41,0,177,0,0,0,177,70,0,247,100,45,5,146,0,0,0,153,53,0,205,179,39,12,235,0,0,0,235,65,3,304,69,11,5,85,0,4,3,89,28,0,118,34,3,3,40,0,0,0,41,6,0,52,51,4,0,57,0,0,0,57,3,0,66,28,6,3,41,0,0,0,42,6,0,51,130,59,6,201,10,0,10,211,121,4,338,12,0
21303,3,0,0,6,10,0,11,15,67,0,83,0,6,0,7,8,3,11,17,32,0,49,3,22,3,29,13,8,27,52,79,0,133,4,15,0,26,9,8,15,39,62,0,109,7,35,5,42,4,9,14,55,108,0,165,21,74,6,95,12,19,30,124,129,0,251,27,78,7,108,6,11,15,123,164,4,295,78,81,9,163,3,4,11,170,143,3,318,87,84,10,172,3,7,13,189,164,4,353,84,50,3,136,7,0,6,141,70,0,217,88,32,0,131,4,0,4,128,67,0,196,84,22,5,112,0,0,0,108,51,0,159,99,23,4,128,4,9,12,137,59,0,200,44,13,0,61,0,0,0,57,39,0,98,25,6,0,38,0,0,0,39,8,0,50,31,7,3,39,0,0,0,39,12,0,51,15,4,0,18,0,0,0,18,16,0,37,76,35,9,122,11,3,15,134,108,11,254,15,3
21304,3,6,3,13,15,11,26,35,141,0,181,0,3,0,3,0,3,8,11,50,0,59,0,30,3,36,23,12,34,72,116,3,194,14,45,3,59,21,22,39,99,179,0,280,4,84,8,100,18,22,42,141,258,0,402,37,208,8,254,29,43,75,328,381,5,716,115,214,15,345,19,34,60,406,350,0,756,194,212,24,431,8,14,27,459,288,0,745,268,193,19,484,13,7,25,509,238,4,754,264,110,20,396,17,5,21,416,174,5,592,210,71,7,289,13,3,19,307,111,0,422,185,34,10,225,9,10,12,238,77,0,315,249,75,13,334,7,6,11,340,92,0,437,100,23,5,126,0,3,3,130,33,0,166,49,8,3,58,5,0,5,68,14,0,83,31,7,0,41,4,0,4,39,8,3,48,34,5,0,35,0,0,0,33,17,0,55,201,103,25,327,10,22,36,365,203,9,575,17,10
21305,11,4,6,17,16,20,35,57,218,3,272,0,13,0,12,7,8,19,28,68,0,94,5,41,7,50,33,18,53,103,171,3,274,12,70,4,83,34,45,70,152,191,0,342,24,116,13,153,36,32,66,221,288,4,509,61,236,22,318,38,45,82,400,481,3,881,149,233,25,410,23,25,48,460,390,4,855,292,262,22,573,34,28,53,629,367,4,999,405,234,24,670,33,9,41,707,307,0,1018,363,128,21,517,12,14,27,540,168,3,712,272,74,14,368,4,9,9,377,174,0,550,223,66,9,302,6,9,18,316,100,4,425,344,79,12,438,6,4,18,455,101,0,558,162,44,5,210,3,0,10,220,36,0,254,66,7,3,82,0,0,0,84,15,0,99,37,3,3,45,3,0,3,42,11,0,60,52,11,3,66,0,0,0,69,15,0,79,253,117,37,407,18,20,40,450,257,26,730,27,17
21401,0,0,3,6,3,13,20,24,80,0,103,3,9,0,14,6,3,9,23,32,0,52,0,29,6,36,23,15,38,71,93,0,168,9,53,5,67,13,19,34,96,136,3,234,8,98,12,122,33,30,61,184,248,3,430,42,216,19,283,23,52,76,365,343,4,707,103,258,26,390,12,24,38,430,324,3,758,202,251,32,484,9,15,24,505,299,3,814,311,244,11,561,14,12,21,586,267,4,859,287,148,17,456,19,7,29,481,168,3,654,288,93,15,400,0,3,3,406,105,0,508,165,58,9,232,7,0,10,239,76,0,314,259,62,13,336,6,3,8,340,74,0,418,101,23,8,132,3,0,5,135,26,0,161,50,13,3,65,0,0,0,65,7,0,76,36,11,0,44,0,0,0,49,9,0,59,22,9,0,34,0,0,3,39,13,0,51,286,174,15,473,17,10,27,505,222,16,741,22,16
21402,0,4,3,11,0,8,11,17,53,0,72,3,12,5,21,6,3,11,30,23,0,49,0,30,0,37,15,13,29,59,72,0,133,9,65,4,78,18,24,37,111,116,0,231,9,99,11,117,14,15,26,144,193,3,337,35,283,26,350,19,46,69,414,268,0,685,97,238,17,352,14,15,28,376,305,0,686,168,246,15,428,5,16,22,449,264,4,718,210,237,16,462,11,8,17,478,253,6,737,177,147,10,331,3,3,6,336,162,5,503,200,94,7,304,4,0,3,308,89,3,397,144,56,4,209,0,3,7,214,62,0,282,218,79,14,310,3,0,4,318,56,0,378,75,14,9,93,0,0,0,95,21,3,115,40,0,3,44,0,0,0,45,7,0,56,43,14,3,54,0,0,0,61,10,0,64,30,9,0,36,0,0,0,38,16,0,52,235,193,19,449,14,7,26,471,240,17,725,16,19
21501,0,0,0,4,0,0,0,3,16,0,25,3,3,0,3,0,3,3,11,6,0,17,3,11,0,13,6,0,11,22,26,0,50,6,21,0,26,3,11,19,42,57,0,100,4,34,4,44,8,15,23,65,104,0,173,27,94,10,126,9,10,15,149,143,0,284,45,90,5,141,3,3,7,150,139,0,294,58,76,7,144,5,3,5,151,129,4,284,74,61,7,138,0,0,3,142,104,0,247,58,32,12,103,4,0,4,106,48,0,156,38,18,0,51,0,0,0,51,34,0,92,29,8,6,40,0,0,0,40,17,0,57,43,4,3,53,0,0,0,53,17,0,64,17,0,0,21,0,0,0,21,10,0,27,3,0,0,3,0,0,0,3,0,0,3,3,3,0,7,5,0,5,14,8,0,19,7,0,0,8,0,0,0,10,11,0,20,55,45,6,99,5,0,10,108,76,4,189,5,7
21502,0,0,0,0,3,3,8,8,22,0,29,0,4,0,6,0,3,5,11,6,0,22,0,11,3,14,12,7,19,35,57,0,88,3,26,0,26,10,4,13,39,76,0,120,6,36,4,48,15,14,25,74,134,0,208,22,88,5,114,10,14,21,142,161,5,304,54,86,3,144,3,10,19,166,158,0,327,99,86,14,200,4,3,9,201,112,3,318,83,49,9,137,7,3,11,150,86,3,241,73,43,0,113,3,0,3,116,52,0,166,64,21,9,90,0,0,5,92,32,0,125,36,12,0,51,0,0,0,48,13,0,61,43,14,0,58,0,0,0,58,11,0,75,15,3,0,16,0,0,0,16,7,0,26,7,0,0,3,0,0,0,3,0,0,9,10,0,0,10,0,0,0,8,3,0,11,7,3,0,11,0,0,0,11,3,0,16,79,39,4,120,6,6,14,136,89,14,231,3,7
21503,0,0,0,4,0,0,0,7,14,0,15,0,0,0,3,3,0,3,4,4,0,7,0,5,0,10,7,4,9,19,24,0,44,0,14,0,14,3,3,3,14,49,0,63,5,28,0,32,5,8,12,47,61,3,112,14,50,9,70,6,9,16,86,71,0,155,23,53,0,74,4,0,3,83,84,3,166,38,34,6,81,3,0,4,84,72,3,158,48,28,4,74,0,0,0,78,52,0,131,44,14,3,56,0,3,3,56,16,0,81,32,3,0,37,0,0,0,40,13,0,50,15,5,0,20,0,0,0,20,12,0,35,25,7,0,30,0,0,0,30,13,0,40,9,3,0,11,0,0,0,11,4,0,13,3,0,0,3,0,0,0,3,3,0,6,0,0,0,3,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,32,33,0,59,0,0,3,66,47,4,118,0,4
21601,0,0,0,0,4,7,3,8,8,3,15,3,0,0,3,0,0,0,0,6,0,10,0,15,0,16,3,8,11,23,19,0,40,0,15,6,23,7,0,4,24,39,0,65,3,20,0,26,5,3,8,38,67,0,108,15,51,3,74,8,12,20,93,98,0,189,25,62,4,91,5,11,14,106,84,0,187,43,49,5,94,3,4,3,101,67,0,172,53,48,3,103,3,3,9,107,56,3,168,45,25,3,76,3,0,3,79,30,0,110,31,22,0,53,3,0,3,60,20,0,76,26,10,0,36,0,0,0,34,11,0,50,34,7,0,40,0,0,0,40,18,0,52,18,3,0,22,0,0,0,22,3,0,25,4,0,0,4,0,0,0,4,0,0,7,5,0,0,7,0,0,0,6,0,0,7,3,3,0,10,0,0,0,10,4,0,9,41,29,0,72,11,0,11,84,46,3,130,0,3
21602,0,0,0,3,0,0,0,3,9,0,14,0,4,0,4,3,0,3,12,0,0,13,3,11,0,14,10,3,9,25,20,0,43,3,12,0,16,4,3,7,21,28,3,49,4,30,3,33,3,4,8,41,58,3,107,5,57,3,61,13,10,22,83,60,0,146,16,47,4,67,3,4,9,75,73,0,150,41,49,3,87,3,0,6,93,70,0,165,37,20,8,67,0,3,3,70,36,0,108,39,22,0,63,0,0,0,65,24,3,88,22,8,7,40,0,0,0,41,17,0,54,19,0,0,17,0,0,0,17,15,0,32,25,3,0,29,0,0,0,29,4,0,35,8,3,0,15,0,0,0,15,3,0,17,4,0,0,4,0,0,0,4,3,0,4,3,0,0,3,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,3,0,9,28,19,7,48,3,0,0,52,52,4,106,3,3
21603,0,0,3,8,3,3,9,16,27,0,46,0,6,0,6,0,0,0,5,8,0,12,0,10,7,13,0,8,4,20,55,0,69,3,23,3,29,8,6,13,38,75,0,117,14,36,7,55,12,19,30,88,115,0,208,27,96,7,132,10,24,34,161,178,0,339,50,110,12,175,7,7,18,186,158,0,348,83,100,12,196,8,10,13,211,133,0,347,118,78,13,210,0,3,8,216,101,3,317,94,47,6,153,4,0,8,160,74,0,234,66,15,6,86,0,3,3,85,34,0,125,52,14,4,72,0,4,0,73,23,0,94,66,25,3,94,0,0,0,94,25,0,116,25,4,0,36,0,0,0,36,12,0,46,8,0,0,8,0,0,0,9,0,0,10,9,0,0,8,0,0,0,13,3,0,14,8,0,0,7,0,0,0,7,3,0,15,72,62,10,144,10,9,17,162,82,4,248,10,10
21701,0,0,3,3,0,0,0,3,9,0,9,0,5,0,6,3,3,3,11,3,0,11,0,9,0,9,3,3,5,15,21,0,35,0,22,3,26,3,7,7,29,31,0,57,3,23,0,27,3,7,9,41,60,0,98,10,61,8,75,0,10,14,87,79,0,167,16,64,8,89,8,0,7,104,77,0,180,39,57,0,100,0,3,3,100,67,0,166,44,36,6,91,0,0,3,97,49,0,145,40,21,3,68,0,0,0,71,36,0,104,32,8,3,52,0,0,0,49,11,0,60,23,11,0,31,0,0,0,31,10,0,41,28,3,0,36,0,0,0,36,12,0,44,13,0,0,15,0,0,0,15,4,0,20,5,0,0,4,0,0,0,4,3,0,10,4,0,0,10,0,0,0,10,3,0,9,4,0,0,6,0,0,0,6,0,0,7,54,39,5,92,0,0,0,95,48,3,144,3,0
