SA3_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
20402,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,48,47,93,5,6,12,4,0,0,3,165,0,8,0,0,0,0,0,0,0,5,34,74,3,12,9,3,3,6,0,140,3,20,3,3,3,0,0,0,0,37,233,512,42,52,40,27,13,34,7,965,3,0,0,3,0,0,0,0,0,10,117,69,65,56,10,16,7,27,8,376,139,89,86,93,43,40,23,31,3,544,616,87,1633,173,115,145,371,432,50,3621,17,0,19,4,8,13,15,29,0,103,36,7,23,16,9,11,35,34,3,184,17,12,9,3,0,3,5,11,3,66,44,11,53,11,11,18,62,61,32,288,1330,1012,1951,419,259,278,539,665,107,6560,5,4,0,0,3,0,0,0,0,12,3,30,0,0,0,0,0,0,0,28,46,191,5,16,16,3,0,0,4,270,0,7,0,0,0,0,0,0,0,10
20403,0,9,0,0,0,0,0,0,0,11,12,61,0,0,0,0,0,0,0,79,109,174,12,12,14,4,0,9,3,339,5,6,3,0,0,0,0,0,0,17,67,151,7,15,3,4,3,5,3,261,25,11,4,0,3,0,0,0,0,46,331,790,101,104,87,56,47,56,21,1599,0,0,0,0,4,0,0,0,0,8,183,138,93,81,44,17,24,36,11,626,245,169,169,188,68,60,49,56,17,1008,835,234,2718,298,191,241,701,663,105,5979,21,5,35,21,10,16,42,42,0,192,41,12,39,29,18,23,57,42,3,267,11,9,22,5,3,6,17,8,4,95,64,24,72,19,6,32,69,53,44,395,1957,1800,3272,778,458,462,1011,970,213,10924,3,17,0,3,0,0,0,0,0,18,15,58,0,0,6,0,0,0,0,73,95,304,0,23,22,4,0,12,0,467,5,20,0,0,3,0,0,0,0,37
20501,0,5,0,0,0,0,0,0,0,10,9,54,3,0,0,0,0,0,0,59,52,124,9,8,7,4,3,5,4,205,0,7,0,0,0,0,0,0,0,14,33,95,0,16,7,0,3,0,0,162,4,14,4,3,3,0,0,0,0,31,226,556,65,54,62,24,9,41,8,1055,3,0,0,3,0,0,0,0,0,4,100,87,59,38,25,12,13,25,3,377,150,93,82,75,27,25,24,42,7,517,666,98,1993,135,120,136,491,519,57,4229,14,5,17,8,7,11,14,20,0,92,25,10,30,11,0,11,36,18,3,144,10,6,5,3,0,0,11,8,3,46,62,15,56,14,6,23,31,53,32,283,1354,1171,2330,367,273,256,633,735,120,7235,0,10,0,0,3,0,0,0,0,19,9,42,0,3,0,0,0,0,0,56,40,188,3,18,23,3,0,4,0,283,0,21,0,0,3,0,0,0,0,26
20502,0,4,0,0,0,0,0,0,0,4,14,21,0,0,0,0,0,0,0,38,36,59,0,3,5,4,0,6,0,120,4,10,0,0,0,0,0,0,0,17,21,47,3,11,4,0,3,0,0,96,6,10,0,4,0,0,0,0,0,20,129,361,34,60,32,19,18,24,6,676,0,0,0,0,0,0,0,3,0,7,70,71,22,37,8,10,4,13,4,244,95,70,69,66,32,26,18,31,4,412,530,98,1386,143,92,158,331,406,54,3195,13,13,18,6,4,13,12,25,0,103,33,15,20,13,12,16,27,37,5,181,3,9,11,3,0,0,9,13,0,46,54,17,40,15,8,22,36,67,29,288,1007,798,1606,359,213,270,454,619,108,5433,0,5,0,0,0,0,0,0,0,8,6,16,0,3,0,0,0,0,0,27,24,105,0,9,11,0,0,8,0,166,0,8,0,0,0,0,0,0,0,16
20503,0,7,0,0,0,0,0,0,0,7,8,33,4,0,0,0,0,3,0,49,59,96,4,4,9,3,3,8,3,186,4,10,0,0,0,0,0,0,0,16,20,96,11,13,10,3,6,5,0,163,11,11,3,3,0,0,0,3,0,28,286,575,78,75,43,43,10,46,8,1166,0,4,0,0,0,0,0,0,0,11,123,90,62,44,24,26,23,35,13,430,138,89,107,86,32,31,20,47,3,556,900,97,2217,154,106,175,534,582,74,4837,20,6,22,10,4,16,14,22,3,123,44,20,26,29,14,25,35,29,5,228,14,6,12,11,4,6,8,4,3,71,78,17,69,22,12,26,58,83,39,406,1719,1148,2613,456,256,349,709,869,147,8261,6,11,0,0,0,0,0,0,0,17,8,33,0,4,0,0,0,0,3,49,53,201,3,12,15,8,0,3,3,294,4,14,0,3,0,0,0,0,0,15
20504,0,4,0,0,0,0,0,0,0,5,5,57,0,0,3,0,0,0,0,71,61,127,10,15,13,3,4,3,0,246,3,9,3,0,0,0,0,0,0,17,27,88,6,16,7,3,3,6,3,154,11,26,4,3,0,0,0,0,0,40,241,705,111,68,80,32,22,34,14,1306,3,0,0,3,0,4,0,0,0,12,80,102,123,49,31,16,23,26,6,454,136,144,161,102,68,50,37,42,22,760,562,154,3140,236,210,181,793,699,111,6075,20,4,18,17,8,14,20,44,10,164,28,11,42,28,13,15,45,41,5,231,8,13,17,4,3,3,10,21,0,90,50,24,86,27,16,21,70,83,43,419,1223,1464,3733,577,456,348,1026,999,213,10035,3,12,0,0,0,0,0,0,0,12,4,53,0,0,0,0,0,0,0,60,32,197,3,26,18,10,0,0,0,285,5,12,0,0,0,0,0,0,0,23
20505,0,5,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,19,53,70,3,7,5,3,0,3,0,147,3,8,0,0,0,0,0,0,0,13,24,62,7,5,3,0,0,0,0,107,7,5,0,0,0,0,0,0,0,24,197,417,56,43,29,4,15,27,9,804,0,3,0,0,0,0,0,0,0,8,105,77,57,28,8,12,17,14,0,318,108,85,94,64,21,17,24,33,10,457,555,97,1715,170,91,114,401,376,65,3594,12,4,14,9,7,12,12,25,0,90,26,8,23,11,4,10,18,32,0,133,13,7,10,4,3,4,5,11,3,69,52,18,46,15,4,14,44,44,26,268,1159,885,2027,366,178,201,547,564,112,6037,0,12,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,25,31,130,4,8,10,0,0,0,0,188,0,17,0,3,0,0,0,0,0,21
20601,4,33,0,0,0,0,0,0,0,37,74,628,3,4,16,5,3,5,0,743,423,1272,97,86,163,77,32,72,29,2253,5,47,3,0,4,3,3,6,5,86,129,501,23,30,56,17,9,3,4,771,23,72,8,17,15,4,0,0,0,140,1211,3763,471,434,677,407,163,260,93,7475,4,0,4,3,3,3,0,0,0,18,167,264,206,100,73,77,44,59,10,1004,202,288,293,123,132,92,46,86,16,1276,399,229,1585,244,174,139,194,273,61,3297,10,17,26,28,12,11,11,17,3,128,36,41,46,32,29,33,18,31,0,258,19,65,25,7,7,6,13,12,4,171,34,55,50,21,25,26,19,28,49,311,2738,7264,2839,1138,1384,904,548,861,279,17957,8,34,3,3,6,0,0,3,0,59,68,615,12,4,17,7,0,0,5,733,427,1803,43,163,285,63,3,31,40,2860,17,81,8,9,14,4,0,0,0,127
20602,3,17,0,0,0,0,0,0,0,22,54,354,0,3,10,0,0,0,0,425,307,755,33,46,87,47,12,36,14,1332,15,23,3,0,3,0,0,0,0,46,93,355,17,27,36,13,5,4,6,551,23,49,3,0,8,0,0,0,0,88,881,2371,247,247,367,207,86,116,61,4582,0,3,0,3,0,3,0,0,0,17,101,179,114,49,39,45,19,26,14,588,148,170,156,71,52,51,24,44,13,724,217,110,821,121,89,104,89,142,23,1710,4,9,16,11,5,3,4,10,7,74,26,21,18,21,13,24,5,12,4,151,15,26,17,5,7,0,0,13,3,85,20,32,31,12,8,14,10,19,34,176,1904,4472,1472,620,741,501,251,424,172,10572,3,44,0,4,0,4,0,0,0,62,53,391,3,9,13,4,0,0,0,470,367,1234,31,97,151,30,3,7,24,1950,20,59,0,4,11,0,0,0,3,92
20603,6,22,0,0,0,4,0,0,0,37,49,293,0,0,4,0,0,0,3,360,402,796,51,48,132,52,21,44,20,1569,18,45,3,6,4,3,0,4,4,91,110,268,18,15,30,7,4,8,11,464,30,38,4,9,4,0,0,0,0,89,1090,2598,239,245,458,258,106,167,71,5234,0,0,0,3,0,8,3,0,0,18,161,241,122,87,64,49,18,41,9,799,230,186,170,111,100,66,45,66,9,991,410,156,1235,178,165,149,157,197,47,2689,14,13,11,17,8,22,10,16,3,112,35,27,25,29,22,37,17,20,3,219,20,40,13,21,10,7,4,7,7,125,29,34,37,10,17,5,22,21,27,209,2596,4762,1935,783,1022,665,413,599,211,12991,7,40,0,3,8,0,0,0,0,51,28,233,3,0,11,0,0,0,4,285,295,1035,21,68,207,51,3,30,16,1716,13,62,0,4,0,3,0,0,7,88
20604,12,39,3,0,5,3,0,0,0,64,109,940,9,6,17,9,0,0,16,1103,854,2717,182,152,360,185,39,119,67,4681,28,92,3,3,8,7,5,0,3,149,151,441,15,23,71,14,7,15,5,756,29,94,0,0,12,3,0,0,4,146,2066,6974,702,746,1051,665,172,588,191,13161,3,4,3,7,0,0,0,8,0,37,269,315,195,137,92,92,26,70,25,1219,305,337,417,257,131,132,38,154,23,1792,334,211,890,247,195,169,101,183,43,2370,18,7,15,24,19,21,9,23,0,134,60,55,45,45,29,36,16,40,7,327,53,115,33,25,29,16,11,14,10,302,68,102,55,33,26,26,15,61,54,435,4372,12447,2573,1703,2042,1370,446,1278,438,26668,8,65,0,0,7,0,0,0,0,80,99,796,8,6,33,3,0,3,4,951,701,2760,108,233,640,256,5,83,66,4845,34,111,0,8,24,10,0,3,0,189
20605,12,41,0,0,4,0,0,0,0,64,91,490,3,12,17,3,0,0,10,631,884,1731,95,89,221,112,25,35,54,3247,41,60,3,6,16,3,0,3,0,127,159,439,28,21,51,22,10,15,4,750,33,75,3,5,12,10,0,5,0,148,2228,5236,462,486,742,549,86,212,160,10162,8,3,7,8,0,0,0,0,0,28,334,394,194,110,98,89,30,45,20,1319,405,385,277,196,148,115,41,69,17,1655,535,300,1603,254,210,233,147,268,45,3595,32,19,14,20,10,17,13,19,5,150,76,74,43,38,24,58,14,28,5,363,50,116,25,20,9,14,7,10,13,268,70,101,56,30,20,37,15,21,59,408,4965,9461,2817,1303,1589,1263,393,729,391,22914,14,51,0,0,5,3,0,0,0,80,66,492,0,8,24,3,0,0,7,600,800,2024,41,126,346,116,5,34,37,3537,41,117,0,12,20,8,0,4,3,203
20606,13,38,0,0,4,0,0,0,0,56,60,407,3,0,4,0,0,0,3,485,527,1215,46,43,151,92,11,29,44,2155,13,54,0,0,7,4,0,0,0,82,90,302,9,14,25,16,0,3,4,461,21,34,0,3,5,7,0,7,0,68,1612,3788,266,289,544,491,47,153,118,7305,3,3,4,3,3,3,0,0,0,14,185,259,89,53,48,82,9,12,14,748,165,201,132,113,80,105,12,27,6,843,298,140,704,146,91,159,48,104,20,1707,14,5,6,10,8,13,3,5,0,64,35,28,20,23,11,26,9,17,3,174,43,73,16,7,7,8,0,7,0,165,45,69,23,22,15,30,3,18,30,249,3120,6621,1319,732,1005,1026,142,375,247,14576,7,28,0,0,4,0,0,0,0,49,30,309,4,0,8,0,0,0,9,364,387,1260,34,66,238,97,0,10,29,2119,16,54,0,0,5,6,0,0,0,89
20607,12,27,0,4,3,4,0,0,0,46,89,712,4,8,14,0,3,0,11,844,684,1797,59,80,194,70,11,31,52,2979,16,60,0,0,8,0,0,0,3,93,163,532,12,23,52,23,3,8,5,823,43,73,4,6,17,7,0,0,0,150,1939,5473,422,492,738,485,105,179,126,9959,3,0,5,7,0,0,0,0,0,13,209,304,129,103,63,75,18,42,15,945,231,294,198,132,104,101,43,65,12,1176,341,198,1142,227,149,146,93,173,38,2524,14,12,14,26,10,13,12,13,0,109,43,50,40,40,15,27,22,15,6,252,34,67,20,12,11,8,3,14,5,172,41,61,36,27,13,22,14,21,35,279,3853,9655,2093,1175,1389,984,331,568,314,20361,5,56,0,4,12,4,0,0,0,76,88,694,7,6,21,3,0,0,7,826,637,2235,45,134,316,79,5,15,52,3518,28,91,0,3,14,0,0,0,3,139
20701,26,74,3,3,3,5,0,0,0,112,193,1343,11,5,27,11,7,5,12,1612,1607,2843,162,96,387,206,35,87,85,5510,75,134,3,6,16,12,4,0,4,263,354,766,35,36,95,34,6,13,19,1351,54,84,4,11,10,5,0,0,5,175,3802,8223,619,539,1043,808,149,320,224,15719,9,5,4,0,3,0,0,0,0,26,464,527,205,108,135,166,34,72,12,1732,421,384,252,180,151,186,47,94,17,1727,745,284,1475,230,197,290,114,217,74,3628,37,16,18,19,16,27,3,12,0,143,85,64,42,52,31,52,22,21,9,374,94,143,34,16,26,24,9,19,15,372,82,115,51,32,25,36,11,31,63,448,8049,15008,2909,1335,2168,1859,439,891,543,33202,16,97,0,4,17,3,0,0,0,144,126,927,3,5,43,3,0,0,12,1122,913,2888,69,159,529,164,9,32,60,4813,57,190,0,11,31,4,0,0,0,288
20702,15,18,0,0,3,0,0,0,0,40,52,385,6,0,11,4,3,0,6,462,533,1028,84,44,192,91,29,34,36,2076,22,42,7,0,5,3,0,3,0,78,100,222,20,12,21,21,6,8,5,417,25,24,3,3,3,3,0,0,0,70,1381,2701,406,241,499,423,132,180,100,6059,3,0,0,0,0,0,0,0,0,8,270,261,180,80,71,90,34,53,13,1057,248,215,217,93,94,94,52,66,15,1081,447,155,1393,158,128,215,166,278,39,2970,17,14,18,14,10,9,9,10,0,101,67,27,37,25,20,31,16,30,3,263,41,57,28,16,16,21,10,7,0,205,60,51,56,15,21,31,30,32,36,327,3274,5203,2439,712,1101,1039,485,702,257,15214,4,23,0,0,5,0,0,0,0,33,24,219,9,4,10,4,0,4,3,271,261,936,31,79,250,87,0,11,29,1691,13,68,0,0,19,3,0,3,0,102
20703,9,24,3,0,6,0,0,0,0,44,73,435,6,7,17,0,0,3,4,548,653,1334,134,69,236,147,37,88,44,2739,26,60,0,0,8,0,0,3,3,106,145,346,20,22,42,28,7,17,4,633,41,54,7,8,9,0,0,3,0,126,1468,3422,469,318,587,413,139,250,84,7145,6,0,3,3,0,0,0,0,0,14,235,276,177,89,84,81,59,69,21,1090,255,258,297,159,123,138,55,122,21,1425,416,180,1464,185,145,189,171,269,61,3080,16,9,26,11,16,16,13,15,0,121,54,52,42,25,16,35,18,28,3,278,26,52,32,10,10,11,7,14,9,174,38,44,49,31,19,29,14,37,37,310,3464,6551,2745,935,1321,1092,528,903,284,17816,6,36,0,3,0,0,0,3,0,44,48,321,3,4,12,3,0,0,3,398,350,1385,57,121,381,107,4,39,29,2474,24,65,0,8,24,6,0,0,0,125
20801,20,33,3,0,0,0,0,0,0,58,104,394,4,5,11,3,0,0,7,534,977,1061,41,33,129,63,5,14,32,2362,56,62,0,3,7,3,0,0,4,137,203,320,13,19,41,15,6,8,4,629,28,24,4,20,3,4,0,0,0,91,2490,3749,275,255,469,436,52,94,111,7934,5,3,0,0,0,0,0,0,0,10,395,417,131,60,70,119,24,35,18,1266,403,292,141,108,90,124,29,38,19,1247,620,184,1346,162,143,198,111,212,45,3027,22,6,11,13,6,20,7,13,0,95,79,61,26,25,22,51,17,22,3,308,66,68,16,12,10,11,3,10,4,195,72,63,44,15,20,28,10,10,39,306,5539,6745,2060,738,1034,1079,264,452,295,18203,14,41,3,5,9,3,0,0,0,72,69,344,0,6,13,3,0,0,9,441,470,1258,19,60,165,56,0,8,13,2061,30,103,4,3,18,3,0,0,4,161
20802,18,39,3,3,3,0,0,0,0,69,108,672,12,8,12,6,3,5,3,826,1030,2087,166,100,345,198,62,107,63,4156,46,87,6,5,22,10,0,3,0,181,214,576,31,45,74,27,14,6,17,992,53,62,8,15,12,7,3,0,0,150,2925,6052,657,478,902,755,204,331,182,12489,4,8,3,3,4,0,0,3,0,25,413,458,313,113,149,160,64,99,17,1788,445,386,394,194,172,159,67,115,31,1966,709,312,2341,292,243,295,261,395,78,4922,27,22,31,23,17,11,7,23,4,163,79,70,66,63,42,68,33,34,3,460,75,136,50,12,25,31,13,21,12,379,83,128,80,28,26,46,35,43,54,524,6225,11093,4152,1380,2053,1767,769,1186,473,29094,18,63,3,0,6,3,0,0,0,95,79,551,9,6,20,3,0,0,5,674,599,2275,55,201,524,161,9,48,59,3926,42,138,4,11,33,7,0,0,0,233
20803,3,17,0,0,3,0,0,0,0,24,43,254,6,0,6,0,0,0,7,311,450,825,58,43,119,59,17,21,16,1610,37,37,8,0,7,3,0,3,0,92,136,331,21,30,31,14,10,12,4,583,36,42,3,4,11,3,0,3,3,105,1441,2933,414,294,462,352,123,154,51,6225,4,3,3,3,0,0,0,0,0,22,379,373,256,119,133,108,66,63,14,1510,477,397,371,198,177,169,87,91,35,1994,1084,359,3752,319,320,357,465,534,115,7308,24,18,27,17,17,36,26,36,0,202,93,58,66,41,43,60,58,36,5,459,37,63,34,19,16,25,16,22,14,246,64,70,76,36,38,33,39,43,62,457,4302,5775,5099,1132,1381,1217,911,1016,331,21153,11,41,0,0,10,0,0,0,0,65,37,206,3,10,5,0,0,0,7,274,294,1086,31,93,205,53,3,18,18,1801,15,80,4,8,16,3,0,3,0,126
20804,4,8,0,0,4,0,0,0,0,18,34,276,3,4,7,0,0,0,5,335,365,701,28,25,106,53,16,20,16,1324,15,39,0,0,3,4,0,0,0,66,86,183,6,7,23,10,3,6,4,328,8,14,0,0,6,3,0,0,0,30,990,2075,144,112,248,214,45,81,65,3974,0,4,0,4,0,3,0,0,0,12,132,125,54,20,35,59,14,12,3,457,114,121,86,40,40,49,3,26,7,489,159,72,410,67,42,80,39,64,8,939,12,3,3,4,3,3,3,3,0,30,25,17,8,17,8,21,3,7,0,115,16,28,9,3,13,3,5,0,3,78,14,36,12,9,7,14,11,9,18,137,1968,3708,765,318,565,515,137,233,135,8336,8,31,0,3,0,0,0,0,0,37,15,186,0,0,5,0,0,0,3,213,219,676,16,43,150,44,0,17,15,1191,10,45,0,3,7,7,0,0,3,84
20901,3,31,0,0,4,3,0,0,0,44,81,575,8,10,14,4,3,3,3,687,598,1182,100,64,147,71,35,60,37,2302,33,53,0,3,15,6,3,0,0,115,174,458,32,47,63,16,3,18,10,823,33,49,12,21,15,3,3,3,3,133,1542,3704,457,369,600,362,132,212,75,7464,5,3,0,7,0,0,0,0,0,19,301,378,216,147,135,89,48,59,11,1392,355,376,348,196,168,114,62,95,24,1743,785,306,3404,376,311,273,395,495,98,6435,23,18,24,28,20,21,12,21,0,175,72,37,54,54,48,47,45,49,12,426,20,66,31,15,23,12,13,14,10,201,55,71,69,28,25,27,31,47,56,411,4086,7311,4761,1369,1582,1052,793,1097,322,22374,6,52,0,4,8,0,0,0,0,70,44,448,5,7,21,0,0,0,3,530,332,1500,31,85,258,52,5,27,28,2311,22,99,0,10,16,0,0,0,0,153
20902,3,12,3,0,0,0,0,0,0,24,30,281,4,3,9,0,0,6,0,336,263,785,96,71,170,125,81,127,29,1749,16,28,5,3,9,3,0,6,0,65,54,260,20,24,34,11,13,11,3,429,20,34,0,4,10,0,0,0,0,71,745,2133,428,309,464,289,243,358,61,5027,7,0,7,5,3,3,0,3,0,28,165,214,219,91,90,87,74,80,24,1044,226,209,338,173,117,101,97,153,10,1418,375,154,1973,245,177,209,331,425,60,3946,16,9,14,10,21,17,12,39,3,153,29,33,46,33,30,31,35,35,4,278,26,49,36,12,13,12,18,17,8,192,43,30,87,20,17,39,60,68,52,433,2014,4247,3271,1005,1166,927,965,1345,249,15190,7,28,0,3,0,0,0,0,0,40,22,235,4,4,20,0,0,0,4,294,184,973,38,165,210,80,3,57,10,1718,14,59,0,10,12,6,0,0,3,105
20903,8,17,0,0,0,0,0,0,0,27,46,206,0,0,0,0,0,0,5,263,281,410,13,14,42,23,3,5,13,811,14,28,3,3,0,0,0,3,0,56,117,232,22,26,23,6,0,8,5,434,30,26,3,9,3,0,0,0,0,74,876,1645,162,162,228,128,46,74,49,3370,3,0,3,0,0,0,0,0,0,10,275,243,144,74,62,61,26,28,10,925,272,235,180,126,88,49,38,45,13,1031,800,234,2772,182,200,212,317,386,48,5160,16,10,17,11,13,12,16,17,0,101,59,43,38,22,21,23,18,31,8,266,27,28,23,7,6,7,3,6,3,110,45,36,64,18,15,18,22,31,29,279,2871,3395,3440,665,702,539,494,633,186,12920,3,29,0,0,3,0,0,0,0,46,19,202,3,3,13,0,0,0,0,244,157,586,9,29,71,19,0,5,5,886,9,48,0,4,7,0,0,0,0,72
