SA3_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
21502,0,3,0,0,0,0,0,0,0,3,8,22,0,0,0,0,0,0,0,35,37,84,3,3,5,4,0,0,0,132,0,14,0,0,0,0,0,0,0,14,20,66,3,5,7,0,0,6,0,106,8,9,0,0,0,0,0,0,0,17,217,570,34,62,41,23,17,40,11,1015,0,0,0,0,0,0,0,0,0,10,75,91,43,49,14,9,14,23,3,328,139,105,78,87,37,26,22,40,9,543,656,136,1651,170,110,187,387,409,70,3775,18,9,7,20,7,25,19,36,6,146,44,15,29,28,13,15,39,38,0,217,6,13,8,3,3,3,9,15,3,66,67,22,65,20,4,18,66,70,39,371,1286,1150,1934,456,237,314,579,681,145,6774,0,4,0,0,0,0,0,0,0,4,4,22,0,0,0,0,0,0,0,23,36,149,0,15,10,0,0,5,0,211,0,12,0,0,0,0,0,0,0,19
21503,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,17,24,3,0,3,3,0,3,4,50,0,3,0,0,0,0,0,0,0,4,21,43,0,7,3,3,0,0,0,74,3,3,0,4,0,0,0,0,0,11,143,304,37,25,20,11,3,25,3,567,0,0,0,3,0,0,0,0,0,15,84,44,30,23,13,15,15,10,0,227,106,45,39,39,24,16,17,35,3,322,755,77,1027,65,62,117,265,358,42,2768,19,0,13,4,0,8,13,22,0,80,31,7,5,9,3,18,13,25,3,117,5,4,8,0,0,4,3,6,0,32,85,14,39,14,7,15,49,67,30,319,1276,572,1209,196,141,199,379,548,79,4600,0,7,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,20,67,0,7,3,0,0,0,0,102,0,4,0,0,0,0,0,0,0,3
21601,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,8,27,29,3,3,4,0,0,0,0,68,3,6,0,0,0,0,0,0,0,6,16,53,3,3,0,0,0,4,0,80,3,6,0,0,0,0,0,0,0,13,174,300,37,32,17,25,11,22,4,618,0,0,3,0,0,0,0,3,0,5,102,47,27,23,16,12,18,25,3,270,93,55,47,34,16,13,12,25,4,296,614,58,1265,95,61,141,350,439,48,3069,9,0,8,7,3,11,11,23,0,68,29,7,23,13,0,14,17,27,0,142,9,3,14,4,0,0,3,12,3,48,62,10,38,11,9,15,38,62,29,269,1139,590,1468,230,130,223,455,640,92,4971,0,3,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,19,24,93,0,4,8,3,0,3,0,134,3,10,0,0,0,0,0,0,0,14
21602,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,8,27,0,3,0,0,0,5,0,39,0,0,0,0,0,0,0,0,0,5,10,25,3,3,6,0,0,0,0,52,4,0,0,0,0,0,0,0,0,13,122,194,34,22,10,6,3,25,3,412,0,0,3,0,0,0,0,0,0,5,87,19,31,9,8,5,15,15,0,192,78,26,42,26,11,8,9,27,3,244,441,33,871,52,44,70,279,351,39,2184,12,4,3,8,3,10,10,23,0,71,32,8,14,8,7,12,13,15,0,102,3,4,0,0,0,3,8,7,0,25,46,8,38,15,3,14,27,48,18,222,845,367,1037,153,95,130,367,521,65,3585,0,3,0,0,0,0,0,0,0,7,3,8,0,4,0,0,0,0,0,13,16,59,3,0,3,5,0,3,0,89,0,4,0,0,0,0,0,0,0,4
21603,0,10,0,0,0,0,0,0,0,10,7,55,0,0,0,0,0,0,0,65,98,176,14,4,13,7,3,4,0,326,0,7,0,0,0,0,0,0,0,13,26,143,3,14,13,4,0,0,4,204,9,14,0,3,3,0,0,3,0,36,277,730,51,54,67,37,26,56,7,1310,0,0,0,3,0,0,5,0,0,10,119,108,49,40,24,14,24,31,5,415,179,119,122,77,48,46,38,59,8,699,665,138,1979,174,133,198,417,604,54,4358,20,5,20,14,4,15,20,40,0,136,35,17,32,22,6,9,32,38,7,198,16,18,7,9,3,0,4,19,0,76,60,14,69,11,14,24,69,77,48,381,1514,1564,2343,424,330,356,636,930,139,8236,3,9,0,0,0,0,0,0,0,17,3,36,0,4,3,0,0,0,0,50,52,214,4,24,30,3,0,10,0,332,4,10,0,3,3,0,0,0,0,19
21701,0,4,0,0,0,0,0,0,0,4,8,30,3,0,3,0,0,0,0,37,41,57,10,0,4,3,0,3,0,113,0,4,4,0,0,0,0,0,0,9,12,55,0,6,0,0,3,3,0,82,8,3,3,0,0,0,0,0,0,16,167,316,31,34,27,16,16,25,9,635,0,0,0,0,0,0,0,3,0,5,126,51,18,24,13,9,28,16,6,293,99,27,32,39,26,17,26,23,8,290,595,82,1250,91,67,89,390,330,45,2938,25,4,11,4,9,9,13,23,0,102,35,13,13,4,8,8,31,27,0,155,16,3,11,5,0,0,9,3,0,45,64,9,30,7,4,6,63,42,19,264,1194,670,1417,212,162,166,573,503,92,4985,0,7,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,0,28,27,85,0,4,12,3,0,0,0,130,0,6,0,0,0,0,0,0,0,11
21703,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,19,33,50,0,8,5,0,0,3,4,106,0,7,0,0,0,0,0,0,0,10,15,44,3,3,0,0,3,13,3,84,3,4,0,3,0,0,0,0,0,8,164,292,47,35,33,23,10,53,9,659,0,0,0,0,0,0,0,0,0,3,144,55,34,30,17,20,11,22,0,339,100,40,33,25,11,15,20,35,0,280,699,59,1142,94,53,109,351,447,49,2993,16,0,12,3,4,9,11,35,3,91,34,7,18,17,6,8,23,44,0,154,12,3,6,0,0,0,8,9,3,49,83,12,46,6,9,7,52,72,23,306,1306,591,1353,226,135,195,491,732,94,5111,0,4,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,23,24,88,5,5,19,0,0,3,0,141,0,17,0,0,3,0,0,0,0,18
21704,0,8,0,0,0,3,0,0,0,14,5,52,0,0,0,0,0,0,0,65,62,112,6,10,6,3,0,6,3,203,0,7,0,0,0,0,0,0,0,8,21,88,12,6,4,3,3,0,4,147,11,24,5,3,0,0,0,0,0,45,254,750,53,65,61,55,18,65,16,1333,3,0,0,3,0,0,0,0,0,5,137,96,59,42,19,22,9,21,5,404,138,93,95,75,35,28,26,45,8,546,701,99,1708,160,100,161,390,473,49,3844,16,4,19,20,6,9,16,30,0,114,42,7,23,24,4,17,26,30,3,178,10,11,14,3,0,4,3,8,3,55,69,22,59,24,6,16,44,69,28,331,1470,1381,2052,428,256,315,534,753,119,7306,0,12,0,0,0,0,0,0,0,12,3,53,0,0,0,0,0,0,0,58,43,214,3,12,8,3,0,0,0,288,4,12,0,0,0,0,0,0,0,22
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,12,11,29,4,5,3,0,0,3,3,66,0,0,0,0,0,0,0,0,0,3,3,12,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,26,75,11,23,7,10,10,22,5,178,0,0,0,0,0,0,0,0,0,0,5,14,3,4,7,3,4,0,0,37,7,9,14,8,0,0,3,8,0,62,24,17,139,17,12,9,27,48,5,288,0,0,5,0,0,3,3,0,0,13,0,0,0,5,0,0,5,3,0,18,0,7,4,0,0,0,0,0,0,12,6,3,10,3,0,0,7,11,12,48,88,178,189,67,30,30,63,97,21,761,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,3,18,3,4,7,0,0,3,0,40,0,0,0,0,0,0,0,0,0,3
