SA3_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
21001,9,0,0,0,11,0,0,0,14,0,0,14,3,0,0,9,8,0,0,0,8,0,0,15,891,81,14,20,1006,13,3,18,1023,47,0,1068,4,3,0,4,15,3,0,3,14,3,0,21,12,0,0,0,20,0,0,0,18,3,0,21,23,4,0,4,28,3,0,0,33,3,0,35,908,90,13,20,1034,17,5,21,1052,49,0,1107,175,16,3,0,196,9,4,8,208,27,0,241,0,0,0,0,0,0,0,0,0,0,3,3,1085,108,20,24,1234,23,3,30,1265,82,3,1344,267,27,3,5,296,6,0,6,304,14,0,317,282,33,0,4,326,4,0,5,326,17,0,345,6,3,7,0,13,0,0,0,13,0,0,13,3,0,0,6,10,0,0,0,10,4,0,8,556,64,7,15,645,7,0,10,652,36,0,685,0,0,0,0,0,3,0,4,4,0,0,4,6,3,0,0,9,0,0,0
21002,7,0,0,0,12,0,0,0,12,0,0,12,3,0,0,3,8,0,0,0,7,0,0,6,577,62,15,13,668,14,0,20,685,18,3,704,6,0,0,0,6,0,0,0,6,0,0,6,11,3,0,0,15,0,0,0,13,0,0,15,15,3,0,0,18,0,0,0,19,0,0,20,594,67,16,13,684,15,0,21,707,20,3,724,91,10,4,0,105,0,0,0,102,20,0,124,0,0,0,0,3,0,0,0,3,0,3,4,687,76,21,15,796,21,0,22,811,38,3,853,98,9,3,0,108,3,0,5,114,3,0,115,125,19,0,0,154,3,0,3,153,13,0,165,3,3,0,0,5,0,0,0,5,0,0,8,3,0,0,3,7,0,0,0,7,0,0,7,231,26,3,4,272,10,0,14,282,12,0,292,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,7,0,0,0
21003,8,0,3,0,14,0,0,0,12,0,0,12,6,0,0,4,8,0,0,0,8,0,0,11,654,95,15,10,775,11,3,16,792,59,0,848,8,0,0,0,10,0,0,0,11,0,0,10,15,3,0,3,21,0,3,3,26,3,0,26,24,6,0,3,27,0,3,3,32,7,0,40,677,99,15,12,807,16,11,23,825,58,0,888,218,62,10,21,310,6,3,11,325,118,0,446,7,0,0,0,7,0,0,0,7,0,3,8,899,164,24,27,1118,24,14,39,1154,177,3,1339,163,16,0,3,180,5,0,6,186,16,0,203,190,25,3,0,220,3,3,7,230,11,0,236,3,3,3,0,6,0,0,0,11,0,0,15,4,0,0,4,12,0,0,0,12,0,0,9,361,39,7,11,426,8,0,16,436,33,0,465,7,0,0,0,7,3,0,3,14,0,0,13,11,4,0,0,14,0,3,3
21004,16,3,0,0,19,0,0,0,22,0,0,18,9,0,0,0,8,0,0,0,8,3,0,11,644,77,13,6,740,15,3,15,758,31,0,783,6,0,0,0,14,0,0,0,14,0,0,13,13,0,0,0,17,0,0,0,18,0,0,18,20,3,0,0,23,0,0,0,30,0,0,26,665,78,20,6,765,14,3,19,781,28,0,812,123,10,0,0,138,4,0,4,138,24,0,161,0,0,0,0,0,0,0,0,0,0,4,4,787,86,23,7,897,24,3,26,926,52,3,979,152,14,0,5,170,3,0,3,176,9,0,190,171,22,3,0,196,0,0,0,200,7,0,209,4,0,0,0,7,0,0,0,4,0,0,6,3,0,0,3,11,0,0,0,11,0,0,11,339,34,9,10,385,11,0,8,396,20,0,411,3,0,0,0,3,0,0,0,5,0,0,5,4,3,0,0,5,0,0,0
21005,20,7,7,0,29,0,0,0,29,3,0,35,11,3,0,34,47,0,0,0,52,3,0,56,1682,278,23,64,2045,63,16,74,2120,216,8,2345,47,12,0,0,64,11,0,11,77,11,0,90,41,28,0,7,72,6,9,14,81,15,0,97,91,39,0,3,135,22,9,25,167,21,0,189,1773,314,23,63,2179,83,17,103,2282,238,12,2531,744,272,9,46,1067,69,27,100,1161,695,12,1865,7,0,0,0,7,0,0,0,10,0,17,29,2522,587,30,111,3259,147,51,198,3455,929,34,4424,534,63,9,12,611,24,0,24,641,62,0,707,452,95,8,5,564,16,6,21,588,62,0,650,12,3,0,0,14,4,0,4,21,3,0,23,10,0,0,23,31,0,0,0,31,3,0,35,1007,166,17,40,1228,40,5,48,1275,137,0,1410,18,6,3,0,25,14,0,14,38,4,3,46,19,8,0,3,33,7,7,12
21101,33,0,3,0,40,0,0,0,40,0,0,45,10,3,0,11,27,0,0,0,27,0,0,27,2531,257,34,32,2866,84,17,103,2963,132,0,3101,21,3,0,0,25,4,0,4,32,0,0,33,68,10,0,0,82,0,8,4,88,7,0,91,92,12,0,0,105,5,8,13,116,9,0,123,2625,271,39,36,2969,92,27,111,3085,140,3,3222,500,71,10,17,595,14,3,14,612,88,0,693,3,0,0,3,8,0,0,0,8,0,8,15,3129,341,48,50,3569,100,26,128,3701,224,6,3933,708,69,4,11,802,12,10,20,823,65,0,883,861,99,14,3,978,15,10,21,1004,48,0,1046,16,0,10,0,28,0,0,0,28,3,0,30,10,3,0,7,12,0,0,0,12,0,4,17,1596,170,28,17,1820,31,15,45,1864,113,4,1983,16,3,0,0,14,3,0,5,22,4,0,25,31,10,0,3,35,6,0,6
21102,9,3,4,0,14,0,0,0,14,0,0,14,4,0,0,7,11,0,0,0,11,0,0,11,648,63,6,6,731,11,3,19,743,28,0,769,5,0,0,0,5,0,0,0,5,3,0,8,12,0,0,0,13,0,0,0,13,0,0,13,17,0,0,0,17,0,0,0,17,3,0,17,660,64,6,6,744,11,3,19,758,33,0,789,134,7,0,0,138,0,0,0,144,18,0,156,0,0,0,0,0,0,0,0,0,0,0,0,799,72,12,6,887,11,3,14,904,42,0,944,148,10,3,0,163,7,0,10,172,9,0,188,243,27,6,3,279,3,0,3,276,3,0,282,6,0,0,0,11,0,0,0,11,0,0,11,5,0,0,3,9,0,0,0,9,0,0,9,401,43,6,9,457,10,0,10,466,14,0,483,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0
21103,25,0,4,0,28,0,0,0,33,0,0,33,11,0,0,8,26,0,0,3,24,0,0,24,1688,163,40,31,1927,31,12,37,1971,68,0,2039,14,0,0,0,16,4,0,4,19,0,0,19,25,4,0,0,25,7,0,7,37,0,0,39,34,9,0,0,42,16,0,16,55,3,0,60,1727,175,40,31,1972,47,9,55,2023,70,0,2100,288,36,0,4,334,8,0,8,348,67,0,411,0,0,0,0,3,0,0,0,3,0,0,3,2016,207,42,40,2306,52,9,65,2371,143,4,2517,416,44,9,3,470,10,3,7,481,37,0,517,523,64,8,7,604,9,7,11,615,30,0,642,14,0,4,0,15,0,0,0,21,0,0,21,7,0,0,5,14,0,0,0,14,0,0,14,956,109,15,20,1102,18,6,21,1120,67,0,1188,4,4,0,0,8,0,0,0,9,0,0,9,19,0,0,0,22,0,0,0
21104,13,4,8,0,24,0,0,0,24,0,3,27,4,0,0,5,17,0,0,0,17,0,0,17,887,128,12,6,1037,27,0,29,1068,44,6,1111,6,3,0,0,8,6,0,6,16,0,0,16,20,4,0,0,23,0,0,0,29,0,0,30,24,4,0,0,37,3,0,3,38,0,0,39,914,134,12,10,1071,33,0,31,1104,45,6,1152,197,14,3,4,221,6,0,6,230,36,0,264,0,0,0,0,0,0,0,0,0,0,0,3,1110,150,17,14,1291,39,0,43,1337,77,3,1419,252,28,4,0,286,13,4,21,302,18,0,323,326,55,0,4,385,11,0,8,397,22,0,421,6,5,4,0,16,0,0,0,16,0,0,16,3,0,0,0,8,0,0,0,8,0,0,8,589,86,4,7,691,25,3,28,717,41,0,764,10,0,0,0,6,9,0,9,14,0,0,14,12,5,0,0,18,0,0,0
21105,35,3,11,0,52,0,0,0,52,5,0,58,21,6,0,24,48,5,0,5,54,0,0,51,2406,277,58,50,2794,41,8,45,2839,105,5,2947,18,0,0,3,21,6,0,3,21,3,0,23,43,6,0,0,47,5,0,5,51,3,0,55,55,3,0,3,64,7,0,10,75,3,0,84,2460,286,60,53,2861,48,10,57,2916,110,5,3029,465,54,3,6,527,11,0,12,541,87,3,631,3,0,0,3,8,0,0,0,8,0,3,13,2929,336,64,63,3391,66,9,76,3470,191,11,3673,465,54,7,3,531,6,0,10,540,27,0,562,613,77,12,3,708,0,3,3,713,39,0,749,17,3,11,0,28,0,0,0,28,0,0,35,7,0,0,9,16,0,0,0,19,4,0,18,1098,140,31,18,1283,7,3,16,1295,67,0,1367,10,5,0,0,11,0,0,0,15,0,0,12,14,0,0,0,14,0,0,0
21201,28,0,12,0,39,0,0,0,39,3,0,42,13,3,0,21,38,0,0,0,38,5,0,37,1594,140,33,33,1797,25,3,26,1825,67,3,1894,14,3,0,0,17,0,0,0,21,0,0,20,24,3,0,0,33,3,0,4,34,4,0,35,42,9,0,0,48,5,0,6,49,7,0,55,1632,148,33,33,1849,24,3,30,1875,70,3,1953,323,40,5,8,377,8,3,11,380,68,0,453,3,0,0,3,4,0,0,0,4,3,4,10,1955,187,44,42,2231,31,4,39,2269,146,6,2417,258,26,0,3,287,12,0,15,298,15,0,316,327,42,9,3,386,3,0,3,387,13,0,399,8,0,4,3,20,0,0,0,20,4,0,22,0,0,0,10,10,0,0,0,10,3,0,12,596,66,15,17,699,12,0,14,710,32,0,745,4,0,0,0,4,5,0,5,7,0,0,10,12,0,0,0,10,0,0,0
21202,24,4,9,0,38,0,0,0,43,3,0,45,6,4,0,23,31,0,0,0,33,3,0,41,2149,249,42,34,2478,32,8,45,2518,141,3,2658,42,4,0,0,45,8,0,8,52,8,0,59,47,5,0,0,60,15,0,19,75,7,0,82,92,8,0,0,100,21,0,25,128,13,0,145,2238,263,40,36,2579,59,11,68,2649,153,3,2807,567,120,12,12,710,41,12,53,759,206,0,966,7,0,0,0,7,0,0,0,7,0,15,18,2819,381,55,47,3294,99,24,119,3414,364,12,3791,565,72,5,3,642,15,9,20,657,41,0,703,593,103,12,3,709,11,0,9,720,51,0,765,17,9,6,0,34,0,0,0,34,0,0,33,4,3,0,5,14,0,0,0,14,0,0,14,1179,181,26,14,1399,22,6,28,1424,90,0,1518,26,0,0,0,22,7,0,7,31,4,0,41,26,3,0,0,35,0,0,0
21203,41,6,9,0,48,0,0,0,48,3,0,53,15,6,0,19,46,3,3,4,49,3,0,52,2422,337,34,39,2830,47,14,63,2893,129,4,3031,44,7,0,4,60,8,3,9,72,6,3,83,60,10,0,0,72,7,3,9,80,12,0,90,100,20,3,3,125,19,3,25,148,23,3,176,2518,354,38,42,2957,70,16,89,3045,148,9,3203,717,151,11,30,917,32,8,42,957,261,4,1224,3,3,0,0,10,0,0,0,10,0,11,21,3244,514,51,77,3882,101,21,129,4011,413,22,4450,611,74,9,0,688,15,8,26,721,36,0,750,496,89,6,7,599,14,0,20,617,27,4,652,18,3,4,0,25,0,0,0,25,0,0,28,9,0,0,12,21,4,0,4,26,9,0,29,1135,161,23,23,1341,33,14,49,1385,75,4,1462,29,0,0,4,31,3,0,4,34,5,0,44,28,10,0,0,38,3,6,5
21204,16,6,4,0,27,0,0,0,31,5,0,37,19,7,0,27,42,4,0,4,52,4,3,59,1557,315,21,36,1938,56,12,72,2007,181,4,2189,34,10,0,0,45,23,0,23,68,15,0,88,36,14,4,0,59,9,4,16,76,14,0,87,67,26,8,0,105,34,4,38,143,27,0,175,1629,341,24,43,2039,91,21,111,2155,203,4,2363,614,167,5,33,817,48,19,69,888,445,11,1344,3,0,0,9,14,0,0,0,14,0,14,28,2249,513,31,80,2867,142,36,178,3048,652,30,3727,655,89,7,0,751,22,7,32,775,62,0,845,411,136,3,0,545,16,7,24,570,73,0,644,13,10,3,0,24,3,0,3,27,5,0,30,12,0,0,20,30,5,0,5,35,0,0,38,1086,235,14,22,1353,44,16,58,1407,146,0,1556,22,11,0,0,28,19,0,19,54,8,0,60,25,10,3,3,40,12,4,20
21205,23,3,8,0,35,0,0,0,34,0,0,42,15,3,0,7,24,0,0,0,24,0,0,25,2246,328,31,28,2630,78,18,92,2726,139,0,2871,35,0,0,0,38,15,0,17,53,4,0,60,50,15,0,0,65,8,4,16,82,4,0,84,85,14,0,0,98,25,10,31,136,10,0,145,2336,338,31,28,2733,106,25,131,2863,155,0,3017,493,87,7,16,604,14,11,23,624,116,3,740,0,0,0,0,0,0,0,0,0,0,4,7,2825,433,37,47,3344,116,31,151,3488,270,4,3766,844,93,8,9,950,47,0,48,997,56,0,1054,739,150,8,10,905,24,8,26,931,50,0,980,22,7,10,0,39,0,0,0,39,0,0,42,10,0,0,16,32,0,0,0,34,0,0,30,1614,249,22,35,1923,68,6,74,1997,106,0,2108,35,5,0,0,39,5,0,13,50,7,0,52,33,15,0,0,47,12,0,11
21301,26,9,10,0,46,0,3,3,46,6,0,49,20,7,0,31,59,6,0,6,65,5,3,76,1738,315,28,63,2141,57,19,79,2219,184,9,2413,41,21,0,5,71,24,5,22,102,12,0,115,68,16,0,4,89,13,12,24,116,18,0,137,113,42,5,3,168,36,16,53,217,31,0,246,1850,357,30,74,2309,95,33,128,2436,215,9,2656,625,178,11,34,853,67,10,70,923,320,0,1248,3,0,0,3,9,0,0,0,9,0,19,22,2478,539,45,112,3169,161,40,199,3368,535,26,3928,630,79,4,5,725,17,4,20,745,73,0,825,490,138,6,9,640,30,5,37,675,66,3,745,18,4,9,0,28,0,0,0,28,3,0,34,13,4,0,9,28,3,0,3,28,4,3,33,1146,222,17,22,1413,51,12,56,1471,150,3,1630,33,11,0,0,50,11,0,14,64,17,0,79,33,15,0,0,54,8,8,13
21302,21,4,3,0,25,0,0,0,25,0,0,28,4,0,0,4,11,0,0,0,11,0,0,11,1026,128,12,13,1179,19,5,26,1205,60,4,1270,13,0,0,0,19,3,0,3,23,5,0,25,10,3,0,0,17,3,0,3,22,4,0,27,27,4,0,0,30,8,0,11,40,8,0,46,1050,134,12,14,1210,25,9,34,1243,67,4,1320,198,52,9,4,262,8,3,13,277,74,0,347,0,0,0,0,4,0,0,0,4,0,3,6,1252,184,21,21,1476,41,10,50,1524,146,4,1673,309,45,4,5,360,6,0,7,363,25,0,394,278,42,3,0,322,9,5,14,332,32,0,362,10,3,7,3,15,0,0,0,15,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,592,83,11,12,697,10,7,16,718,57,0,772,5,0,0,0,5,0,0,0,8,0,0,9,10,3,0,0,15,0,5,4
21303,6,3,0,0,8,0,0,0,8,3,0,12,5,3,0,3,8,0,0,0,8,0,0,9,568,109,10,8,693,23,3,29,727,56,0,781,13,0,0,0,17,0,0,0,16,3,0,20,16,9,0,0,24,3,0,7,35,0,0,33,31,6,0,3,44,8,0,9,48,5,0,51,594,112,10,10,732,36,9,42,775,58,0,835,124,37,0,3,164,7,3,11,177,75,7,253,0,3,0,3,8,0,0,0,8,0,0,10,726,152,10,22,905,40,10,45,951,136,7,1092,173,21,5,3,205,9,4,10,220,16,0,229,153,39,3,0,193,5,0,7,203,16,0,224,3,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,3,0,0,0,3,3,0,3,331,67,9,3,407,13,7,22,429,34,0,467,10,0,0,0,13,0,0,0,15,0,0,12,7,3,0,0,8,4,5,4
21304,34,7,10,0,50,0,3,3,54,3,0,58,12,0,3,36,51,3,0,3,54,3,0,57,2250,242,36,65,2595,50,14,69,2662,135,0,2799,38,7,0,3,45,19,0,22,65,4,0,71,43,12,0,10,63,8,3,9,73,9,0,83,80,13,0,9,106,30,6,30,143,11,0,151,2330,256,40,79,2701,80,21,97,2798,148,3,2953,540,98,18,24,681,23,6,27,705,184,3,893,3,0,0,3,3,0,0,0,3,0,9,12,2869,352,56,102,3385,102,26,128,3509,335,16,3856,572,44,10,8,632,22,0,25,659,38,0,697,503,62,6,5,582,13,0,18,597,33,0,631,17,0,4,0,19,0,0,0,19,3,0,27,7,0,0,15,23,0,0,0,24,0,0,26,1095,105,27,30,1261,35,4,42,1305,78,4,1376,13,9,0,0,22,9,0,9,30,6,0,35,33,7,0,0,35,0,3,4
21305,37,9,14,0,59,0,0,3,56,4,0,59,16,0,0,28,47,0,0,0,47,0,0,48,2597,345,50,49,3046,67,18,87,3137,177,4,3315,61,12,0,6,75,24,4,32,105,8,0,116,78,11,0,3,91,11,5,12,106,8,0,116,143,26,0,8,172,39,6,49,217,16,0,235,2742,367,50,57,3217,106,26,137,3355,190,4,3548,834,126,16,27,999,50,9,65,1067,233,4,1304,3,0,0,6,15,3,0,3,17,4,9,31,3574,495,66,94,4232,160,39,199,4430,432,25,4886,759,89,12,0,862,29,0,32,890,55,3,945,567,102,3,3,680,13,4,15,694,41,0,736,22,4,6,0,27,0,0,0,30,0,0,29,9,3,0,10,27,0,0,0,27,0,0,27,1359,197,17,16,1593,41,3,48,1642,94,3,1735,21,3,0,0,26,5,0,6,34,7,0,43,30,9,0,0,45,7,0,7
21401,25,5,10,3,39,0,0,0,42,0,0,43,7,0,0,6,15,0,0,0,12,0,0,12,1638,186,32,24,1875,27,6,35,1905,82,0,1988,24,5,0,0,26,3,0,3,34,0,0,34,37,3,0,0,39,0,0,0,44,4,0,49,54,6,0,0,67,7,0,7,75,4,0,79,1695,194,32,21,1945,36,6,42,1981,87,0,2068,337,51,5,13,408,15,0,15,418,73,4,495,0,0,0,0,4,0,0,0,4,0,3,5,2031,243,40,40,2355,43,6,51,2404,157,6,2572,330,38,7,0,368,7,0,5,376,20,0,396,347,46,9,0,402,9,0,9,412,14,0,428,8,3,3,0,13,0,0,0,13,0,0,13,0,0,0,3,6,0,0,0,6,0,0,6,689,83,19,6,795,9,0,16,804,38,0,850,4,0,0,0,10,0,0,0,11,0,0,11,16,0,0,0,13,0,0,0
21402,32,3,10,0,46,0,0,0,46,7,0,47,16,3,0,17,32,0,0,0,32,0,0,37,2197,257,42,35,2529,36,6,39,2571,107,3,2685,23,0,0,0,21,3,0,3,26,0,0,30,27,4,0,3,35,0,0,0,36,0,0,38,49,7,0,3,58,7,0,7,66,3,0,66,2249,259,42,32,2590,45,6,46,2633,111,3,2752,339,51,9,7,403,12,0,13,419,69,4,490,3,0,0,3,3,0,0,0,3,0,4,6,2594,315,51,44,2996,55,4,62,3055,183,10,3250,374,41,3,4,419,3,0,6,421,16,3,448,484,58,9,3,550,3,0,4,555,33,0,593,16,0,0,0,16,0,0,0,16,3,0,23,8,0,3,3,13,0,0,0,16,0,0,16,884,94,11,10,1005,8,3,16,1015,53,3,1074,3,0,0,0,3,0,0,0,3,0,0,8,9,3,0,0,14,0,0,0
21501,18,0,0,0,23,0,0,0,23,3,0,24,10,0,0,3,15,0,0,0,15,0,0,16,812,105,25,19,962,11,0,15,975,42,0,1025,3,0,0,0,3,4,0,4,4,3,0,9,6,0,0,0,6,4,3,3,9,4,0,12,8,0,0,0,8,4,3,7,15,7,0,25,824,105,25,19,972,20,0,24,993,52,0,1044,100,19,3,7,128,4,0,4,128,46,0,181,3,0,0,0,3,0,0,0,3,0,3,10,928,128,28,22,1096,20,0,25,1124,97,5,1231,72,5,3,0,81,0,0,0,81,6,0,82,70,12,3,0,90,0,0,0,87,4,0,93,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,140,17,3,3,167,0,0,0,168,9,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21502,14,3,3,0,23,0,0,0,25,0,0,22,7,0,0,5,17,0,0,0,17,0,0,18,756,77,20,15,858,22,0,20,884,57,0,940,10,0,0,0,15,5,0,5,14,0,0,19,16,0,0,0,12,0,3,5,21,0,0,22,20,4,0,0,27,6,3,6,33,3,0,42,781,76,20,15,889,27,0,31,915,60,0,979,115,29,3,0,143,13,0,13,156,69,0,227,0,0,0,0,0,0,0,0,0,0,0,0,894,107,19,16,1030,40,0,45,1071,128,3,1202,85,15,3,0,102,0,0,0,102,9,0,113,91,15,0,0,104,3,0,3,104,10,0,111,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,180,23,3,0,207,3,0,3,210,19,0,232,3,0,0,0,3,0,0,0,3,0,0,7,4,0,0,0,4,0,0,0
21503,13,3,3,0,19,0,0,0,19,0,0,23,4,0,0,13,19,0,0,0,19,0,0,16,604,59,14,18,694,8,0,10,698,30,4,734,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,4,0,14,13,0,0,0,13,0,0,0,8,4,0,15,614,59,14,18,706,9,0,10,711,35,4,750,104,16,0,7,129,0,0,0,129,28,3,158,3,0,0,0,3,0,0,0,3,0,5,4,722,74,14,17,831,10,0,9,844,65,15,913,50,6,0,0,53,3,0,3,55,0,0,59,53,7,3,0,69,0,0,0,69,4,0,75,3,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,105,17,3,4,131,4,0,4,130,7,4,145,3,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0
