SA3_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
21502,25,60,0,60,..,85,26,111,0,111,..,11,3,14,0,14,..,22,12,34,0,34,..,15,6,23,0,18,..,162,65,224,3,224,..,59,42,102,3,104,..,470,178,644,11,653,..,1934,586,2513,34,2547,..,65,0,65,2215,2277,21652,1995,586,2585,2249,26481,22633,..,..,..,..,22633,..,26,0,26,0,26,..,34,9,43,0,43,..,6,0,6,0,6,..,44,16,62,0,61,..,101,80,177,0,178,..,5,0,6,0,6,..,155,95,251,4,252,..,35,6,37,0,37,..,25,0,25,0,25,..,12,4,19,0,19,..,34,0,34,0,34,..,123,25,152,3,155,..,17,0,17,0,17,..,23,0,25,0,25,..,83,17,94,0,95,..,22,3,26,0,26,..,3,0,3,0,3,..,25,0,29,0,29,..,179,23,198,0,198,..,452,74,530,8,541,..,20,10,30,0,30,..,19,9,27
21503,13,35,0,36,..,104,25,126,0,129,..,4,3,7,0,7,..,8,15,27,0,28,..,21,6,28,0,28,..,3,0,3,0,3,..,53,55,99,3,102,..,308,128,436,10,446,..,1034,344,1384,29,1410,..,76,9,84,1915,2001,15343,1111,360,1465,1947,18753,15423,..,..,..,..,15423,..,16,0,16,0,16,..,18,3,19,0,19,..,0,0,0,0,0,..,28,13,36,0,36,..,65,42,108,0,108,..,0,0,4,0,4,..,91,55,149,0,149,..,4,0,4,0,4,..,13,0,13,0,18,..,17,0,17,0,17,..,18,0,18,0,18,..,32,9,46,0,46,..,9,0,9,0,9,..,15,0,15,0,15,..,58,18,73,0,75,..,12,4,19,0,18,..,5,0,5,0,5,..,8,0,8,0,8,..,106,25,124,3,129,..,169,32,199,6,209,..,0,3,4,0,4,..,14,0,14
21601,0,0,0,0,..,60,0,60,0,60,..,13,0,13,0,13,..,0,0,0,0,0,..,7,0,7,0,12,..,9,3,7,0,7,..,3,0,3,0,3,..,92,12,110,8,114,..,452,56,504,16,520,..,55,9,60,1289,1349,16497,506,59,570,1302,18368,16818,..,..,..,..,16818,..,4,0,4,0,4,..,7,0,7,0,7,..,6,0,6,0,6,..,4,0,4,0,4,..,28,3,31,4,35,..,4,0,8,0,8,..,36,9,44,4,46,..,0,0,0,0,0,..,12,0,12,0,12,..,10,3,15,0,15,..,27,0,25,0,25,..,20,4,24,0,26,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,7,0,7,..,30,0,31,0,31,..,81,22,108,0,108,..,0,0,3,0,3,..,13,5,16
21602,3,14,0,14,..,42,3,45,0,45,..,3,0,3,0,3,..,6,3,7,0,7,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,71,15,84,0,83,..,562,99,661,13,670,..,37,0,37,1097,1137,12705,596,100,694,1108,14514,12850,..,..,..,..,12850,..,4,0,4,0,4,..,51,16,69,0,69,..,3,0,3,0,3,..,11,8,19,0,19,..,21,6,27,0,27,..,3,3,6,0,6,..,35,19,47,0,47,..,6,0,6,0,5,..,17,0,17,0,17,..,10,0,10,0,10,..,25,0,25,0,25,..,5,3,14,0,14,..,0,0,3,0,3,..,7,0,7,0,7,..,37,9,43,0,43,..,3,0,3,0,3,..,6,4,11,0,11,..,11,0,13,0,13,..,65,15,73,0,76,..,129,21,148,4,149,..,0,0,0,0,0,..,0,0,0
21603,3,26,0,27,..,131,11,145,0,140,..,19,3,24,0,24,..,32,4,34,0,34,..,24,6,26,0,26,..,182,70,247,3,247,..,20,10,27,0,27,..,894,395,1288,35,1325,..,3677,931,4613,79,4688,..,95,19,118,2710,2825,24104,3775,953,4727,2789,31618,24771,..,..,..,..,24771,..,23,0,25,0,25,..,412,190,604,8,612,..,21,0,21,0,21,..,48,31,75,0,76,..,147,130,279,0,279,..,0,3,3,0,3,..,192,157,352,5,357,..,10,0,10,0,13,..,29,0,34,3,35,..,27,0,24,0,25,..,39,4,41,0,41,..,97,14,113,0,110,..,15,3,17,0,17,..,55,6,61,0,62,..,320,76,403,6,406,..,56,8,59,0,61,..,55,3,59,0,59,..,61,12,74,0,77,..,571,103,676,8,688,..,541,121,663,7,670,..,9,4,18,0,18,..,13,4,13
21701,0,4,0,4,..,35,4,40,0,37,..,6,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,7,5,13,0,13,..,79,15,93,0,93,..,354,37,396,5,399,..,44,3,46,1194,1244,15899,402,42,442,1199,17543,16300,..,..,..,..,16300,..,25,0,25,0,25,..,6,0,6,0,6,..,12,0,12,0,12,..,7,3,8,0,8,..,20,7,24,0,24,..,0,0,0,0,0,..,31,12,38,0,38,..,5,0,9,0,9,..,25,0,25,0,26,..,7,0,7,0,7,..,32,0,32,0,32,..,12,0,12,0,15,..,8,0,8,0,8,..,11,0,11,0,11,..,8,3,8,0,8,..,8,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,38,5,42,0,42,..,8,0,8,0,8,..,4,0,4,0,4,..,4,0,6
21703,0,7,0,7,..,59,7,64,0,64,..,12,0,12,0,12,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,3,0,3,..,15,3,13,0,13,..,151,17,167,10,169,..,526,58,587,11,601,..,53,6,61,1338,1399,16576,581,71,649,1353,18574,16576,..,..,..,..,16576,..,3,0,3,0,3,..,17,3,27,0,27,..,0,0,0,0,0,..,8,6,15,0,15,..,39,20,59,0,59,..,0,4,3,0,3,..,46,28,78,0,78,..,8,0,8,0,8,..,24,0,23,0,23,..,21,0,21,0,21,..,38,0,38,0,38,..,23,3,27,0,27,..,0,0,0,0,0,..,7,3,8,0,8,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,4,4,0,4,..,25,6,32,0,32,..,31,7,35,0,39,..,11,3,13,0,13,..,0,0,0
21704,0,12,0,12,..,66,3,68,0,68,..,13,3,13,0,13,..,11,0,11,0,11,..,16,7,21,0,21,..,8,0,8,0,8,..,4,4,12,0,12,..,110,18,129,3,126,..,635,238,876,12,887,..,72,7,76,1681,1754,21742,703,250,955,1688,24386,22939,..,..,..,..,22939,..,18,0,18,0,18,..,30,6,34,3,35,..,3,0,3,0,4,..,20,3,22,0,22,..,73,86,161,4,165,..,5,8,17,0,17,..,102,98,201,4,204,..,4,0,8,0,8,..,27,0,27,0,27,..,40,0,41,0,42,..,31,0,37,0,37,..,14,3,17,0,17,..,0,0,0,0,0,..,20,4,21,0,19,..,8,3,6,0,6,..,36,3,34,0,34,..,0,0,0,0,0,..,7,0,7,0,8,..,71,7,77,4,75,..,23,0,27,0,27,..,27,3,30,0,30,..,10,12,23
29797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,3,3,18,7,0,7,3,28,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
29999,0,5,0,5,..,20,0,20,0,20,..,31,3,28,0,28,..,9,0,10,0,10,..,3,0,3,0,3,..,20,3,24,0,21,..,27,11,39,0,39,..,115,30,151,5,154,..,532,158,687,15,698,..,21,4,28,1236,1261,2372,555,162,714,1245,4331,1835,..,..,..,..,1835,..,0,0,0,0,0,..,22,21,41,0,41,..,0,0,0,0,0,..,27,9,36,0,36,..,84,37,124,0,124,..,8,9,19,0,19,..,124,57,177,0,177,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,13,0,13,0,18,..,15,3,18,0,18,..,6,0,6,0,6,..,4,3,4,0,4,..,9,0,12,0,12,..,3,0,3,0,3,..,3,0,7,0,7,..,6,0,6,0,6,..,34,5,44,0,44,..,24,7,28,0,30,..,4,0,5,0,5,..,8,6,17
