SA3_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
20402,0,0,0,3,4,3,3,0,0,21,0,0,0,4,11,16,76,61,18,186,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,22,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,7,10,23,54,10,9,107,0,6,8,30,22,22,28,12,4,137,0,0,0,3,3,6,9,0,0,19,0,3,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,7,5,9,4,3,0,0,0,31,0,0,0,0,0,0,0,4,3,13,0,0,0,5,0,19,20,7,4,63,0,0,0,0,0,3,0,0,0,3,0,3,3,14,6,6,3,0,0,41
20403,0,0,0,13,3,7,11,3,0,38,0,0,3,13,9,22,75,64,21,203,0,0,0,0,0,6,0,0,0,7,0,3,0,12,0,0,0,0,0,12,0,0,0,0,5,3,0,0,3,15,0,10,0,9,8,3,3,0,0,28,0,0,0,0,3,0,5,7,0,17,0,3,0,7,3,0,3,0,0,15,0,0,3,3,0,0,0,0,0,7,3,10,17,16,0,0,0,0,0,45,0,0,3,6,10,21,70,29,13,150,3,18,27,80,64,60,32,16,0,297,0,0,0,3,3,8,3,3,0,15,0,3,0,13,0,0,0,0,0,14,0,0,0,9,9,4,0,0,0,21,6,22,23,49,6,3,0,0,0,107,0,0,0,3,0,3,10,4,3,29,0,0,6,14,21,33,38,18,11,142,0,0,0,8,5,0,0,0,0,11,0,3,12,14,11,10,5,0,0,61
20501,0,0,0,12,4,3,3,9,4,45,0,0,0,0,7,22,44,35,3,107,0,3,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,3,0,0,13,0,0,3,0,3,4,8,0,0,14,0,0,0,3,8,0,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,7,25,79,44,12,174,3,17,33,74,63,37,42,5,3,270,0,0,0,3,7,3,13,8,3,35,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,10,0,0,3,10,0,4,0,0,0,25,0,0,0,4,0,5,7,3,0,24,0,0,0,7,13,17,41,22,5,107,0,0,4,3,0,3,0,0,0,8,0,11,7,20,16,12,9,0,0,72
20502,0,0,0,4,4,5,7,11,0,30,0,0,0,0,6,7,25,34,15,82,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,19,0,0,0,0,0,8,9,9,3,30,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,30,79,47,11,176,0,0,3,42,31,58,44,23,3,207,0,0,0,3,3,6,15,4,0,26,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,3,7,8,18,3,3,0,0,0,40,0,0,0,3,0,3,4,0,3,17,0,3,0,6,6,18,42,25,3,110,0,0,0,0,0,0,0,0,0,9,0,5,5,10,9,7,10,0,0,42
20503,0,3,0,17,10,7,15,13,3,79,0,0,5,14,16,37,101,58,30,255,0,0,0,3,0,3,0,0,0,8,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,9,7,3,8,0,0,24,0,0,0,0,0,7,32,5,0,50,0,0,0,3,0,7,5,0,0,16,0,0,0,9,4,0,0,0,0,11,0,0,0,7,0,0,0,0,0,7,3,0,3,14,15,57,101,55,12,261,8,13,20,107,73,94,72,21,7,415,0,0,0,7,9,5,13,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,5,7,10,6,4,0,0,0,34,0,0,0,0,3,5,3,0,0,23,0,3,0,12,19,46,56,39,11,184,0,0,0,0,3,0,0,0,0,7,0,0,3,13,12,14,12,3,0,59
20504,0,3,0,14,4,14,12,9,9,69,0,0,0,0,24,67,88,85,48,309,0,0,0,6,0,0,0,0,0,13,0,3,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,14,5,11,3,0,0,42,0,0,0,5,11,31,89,39,16,194,0,0,0,4,0,6,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,7,4,0,0,0,0,14,0,0,5,16,14,67,136,95,21,344,0,12,23,84,60,75,52,14,3,321,0,0,0,5,3,12,22,9,3,49,0,0,3,15,3,3,0,0,0,25,0,0,0,6,3,0,0,0,0,10,0,10,18,32,15,10,3,0,0,99,0,0,0,4,4,15,9,3,6,44,0,0,3,11,24,63,92,44,10,257,0,0,4,3,0,3,0,0,0,12,0,11,10,21,15,12,7,4,0,74
20505,0,0,0,11,3,6,3,4,0,26,0,4,0,3,4,9,26,10,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,8,0,4,0,28,11,0,0,0,0,42,0,0,0,0,0,5,8,3,0,16,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,27,66,43,12,153,4,15,29,87,43,56,25,14,0,267,0,0,0,4,6,9,3,3,0,30,0,3,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,18,7,42,12,4,0,0,0,90,0,0,0,6,0,7,4,0,0,21,0,0,3,7,5,19,24,5,4,67,0,4,3,8,3,0,0,0,0,19,0,3,4,18,11,0,6,3,0,44
20601,0,0,4,121,16,10,3,9,0,167,3,13,24,186,129,249,364,507,260,1732,0,8,12,24,6,4,3,0,0,64,0,6,13,46,3,0,0,0,0,63,3,3,15,72,115,139,131,45,9,534,3,3,51,114,21,28,13,4,0,245,0,0,0,4,13,20,30,22,3,93,0,0,3,31,8,4,0,4,0,50,0,3,0,6,7,0,3,0,0,15,3,6,172,444,11,4,5,0,0,648,3,7,3,32,15,14,12,0,0,80,13,17,94,688,104,47,20,8,0,979,0,0,0,11,8,0,0,0,0,17,4,22,39,194,12,4,0,0,0,272,0,0,0,10,5,0,0,0,0,16,0,8,20,71,23,5,8,3,0,135,0,0,0,29,8,11,3,0,3,57,0,3,6,76,35,21,16,4,0,165,3,3,11,48,10,3,4,0,0,83,0,0,15,66,6,9,3,0,0,113
20602,0,0,0,76,16,13,8,3,3,127,0,0,6,46,41,50,119,220,108,590,0,3,4,17,7,3,0,0,0,32,0,3,0,14,0,0,0,0,0,23,0,0,0,18,22,29,24,24,3,114,0,0,10,55,22,10,4,0,3,105,0,0,0,0,0,9,10,0,3,24,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,3,20,81,3,0,0,0,0,114,0,0,0,11,10,7,6,0,0,40,0,15,27,323,92,49,17,7,0,529,0,0,0,5,4,4,3,0,0,18,3,0,6,25,3,0,0,0,0,34,0,0,0,8,0,0,0,0,0,6,0,0,3,24,6,3,0,0,0,46,0,0,0,8,0,6,0,0,3,20,0,9,3,49,23,14,14,3,3,122,0,6,3,23,6,3,4,0,0,43,0,4,3,46,5,6,4,0,0,66
20603,0,12,0,98,11,19,9,4,4,160,0,0,11,61,64,156,190,209,119,817,3,8,3,30,11,3,0,0,0,59,0,10,16,53,9,0,0,0,0,91,0,0,0,5,25,3,10,9,3,61,3,5,25,105,9,28,8,3,3,194,0,0,0,3,16,22,25,16,5,86,0,0,3,34,3,6,3,3,0,54,0,0,0,7,0,0,0,0,0,11,0,3,57,136,0,0,0,0,0,193,0,0,0,8,7,12,14,3,0,47,8,28,45,291,80,34,20,9,0,507,0,0,0,3,10,6,4,0,0,25,0,4,13,53,3,3,3,0,0,74,0,0,0,5,3,3,0,0,0,16,4,4,11,63,16,5,7,0,0,118,0,0,0,10,3,20,5,4,4,48,0,3,3,33,17,23,19,5,3,108,0,7,9,32,6,3,7,0,0,64,3,3,15,51,9,0,3,0,0,91
20604,4,0,15,195,19,17,9,3,3,259,0,4,94,377,40,54,72,48,38,737,4,5,120,174,41,26,5,0,0,379,4,7,448,989,38,5,0,0,0,1494,0,0,4,24,10,3,5,5,0,65,7,31,1556,1355,103,79,40,9,5,3180,0,0,0,3,4,12,17,9,8,56,0,0,45,89,7,7,3,0,0,151,0,0,61,24,0,0,0,3,0,97,0,0,17,48,0,0,0,0,0,72,3,0,14,39,12,16,21,10,3,115,13,15,235,828,171,105,54,24,3,1447,0,0,0,29,3,3,0,0,0,47,0,7,54,103,5,0,4,0,0,174,0,0,4,16,5,0,0,0,0,31,3,8,87,317,34,16,8,0,0,470,0,0,8,41,3,13,18,8,3,88,0,0,24,108,32,27,15,7,0,212,14,22,403,420,30,15,14,0,0,912,0,0,51,140,26,25,17,0,0,252
20605,0,5,19,450,34,31,31,8,3,588,3,7,23,235,37,37,71,44,24,480,6,3,21,67,12,16,3,0,0,128,0,4,21,65,12,0,0,0,0,104,0,0,0,14,11,7,10,0,3,40,3,5,62,201,36,34,15,7,0,373,0,0,0,10,3,8,18,9,4,53,0,0,0,47,13,13,4,10,0,93,0,0,0,3,3,5,0,0,0,15,0,0,17,74,0,0,0,0,0,95,0,7,12,47,25,20,28,3,4,141,5,45,114,871,228,136,73,20,3,1500,0,0,3,45,18,8,4,3,0,84,0,3,7,45,3,3,0,0,0,59,0,0,0,11,7,3,0,0,0,26,0,6,12,120,22,10,3,0,0,179,0,0,0,56,9,46,44,22,21,202,0,0,11,156,78,45,43,15,3,355,3,11,18,80,19,8,3,0,0,141,0,3,30,239,53,36,30,4,7,400
20606,0,0,9,195,12,12,6,7,4,245,0,0,17,108,16,20,25,31,12,233,4,3,11,58,18,3,6,0,0,100,0,3,14,53,4,0,0,0,0,79,0,0,0,15,7,3,10,0,0,37,3,8,41,159,36,45,23,17,0,327,0,0,0,3,3,4,7,4,0,14,0,0,7,37,5,3,3,0,0,60,0,0,4,0,5,0,0,0,0,9,0,0,4,30,0,0,0,0,0,34,0,0,4,37,9,3,13,12,4,87,0,11,87,582,122,56,43,14,11,920,0,0,3,27,0,4,3,0,0,48,0,0,4,32,0,0,3,0,0,41,0,0,0,10,3,0,3,0,0,17,3,8,9,101,10,6,3,3,0,140,0,0,0,29,3,19,23,21,30,130,0,0,8,81,19,14,23,18,5,167,3,14,30,73,12,7,9,3,0,151,0,4,15,134,23,33,29,8,7,257
