SA3_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
20402,19828,..,..,..,..,19828,..,6,0,6,0,6,..,14,0,14,0,14,..,0,0,0,0,0,..,14,3,13,0,13,..,31,7,39,0,39,..,8,0,10,0,10,..,50,11,64,0,64,..,12,0,12,0,12,..,19,0,19,0,21,..,21,0,21,0,28,..,43,0,46,0,46,..,20,9,27,0,27,..,7,0,3,0,3,..,17,0,18,0,18,..,24,0,28,0,28,..,7,3,9,0,9,..,9,0,9,0,9,..,26,0,25,0,25,..,85,5,93,0,93,..,246,34,279,0,282,..,14,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,10,0,10,..,9,0,16,0,16,..,10,0,10,0,10,..,8,0,8,0,5,..,19,3,18,0,18,..,3
20403,30312,..,..,..,..,30312,..,20,0,20,0,20,..,28,3,33,0,32,..,14,0,14,0,14,..,12,7,21,0,25,..,54,17,72,0,73,..,3,0,3,0,5,..,72,22,97,3,96,..,63,9,70,0,70,..,33,3,34,0,34,..,52,0,57,4,57,..,146,5,150,0,153,..,25,3,32,0,33,..,11,0,11,0,11,..,39,0,35,0,35,..,61,4,68,0,69,..,28,3,32,0,34,..,21,0,22,0,22,..,107,32,136,0,143,..,263,44,307,3,312,..,270,29,297,12,307,..,15,3,19,0,19,..,8,3,12,0,12,..,3,0,3,0,3,..,4,0,3,0,3,..,10,0,8,0,8,..,18,0,20,0,20,..,7,0,7,0,7,..,0,0,0,0,0,..,28,5,35,0,31,..,36,0,32,0,32,..,5,0,5,0,5,..,47,4,53,0,53,..,11
20501,21132,..,..,..,..,21132,..,16,0,16,0,16,..,23,4,24,0,24,..,3,0,3,0,3,..,12,3,14,0,14,..,34,26,64,0,64,..,3,0,9,0,9,..,50,32,77,0,77,..,26,7,29,0,29,..,57,0,57,0,57,..,20,0,20,0,20,..,54,0,59,0,59,..,33,4,35,0,39,..,6,0,6,0,6,..,7,0,7,0,7,..,32,0,33,0,33,..,27,3,29,0,29,..,6,0,6,0,6,..,7,0,7,0,7,..,82,4,91,0,91,..,128,17,141,3,146,..,13,0,17,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,4,0,4,..,17,3,25,0,25,..,17,0,13,0,13,..,5,0,5,0,5,..,11,3,17,0,17,..,13,0,13,0,13,..,3,0,3,0,3,..,5,0,5,0,5,..,0
20502,19519,..,..,..,..,19519,..,18,0,18,0,18,..,6,0,6,0,6,..,3,0,3,0,3,..,18,6,25,0,25,..,32,22,52,0,55,..,4,0,4,0,4,..,52,26,83,0,83,..,3,0,5,0,5,..,34,0,35,0,38,..,16,0,19,0,20,..,80,4,80,0,80,..,28,5,36,4,38,..,0,0,0,0,0,..,15,0,15,0,14,..,18,0,20,0,20,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,45,0,44,0,46,..,92,4,101,9,106,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,18,0,18,..,3,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,8,0,8,..,3,0,3,0,3,..,16,0,17,0,19,..,12
20503,26564,..,..,..,..,26564,..,12,0,12,0,12,..,13,0,13,0,16,..,0,0,0,0,0,..,21,7,27,0,25,..,38,18,59,0,60,..,9,0,9,0,9,..,62,25,93,3,91,..,16,0,17,0,17,..,76,3,74,0,76,..,34,0,37,0,37,..,81,3,81,0,83,..,55,7,67,3,67,..,5,0,5,0,5,..,22,0,20,0,20,..,20,6,23,0,23,..,12,0,17,0,17,..,0,0,0,0,0,..,18,3,20,0,20,..,71,11,78,0,78,..,236,24,262,5,270,..,22,0,23,0,23,..,5,3,15,0,15,..,4,0,4,0,4,..,21,0,22,0,22,..,3,0,4,0,4,..,9,0,13,0,13,..,9,0,9,0,13,..,3,0,3,0,3,..,10,0,10,0,10,..,9,0,9,0,9,..,3,0,3,0,3,..,15,0,15,0,15,..,0
20504,30571,..,..,..,..,30571,..,30,0,30,0,30,..,90,13,100,3,108,..,3,0,3,0,3,..,42,24,62,0,62,..,114,39,145,3,152,..,17,4,20,0,20,..,167,63,228,3,235,..,31,4,40,0,40,..,106,6,107,0,107,..,13,0,16,0,16,..,85,4,92,0,88,..,144,24,165,3,172,..,32,0,32,0,32,..,39,0,39,0,43,..,33,3,33,0,40,..,38,0,38,0,38,..,26,0,23,0,29,..,35,4,42,0,42,..,210,7,220,0,222,..,366,38,407,5,409,..,13,5,19,0,19,..,9,0,15,0,15,..,4,0,4,0,4,..,98,5,105,0,105,..,12,0,14,0,14,..,37,8,43,0,43,..,10,0,10,0,10,..,3,0,3,0,3,..,12,3,17,4,24,..,24,3,29,0,29,..,12,0,12,0,12,..,39,0,37,0,41,..,14
20505,18456,..,..,..,..,18456,..,18,0,18,0,17,..,9,0,11,0,11,..,0,0,0,0,0,..,11,3,16,0,16,..,38,10,50,3,53,..,3,0,4,0,4,..,49,15,70,3,74,..,22,0,22,0,22,..,36,0,36,0,36,..,21,0,18,0,18,..,36,0,36,0,36,..,19,6,24,0,24,..,3,0,3,0,3,..,21,3,29,0,24,..,28,0,31,0,37,..,15,0,17,0,17,..,9,0,9,0,9,..,13,3,16,0,16,..,95,8,103,3,106,..,50,9,66,0,66,..,3,0,3,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,22,0,27,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,9,0,9,..,24,0,22,0,22,..,3,0,3,0,3,..,36,3,38,0,38,..,10
20601,26347,..,..,..,..,26347,..,11,3,15,0,15,..,1206,203,1411,6,1413,..,9,0,7,0,7,..,192,40,234,0,235,..,683,129,811,4,815,..,46,3,55,0,53,..,923,173,1097,7,1105,..,72,12,87,0,87,..,49,0,49,0,51,..,188,16,202,0,202,..,190,10,195,0,201,..,1796,512,2311,17,2324,..,93,5,101,0,99,..,187,5,197,3,198,..,86,9,95,3,95,..,49,3,52,0,52,..,292,17,307,7,315,..,708,19,727,3,728,..,1423,53,1479,12,1485,..,2319,446,2768,33,2800,..,110,12,121,3,123,..,57,12,71,0,71,..,53,7,68,0,68,..,77,3,79,0,83,..,113,16,134,3,131,..,57,6,64,0,64,..,32,3,34,3,37,..,6,0,6,0,6,..,62,10,70,0,70,..,38,3,36,0,36,..,176,39,213,0,213,..,49,0,49,0,49,..,44
20602,17081,..,..,..,..,17081,..,6,0,9,0,9,..,264,45,305,9,316,..,6,0,6,0,6,..,122,46,169,3,171,..,241,69,313,0,314,..,16,18,33,0,33,..,376,136,511,8,517,..,47,14,62,0,61,..,28,3,29,0,28,..,125,4,126,0,131,..,112,0,111,0,111,..,1458,440,1897,24,1919,..,20,0,20,0,20,..,113,3,120,0,120,..,73,3,79,0,79,..,44,3,42,0,42,..,31,0,31,0,31,..,167,3,174,3,176,..,443,14,460,3,466,..,815,141,955,13,962,..,45,3,53,0,51,..,17,3,19,0,19,..,137,20,163,4,164,..,12,0,12,0,12,..,54,6,61,0,57,..,29,0,29,0,29,..,18,0,18,0,18,..,6,0,7,0,7,..,45,5,52,0,50,..,5,0,5,0,5,..,25,0,25,0,25,..,19,0,19,0,19,..,7
20603,21435,..,..,..,..,21435,..,22,0,22,0,22,..,396,81,478,3,479,..,0,0,0,0,0,..,292,130,422,4,429,..,493,125,620,5,625,..,51,26,71,0,75,..,830,282,1116,7,1125,..,156,6,165,0,165,..,32,0,32,0,32,..,103,0,103,0,103,..,84,0,84,0,84,..,637,117,753,11,760,..,46,0,46,0,50,..,356,11,372,3,373,..,99,5,103,0,101,..,88,3,90,0,90,..,85,3,88,0,91,..,336,8,343,3,342,..,1011,30,1044,6,1051,..,1253,174,1425,10,1437,..,72,12,82,0,81,..,70,28,92,0,94,..,54,3,54,0,54,..,76,0,79,0,79,..,90,19,107,3,108,..,60,4,65,0,65,..,41,3,45,3,44,..,5,0,5,0,5,..,47,3,50,0,50,..,38,0,40,0,40,..,54,3,58,0,63,..,38,0,38,0,38,..,25
20604,28075,..,..,..,..,28075,..,51,0,51,0,54,..,838,110,944,10,954,..,3,0,3,0,3,..,2011,442,2446,16,2467,..,8802,1722,10516,48,10568,..,609,257,870,3,872,..,11418,2416,13836,67,13904,..,70,7,81,0,81,..,76,0,75,3,79,..,456,15,472,0,473,..,285,3,291,0,287,..,295,32,326,4,329,..,183,4,186,0,188,..,1276,30,1306,8,1317,..,110,0,107,0,111,..,182,4,191,0,191,..,166,6,174,0,174,..,403,13,420,0,418,..,2324,66,2382,10,2398,..,834,85,924,8,928,..,328,89,422,5,424,..,896,466,1366,13,1379,..,73,6,82,0,82,..,42,4,51,0,51,..,256,15,278,3,279,..,66,0,71,0,69,..,149,0,155,0,155,..,8,0,8,0,8,..,96,6,97,0,100,..,148,0,148,0,150,..,1278,39,1318,5,1327,..,152,3,156,3,156,..,295
20605,34473,..,..,..,..,34473,..,68,0,68,0,68,..,174,17,186,0,190,..,8,0,8,0,8,..,270,34,298,3,304,..,745,158,904,0,904,..,45,10,55,3,56,..,1050,205,1255,6,1264,..,78,3,85,3,83,..,115,3,116,0,116,..,476,18,499,4,501,..,326,18,336,5,342,..,1033,214,1251,8,1261,..,62,0,62,0,62,..,411,19,431,0,433,..,70,4,75,0,81,..,49,3,57,0,57,..,56,0,59,0,59,..,285,12,300,3,300,..,944,36,977,3,986,..,672,37,709,4,720,..,145,23,169,0,166,..,76,26,100,3,106,..,53,5,54,0,54,..,22,0,22,0,22,..,108,9,119,0,119,..,155,10,166,0,167,..,348,176,522,5,526,..,12,0,12,0,12,..,100,5,106,0,109,..,60,0,60,0,60,..,153,4,154,0,159,..,52,0,54,0,58,..,50
20606,20340,..,..,..,..,20340,..,29,0,29,0,35,..,122,12,133,3,132,..,0,0,0,0,0,..,324,53,377,7,378,..,841,202,1043,10,1054,..,68,23,86,0,89,..,1232,272,1503,14,1518,..,32,0,36,0,36,..,59,0,59,0,59,..,305,14,317,0,317,..,158,3,162,0,158,..,639,188,828,8,836,..,52,0,56,0,56,..,220,3,222,0,224,..,43,0,43,0,43,..,54,3,57,0,57,..,36,0,36,0,36,..,181,7,189,0,192,..,589,14,606,6,609,..,335,13,351,0,348,..,116,23,140,0,140,..,60,14,75,0,75,..,14,0,16,0,16,..,5,0,5,0,5,..,87,5,95,0,95,..,68,0,67,0,72,..,124,108,229,3,234,..,6,0,6,0,11,..,48,4,51,0,51,..,33,0,35,0,35,..,148,7,155,0,155,..,56,0,56,0,58,..,29
20607,29678,..,..,..,..,29678,..,22,0,22,0,22,..,271,44,315,9,324,..,7,0,7,0,7,..,320,178,492,4,495,..,585,245,827,3,829,..,157,97,251,3,253,..,1059,512,1572,9,1578,..,76,12,86,3,88,..,67,4,69,0,69,..,293,3,299,4,303,..,202,3,207,0,209,..,843,245,1080,5,1090,..,17,0,18,0,19,..,93,0,93,0,93,..,30,3,33,0,33,..,45,0,41,0,47,..,45,0,45,0,45,..,74,0,76,0,76,..,308,7,312,4,318,..,661,88,749,11,763,..,92,12,101,0,101,..,48,17,65,0,70,..,62,5,73,0,68,..,23,0,26,0,29,..,52,3,58,3,65,..,48,3,54,0,54,..,52,8,62,0,62,..,4,0,4,0,4,..,70,9,84,0,83,..,29,0,29,0,29,..,88,6,90,0,90,..,40,0,39,0,39,..,46
20701,55226,..,..,..,..,55226,..,57,0,60,0,60,..,423,67,491,5,493,..,0,0,0,0,0,..,1890,303,2195,19,2213,..,4591,1375,5965,34,5998,..,313,81,392,0,392,..,6790,1756,8551,46,8596,..,84,8,94,3,96,..,75,3,77,0,77,..,463,14,476,6,484,..,297,6,305,0,308,..,2049,212,2260,17,2277,..,113,4,116,3,118,..,734,14,750,4,748,..,169,0,172,0,172,..,331,8,341,3,341,..,139,4,137,0,141,..,681,33,714,5,719,..,2166,67,2228,14,2241,..,1164,93,1260,13,1275,..,187,20,206,3,212,..,248,60,306,0,306,..,114,8,122,0,122,..,26,0,30,0,30,..,314,27,344,3,343,..,138,4,143,0,143,..,127,5,130,0,130,..,9,0,9,0,9,..,63,4,73,0,73,..,59,0,59,0,59,..,277,21,303,0,303,..,69,0,71,0,71,..,57
20702,20914,..,..,..,..,20914,..,88,0,92,0,94,..,735,41,773,4,778,..,0,0,0,0,0,..,3237,847,4085,15,4105,..,3956,1323,5276,24,5299,..,279,84,357,0,359,..,7469,2253,9721,39,9763,..,143,7,151,0,158,..,36,4,40,0,42,..,62,3,67,4,70,..,134,3,130,0,130,..,2741,395,3131,32,3166,..,36,0,37,0,39,..,315,10,324,3,323,..,174,11,185,0,185,..,118,3,123,4,124,..,169,6,172,0,172,..,143,0,144,0,144,..,956,31,983,8,994,..,1705,173,1883,19,1905,..,88,8,99,0,98,..,274,96,368,5,376,..,216,22,236,3,245,..,34,0,37,0,37,..,861,154,1015,6,1022,..,51,0,55,0,55,..,49,3,51,0,51,..,0,0,0,0,0,..,63,8,75,0,75,..,31,0,31,0,31,..,161,8,171,0,171,..,44,0,46,0,43,..,71
20703,28700,..,..,..,..,28700,..,40,0,40,0,40,..,168,27,191,0,190,..,0,0,0,0,0,..,1885,609,2493,10,2511,..,4806,1951,6759,32,6790,..,397,188,587,6,588,..,7091,2754,9843,49,9889,..,50,3,46,0,46,..,60,0,55,0,55,..,144,7,148,0,148,..,146,3,147,0,154,..,1180,216,1400,14,1413,..,101,5,106,0,106,..,570,12,577,5,588,..,276,14,290,0,291,..,491,9,503,3,503,..,121,0,117,0,117,..,370,19,387,3,388,..,1918,66,1984,12,1997,..,533,69,598,5,607,..,140,20,157,0,157,..,289,101,392,3,397,..,47,3,56,0,52,..,14,0,20,0,20,..,244,60,310,0,308,..,76,4,78,0,78,..,51,9,60,0,60,..,0,0,0,0,0,..,53,6,60,0,61,..,66,0,69,0,67,..,275,19,288,4,293,..,91,0,92,0,92,..,66
20801,37437,..,..,..,..,37437,..,85,0,85,0,86,..,141,8,150,0,150,..,0,0,0,0,0,..,166,22,184,0,186,..,663,204,867,0,872,..,49,7,56,0,56,..,877,231,1109,0,1109,..,66,0,73,0,73,..,102,0,107,0,109,..,252,15,268,0,266,..,331,0,338,0,336,..,893,94,987,10,1001,..,11,0,11,0,11,..,135,0,135,0,135,..,58,3,61,0,60,..,36,0,35,0,35,..,16,0,16,0,16,..,44,0,44,0,44,..,290,3,293,0,295,..,500,45,542,3,544,..,137,26,168,0,168,..,28,10,41,0,41,..,19,0,19,0,19,..,17,0,17,0,17,..,33,5,39,0,39,..,169,11,178,0,180,..,458,95,555,4,558,..,3,0,3,0,3,..,95,3,101,0,101,..,18,0,18,0,18,..,35,0,40,0,40,..,17,0,17,0,17,..,16
20802,45756,..,..,..,..,45756,..,86,0,86,0,86,..,228,12,243,4,240,..,7,0,7,0,7,..,704,154,852,7,866,..,2917,733,3651,22,3671,..,199,67,259,0,259,..,3818,946,4760,31,4791,..,85,7,98,0,98,..,62,0,62,0,62,..,513,20,536,3,535,..,298,5,297,3,301,..,2578,447,3027,26,3054,..,124,0,124,0,124,..,1038,30,1066,3,1073,..,251,3,260,7,262,..,222,8,231,0,227,..,114,3,115,3,120,..,897,50,945,7,954,..,2637,95,2735,22,2751,..,813,74,895,9,898,..,333,82,411,3,418,..,294,100,389,0,395,..,42,4,47,0,43,..,16,0,16,0,16,..,114,12,119,0,123,..,333,21,357,0,360,..,1898,342,2237,14,2250,..,6,0,5,0,5,..,143,12,155,0,157,..,91,0,91,0,91,..,205,9,216,0,214,..,100,0,101,0,106,..,39
20803,42812,..,..,..,..,42812,..,98,3,102,0,105,..,245,11,255,0,258,..,3,0,3,0,3,..,277,88,359,0,361,..,923,335,1254,7,1265,..,141,43,181,0,182,..,1341,463,1798,14,1808,..,126,14,137,3,135,..,66,6,71,0,71,..,247,11,258,3,266,..,245,7,256,4,259,..,1412,213,1625,9,1633,..,32,0,36,0,36,..,321,6,328,0,327,..,193,15,203,0,206,..,140,3,140,0,140,..,29,3,32,0,35,..,166,9,173,0,175,..,880,31,916,6,923,..,654,61,716,9,724,..,137,24,157,3,162,..,40,19,62,0,64,..,33,3,41,0,41,..,32,0,33,0,31,..,66,13,74,3,79,..,215,32,250,3,249,..,585,115,706,3,707,..,14,0,11,0,11,..,175,15,188,0,188,..,97,3,104,0,104,..,47,4,56,0,56,..,134,0,138,0,138,..,38
20804,14369,..,..,..,..,14369,..,14,0,14,0,14,..,44,0,50,0,50,..,0,0,0,0,0,..,218,26,248,0,247,..,804,164,972,9,980,..,63,11,75,0,78,..,1088,204,1292,9,1303,..,19,0,22,0,22,..,27,0,27,0,27,..,81,3,84,3,84,..,48,0,53,4,51,..,683,138,824,8,832,..,19,0,20,0,20,..,231,10,244,3,245,..,53,3,54,0,58,..,92,3,96,0,97,..,44,0,43,0,43,..,223,14,235,0,235,..,660,38,696,3,695,..,210,15,229,3,229,..,63,13,71,0,71,..,54,9,62,0,62,..,13,0,13,0,13,..,7,0,7,0,7,..,45,3,53,0,53,..,28,3,35,0,35,..,66,9,71,0,73,..,0,0,0,0,0,..,23,0,26,0,26,..,27,0,27,0,27,..,83,3,93,0,93,..,26,0,31,0,31,..,8
20901,44089,..,..,..,..,44089,..,48,0,49,0,49,..,536,73,609,3,614,..,0,0,3,0,3,..,490,116,604,3,607,..,1465,489,1952,4,1958,..,89,41,130,0,137,..,2049,643,2693,4,2702,..,210,14,229,3,232,..,75,0,75,0,75,..,157,3,162,3,166,..,239,7,246,0,251,..,1087,133,1219,9,1226,..,39,0,40,0,40,..,356,7,368,4,370,..,150,3,155,0,158,..,201,12,212,0,212,..,103,0,105,0,105,..,175,7,182,0,182,..,1026,30,1052,3,1062,..,1497,141,1635,7,1647,..,137,18,148,0,148,..,75,12,92,3,89,..,374,32,405,0,408,..,52,0,53,0,53,..,244,38,287,4,287,..,110,6,116,0,116,..,117,15,138,0,138,..,31,5,31,0,31,..,116,16,137,0,139,..,66,0,66,0,66,..,60,11,68,0,66,..,85,0,86,0,85,..,52
20902,22717,..,..,..,..,22717,..,17,0,23,0,23,..,1613,319,1937,23,1960,..,6,0,6,0,6,..,420,204,624,5,628,..,1437,813,2248,12,2261,..,99,52,151,0,151,..,1954,1070,3021,22,3040,..,143,21,167,3,175,..,27,0,27,0,27,..,150,9,163,5,165,..,90,3,90,0,91,..,2080,445,2530,27,2554,..,213,12,230,0,227,..,764,26,791,10,802,..,623,45,672,10,680,..,220,3,223,3,220,..,403,31,435,4,442,..,567,38,600,3,609,..,2793,158,2948,32,2975,..,2775,573,3342,40,3387,..,82,10,97,0,97,..,51,18,68,0,69,..,720,138,859,8,866,..,91,13,104,3,102,..,172,53,218,3,224,..,41,3,49,0,49,..,27,6,37,0,37,..,29,0,29,0,32,..,81,31,107,0,107,..,100,3,103,0,103,..,93,5,98,0,98,..,138,0,145,3,146,..,58
20903,28116,..,..,..,..,28116,..,68,0,67,0,67,..,71,9,80,0,84,..,0,0,0,0,0,..,68,13,76,0,76,..,175,47,227,3,229,..,17,9,23,0,23,..,260,66,325,3,328,..,62,7,64,0,69,..,56,0,59,0,56,..,75,8,76,0,81,..,145,3,149,3,150,..,253,14,268,3,264,..,0,0,0,0,0,..,48,0,47,0,52,..,33,5,37,0,37,..,34,0,34,0,35,..,18,3,18,0,18,..,13,0,18,0,18,..,147,13,155,3,155,..,527,20,548,3,555,..,39,6,44,0,44,..,12,0,11,0,11,..,135,3,142,4,146,..,35,0,35,0,35,..,51,3,60,0,60,..,34,3,39,3,38,..,20,3,25,0,25,..,0,0,0,0,0,..,49,0,51,0,51,..,10,0,10,0,10,..,15,0,16,0,16,..,7,0,8,0,8,..,5
20904,56637,..,..,..,..,56637,..,101,3,103,0,103,..,4256,747,5006,65,5066,..,5,0,5,0,5,..,553,232,782,11,793,..,1522,709,2230,20,2251,..,255,96,349,0,348,..,2326,1036,3357,34,3388,..,335,67,403,5,403,..,36,0,35,0,32,..,151,10,160,0,156,..,118,0,116,4,119,..,2934,562,3494,33,3528,..,197,6,207,4,209,..,1750,84,1839,19,1855,..,3231,299,3534,45,3575,..,957,61,1014,7,1024,..,597,41,641,9,653,..,763,55,818,6,826,..,7500,554,8051,87,8141,..,3933,621,4547,90,4643,..,62,13,75,0,75,..,91,28,122,0,117,..,4266,761,5023,66,5088,..,406,30,439,5,440,..,498,219,717,8,726,..,119,12,129,6,130,..,71,11,80,0,81,..,366,32,399,11,412,..,308,62,365,3,369,..,359,15,376,3,380,..,177,18,196,0,196,..,453,15,467,3,470,..,151
