SA3_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
20402,0,0,0,0,0,3,102,9,0,3,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,94,10,11,3,0,0,0,3,0,4,119,3,0,0,0,0,0,0,0,0,0,3,571,27,15,3,0,0,0,7,0,22,650,673,3,8,3,5,0,0,0,3,26,720,149,0,0,0,0,0,0,0,0,3,156,23,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,8,186,3,0,0,0,0,0,0,0,0,3,6,856,3,11,3,8,0,0,6,3,39,918,298,0,0,0,0,0,0,0,0,6,311,111,0,0,0,0,0,0,0,0,3,116,40,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,3,146,4,0,0,3,0,0,0,0,6,161,5,0,0,0,0,0
20403,0,0,0,0,0,3,217,3,0,10,0,3,3,0,3,0,4,25,6,0,0,0,0,0,0,0,0,0,6,188,15,20,3,3,3,0,3,0,6,242,3,0,0,0,0,0,0,0,0,5,6,1034,38,37,8,5,3,0,3,0,40,1175,1049,15,8,6,0,3,0,0,0,48,1126,298,3,0,3,0,0,0,0,0,8,307,32,0,14,5,0,0,0,3,3,3,50,8,0,0,0,0,0,0,0,0,0,9,331,3,14,3,0,0,0,3,3,10,368,4,0,0,0,0,0,0,0,0,0,4,1383,18,19,6,0,3,0,3,4,59,1498,462,13,0,0,0,0,0,0,0,18,495,263,0,0,0,0,0,0,0,3,13,281,47,0,3,0,0,0,0,0,0,5,56,7,0,0,0,0,0,0,0,0,0,7,313,0,4,0,0,0,0,0,3,20,338,3,0,0,0,0,0
20501,0,3,0,0,0,7,154,10,0,0,0,0,0,0,0,4,3,9,3,0,0,0,0,0,0,0,0,0,3,140,5,3,3,0,3,0,0,4,11,170,0,0,0,0,0,0,0,0,0,0,5,854,38,26,6,3,4,0,0,4,28,959,991,15,5,5,3,3,0,0,0,29,1054,156,3,3,0,0,0,0,0,0,6,165,13,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,167,4,3,0,0,0,0,3,0,4,188,0,0,0,0,0,0,0,0,0,0,0,1159,15,8,5,3,3,0,4,0,37,1237,482,3,0,0,0,0,0,0,0,14,499,133,0,0,0,0,0,0,0,0,5,135,32,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,3,167,0,0,0,0,0,0,0,0,6,174,3,0,0,0,0,0
20502,0,0,3,0,0,6,130,6,0,6,0,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,109,7,8,0,4,0,3,0,0,10,144,0,0,0,0,0,0,0,0,0,0,0,801,28,25,3,6,3,3,0,0,37,904,1127,14,14,0,0,0,0,3,0,43,1200,139,0,0,0,0,0,0,0,0,13,160,10,4,0,0,0,0,0,0,0,4,22,6,0,0,0,0,0,0,0,0,0,6,163,7,0,0,0,0,0,0,0,13,188,4,0,0,0,0,0,0,0,0,3,4,1298,19,12,0,0,0,0,0,0,63,1399,607,11,3,0,0,0,0,0,0,30,657,129,0,0,0,0,0,0,0,0,11,139,9,0,0,0,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,0,0,5,139,0,0,0,0,0,0,0,0,7,153,6,0,0,0,0,0
20503,0,0,0,0,0,7,193,14,0,0,0,0,4,0,4,6,3,29,3,0,0,0,0,0,0,0,0,0,3,182,5,9,0,0,4,3,4,6,13,224,7,0,0,0,0,0,0,0,0,0,5,1370,35,31,10,4,3,4,7,7,55,1521,1702,14,11,0,3,0,0,3,0,67,1801,286,3,0,0,0,0,0,0,0,9,294,27,0,0,0,0,0,0,4,0,3,32,7,0,0,0,0,0,0,0,0,0,7,312,3,3,0,0,0,0,4,0,9,336,8,0,0,0,0,0,0,0,0,0,7,2025,13,13,0,3,0,0,4,0,78,2148,850,4,0,0,0,0,0,0,0,35,893,200,3,0,3,0,0,0,0,0,7,207,32,0,0,0,0,0,0,0,0,0,35,8,0,0,0,0,0,0,0,0,0,7,239,3,0,3,0,0,0,0,0,11,253,4,0,0,0,0,0
20504,0,0,0,3,0,11,348,29,3,9,0,6,4,4,0,0,5,59,3,0,0,0,0,0,0,0,0,0,4,330,24,24,6,4,5,3,3,0,16,414,8,0,0,0,0,0,0,0,0,0,4,1372,55,53,13,11,9,3,8,6,58,1580,1536,9,10,6,0,0,0,0,0,49,1613,414,4,0,0,0,0,0,0,0,13,437,55,5,5,4,0,0,0,0,0,0,69,3,0,0,0,0,0,0,0,0,0,3,470,6,6,4,0,0,0,0,0,14,508,4,0,0,0,0,0,0,0,0,4,8,2019,20,15,6,0,0,0,0,0,65,2128,768,9,0,0,0,0,0,0,0,26,804,375,0,3,0,0,0,0,0,0,15,394,107,0,5,0,0,0,0,0,0,6,120,7,0,0,0,0,0,0,0,0,0,7,495,0,3,0,0,0,0,0,0,25,524,10,0,0,0,0,0
20505,0,0,0,3,0,5,124,6,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,103,12,4,3,0,3,0,3,0,9,144,0,0,0,0,0,0,0,0,0,29,30,693,26,27,7,0,3,0,10,4,65,844,738,12,3,0,0,0,0,3,0,30,789,116,4,0,0,0,0,0,0,0,0,129,9,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,129,4,0,0,0,0,0,0,0,7,144,4,0,0,0,0,0,0,0,0,3,10,873,14,10,0,0,0,0,3,0,36,940,321,10,3,0,0,0,0,0,0,11,351,80,0,0,0,0,0,0,0,0,0,79,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,3,99,3,0,0,0,0,0
20601,6,7,3,6,4,31,1419,353,15,19,7,6,8,5,4,9,30,452,13,0,0,0,0,0,0,0,0,3,12,1683,36,43,6,8,11,12,10,9,66,1887,0,0,0,0,0,0,0,0,0,0,0,2459,64,63,6,12,12,12,14,16,91,2749,546,8,5,0,0,0,0,0,3,11,584,1395,11,8,4,0,0,0,0,0,47,1469,717,16,13,0,3,0,0,0,6,21,777,9,0,0,0,0,0,0,0,0,0,10,2127,29,21,3,3,3,4,3,4,65,2262,4,0,0,0,0,0,0,0,0,3,7,2682,35,31,4,3,3,0,4,10,87,2850,213,3,5,0,0,0,0,0,0,12,234,1093,3,3,0,0,0,0,0,0,25,1134,1259,13,4,0,0,0,0,0,0,34,1311,19,0,0,0,0,0,0,0,0,5,24,2373,13,5,0,3,0,0,0,0,63,2464,3,0,0,0,0,0
20602,0,0,0,3,0,21,644,156,8,8,3,4,0,0,3,0,6,190,4,0,0,0,0,0,0,0,0,0,9,768,23,13,3,3,0,0,4,0,25,841,3,0,0,0,0,0,0,0,0,3,4,1362,31,22,7,5,0,5,7,4,36,1487,360,4,3,0,0,0,0,0,0,11,381,722,0,3,0,0,0,0,0,0,21,751,411,3,11,0,0,0,0,0,0,21,442,12,0,0,0,0,0,0,0,0,0,12,1150,3,14,0,3,0,0,0,0,44,1212,3,0,0,0,0,0,0,0,0,4,4,1508,10,16,0,8,0,3,0,0,57,1599,137,3,0,0,0,0,0,0,0,5,147,698,0,0,0,0,0,0,0,0,25,723,804,9,3,0,0,0,0,0,0,35,847,13,0,0,0,0,0,0,0,0,4,14,1511,9,3,0,0,0,0,0,0,61,1585,4,0,0,0,0,0
20603,4,3,0,0,0,24,890,203,22,34,9,9,6,4,10,9,18,332,11,0,0,0,0,0,0,0,0,3,11,1020,55,51,17,15,10,9,15,10,46,1239,0,0,0,0,0,0,0,0,0,0,3,1750,69,60,22,16,18,6,18,10,69,2042,632,6,6,0,0,0,0,0,0,22,672,738,9,0,0,4,0,0,3,0,23,782,258,19,17,4,4,0,3,4,8,13,336,14,0,0,0,0,0,0,0,0,0,14,1010,31,14,3,5,3,7,8,12,38,1123,0,0,0,0,0,0,0,0,0,0,4,1638,37,22,7,7,3,7,12,12,56,1798,232,3,0,0,0,0,0,0,0,0,242,560,0,3,0,0,0,0,0,0,10,571,501,12,11,0,0,0,0,0,0,12,541,9,0,0,0,0,0,0,0,0,0,9,1071,12,13,0,0,0,0,0,0,25,1120,0,0,0,0,0,0
20604,20,18,21,19,13,41,1099,272,60,86,18,24,34,31,31,27,55,633,3,3,0,0,0,0,0,0,0,3,11,1067,156,156,39,41,55,49,49,40,95,1746,0,0,0,0,0,0,0,0,0,5,5,2037,196,199,65,61,70,68,68,50,128,2936,809,21,15,0,5,0,3,0,6,19,881,549,35,13,7,3,12,5,8,3,19,656,227,28,28,5,11,9,3,11,9,33,366,9,0,0,0,0,0,0,0,0,0,12,781,64,44,17,12,23,12,21,8,55,1031,3,0,0,0,0,0,0,0,0,7,8,1598,85,60,17,15,24,9,19,19,78,1919,281,4,3,0,0,0,0,0,0,12,307,260,8,3,0,0,0,0,0,0,10,284,274,33,17,3,0,3,0,0,3,14,346,6,0,0,0,0,0,0,0,0,0,6,539,40,21,3,0,5,4,0,5,26,641,5,0,0,0,0,0
20605,5,9,10,9,3,27,949,120,18,7,5,3,6,3,4,8,17,199,7,0,0,0,0,0,0,0,0,0,8,933,66,38,14,6,14,15,16,13,46,1161,3,0,0,0,0,0,0,0,0,6,14,2408,145,85,35,23,32,31,31,18,93,2910,1273,37,21,3,0,3,4,3,0,35,1377,793,13,8,3,0,4,7,3,0,13,844,244,3,19,6,3,3,0,5,4,18,296,9,0,0,0,0,0,0,0,0,0,7,1040,19,25,8,3,4,3,8,4,35,1148,3,0,0,0,0,0,0,0,0,3,7,2320,56,47,11,3,11,12,10,3,72,2534,387,9,0,0,0,0,0,0,0,16,420,486,3,4,0,0,0,0,0,0,17,512,510,17,17,0,3,0,0,0,0,9,562,5,0,0,0,0,0,0,0,0,0,6,1001,25,20,0,8,3,0,0,0,30,1085,0,0,0,0,0,0
20606,7,3,0,5,0,14,662,101,16,28,3,3,3,5,6,6,10,192,3,0,0,0,0,0,0,0,0,0,3,674,60,46,3,7,8,8,11,14,28,858,0,0,0,0,0,0,0,0,0,0,3,1484,97,64,17,12,13,10,18,21,42,1782,930,10,10,0,3,0,3,0,0,25,980,533,19,3,0,0,0,0,0,0,12,568,202,6,15,0,6,3,4,3,3,6,253,8,0,0,0,0,0,0,0,0,0,14,747,24,15,0,7,3,4,3,5,22,831,3,0,0,0,0,0,0,0,0,0,3,1676,40,27,0,9,4,6,4,5,46,1812,421,3,3,0,3,0,0,0,0,12,449,341,5,4,0,0,0,0,0,0,6,362,472,7,12,0,6,0,0,0,0,16,518,8,0,0,0,0,0,0,0,0,0,8,824,12,19,0,6,0,0,0,0,25,882,3,0,0,0,0,0
20607,0,0,0,3,0,24,789,515,58,42,7,0,6,8,3,3,18,666,7,0,0,0,0,0,0,0,0,0,10,1244,89,55,4,3,6,5,8,3,44,1461,6,0,0,0,0,0,0,0,0,0,11,2202,124,72,9,7,15,12,13,9,58,2515,776,13,8,3,0,3,0,7,0,23,831,609,9,7,0,3,3,0,3,3,17,648,488,36,21,3,4,3,6,4,0,12,575,6,0,3,0,0,0,0,0,0,0,10,1109,40,29,3,3,4,7,5,3,34,1231,0,0,0,0,0,0,0,0,0,5,9,1879,54,38,11,3,7,7,11,3,59,2072,259,3,0,0,0,0,3,0,0,9,273,401,3,0,0,0,0,0,0,0,14,427,762,43,22,0,0,0,0,0,0,20,853,10,0,0,0,0,0,0,0,0,0,14,1175,44,22,0,0,0,0,0,0,41,1288,0,0,0,0,0,0
20701,5,8,10,4,8,44,2773,452,72,125,14,24,32,39,30,28,82,898,17,0,3,0,0,0,0,0,0,0,20,2949,202,200,27,33,39,49,30,30,135,3694,5,0,0,0,0,0,0,0,0,4,6,5402,343,265,41,48,43,62,35,35,199,6461,2252,34,21,0,0,3,0,8,5,35,2356,1921,27,24,5,5,3,9,4,0,30,2027,347,42,80,12,19,13,19,25,17,44,608,17,0,0,0,0,0,0,0,0,0,17,2281,67,103,18,27,15,27,28,14,71,2651,3,0,0,0,0,0,0,0,0,3,7,4532,102,121,18,26,24,27,35,24,108,5011,1042,16,11,7,0,0,6,0,0,40,1117,1180,13,6,0,0,0,0,3,0,38,1235,589,37,46,3,4,6,9,3,4,23,724,15,0,0,0,0,0,0,0,0,0,14,1781,49,53,8,8,5,8,6,4,61,1977,11,0,0,0,0,0
20702,14,15,18,10,3,65,3545,718,118,173,51,41,43,61,37,33,99,1368,26,3,0,0,0,0,0,0,0,0,31,3835,337,266,66,51,53,76,45,38,165,4944,0,0,0,0,0,0,0,0,0,4,6,4991,424,306,68,63,54,79,51,44,210,6288,1287,28,14,0,3,5,0,7,3,35,1374,2800,52,29,3,9,10,4,15,4,70,2984,773,59,98,20,22,14,27,16,11,38,1086,28,0,0,0,0,0,0,0,0,0,30,3595,106,126,27,29,22,31,33,15,112,4097,11,0,0,0,0,0,0,0,0,3,13,4891,136,143,29,34,31,32,36,15,149,5485,754,9,12,3,0,0,0,0,0,29,811,1895,17,16,0,0,3,4,3,0,58,1991,895,34,50,5,15,6,4,3,3,48,1060,30,0,0,0,0,0,0,0,0,5,34,2817,51,65,7,16,7,9,4,3,107,3083,0,0,0,0,0,0
20703,13,9,7,12,6,45,1979,529,111,164,45,60,48,61,62,40,102,1229,9,0,0,0,0,3,0,0,0,0,13,2216,258,206,57,80,64,70,74,51,141,3215,3,0,0,0,0,0,0,0,0,0,3,3389,306,240,62,82,72,71,77,55,175,4532,1124,15,13,3,0,0,3,3,0,18,1179,1285,36,27,12,8,5,3,9,6,37,1427,468,57,76,20,26,24,24,31,21,50,793,12,0,0,0,0,0,0,0,0,0,10,1761,93,104,27,29,30,30,33,25,94,2232,3,0,0,0,0,0,0,0,0,0,3,2894,108,112,29,30,30,28,39,25,112,3417,753,8,8,0,3,0,0,3,0,15,787,888,11,7,0,3,3,0,0,0,25,944,593,59,54,13,7,10,6,6,6,34,795,16,0,0,0,0,0,0,0,0,0,16,1490,69,62,15,13,9,6,5,6,67,1747,3,0,0,0,0,0
20801,3,5,11,3,4,13,1113,95,15,19,6,6,9,5,3,8,14,185,4,0,0,0,0,0,0,0,0,0,3,1076,65,52,19,10,16,14,5,13,29,1302,0,0,0,0,0,0,0,0,0,0,0,3078,194,129,27,28,29,35,20,18,61,3610,1891,40,30,6,3,4,0,3,3,43,2026,835,17,3,0,0,0,0,0,3,20,887,146,4,10,3,0,0,8,3,3,12,192,10,0,0,0,0,0,0,0,0,0,10,991,27,13,3,8,0,8,3,5,30,1087,3,0,0,0,0,0,0,0,0,0,3,2882,61,43,12,10,7,5,8,10,79,3112,888,21,16,0,0,0,4,0,0,25,963,581,7,0,0,0,0,0,0,0,20,613,211,6,10,3,3,0,3,0,0,11,253,7,0,0,0,0,0,0,0,0,0,4,790,19,9,3,3,0,3,0,0,34,867,8,0,0,0,0,0
20802,13,6,10,16,7,54,2679,336,45,77,34,25,31,23,36,24,65,699,12,0,0,0,0,0,0,0,0,0,17,2742,140,142,47,42,36,38,45,36,123,3398,5,0,0,0,0,0,0,0,0,4,13,5262,261,196,56,53,37,44,51,40,165,6173,2518,64,47,11,5,12,4,6,0,38,2702,2205,26,26,4,8,3,4,11,4,50,2340,571,26,59,16,15,15,9,8,15,32,763,19,0,0,0,0,0,0,0,0,0,30,2802,50,91,17,22,23,14,16,14,82,3131,10,0,0,0,0,0,0,0,0,4,15,5328,111,136,28,28,29,23,28,14,124,5847,1145,44,24,0,6,3,0,4,0,48,1281,1423,14,3,3,0,0,4,0,0,34,1477,891,37,31,5,5,5,3,0,0,32,1015,18,0,0,0,0,0,0,0,0,3,23,2339,55,38,4,5,5,3,0,0,68,2519,19,0,0,0,0,0
20803,5,9,7,6,3,33,1803,215,16,48,12,14,21,8,16,15,37,405,23,0,0,0,0,0,0,0,0,0,24,1847,98,97,21,17,28,20,27,14,71,2228,11,0,0,0,0,0,0,0,0,0,8,3895,210,164,32,27,34,21,31,21,104,4531,1991,22,40,8,10,11,4,6,3,42,2133,1222,23,12,3,3,0,0,4,3,40,1314,300,20,29,15,12,12,9,15,3,18,426,17,0,0,0,0,0,0,0,0,0,17,1536,49,41,19,12,9,7,22,3,54,1758,14,0,0,0,0,0,0,0,0,8,23,3540,66,83,31,20,18,11,24,11,111,3913,1062,22,16,3,0,3,0,5,3,25,1139,795,9,11,0,0,0,0,0,0,21,839,412,31,18,0,5,4,3,0,3,24,503,16,0,0,0,0,0,0,0,0,0,16,1218,41,30,3,5,6,3,4,0,52,1354,17,0,0,0,0,0
20804,4,0,4,0,3,13,473,60,3,13,4,6,0,0,12,0,16,109,0,0,0,0,0,0,0,0,0,0,0,468,24,24,3,10,3,6,12,3,29,584,0,0,0,0,0,0,0,0,0,0,3,1072,46,41,11,10,9,3,14,3,45,1246,557,8,4,0,4,0,0,0,0,10,589,363,7,5,0,0,0,0,3,0,8,386,96,4,7,0,5,0,0,0,0,6,129,5,0,0,0,0,0,0,0,0,0,5,464,8,10,3,4,0,0,3,3,13,513,0,0,0,0,0,0,0,0,0,0,0,1021,16,16,3,5,0,0,3,4,23,1104,245,0,3,0,0,0,0,0,0,4,255,284,5,0,0,0,0,0,0,0,9,302,220,4,0,0,0,0,0,0,0,4,228,4,0,0,0,0,0,0,0,0,0,4,507,7,0,0,0,0,0,0,0,13,533,0,0,0,0,0,0
20901,6,7,9,9,4,35,1780,227,20,44,12,12,12,13,13,19,31,395,8,0,0,0,0,0,0,0,0,6,15,1816,103,86,23,20,17,17,22,17,67,2189,0,0,0,0,0,0,0,0,0,0,3,3513,155,125,27,26,21,15,19,22,110,4042,1721,11,4,3,0,3,3,0,0,53,1809,1529,18,11,8,0,3,0,0,3,44,1622,251,22,38,16,8,12,0,11,5,26,384,17,0,0,0,0,0,0,0,0,0,18,1802,41,54,24,10,11,4,13,8,69,2030,3,0,0,0,0,0,0,0,0,5,5,3526,53,60,29,7,13,9,13,10,122,3847,798,6,9,0,0,0,0,0,0,23,843,1005,3,9,0,0,0,0,0,0,30,1043,375,19,14,4,3,3,0,3,0,23,449,7,0,0,0,0,0,0,0,0,0,6,1382,19,26,4,8,3,0,0,0,57,1500,3,0,0,0,0,0
20902,15,4,6,6,10,52,2126,633,53,62,26,10,29,20,19,33,50,934,14,0,0,0,0,0,0,0,0,3,23,2579,104,103,32,33,35,31,24,44,107,3082,0,0,0,0,0,0,0,0,0,3,7,3336,132,121,33,33,38,36,28,42,144,3942,617,6,10,0,0,0,0,6,3,25,656,2093,7,15,4,4,4,5,4,0,63,2195,882,33,37,3,0,10,15,15,4,30,1029,31,0,0,0,0,0,0,0,0,3,37,3008,44,55,9,3,10,21,20,4,96,3265,3,0,0,0,0,0,0,0,0,3,9,3630,47,57,9,3,10,21,19,3,126,3931,268,0,4,0,0,0,0,0,0,24,302,1619,3,3,0,0,0,0,0,0,55,1690,1326,19,9,0,3,0,0,4,5,87,1464,23,0,0,0,0,0,0,0,0,6,30,2971,20,15,0,3,0,0,4,5,154,3183,3,0,0,0,0,0
20903,0,0,0,0,0,10,537,24,3,7,3,0,0,3,3,3,8,58,8,0,0,0,0,0,0,0,0,0,9,520,33,25,4,0,0,7,4,3,13,607,0,0,0,0,0,0,0,0,0,0,0,1768,93,53,11,3,3,8,4,3,46,1992,1101,9,10,0,0,0,0,5,0,14,1142,426,4,3,0,3,0,0,0,0,6,445,29,3,3,0,3,0,0,5,4,3,51,9,0,0,0,0,0,0,0,0,0,9,461,11,9,0,3,0,0,5,4,10,497,0,0,0,0,0,0,0,0,0,3,3,1557,19,17,0,8,0,0,8,4,25,1640,359,9,6,0,0,0,0,0,0,14,389,189,0,0,0,0,0,0,0,0,8,207,56,3,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,244,3,0,0,0,0,0,0,0,12,269,3,0,0,0,0,0
20904,27,28,16,27,15,151,5651,1283,125,162,44,40,58,53,63,69,158,2050,57,3,0,0,0,0,0,0,0,12,72,6295,383,318,66,69,86,68,89,83,315,7767,11,0,0,0,0,0,0,0,0,9,17,8529,487,390,79,78,89,71,96,81,412,10307,1663,20,19,6,5,3,0,5,0,57,1787,3997,55,52,22,11,10,13,14,9,132,4312,1610,65,117,32,25,39,27,37,23,122,2100,64,0,0,0,0,0,0,0,0,13,77,5675,121,166,52,34,50,39,49,31,263,6488,9,0,0,0,0,0,0,0,0,8,21,7349,146,185,55,42,51,37,55,32,330,8290,644,4,9,0,0,0,0,0,0,33,702,1899,11,29,3,3,3,4,0,3,92,2047,1729,55,39,9,3,7,8,3,3,140,1993,38,0,0,0,0,0,0,0,0,10,44,3665,65,68,14,8,4,10,3,3,246,4088,9,0,0,0,0,0
