SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
201021011,1312,595,535,967,1335,1539,1247,509,238,8273,4,0,0,3,8,0,3,0,0,22,0,3,4,7,8,14,9,0,0,55,35,38,77,67,77,103,70,34,18,524,0,0,3,0,4,3,3,0,0,12,0,0,0,0,3,0,0,0,0,6,3,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,93,86,97,117,83,39,18,612,41,44,91,91,103,117,81,39,18,626,1352,636,626,1055,1442,1659,1329,547,260,8903
201021012,1055,581,389,690,962,809,603,209,62,5359,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,29,42,31,13,9,24,13,9,4,169,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,34,16,9,24,16,9,4,184,28,50,34,16,9,24,16,9,3,191,1084,625,424,704,976,834,618,215,63,5545
201031013,495,229,192,326,416,598,540,226,67,3090,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,8,17,16,10,12,12,20,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,16,11,13,16,22,4,0,97,7,17,16,12,13,14,17,4,0,107,504,246,205,338,430,613,560,229,67,3195
201031014,675,323,364,475,623,722,631,228,107,4146,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,19,19,23,26,13,8,31,12,7,165,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,24,26,13,19,38,11,7,174,19,22,24,30,13,19,36,11,7,179,693,348,385,504,630,740,665,242,114,4325
201031015,846,464,384,546,648,661,488,159,49,4252,0,3,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,13,18,10,23,15,13,5,3,3,105,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,13,23,19,18,4,3,3,123,19,24,13,22,17,23,5,3,3,128,869,487,396,573,666,682,491,163,52,4383
201031016,1205,784,618,712,901,1029,1124,785,326,7487,0,3,3,0,0,0,3,0,4,14,0,0,0,0,3,3,6,0,0,15,29,52,37,30,21,35,32,15,15,270,0,0,0,0,0,3,0,0,0,10,3,0,0,4,0,3,0,0,0,14,0,0,0,5,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60,42,35,27,50,40,19,15,326,39,65,45,39,28,50,45,18,20,346,1242,843,664,753,930,1077,1163,805,351,7830
201031017,779,448,334,451,765,928,804,354,105,4970,3,0,0,0,3,7,0,0,0,11,0,0,0,0,0,4,0,0,0,9,5,18,20,17,23,19,10,7,0,123,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,22,23,20,25,30,16,10,3,150,10,24,23,20,26,33,22,7,3,162,787,467,361,464,798,961,823,363,107,5129
202011018,2253,1851,1959,1612,1717,1694,1275,802,472,13636,4,0,3,3,3,0,0,0,0,11,4,7,16,5,18,4,8,3,0,68,77,173,190,121,92,126,94,74,70,1022,0,0,0,0,0,5,9,0,0,19,0,0,8,0,5,7,5,0,0,19,0,0,0,0,7,4,0,0,0,12,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,85,182,218,135,124,145,117,82,70,1152,85,185,222,136,122,145,120,82,68,1165,2339,2039,2185,1749,1842,1838,1396,878,541,14803
202011019,2331,1488,1486,1304,1352,1384,1105,649,234,11333,0,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,3,0,3,45,85,57,39,34,26,11,5,11,310,0,0,0,0,0,4,0,3,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,84,58,39,40,25,20,10,11,333,45,89,59,39,43,31,16,10,9,350,2376,1580,1552,1343,1392,1407,1126,660,242,11683
202011020,2058,1830,1352,1287,1604,1632,1351,948,566,12635,3,3,0,0,4,3,0,4,0,18,0,6,4,0,5,4,0,0,0,26,36,142,83,59,45,48,37,14,18,486,0,0,0,3,5,3,0,3,0,9,0,0,0,0,0,9,0,3,0,18,0,0,0,3,0,3,0,3,0,17,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,154,92,61,53,67,49,20,25,566,41,158,92,66,61,71,49,22,23,581,2098,1996,1449,1352,1663,1699,1404,968,593,13216
202011021,1618,1724,1127,1065,998,976,671,392,258,8830,0,3,0,0,0,0,0,0,3,6,0,23,3,0,0,3,3,0,0,41,19,214,57,13,25,17,11,10,6,375,5,3,0,3,0,3,3,0,0,15,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,254,62,19,25,23,15,12,7,439,27,256,63,24,25,23,15,12,5,451,1640,1978,1190,1087,1022,1000,688,406,267,9276
202011022,3317,2230,2612,2141,2131,2243,1927,1314,632,18555,3,3,4,3,0,3,3,0,0,24,0,0,3,0,4,3,7,0,0,29,98,117,92,61,79,69,30,24,13,586,3,3,7,0,6,3,7,0,0,25,0,3,0,5,0,0,3,0,0,16,0,0,3,0,0,4,0,0,0,14,0,0,0,0,6,0,9,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,104,128,110,68,95,87,56,26,14,689,108,132,112,69,99,86,56,26,14,704,3423,2359,2724,2215,2230,2331,1991,1338,651,19257
202011023,1285,578,531,755,713,541,304,88,24,4835,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,22,18,17,9,15,12,17,9,0,116,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,18,10,11,14,19,12,0,135,25,26,22,12,11,14,19,12,0,137,1310,604,556,766,730,564,319,101,22,4975
202011024,2128,1014,754,1228,1154,974,627,272,68,8214,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,8,23,36,13,17,11,22,10,4,7,140,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,17,17,12,30,17,6,7,167,27,41,17,17,13,31,17,6,7,173,2154,1055,777,1246,1165,1002,639,281,72,8384
202011025,2636,1462,1862,1355,1358,1236,785,376,109,11192,9,0,3,0,0,0,0,0,0,17,3,3,8,3,3,4,3,0,0,29,47,60,61,26,24,30,11,12,6,273,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,6,0,0,0,7,0,3,0,3,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,66,72,32,30,49,25,13,3,340,60,66,74,32,30,47,25,13,3,353,2695,1531,1937,1391,1396,1287,812,390,114,11545
202021026,1551,765,666,855,1120,984,648,204,43,6838,3,0,0,0,0,0,0,0,0,7,0,3,0,0,3,3,7,0,0,21,20,27,24,13,16,20,16,12,3,145,4,0,0,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,30,31,21,24,22,23,15,9,188,20,30,31,21,22,22,23,16,7,194,1577,797,696,875,1145,1007,675,216,54,7032
202021027,1547,893,1008,1241,1462,1479,1216,766,370,9980,0,0,0,3,0,0,0,0,0,11,0,0,3,0,3,7,4,3,0,19,26,60,43,40,45,55,57,38,20,372,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,43,47,52,68,66,38,19,431,31,61,43,48,56,68,68,38,20,439,1580,956,1049,1287,1515,1551,1288,809,386,10415
202021028,1219,682,474,846,1281,1540,1219,470,169,7891,3,4,0,0,0,0,3,0,0,23,0,0,3,0,0,4,0,0,0,7,17,40,25,30,33,42,44,13,3,246,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,31,35,32,52,44,14,3,271,24,44,33,35,34,51,52,14,3,296,1239,727,508,880,1316,1595,1268,485,176,8188
202021029,645,345,274,418,616,775,697,383,107,4254,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,15,18,25,19,7,21,24,12,0,140,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,25,25,13,22,27,9,0,162,15,19,25,25,13,28,30,10,0,168,664,362,295,439,629,802,724,392,110,4418
