SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
210011229,0,0,0,0,0,0,4,49,3,481,1026,351,25,24,15,18,3,9,7,10,10,4,125,2108,0,0,3,0,3,3,10,10,0,0,0,0,0,0,3,24,0,0,0,0,9,7,5,0,0,0,0,0,0,0,0,23,0,5,14,36,26,16,5,6,0,8,0,0,0,0,8,123,0,0,0,3,21,17,27,8,8,3,3,3,3,9,4,115,3,104,143,33,16,0,6,0,0,0,0,0,0,0,16,315,0,6,8,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,4,13,16,35,47,38,12,12,7,0,0,4,15,204,0,0,0,0,0,0,6,17,4,3,7,0,3,0,3,46,0,0,0,6,45,67,29,44,8,9,7,4,5,7,14,254,0,18,19,8,26,8,3,0,0,0,0,0,0,0,4,90,0,0,0,4,0,6,16,5,0,0,0,0,5,0,4,34
210011230,4,4,0,0,0,0,0,23,0,45,85,38,3,3,0,0,0,0,8,0,0,0,5,190,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,11,0,6,0,0,0,0,0,0,0,0,33,0,0,0,0,5,8,12,0,0,0,0,4,0,8,0,43,0,4,19,8,0,0,0,0,0,0,0,0,0,0,0,29,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,12,6,10,0,0,3,3,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,5,0,0,0,3,0,0,0,0,19,0,4,7,9,3,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,10
210011231,0,0,0,0,0,0,0,37,6,67,70,43,3,0,3,3,0,0,0,5,0,0,6,213,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,14,0,0,0,9,5,3,3,0,0,0,0,0,0,0,0,24,0,0,0,3,7,0,0,6,0,0,0,0,0,0,0,23,0,14,11,3,6,0,0,0,0,0,0,0,0,0,3,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,9,13,32,12,5,0,3,0,0,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,5,3,0,0,0,0,3,0,0,26,0,5,3,0,4,6,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3
210021232,0,0,3,0,0,0,0,38,0,26,30,21,0,0,0,0,0,0,0,3,0,0,3,79,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,16,0,25,22,9,3,4,0,0,0,0,0,0,0,0,3,59,0,16,15,0,3,4,0,0,0,0,0,0,0,0,0,43,0,0,5,10,26,35,32,32,0,3,6,3,5,0,11,175,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,18
210021233,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,9,10,3,10,3,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021234,4,0,0,0,0,0,0,13,0,4,11,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,7,9,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,12,15,10,6,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
210021235,0,0,0,0,0,0,0,20,0,6,34,15,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,13,10,0,3,0,0,0,0,0,0,0,0,0,40,0,9,16,3,0,3,0,3,0,0,0,0,0,0,0,37,0,0,4,9,21,20,21,5,3,3,0,3,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,0,4,0,0,0,0,14,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
210031236,0,0,0,0,0,0,0,19,11,100,197,94,6,5,4,0,0,3,3,3,0,0,41,462,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,47,25,16,9,3,3,0,0,0,3,7,136,0,0,0,0,3,5,14,14,3,4,6,3,0,7,0,57,0,10,11,8,0,3,0,0,0,0,0,0,0,0,0,29,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,9,15,23,23,32,10,8,0,4,3,4,4,132,0,0,0,0,0,6,4,17,9,15,13,13,9,10,4,95,0,0,0,0,9,12,3,20,3,9,6,7,3,0,0,76,0,3,0,4,4,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,4,7,3,0,0,3,7,3,0,0,28
210031237,0,0,0,0,0,0,0,13,13,296,581,247,40,14,10,4,3,4,11,11,3,4,84,1335,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,51,90,90,58,42,6,7,3,11,8,4,21,391,0,0,0,0,3,3,0,0,0,3,4,0,0,0,0,12,0,42,68,16,8,0,3,0,0,0,0,0,0,0,3,138,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,7,12,34,27,5,3,5,0,9,0,6,123,0,0,0,0,6,43,186,286,93,96,112,132,153,84,33,1233,0,0,0,0,8,47,19,32,7,3,16,8,8,3,6,154,0,8,8,0,3,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,4,3,6,0,0,4,5,0,0,0,0,21
210031239,0,3,0,0,3,0,0,54,8,220,393,185,14,12,9,11,3,6,7,3,6,0,38,917,0,0,0,3,0,3,14,14,0,0,0,0,3,0,7,48,0,0,0,0,0,4,20,19,3,12,4,0,0,0,0,71,0,0,0,53,65,49,36,10,0,3,0,0,0,3,17,233,0,0,0,0,4,15,25,38,3,8,3,0,5,7,0,114,0,39,48,12,5,3,0,0,0,0,0,0,0,0,8,111,0,5,6,0,0,3,3,0,0,0,0,0,0,0,0,15,0,3,3,7,33,34,73,65,18,16,13,17,15,7,10,324,0,0,0,0,4,4,29,77,29,31,31,43,44,34,9,332,0,0,0,5,15,28,16,33,10,12,9,30,21,18,11,212,0,13,11,5,21,13,0,3,0,3,0,0,0,0,4,73,0,0,0,4,4,3,9,12,0,0,0,0,3,0,3,40
210031438,9,0,0,0,3,0,0,40,5,205,358,158,28,8,4,13,3,8,3,0,3,0,78,873,0,3,0,0,0,3,14,9,0,0,0,0,0,0,0,29,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,35,0,0,0,73,99,97,81,64,13,18,23,15,17,4,14,520,0,0,0,0,4,8,24,22,13,16,8,7,10,8,3,136,0,90,85,25,7,0,0,0,0,0,0,0,0,0,7,222,0,3,13,0,3,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,28,26,77,38,12,17,20,6,3,3,8,240,0,0,0,0,0,3,69,182,73,107,96,128,115,74,35,887,0,0,0,3,25,50,36,52,9,14,8,26,27,8,5,264,0,23,27,6,12,24,4,5,0,0,0,0,0,0,3,108,0,0,0,0,0,3,10,3,0,0,0,0,0,3,0,27
210031439,0,0,0,0,0,0,0,4,0,15,22,13,0,0,3,0,0,0,0,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,3,9,3,3,0,0,0,0,0,0,0,0,0,3,17,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,3,3,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031440,0,0,0,0,0,0,0,7,3,89,176,96,8,5,3,3,0,0,0,3,0,0,17,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,32,48,38,41,38,6,7,10,3,3,0,3,238,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,22,0,41,41,20,3,0,0,0,0,0,0,0,0,0,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,13,14,6,5,0,0,0,3,0,3,62,0,0,0,0,0,5,12,27,8,13,19,9,18,6,0,114,0,0,0,0,8,3,3,3,0,0,0,0,5,0,0,35,0,0,3,0,7,3,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210041240,3,0,0,0,0,0,0,42,0,21,39,33,3,3,0,0,0,0,0,0,0,0,6,108,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,10,0,0,3,7,9,0,3,0,3,0,0,0,0,0,0,24,0,17,23,17,3,0,7,4,0,0,0,0,0,0,4,76,0,14,13,0,7,0,0,0,0,0,0,0,0,0,0,37,3,0,0,3,30,30,45,33,10,7,5,0,7,0,7,184,0,0,0,0,0,0,4,12,0,4,0,3,0,0,0,27,0,0,0,6,3,22,13,22,4,0,0,3,3,0,0,75,0,4,3,0,8,0,0,3,0,0,0,0,0,0,0,20,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8
210041241,7,3,0,0,0,0,3,98,0,40,64,43,4,0,9,8,0,0,0,0,3,0,10,175,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,3,11,8,0,3,4,0,0,0,0,0,0,0,34,0,0,0,4,10,13,15,0,0,0,6,0,4,0,0,53,0,27,54,24,10,3,0,0,0,0,0,0,0,0,10,130,0,34,28,5,3,4,3,3,0,0,0,0,0,0,0,83,0,3,4,24,62,62,134,88,26,15,18,9,15,11,14,497,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,25,0,0,4,6,12,31,50,31,9,8,9,14,16,8,9,205,0,3,4,6,10,3,6,3,0,0,0,0,0,0,0,40,0,0,4,4,0,6,10,8,0,0,0,0,0,0,0,33
210051242,0,0,0,0,0,0,3,16,0,19,45,30,3,3,0,0,0,0,0,0,0,0,3,112,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,3,0,0,3,0,3,16,0,0,0,49,94,90,127,104,10,16,33,19,14,13,29,590,0,0,0,0,5,3,3,3,0,0,0,0,0,3,17,46,0,11,19,12,0,0,0,0,0,0,0,0,0,0,3,48,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,12,29,31,34,5,11,14,5,4,4,8,162,0,0,0,0,0,0,16,79,46,42,59,96,83,67,24,516,0,0,0,0,20,47,33,41,10,6,18,17,16,3,3,213,0,4,4,0,3,11,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
210051243,0,0,0,0,0,0,0,10,0,79,173,96,9,3,3,3,0,0,0,0,0,0,12,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,101,181,160,149,81,20,23,26,20,15,13,60,850,0,0,0,0,0,5,0,3,0,3,0,0,0,3,0,21,0,37,81,21,0,0,0,0,0,0,0,0,0,0,9,152,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,19,36,29,6,25,10,9,3,3,9,167,0,0,0,0,0,8,42,62,24,35,35,58,43,25,11,342,0,0,0,0,12,43,16,26,0,0,7,3,0,3,3,123,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,22
210051245,0,0,0,0,0,0,0,39,0,97,275,138,17,7,7,0,0,0,0,0,3,0,33,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,58,75,45,42,21,3,0,0,0,0,0,15,258,0,0,0,4,9,13,3,0,0,7,0,0,4,0,0,45,0,49,86,38,7,6,0,0,0,0,0,0,0,0,0,187,0,10,7,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,11,18,29,51,17,9,19,12,19,8,0,18,216,0,0,0,0,0,0,9,3,0,0,0,3,0,0,0,23,0,0,4,17,26,59,19,42,7,8,10,11,13,11,7,214,0,5,3,4,11,7,0,3,0,0,0,0,0,0,0,35,0,0,0,0,3,9,8,0,0,0,0,0,9,0,0,26
210051246,0,3,0,0,0,0,4,23,0,127,337,199,30,3,9,8,0,6,0,0,0,0,29,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,3,57,52,67,26,15,3,3,0,4,5,3,8,246,0,0,0,0,4,8,7,8,0,0,0,0,0,0,3,32,0,23,63,35,11,11,8,0,0,0,0,0,0,0,7,152,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,3,0,3,17,22,35,8,3,4,3,5,14,11,3,125,0,0,0,0,0,10,13,18,0,3,0,12,0,3,0,57,0,0,0,0,19,53,29,34,3,0,0,0,0,0,3,144,0,0,4,3,15,9,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,8,21,3,0,3,4,0,0,0,0,36
210051247,0,0,0,0,0,0,6,7,0,0,28,31,0,3,0,0,0,0,0,0,0,0,10,81,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,113,112,90,82,12,8,11,15,8,6,35,551,0,0,0,0,3,4,3,3,0,0,3,0,3,0,0,19,0,9,22,21,4,0,0,0,0,0,0,0,0,0,0,63,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,3,13,24,56,23,0,0,15,13,4,3,8,156,0,0,0,0,0,14,37,48,11,18,11,16,15,4,4,173,0,0,0,10,11,68,17,17,3,11,3,3,11,3,3,164,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,7,5,0,4,0,0,0,0,0,17
210051248,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,0,0,0,0,0,0,0,11,0,34,68,59,22,3,4,8,0,0,0,0,0,0,11,211,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,3,0,3,0,14,0,0,6,64,98,91,99,72,10,10,14,13,5,3,20,505,0,0,0,3,0,5,8,10,3,0,0,0,0,0,0,31,0,16,20,10,7,3,0,0,0,0,0,0,0,0,3,62,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,26,106,49,17,16,16,11,12,9,11,275,0,0,0,0,0,6,55,50,19,33,20,16,3,9,3,221,0,0,0,6,28,193,117,64,4,9,9,7,11,5,10,453,0,0,0,4,4,21,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,30
210051250,0,0,0,0,3,0,0,8,0,50,91,73,7,0,3,0,0,3,0,0,5,0,6,234,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,21,22,5,7,0,3,0,0,8,0,6,101,0,0,0,0,0,7,5,15,0,0,3,0,0,0,0,32,0,19,24,14,4,0,0,0,0,0,0,0,0,0,0,69,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,11,16,35,23,18,3,9,13,4,0,3,128,0,0,0,0,3,0,3,9,0,6,3,8,0,3,0,41,0,0,0,4,15,8,6,21,0,13,3,0,3,0,0,76,0,5,0,7,5,3,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
210051441,3,3,0,0,3,0,0,15,0,7,51,45,0,4,4,3,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,13,8,0,3,0,0,3,0,0,48,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,0,18,23,16,0,4,0,0,0,0,0,0,0,0,0,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,12,44,61,31,12,9,22,23,9,4,13,231,0,0,0,0,0,0,8,11,0,4,0,3,12,15,0,47,0,0,0,0,8,27,25,12,3,8,3,3,0,0,0,86,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,18
210051442,0,0,0,0,0,0,0,3,0,6,36,63,10,3,0,4,0,0,0,0,0,0,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,16,11,5,0,3,3,0,0,0,74,0,0,0,0,0,3,16,7,0,5,0,0,0,0,3,32,0,8,24,5,3,0,0,0,0,0,0,0,0,0,3,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,32,76,69,19,22,19,16,18,3,14,314,0,0,0,0,0,6,34,52,9,19,19,16,22,7,0,186,0,0,0,0,11,45,83,79,9,4,7,9,10,3,3,260,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,9,15,3,0,0,0,0,0,0,42
210051443,0,0,0,0,0,0,0,5,0,15,67,82,0,0,10,3,0,0,3,0,0,0,7,186,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,12,0,0,3,12,14,22,15,19,0,5,0,0,0,8,3,106,0,0,0,4,4,5,4,9,0,3,7,0,4,0,0,41,0,15,27,21,6,8,5,0,0,0,4,0,0,0,6,89,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,8,22,44,96,70,26,23,25,15,14,6,24,368,0,0,0,0,0,4,34,31,4,16,11,11,5,10,4,131,0,0,0,0,13,75,57,74,22,18,12,10,9,0,3,306,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,17,18,3,3,0,0,0,7,0,49
210051444,0,0,0,0,0,0,0,8,0,8,30,30,3,3,3,4,0,3,0,0,0,0,3,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,15,9,11,17,11,3,5,3,4,0,0,4,85,0,0,0,0,0,3,5,16,7,3,7,7,8,0,0,54,0,17,12,9,3,0,3,0,0,0,0,0,0,0,3,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,9,30,94,95,37,34,63,53,44,16,25,502,0,0,0,0,0,3,58,72,14,22,16,34,34,15,0,272,0,0,0,3,7,31,64,140,5,8,13,12,3,6,3,298,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,10,14,12,4,10,7,0,0,66
210051445,0,4,0,0,0,0,0,12,0,12,27,28,0,3,0,0,0,0,0,0,0,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,15,13,11,5,3,3,0,0,6,70,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,12,0,0,0,0,3,6,6,23,0,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,8
211011251,3,3,0,0,0,0,0,29,0,7,14,21,3,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,4,12,4,3,7,0,0,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,16,26,32,31,10,10,5,14,9,3,0,161,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,28,11,8,0,0,0,0,0,0,0,5,0,0,77,0,0,6,8,19,29,34,30,9,0,6,0,3,0,5,153,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,19,0,0,0,0,11,39,43,32,18,19,13,0,7,7,3,186,0,9,14,4,5,19,3,3,0,0,0,0,0,0,0,61,0,0,0,0,5,8,9,10,0,0,0,0,0,0,0,42
