SA2_MAINCODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
214011376,..,12,16,15,22,10,3,0,0,76,..,7,29,28,34,59,58,33,9,261,14,25,15,10,7,11,14,3,0,106,1435,830,908,1047,980,616,354,116,29,6313,..,12,807,1485,1271,908,482,132,9,5101,..,87,366,248,202,90,27,3,0,1023,..,20,66,108,187,74,20,11,8,490,2916,..,..,..,..,..,..,..,..,2916,..,774,..,..,..,..,..,..,..,774,..,533,245,51,21,5,0,0,0,862,..,60,41,19,32,39,32,28,19,264,..,32,34,14,23,5,5,0,0,113,..,32,35,22,38,22,8,6,0,165,..,10,66,86,98,111,94,49,12,521,32,52,38,22,18,14,19,4,0,209,2950,1610,1689,2061,1896,1271,693,230,49,12445
214021377,..,7,21,10,21,24,18,6,0,113,..,17,32,37,70,145,175,140,81,698,16,23,21,11,22,25,28,14,0,162,726,451,472,566,708,824,817,428,142,5138,..,13,306,585,672,924,1085,536,96,4217,..,62,190,171,216,114,81,26,6,856,..,7,48,121,152,61,30,30,25,474,1462,..,..,..,..,..,..,..,..,1462,..,429,..,..,..,..,..,..,..,429,..,277,151,54,38,23,5,0,0,548,..,20,9,9,17,24,18,24,7,135,..,20,22,10,17,5,0,0,0,76,..,23,49,30,37,48,37,11,0,239,..,26,69,95,183,247,298,210,111,1240,37,43,48,29,46,41,45,22,3,312,1497,923,888,1110,1386,1490,1598,849,254,9987
214021378,..,3,0,0,3,8,5,0,0,18,..,7,3,3,26,57,65,46,18,221,7,16,4,4,6,11,3,4,3,62,349,200,112,232,391,447,365,156,38,2294,..,0,79,289,455,612,513,200,39,2187,..,11,48,70,127,78,46,12,6,393,..,0,3,27,48,26,13,11,6,134,741,..,..,..,..,..,..,..,..,741,..,247,..,..,..,..,..,..,..,247,..,120,68,28,15,9,0,0,0,232,..,11,3,0,3,3,11,7,10,54,..,7,0,3,9,0,0,0,0,18,..,6,3,4,9,18,10,0,0,49,..,8,4,9,49,116,109,65,29,405,12,33,13,7,13,30,5,5,4,131,755,442,224,432,725,891,717,311,92,4581
214021379,..,27,18,29,22,36,25,10,0,167,..,19,73,63,136,254,331,226,92,1196,34,56,37,16,19,22,38,20,6,250,1888,1031,1216,1197,1381,1369,1156,592,160,9993,..,47,756,1235,1426,1551,1333,634,115,7085,..,201,605,439,333,230,85,22,4,1920,..,37,161,243,321,167,65,37,19,1044,3737,..,..,..,..,..,..,..,..,3737,..,833,..,..,..,..,..,..,..,833,..,737,336,103,58,23,5,0,0,1259,..,61,66,20,33,61,43,41,11,341,..,60,42,20,19,16,6,3,0,161,..,47,44,47,72,79,68,18,3,381,..,57,156,175,323,465,505,352,131,2170,69,107,70,53,46,43,58,31,9,501,3805,2190,2235,2337,2615,2639,2164,1142,305,19426
214021380,..,34,55,16,29,33,37,20,0,226,..,18,65,87,163,310,524,492,232,1898,28,45,43,24,24,33,52,24,11,291,1754,1079,1052,1471,1528,1455,1746,1121,392,11600,..,20,666,1623,1625,1571,1882,1092,243,8707,..,105,480,355,302,209,141,40,11,1637,..,18,96,272,377,159,81,71,45,1114,3599,..,..,..,..,..,..,..,..,3599,..,1020,..,..,..,..,..,..,..,1020,..,660,330,134,103,59,12,0,0,1307,..,87,48,20,24,49,45,44,30,353,..,53,46,15,12,6,3,8,0,140,..,69,131,37,52,62,68,36,3,454,..,30,156,212,330,492,729,621,321,2895,68,84,88,55,35,58,81,41,19,527,3667,2156,2047,2729,2858,2668,3032,1946,671,21763
214021381,..,8,3,8,15,14,11,3,3,63,..,10,21,22,60,113,199,195,92,716,9,22,16,12,6,17,18,14,5,119,1767,894,457,1172,1392,1138,956,523,182,8475,..,12,367,1627,2095,1622,1339,620,121,7799,..,26,103,202,231,141,68,15,3,796,..,7,11,98,160,74,39,35,25,458,3585,..,..,..,..,..,..,..,..,3585,..,1219,..,..,..,..,..,..,..,1219,..,477,262,76,65,28,3,0,0,908,..,45,14,0,7,15,30,19,35,170,..,45,19,12,6,9,3,3,0,88,..,14,12,18,18,28,26,8,6,132,..,16,42,57,114,176,275,255,126,1048,29,39,46,26,17,25,30,15,4,230,3615,1896,880,2110,2717,2124,1810,977,313,16444
214021382,..,7,17,0,14,14,16,4,0,69,..,15,29,37,64,169,244,178,122,861,24,20,14,7,12,22,31,10,9,150,1839,869,633,1271,1432,1054,1002,512,203,8815,..,15,508,1719,1965,1375,1273,620,139,7617,..,55,225,331,278,156,90,36,3,1169,..,10,32,134,236,99,30,22,22,585,3779,..,..,..,..,..,..,..,..,3779,..,1060,..,..,..,..,..,..,..,1060,..,558,229,66,39,18,0,0,0,907,..,28,16,9,14,16,21,18,20,142,..,24,15,12,10,6,0,0,3,83,..,21,33,10,25,24,23,8,0,144,..,25,60,79,134,241,318,255,173,1283,48,51,34,23,27,34,45,20,12,294,3827,1852,1155,2384,2733,1968,1795,983,365,17071
214021383,..,15,25,19,21,27,30,3,0,137,..,16,34,56,113,213,314,205,120,1062,18,36,19,25,29,59,53,36,13,280,1198,568,660,890,968,1172,1327,614,215,7615,..,18,404,868,957,1293,1666,755,149,6104,..,71,335,270,287,200,111,28,0,1312,..,17,73,185,201,99,50,42,28,689,2387,..,..,..,..,..,..,..,..,2387,..,543,..,..,..,..,..,..,..,543,..,357,189,90,70,42,3,0,0,747,..,37,27,13,16,22,34,29,35,218,..,32,25,9,8,7,4,0,0,85,..,32,53,37,43,57,58,27,3,303,..,41,86,169,276,422,539,368,178,2086,45,68,73,50,73,103,117,55,14,601,2439,1210,1253,1694,1926,2243,2589,1306,414,15074
214021384,..,21,24,16,47,62,37,22,0,228,..,25,58,55,136,309,462,476,340,1861,31,36,32,24,19,36,43,24,7,246,1397,816,907,1002,1184,1402,1527,1148,545,9932,..,32,641,943,1100,1388,1633,1106,365,7197,..,149,386,290,244,215,128,36,6,1471,..,30,113,236,289,150,87,73,42,1023,2778,..,..,..,..,..,..,..,..,2778,..,641,..,..,..,..,..,..,..,641,..,551,263,135,103,61,7,0,0,1125,..,53,37,22,32,47,49,54,32,327,..,46,34,20,28,11,4,4,0,153,..,39,53,38,78,116,67,40,11,443,..,52,128,158,321,526,716,696,499,3098,75,76,69,50,50,62,73,53,14,522,2851,1677,1734,1884,2251,2579,2774,2069,966,18782
214021385,..,24,19,7,19,23,6,5,3,114,..,28,50,47,87,169,164,150,72,776,28,46,30,15,14,17,15,8,3,168,1477,1137,1056,1060,1368,1206,763,389,137,8586,..,31,729,1114,1558,1512,1028,382,76,6435,..,147,520,330,307,196,60,16,0,1579,..,28,95,200,270,139,54,34,28,854,3030,..,..,..,..,..,..,..,..,3030,..,962,..,..,..,..,..,..,..,962,..,833,398,117,72,28,3,0,0,1447,..,72,44,14,30,37,50,45,19,320,..,71,47,21,23,21,11,0,0,194,..,41,52,17,35,52,21,13,3,227,..,46,111,132,206,303,245,200,96,1332,54,95,73,30,20,38,27,11,7,351,3081,2325,2064,1981,2515,2331,1495,700,233,16727
215011386,..,33,23,3,17,14,8,3,3,112,..,10,36,26,71,90,114,137,73,559,9,12,7,4,13,12,15,8,4,82,552,386,361,367,519,473,426,281,105,3480,..,8,213,356,517,567,509,261,59,2486,..,99,189,113,110,59,29,4,0,608,..,11,57,80,115,38,25,18,11,352,1142,..,..,..,..,..,..,..,..,1142,..,258,..,..,..,..,..,..,..,258,..,236,66,40,26,12,0,0,0,387,..,46,14,6,10,17,16,17,3,136,..,27,26,0,5,0,0,0,0,56,..,64,63,28,36,45,25,10,3,277,..,32,84,84,156,178,199,173,107,1022,18,35,34,15,23,19,19,17,7,190,1159,822,735,724,997,947,828,502,190,6903
215011387,..,0,6,3,4,6,5,0,0,24,..,4,3,8,9,27,32,18,11,114,0,4,7,3,4,14,5,0,0,40,260,85,107,160,169,248,164,74,29,1303,..,8,106,198,212,339,241,115,17,1226,..,12,34,47,49,32,12,3,0,194,..,0,7,23,19,8,3,3,10,78,507,..,..,..,..,..,..,..,..,507,..,79,..,..,..,..,..,..,..,79,..,58,26,10,12,12,0,0,0,117,..,5,4,3,0,3,6,3,3,28,..,0,7,0,3,0,0,0,0,12,..,0,4,7,7,9,11,0,0,40,..,8,19,19,42,92,75,46,20,316,4,7,19,6,5,21,14,3,3,83,507,179,233,312,350,514,359,174,56,2687
215011388,..,92,49,7,16,15,10,0,0,183,..,55,109,69,114,224,229,299,171,1270,27,37,30,11,9,32,30,12,12,196,1382,900,975,881,951,985,774,590,255,7697,..,37,677,988,1128,1146,914,556,142,5582,..,225,448,190,139,113,32,4,3,1153,..,46,133,196,177,85,29,30,28,712,2879,..,..,..,..,..,..,..,..,2879,..,570,..,..,..,..,..,..,..,570,..,448,144,39,52,35,7,0,0,721,..,68,36,14,14,25,20,21,6,220,..,53,16,7,15,4,0,0,0,100,..,158,112,16,30,24,14,4,3,365,..,111,230,163,235,393,359,390,211,2097,49,71,69,28,28,47,46,24,12,378,2928,1790,1865,1644,1819,1869,1422,1033,406,14779
215011389,..,3,8,0,0,3,0,0,0,13,..,0,7,8,25,34,24,20,14,135,3,9,3,3,3,10,3,9,0,38,306,138,131,200,230,232,153,68,26,1478,..,3,126,243,338,334,249,80,16,1393,..,27,52,48,43,34,7,0,0,203,..,3,10,21,30,18,3,4,8,89,629,..,..,..,..,..,..,..,..,629,..,130,..,..,..,..,..,..,..,130,..,99,31,19,5,7,3,0,0,163,..,6,3,0,3,3,0,3,3,25,..,3,0,3,3,3,0,0,0,14,..,5,6,3,3,5,5,0,0,28,..,8,18,34,61,100,52,34,24,329,16,23,8,5,6,15,9,8,0,94,638,302,258,381,494,517,322,140,49,3106
215011390,..,15,14,6,7,10,8,3,0,65,..,15,19,12,42,80,96,104,78,454,11,10,4,8,12,20,20,15,0,94,489,304,283,291,459,491,389,255,134,3081,..,19,244,364,561,642,493,270,79,2677,..,62,117,58,64,51,24,4,0,386,..,3,19,43,54,25,20,11,16,201,988,..,..,..,..,..,..,..,..,988,..,276,..,..,..,..,..,..,..,276,..,159,46,23,21,20,3,0,0,276,..,20,10,6,14,19,14,11,4,91,..,10,9,3,10,4,3,0,0,39,..,35,24,17,21,19,27,5,0,147,..,35,68,50,109,191,192,158,108,921,24,24,22,18,23,28,30,23,5,189,1008,641,564,589,879,1003,795,482,219,6183
215011391,..,3,3,0,3,14,9,3,0,34,..,0,11,13,32,47,69,55,44,270,3,3,3,4,3,5,9,4,0,33,232,131,123,152,231,253,231,118,62,1540,..,7,95,141,256,333,282,121,32,1267,..,32,69,41,42,25,29,8,0,226,..,3,14,24,43,7,9,7,3,119,448,..,..,..,..,..,..,..,..,448,..,128,..,..,..,..,..,..,..,128,..,74,28,22,19,3,3,0,0,149,..,10,3,7,6,4,7,3,3,40,..,3,3,3,0,0,3,0,0,12,..,8,5,8,11,21,12,4,0,72,..,13,33,39,69,116,130,83,54,543,12,13,3,4,5,12,5,10,0,63,463,283,254,285,445,520,485,232,93,3061
215011392,..,29,31,12,17,16,8,0,0,113,..,11,42,32,59,110,127,122,75,571,9,16,15,3,20,14,12,8,4,106,547,366,352,418,557,557,458,256,108,3622,..,20,222,448,611,679,582,255,62,2871,..,89,147,108,104,68,40,5,3,559,..,18,41,66,79,37,24,15,12,290,1127,..,..,..,..,..,..,..,..,1127,..,290,..,..,..,..,..,..,..,290,..,176,84,48,24,21,0,0,0,347,..,43,16,9,10,21,16,4,6,116,..,23,22,4,4,3,0,0,0,60,..,72,76,28,36,40,13,4,0,274,..,32,79,92,149,215,223,170,102,1059,25,22,32,13,28,35,25,20,9,206,1146,787,713,810,1042,1119,929,479,179,7209
215011393,..,4,0,3,5,4,0,0,0,15,..,4,3,4,24,39,54,45,20,193,6,4,3,3,3,4,6,7,0,32,230,105,119,115,187,181,165,100,29,1236,..,6,114,131,234,250,181,122,17,1053,..,17,52,40,45,34,14,0,0,206,..,0,9,22,17,11,8,3,3,72,443,..,..,..,..,..,..,..,..,443,..,82,..,..,..,..,..,..,..,82,..,59,9,7,5,8,0,0,0,93,..,13,3,0,4,7,4,3,3,38,..,4,3,0,3,0,3,0,0,13,..,5,5,6,6,10,4,0,0,32,..,20,19,20,49,86,100,74,34,397,11,10,8,9,6,7,15,9,3,77,451,222,225,235,375,404,327,210,61,2505
215011394,..,12,15,3,14,11,9,0,0,55,..,7,15,16,43,83,99,99,77,439,9,14,3,3,6,13,11,10,7,81,447,266,249,265,432,459,382,238,118,2851,..,3,189,301,523,635,482,257,70,2469,..,62,96,53,69,33,21,0,0,339,..,14,33,61,59,29,19,22,15,244,956,..,..,..,..,..,..,..,..,956,..,248,..,..,..,..,..,..,..,248,..,141,71,23,34,12,0,0,0,284,..,16,3,0,5,12,16,4,3,57,..,14,7,3,3,0,0,0,0,28,..,31,25,10,20,23,11,3,3,125,..,28,53,48,108,210,197,169,113,928,17,28,15,4,18,24,18,16,7,148,973,584,506,508,840,980,766,480,208,5828
215021395,..,8,3,4,6,3,6,3,0,37,..,6,8,12,22,57,48,56,26,231,3,12,14,0,3,5,11,5,0,55,641,359,288,408,512,410,282,170,41,3120,..,13,254,519,687,600,430,191,29,2728,..,52,132,107,88,59,27,4,0,473,..,11,33,47,73,23,15,12,3,207,1323,..,..,..,..,..,..,..,..,1323,..,362,..,..,..,..,..,..,..,362,..,261,84,32,24,14,0,0,0,409,..,22,11,0,12,15,12,14,10,89,..,26,13,4,8,3,0,0,0,50,..,23,15,9,14,10,13,3,0,82,..,14,23,38,72,122,94,86,35,485,8,22,21,12,12,16,14,8,0,116,1333,796,586,766,993,858,614,310,77,6327
215021396,..,4,5,0,9,5,3,0,0,32,..,6,11,4,20,46,40,43,16,188,7,13,12,0,6,9,8,4,3,61,415,262,224,238,336,297,212,116,47,2130,..,4,155,283,390,380,301,128,33,1674,..,43,94,77,76,40,17,3,4,351,..,12,30,39,62,21,10,13,10,197,848,..,..,..,..,..,..,..,..,848,..,212,..,..,..,..,..,..,..,212,..,155,57,23,19,9,0,0,0,261,..,16,3,3,6,20,9,7,5,76,..,15,9,12,8,3,3,0,0,49,..,15,15,8,16,14,9,0,0,66,..,18,25,35,73,97,76,62,27,410,14,32,26,13,10,14,19,3,3,135,859,519,419,483,656,601,445,217,78,4280
215021398,..,16,9,0,0,4,4,3,0,41,..,0,7,9,11,29,36,36,29,161,7,0,4,4,4,9,7,3,4,47,286,156,135,191,212,281,166,86,54,1578,..,8,102,250,285,415,251,92,28,1431,..,32,59,47,37,38,13,0,0,212,..,3,11,22,27,13,4,4,8,100,593,..,..,..,..,..,..,..,..,593,..,141,..,..,..,..,..,..,..,141,..,80,36,10,7,7,3,0,0,142,..,14,5,0,3,4,11,4,4,43,..,9,4,5,0,0,0,0,0,22,..,37,37,3,9,12,12,3,0,113,..,3,34,34,81,98,85,61,49,442,14,11,8,8,9,11,18,4,3,92,609,335,289,385,459,606,388,169,96,3334
215021399,..,8,5,5,3,15,5,5,0,45,..,4,9,4,32,51,60,60,44,263,10,16,4,3,5,10,15,7,0,76,506,307,295,299,368,375,229,144,56,2584,..,21,217,307,448,516,298,129,27,1962,..,38,133,117,63,45,14,7,0,415,..,7,56,64,74,20,15,16,8,259,1035,..,..,..,..,..,..,..,..,1035,..,255,..,..,..,..,..,..,..,255,..,208,85,29,19,9,0,0,0,352,..,21,4,4,7,20,11,6,6,82,..,19,18,8,8,0,4,0,0,51,..,14,23,5,11,26,13,5,0,103,..,15,31,33,85,125,114,96,68,551,17,29,23,12,12,18,25,5,0,139,1052,623,589,580,727,783,490,265,102,5206
215021469,..,83,95,17,27,32,21,6,0,288,..,45,123,91,148,258,226,228,111,1230,35,61,30,26,19,18,23,20,6,248,1573,1021,1174,984,989,1019,791,505,197,8258,..,61,717,894,880,998,875,446,124,4992,..,238,472,234,186,110,67,17,0,1322,..,65,215,260,257,119,42,46,23,1030,3067,..,..,..,..,..,..,..,..,3067,..,644,..,..,..,..,..,..,..,644,..,507,196,78,56,32,4,0,0,884,..,110,60,24,44,42,55,30,16,375,..,93,52,27,23,12,0,0,0,210,..,176,224,69,73,93,45,8,0,687,..,89,229,236,334,467,400,317,168,2245,87,107,81,56,45,44,44,34,9,511,3151,2082,2255,1879,1900,1926,1533,893,336,15962
215021470,..,43,52,17,22,16,7,3,0,158,..,34,74,55,97,159,203,220,124,971,28,28,21,19,13,26,30,22,4,197,1265,843,899,846,929,807,736,488,188,6988,..,33,638,892,991,992,843,452,95,4935,..,200,398,213,147,97,52,22,3,1141,..,30,113,187,197,67,37,19,19,671,2504,..,..,..,..,..,..,..,..,2504,..,625,..,..,..,..,..,..,..,625,..,428,152,42,54,25,0,0,0,707,..,87,30,13,20,29,32,24,16,252,..,44,30,13,11,6,3,0,0,109,..,86,119,37,44,35,25,6,0,348,..,53,150,127,183,282,303,289,158,1543,58,48,57,44,31,46,49,34,13,367,2566,1630,1686,1568,1684,1586,1338,839,302,13200
215031400,..,4,11,3,10,7,7,3,0,52,..,11,24,13,24,62,93,105,85,420,3,7,11,7,5,18,6,5,3,65,448,221,213,269,388,418,334,246,128,2672,..,7,155,305,478,576,455,264,74,2306,..,43,82,70,76,41,19,5,0,335,..,3,25,40,42,18,11,12,20,181,931,..,..,..,..,..,..,..,..,931,..,250,..,..,..,..,..,..,..,250,..,94,42,27,30,13,3,0,0,215,..,20,10,3,3,16,12,9,3,78,..,6,6,0,0,3,3,0,0,26,..,19,26,6,25,24,18,8,0,128,..,27,50,54,97,158,180,165,116,843,7,21,18,14,11,34,12,5,0,125,936,493,413,516,776,892,703,471,218,5415
215031401,..,5,0,0,9,9,9,4,0,40,..,5,11,19,35,73,85,98,35,360,3,13,7,3,11,8,9,7,3,61,494,271,232,305,426,494,431,229,76,2964,..,18,174,364,518,654,625,286,52,2687,..,51,121,95,98,63,33,10,3,466,..,3,26,45,49,14,14,9,14,180,1008,..,..,..,..,..,..,..,..,1008,..,278,..,..,..,..,..,..,..,278,..,163,55,30,31,12,3,0,0,292,..,25,3,3,3,9,12,7,5,69,..,7,7,3,3,0,3,0,0,20,..,22,6,6,18,20,17,3,0,98,..,19,44,49,114,184,179,151,61,796,18,34,19,3,22,16,27,5,5,146,1027,613,455,602,861,981,914,469,139,6047
215031402,..,19,3,0,4,4,4,0,0,36,..,7,18,15,30,44,79,97,59,348,3,7,8,0,11,3,8,3,0,45,285,180,166,165,239,237,233,202,84,1785,..,3,129,170,263,306,227,180,52,1324,..,32,76,44,46,26,23,3,0,250,..,7,24,21,36,21,10,15,10,142,566,..,..,..,..,..,..,..,..,566,..,148,..,..,..,..,..,..,..,148,..,109,30,30,21,9,3,0,0,201,..,12,5,0,3,11,8,4,3,49,..,4,6,5,4,0,0,0,0,20,..,24,14,3,6,10,7,9,0,72,..,19,32,45,61,96,121,131,72,576,5,8,13,4,14,13,14,6,4,85,575,368,325,322,452,488,421,347,133,3430
215031403,..,8,21,4,3,8,3,0,0,43,..,7,9,3,13,33,24,26,18,135,4,8,7,0,5,3,6,3,0,34,311,149,214,162,153,184,115,59,31,1370,..,26,190,195,193,243,165,50,8,1065,..,9,36,30,26,17,6,0,0,128,..,5,29,23,26,24,3,3,0,123,620,..,..,..,..,..,..,..,..,620,..,119,..,..,..,..,..,..,..,119,..,84,40,16,5,3,0,0,0,152,..,24,14,5,12,9,4,6,4,83,..,8,24,11,0,4,0,0,0,49,..,26,64,19,19,20,9,0,0,155,..,9,20,19,31,64,50,35,21,254,8,14,14,4,8,4,9,4,0,69,626,312,429,320,327,385,247,109,38,2800
215031404,..,47,27,13,14,8,11,0,0,132,..,25,59,36,71,110,139,200,102,740,11,19,24,10,9,10,20,7,7,126,915,595,633,580,598,544,452,393,159,4865,..,36,484,660,684,684,498,339,99,3481,..,155,260,100,95,49,23,12,0,697,..,25,82,117,123,42,26,23,11,453,1825,..,..,..,..,..,..,..,..,1825,..,417,..,..,..,..,..,..,..,417,..,285,99,38,36,19,3,0,0,474,..,50,35,19,20,16,16,11,3,177,..,30,14,8,5,0,0,0,0,68,..,107,102,47,47,33,29,6,0,368,..,60,128,99,146,212,227,251,138,1258,39,48,53,20,21,17,30,18,6,268,1869,1220,1264,1120,1170,1075,846,667,267,9493
215031405,..,10,11,4,9,7,8,0,0,37,..,13,5,10,21,38,52,39,17,198,7,21,0,3,3,16,10,3,3,63,471,280,231,305,402,404,284,122,37,2531,..,12,206,407,548,609,380,171,29,2352,..,45,90,56,68,74,26,4,0,361,..,9,23,36,37,19,16,20,8,162,1032,..,..,..,..,..,..,..,..,1032,..,253,..,..,..,..,..,..,..,253,..,162,76,28,35,9,0,0,0,304,..,22,8,0,7,6,10,11,5,65,..,13,9,5,3,4,0,0,0,32,..,23,21,11,15,23,13,4,0,105,..,20,42,35,96,117,126,78,33,544,15,43,11,13,18,28,20,0,3,147,1045,599,483,579,827,884,588,288,74,5372
216011406,..,42,53,12,18,24,13,12,0,175,..,12,71,40,112,189,205,196,92,916,14,30,29,17,8,18,24,12,5,152,1217,743,741,783,930,930,766,457,155,6722,..,20,490,805,1002,1086,925,486,90,4910,..,148,323,241,222,132,62,16,0,1140,..,42,101,159,170,70,35,24,14,617,2424,..,..,..,..,..,..,..,..,2424,..,608,..,..,..,..,..,..,..,608,..,434,140,57,35,28,3,0,0,696,..,38,17,6,17,40,33,13,12,179,..,45,36,12,12,6,7,3,0,119,..,85,98,34,36,39,31,20,0,347,..,43,128,120,219,328,332,265,127,1558,42,56,61,38,25,26,42,19,5,312,2465,1521,1392,1472,1746,1754,1461,847,252,12917
216011407,..,13,10,7,12,15,10,3,0,76,..,21,31,30,68,109,136,156,97,633,17,18,12,3,13,7,23,12,0,111,913,484,528,553,673,656,570,357,144,4885,..,22,400,679,821,854,766,350,88,3981,..,96,237,107,121,87,42,9,3,698,..,23,75,102,105,50,16,22,20,413,1881,..,..,..,..,..,..,..,..,1881,..,443,..,..,..,..,..,..,..,443,..,325,126,54,26,32,3,0,0,571,..,41,18,7,17,33,16,12,8,150,..,30,16,6,8,6,0,0,0,59,..,41,33,25,27,29,17,5,0,180,..,41,85,76,160,202,232,215,123,1145,33,40,33,18,27,24,37,20,0,229,1913,1102,1018,1068,1310,1314,1143,639,246,9758
216011408,..,0,0,0,3,9,4,3,0,17,..,9,0,6,12,24,15,24,5,95,6,7,7,5,3,13,9,0,0,48,313,188,143,199,265,248,145,95,24,1620,..,4,125,253,377,375,241,122,18,1514,..,25,53,50,65,41,7,5,0,259,..,7,16,27,22,9,7,12,5,102,663,..,..,..,..,..,..,..,..,663,..,164,..,..,..,..,..,..,..,164,..,133,35,8,10,8,0,0,0,193,..,8,5,0,0,8,11,3,5,49,..,10,0,0,0,3,0,0,0,17,..,6,0,0,10,16,6,7,0,47,..,16,14,27,48,73,50,40,16,272,16,12,14,10,12,17,14,5,4,104,680,391,269,381,543,554,329,186,47,3374
216011409,..,7,8,0,4,0,9,7,0,30,..,5,9,11,26,30,45,55,43,225,3,9,0,4,3,7,6,3,0,38,322,183,159,177,264,238,214,154,64,1773,..,14,117,189,292,341,288,190,41,1479,..,35,57,33,54,39,12,0,0,230,..,3,22,44,39,17,3,11,6,146,605,..,..,..,..,..,..,..,..,605,..,161,..,..,..,..,..,..,..,161,..,130,34,20,18,3,0,0,0,202,..,10,6,6,5,3,7,5,0,47,..,10,3,0,6,0,3,0,0,24,..,12,11,3,4,7,10,11,0,66,..,11,29,32,65,75,90,89,53,436,13,12,8,12,10,18,19,3,0,93,616,401,289,335,493,502,432,313,101,3485
