SA2_MAINCODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,5,0,22,11,17,12,28,28,27,15,3,0,136,94,306,167,329,265,267,221,75,17,1738,0,0,0,0,0,0,0,0,0,0,91,205,125,277,191,184,147,47,10,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
210021234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,16,3,10,4,26,16,21,11,9,0,102,113,310,236,399,318,287,215,67,26,1957,0,0,0,0,0,0,0,0,0,0,100,286,242,404,285,229,124,42,12,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
210021235,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,5,8,0,0,34,14,35,43,75,79,79,52,19,7,398,274,652,571,985,762,699,507,192,51,4692,0,0,0,0,0,0,0,0,0,0,289,587,450,897,576,498,329,107,37,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4
210031236,0,0,0,3,0,0,0,0,0,6,0,0,3,12,3,4,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,12,6,9,6,0,0,33,0,4,3,10,3,0,0,0,0,17,0,0,0,6,9,7,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,3,58,20,17,9,7,3,132,28,26,26,99,45,20,31,26,7,298,328,384,431,1341,490,313,211,182,100,3778,0,0,0,0,0,0,0,0,0,3,236,337,274,772,298,179,64,53,55,2262,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
210031237,0,0,0,0,0,0,0,0,0,4,0,3,5,38,13,15,0,0,0,72,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,15,0,0,0,3,3,0,0,0,0,4,0,0,3,17,42,10,10,3,0,87,0,0,3,4,0,0,0,0,0,13,0,0,5,20,12,22,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,23,14,74,31,27,25,20,11,230,42,56,49,166,64,40,33,46,24,513,594,936,919,2218,760,537,383,448,200,7006,0,0,3,15,0,0,0,0,0,20,455,639,503,745,317,214,68,97,58,3096,0,14,12,81,20,4,3,0,0,132,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
210031239,0,0,0,3,3,0,3,0,0,14,0,19,8,47,16,11,6,4,0,111,0,0,3,17,0,0,0,0,0,20,0,3,4,8,4,0,0,0,0,24,0,0,0,3,3,3,3,0,0,12,0,0,3,59,57,22,7,5,0,157,0,3,0,12,4,3,3,0,0,23,0,3,3,23,6,15,3,0,3,57,0,0,0,4,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,6,16,17,16,184,42,17,15,21,10,344,66,77,77,295,90,74,56,42,26,803,816,1319,1349,4137,1401,1025,595,486,292,11416,0,0,0,3,0,0,0,0,0,0,711,996,1004,2318,975,662,293,311,292,7557,0,0,0,14,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,10,0,0,0,5,3,0,0,0,0,6,0,0,0,16,0,0,0,0,0,21,0,0,0,10,0,3,0,0,0,15
210031438,0,0,0,0,0,5,0,4,0,22,5,9,10,61,34,10,6,0,0,131,0,0,3,3,0,0,0,0,0,5,0,0,3,11,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,6,11,114,69,39,11,7,0,261,0,4,3,4,3,3,0,0,0,20,0,3,3,39,27,23,8,0,0,112,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,11,30,42,144,62,31,49,25,9,397,64,76,104,285,101,70,63,60,33,862,846,1188,1464,4091,1181,839,650,537,287,11081,0,0,0,6,0,0,0,0,0,10,671,786,758,1535,631,421,271,245,224,5533,0,0,3,15,0,0,0,0,0,17,0,0,0,9,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,13,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,4,3,3,0,33,6,8,9,30,10,5,6,9,0,83,114,208,163,429,199,108,77,73,27,1388,0,0,0,0,0,0,0,0,0,0,101,207,102,338,118,63,59,68,18,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031440,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,11,21,8,7,0,0,47,0,0,0,3,0,0,0,0,0,4,0,0,0,8,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,4,34,10,8,7,3,7,80,11,24,12,68,26,22,27,20,11,222,206,343,329,797,332,243,203,206,85,2736,0,0,0,0,0,0,0,0,0,0,154,258,277,500,203,128,73,101,20,1720,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4
210041240,0,0,0,0,0,4,4,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,4,5,0,0,3,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,20,14,10,19,8,0,81,18,46,55,104,58,48,39,15,3,389,385,929,927,1515,950,826,478,195,65,6280,0,0,0,0,0,0,0,0,0,0,355,793,769,1281,759,650,282,132,72,5092,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,10,0,0,0,0,3,0,0,0,0,3
210041241,0,0,0,0,0,3,3,3,0,10,3,0,0,16,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,3,6,3,0,0,0,14,0,0,0,6,7,0,0,0,0,14,0,0,3,3,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,6,3,46,38,27,17,19,3,160,46,62,83,199,93,113,88,43,11,731,964,1700,1812,3544,1733,1530,1014,483,156,12933,0,0,0,0,0,0,0,0,0,0,846,1458,1563,3011,1455,1170,688,330,168,10693,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,0,18,0,0,0,3,3,0,0,0,0,8
210051242,0,0,0,0,0,0,0,6,0,6,0,5,15,57,18,3,6,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,9,0,0,12,88,63,51,26,18,0,255,0,0,0,3,3,0,0,0,0,8,0,0,11,30,27,23,8,3,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,37,54,174,81,71,33,25,8,487,66,94,95,200,96,73,50,31,12,725,577,925,1042,2265,822,624,359,232,82,6922,0,0,4,3,0,0,0,0,0,9,413,556,495,639,251,187,144,132,40,2857,0,0,3,8,3,0,0,0,0,16,0,0,0,0,4,3,4,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,8
210051243,0,0,0,0,4,4,5,3,0,9,0,0,3,14,4,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,0,0,3,9,0,0,0,8,8,12,32,179,156,120,76,27,3,606,0,0,0,0,0,0,0,0,0,7,0,3,5,33,23,21,6,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,49,150,82,63,33,32,13,474,62,105,104,211,133,82,68,46,9,817,627,1178,1215,2264,1002,703,612,397,95,8088,0,0,0,3,0,0,0,0,0,4,550,835,748,747,214,166,183,149,37,3623,0,0,0,9,0,0,0,0,0,12,0,0,0,6,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051245,0,0,0,0,7,4,8,5,0,34,0,7,15,26,32,27,21,5,3,137,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,7,0,0,5,20,39,22,10,3,0,103,0,3,3,4,0,0,0,0,0,16,0,0,0,7,11,4,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,23,71,50,50,37,35,9,289,24,39,56,136,73,77,80,35,14,531,502,1011,1127,2197,1164,1111,946,425,104,8599,0,0,0,0,0,0,0,0,0,3,407,844,933,1605,706,694,410,134,47,5778,0,0,0,3,0,0,0,0,0,3,0,0,4,12,5,4,5,4,0,32,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,5,3,0,0,10
210051246,0,0,0,0,0,6,4,0,0,18,0,12,15,51,29,20,5,0,0,139,0,0,0,3,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,6,0,0,0,6,12,10,6,3,0,28,0,0,9,68,90,49,14,3,0,232,0,5,0,8,0,0,0,0,0,13,0,0,0,6,8,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,6,18,66,63,71,42,20,3,295,24,36,56,106,59,52,50,15,3,397,534,1077,1347,2101,1238,1052,586,220,33,8199,0,0,0,0,0,0,0,0,0,3,452,972,1097,1405,787,415,124,25,14,5291,0,0,0,7,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13,0,0,0,3,0,3,0,0,0,7
210051247,0,0,0,0,0,4,0,0,0,9,0,0,3,15,10,12,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,7,0,4,0,3,0,4,3,0,0,15,0,13,41,221,249,140,84,33,3,790,0,0,3,0,0,0,0,0,0,6,0,0,3,44,51,53,12,4,3,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53,42,181,85,81,47,20,3,519,40,106,87,165,89,51,42,18,0,604,558,1201,1279,2030,989,723,415,170,22,7390,0,0,0,0,0,0,0,0,0,3,467,874,866,756,238,174,88,29,14,3499,0,0,0,12,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,3,0,0,18
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,25,10,5,0,0,0,47,0,6,15,35,14,11,7,3,0,93,0,0,0,0,0,0,0,0,0,0,0,3,12,9,4,5,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,0,0,0,0,0,0,0,0,0,0,0,14,21,67,85,42,18,4,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,12,3,14,26,164,218,106,37,5,9,582,0,0,8,10,0,0,0,0,0,18,0,0,0,33,31,11,10,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,72,191,146,97,42,10,3,652,49,105,108,182,107,59,28,17,0,647,883,1962,1905,2824,1638,892,404,152,54,10721,0,0,0,3,0,0,0,0,0,3,724,1532,1155,981,401,143,87,45,15,5097,0,0,3,22,8,0,0,0,0,34,0,0,0,11,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,0,3,3,7,0,0,11
210051250,0,0,0,0,0,0,3,0,0,10,0,0,3,13,5,7,10,0,0,41,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,9,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,44,15,32,16,11,4,142,18,25,30,103,48,39,21,18,7,302,197,299,368,1052,397,368,321,154,45,3211,0,0,0,0,0,0,0,0,0,0,170,224,244,680,215,192,130,33,13,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
210051441,0,0,0,0,3,0,0,0,0,3,0,6,6,21,18,15,3,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,25,0,0,0,0,0,3,3,0,0,7,0,3,0,12,10,5,3,3,0,35,0,0,0,3,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,77,39,25,18,15,0,210,20,29,35,75,36,30,17,7,3,245,337,588,668,1262,546,463,268,82,17,4234,0,0,0,3,0,0,0,0,0,3,268,495,426,606,350,246,115,41,13,2547,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,3,0,6
210051442,0,0,0,0,0,0,0,0,0,0,0,8,4,62,33,15,5,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,3,14,6,10,3,0,0,38,0,0,8,39,24,17,8,0,0,96,0,0,0,9,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,16,3,23,27,106,69,46,15,10,0,299,29,57,45,110,30,25,6,7,0,303,647,1123,795,1985,662,367,131,56,3,5759,0,3,11,3,0,0,0,0,0,16,573,760,470,879,267,140,47,19,3,3154,0,0,3,12,3,0,0,0,0,15,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4
210051443,0,0,0,0,0,0,0,0,0,0,3,17,33,107,70,22,10,3,0,252,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3,0,0,0,0,33,0,0,0,5,8,3,0,0,0,17,0,5,15,55,38,29,11,0,0,146,0,3,0,4,0,0,0,0,0,11,0,0,0,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,14,5,36,45,132,73,48,21,8,0,361,43,43,43,141,55,56,26,8,0,411,761,1295,1270,2650,1092,754,305,102,10,8244,0,0,12,13,0,0,0,0,0,25,593,853,820,1079,558,342,124,43,12,4411,0,0,0,7,0,3,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
210051444,0,0,0,0,0,0,0,0,0,3,5,40,20,147,49,6,3,3,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,13,0,0,0,8,0,0,3,0,0,9,0,3,6,88,44,23,13,0,0,174,4,11,0,8,0,0,0,0,0,16,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,9,34,21,152,50,28,6,5,3,302,57,50,47,136,28,10,11,4,8,343,1005,1158,764,2985,545,312,188,76,29,7053,0,4,19,16,4,0,0,0,0,51,785,674,409,965,159,115,86,51,29,3271,0,3,0,10,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
210051445,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,8,6,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,29,8,4,5,3,0,62,11,7,14,42,15,20,7,0,0,128,161,215,222,627,225,129,89,38,7,1702,0,0,0,0,0,0,0,0,0,0,133,166,170,316,136,60,41,10,3,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211011251,0,0,0,0,0,0,0,0,0,4,0,3,5,31,13,5,10,0,0,78,0,0,0,0,0,0,0,0,0,4,0,0,3,12,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,11,0,0,0,6,3,3,0,0,0,19,0,4,3,20,15,5,3,0,0,44,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,3,10,12,44,17,12,21,25,19,164,15,18,33,90,28,37,38,35,7,302,396,634,683,1873,748,587,537,327,88,5879,0,0,0,3,0,0,0,0,0,6,391,502,501,1037,455,356,341,140,45,3771,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,8,0,0,3,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,9
211011254,0,0,0,0,5,0,3,0,0,13,0,14,44,87,56,42,12,4,0,257,0,0,0,9,0,0,0,0,0,16,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,17,0,0,4,17,23,11,0,0,0,62,0,0,0,0,0,3,0,3,0,12,0,0,0,3,3,4,0,0,0,6,0,8,12,41,31,23,15,13,3,149,9,21,46,82,33,43,27,24,3,300,485,974,1054,2072,1005,836,642,319,59,7448,0,0,3,9,8,3,0,0,0,20,415,726,650,1026,529,506,436,149,51,4487,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,10,3,3,0,42,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,7
211011255,0,0,0,0,0,0,0,0,0,4,0,3,0,13,18,12,3,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,3,0,0,0,0,6,0,0,0,3,3,3,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,11,16,18,3,8,0,66,6,19,32,33,40,28,11,3,3,181,153,511,600,647,641,488,158,65,15,3270,0,0,0,3,0,0,0,0,0,11,156,415,521,552,464,231,73,26,11,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
211011256,0,0,0,0,0,3,4,0,0,13,3,10,22,54,54,36,28,7,0,215,0,0,0,5,0,6,3,0,0,18,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,4,0,0,12,0,0,4,3,3,0,0,0,0,13,0,0,3,9,19,34,3,4,0,75,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,18,49,26,34,27,15,0,180,8,20,45,70,40,46,29,18,3,285,444,892,1213,1899,1114,1080,517,228,67,7462,0,0,3,10,3,3,0,0,0,24,386,751,917,1179,708,490,195,124,79,4826,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,19,12,4,0,3,0,45,0,0,0,3,0,3,0,0,0,15,0,0,0,0,3,4,6,3,0,17
