SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
213011339,0,6,..,134,32,165,0,165,..,116,13,125,0,132,..,7,0,12,0,12,..,25,0,25,0,24,..,8,0,8,0,8,..,31,0,35,0,35,..,41,8,49,0,49,..,93,5,98,3,101,..,16,3,21,0,21,..,137,3,138,0,143,..,12,4,20,0,20,..,262,13,276,3,278,..,93,14,107,0,107,..,45,6,51,0,51,..,9,3,14,0,14,..,46,16,54,3,61,..,82,52,132,0,132,..,261,42,305,5,308,..,2401,407,2801,29,2831,..,20,3,23,367,390,2866,2414,408,2830,394,6086,5710,..,..,..,..,5710,..,11,0,11,0,11,..,254,45,297,0,297,..,0,0,0,0,0,..,81,18,99,0,99,..,128,55,182,0,183,..,40,15,49,0,49,..,246,90,332,0,332,..,256,44,300,7,301,..,3,0,3,0,3,..,25,0,29,0,29,..,25,4,25,0,25
213011340,0,3,..,249,47,290,5,298,..,184,12,199,0,196,..,3,0,3,0,3,..,45,0,43,0,47,..,11,0,9,0,9,..,18,0,18,0,21,..,66,8,74,0,75,..,37,0,37,0,37,..,10,0,10,0,10,..,60,3,58,0,60,..,18,0,13,0,13,..,123,5,129,0,130,..,81,7,87,0,87,..,26,0,25,0,25,..,7,0,8,0,8,..,92,17,105,0,108,..,170,64,232,0,232,..,211,37,243,7,248,..,3066,438,3501,33,3530,..,23,5,31,328,360,4772,3089,445,3530,360,8667,9707,..,..,..,..,9707,..,10,0,10,0,10,..,530,46,572,3,574,..,0,0,0,0,0,..,193,33,230,0,227,..,126,52,172,0,177,..,60,18,75,0,75,..,376,101,479,3,479,..,483,61,547,6,554,..,11,0,11,0,11,..,36,0,35,0,35,..,26,3,24,0,24
213021341,0,4,..,22,0,24,0,24,..,147,18,160,3,165,..,8,0,8,3,9,..,22,0,23,0,30,..,15,0,15,0,15,..,0,0,0,0,0,..,26,5,28,0,28,..,23,0,27,0,27,..,16,0,16,0,15,..,25,0,27,0,34,..,4,0,4,0,4,..,72,3,74,4,77,..,39,0,44,0,43,..,3,0,3,0,3,..,16,8,20,0,20,..,8,0,8,0,8,..,58,25,86,0,82,..,144,24,171,11,178,..,1205,166,1373,23,1393,..,18,0,18,365,376,4808,1223,166,1387,385,6583,9362,..,..,..,..,9362,..,12,0,12,0,12,..,49,8,61,3,64,..,0,0,0,0,0,..,67,14,80,0,83,..,156,41,192,0,192,..,13,4,12,0,12,..,229,58,287,0,285,..,101,13,113,0,113,..,29,0,28,0,28,..,39,9,52,0,52,..,98,3,102,0,102
213021342,0,9,..,154,40,192,0,192,..,256,19,278,3,279,..,17,5,28,0,28,..,53,14,67,0,67,..,8,4,17,0,17,..,14,0,15,0,15,..,93,13,109,4,116,..,91,0,97,3,98,..,29,3,36,0,36,..,106,3,112,0,112,..,14,0,14,0,14,..,241,11,254,3,254,..,85,13,100,0,100,..,17,0,21,0,21,..,32,0,31,0,31,..,8,0,11,0,11,..,193,120,309,0,310,..,355,71,426,6,436,..,2905,630,3535,33,3562,..,33,8,37,442,482,5747,2937,640,3573,476,9800,11423,..,..,..,..,11423,..,16,0,16,0,16,..,500,76,575,4,579,..,0,0,0,0,0,..,205,94,302,4,306,..,202,90,290,6,295,..,18,14,33,0,33,..,425,196,620,4,631,..,163,15,184,0,184,..,16,3,19,0,19,..,36,0,44,0,44,..,41,0,41,3,41
213021343,0,7,..,69,37,105,0,108,..,109,29,137,0,140,..,5,8,9,0,9,..,41,17,56,0,62,..,10,0,10,0,10,..,6,0,8,0,8,..,47,25,72,0,72,..,25,0,24,0,24,..,34,10,43,3,45,..,26,0,26,0,26,..,9,0,11,0,11,..,86,9,97,3,100,..,32,7,34,0,34,..,14,0,14,0,15,..,29,7,29,0,29,..,10,3,17,0,17,..,211,114,333,3,333,..,243,98,337,10,345,..,2521,848,3367,37,3413,..,23,4,28,441,466,3221,2544,849,3398,481,7103,6469,..,..,..,..,6469,..,8,0,8,0,8,..,1377,218,1597,28,1624,..,3,0,3,0,3,..,208,71,278,3,287,..,122,54,179,0,179,..,10,4,15,0,15,..,340,132,473,3,473,..,127,46,174,0,174,..,15,0,14,0,14,..,17,0,14,0,14,..,46,9,53,0,53
213021344,0,11,..,92,28,118,0,122,..,15,0,20,3,21,..,9,0,9,0,9,..,35,8,42,4,44,..,4,0,5,0,5,..,0,0,0,0,0,..,47,16,68,0,68,..,19,0,21,0,21,..,20,0,20,0,20,..,18,0,18,0,18,..,6,0,6,0,6,..,60,0,61,0,61,..,51,6,58,0,59,..,8,0,14,0,14,..,15,9,23,0,23,..,3,0,3,0,3,..,47,14,62,0,63,..,129,34,165,7,172,..,1423,285,1715,40,1747,..,5,5,12,366,373,6851,1430,293,1726,399,8976,13468,..,..,..,..,13468,..,21,0,21,0,21,..,368,72,435,6,441,..,0,0,0,0,0,..,80,17,91,0,91,..,127,19,148,3,153,..,18,4,21,0,21,..,232,39,266,3,267,..,87,15,106,0,106,..,21,3,21,0,21,..,58,4,64,0,64,..,70,4,73,0,73
213021345,0,10,..,32,3,36,0,36,..,44,3,43,0,43,..,9,0,9,0,9,..,10,0,10,0,10,..,9,0,9,0,9,..,3,0,3,0,3,..,17,0,19,3,18,..,24,4,30,0,30,..,12,0,12,0,12,..,16,0,16,0,16,..,8,0,8,0,8,..,61,4,68,0,68,..,22,0,29,0,29,..,19,3,21,0,24,..,9,3,7,0,7,..,3,0,3,0,3,..,38,14,58,0,54,..,114,25,141,0,144,..,816,151,969,10,979,..,0,0,3,142,140,1513,821,152,968,150,2633,2996,..,..,..,..,2996,..,7,0,4,0,4,..,103,15,115,3,120,..,0,0,0,0,0,..,34,13,43,0,43,..,179,84,266,0,266,..,6,3,5,0,10,..,222,95,312,0,315,..,49,8,55,0,56,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9
213021346,0,8,..,53,7,59,0,65,..,22,3,23,0,27,..,6,0,8,0,8,..,22,0,18,0,20,..,5,0,5,0,5,..,3,0,3,0,3,..,15,0,15,0,15,..,14,0,14,0,14,..,8,0,8,0,13,..,14,0,14,0,14,..,0,0,0,0,0,..,33,0,33,0,39,..,28,7,36,0,36,..,4,0,3,0,3,..,13,3,12,0,12,..,6,0,6,0,6,..,51,19,69,0,69,..,122,25,141,0,144,..,1080,138,1219,7,1229,..,24,0,24,395,418,6201,1102,143,1240,404,7851,12377,..,..,..,..,12377,..,16,0,16,0,16,..,92,7,100,0,100,..,0,0,0,0,0,..,37,16,51,0,48,..,74,14,94,0,94,..,14,0,14,0,14,..,124,27,158,0,158,..,112,10,122,0,124,..,21,3,17,0,17,..,42,0,41,0,41,..,92,4,94,0,94
213031347,0,28,..,45,13,58,0,58,..,22,3,24,0,24,..,16,3,23,0,23,..,24,17,42,0,42,..,15,0,15,0,15,..,8,0,5,0,9,..,33,13,44,0,44,..,72,0,73,0,73,..,35,3,37,0,37,..,104,0,108,0,106,..,11,6,11,0,11,..,217,14,231,0,236,..,93,38,132,0,132,..,37,6,44,0,44,..,27,8,34,0,31,..,35,16,54,0,55,..,1503,855,2358,11,2372,..,520,266,781,13,796,..,3884,1702,5585,53,5639,..,18,3,23,570,595,2810,3901,1711,5613,623,9043,5768,..,..,..,..,5768,..,6,0,6,0,10,..,208,38,244,3,243,..,0,0,0,0,0,..,620,333,957,3,956,..,506,198,696,3,702,..,95,38,137,0,137,..,1223,570,1790,11,1794,..,64,19,84,0,84,..,8,0,8,0,8,..,31,0,30,0,30,..,21,0,17,3,23
213031348,0,14,..,32,18,52,0,52,..,11,3,9,0,9,..,10,0,10,0,10,..,8,3,14,0,14,..,8,0,8,0,8,..,10,0,10,0,10,..,17,12,28,0,28,..,39,0,39,3,45,..,41,6,51,0,51,..,62,0,67,0,65,..,28,3,34,0,34,..,178,9,186,3,192,..,56,24,80,0,83,..,22,0,22,0,22,..,36,9,46,0,46,..,24,3,24,0,24,..,632,370,996,3,1005,..,369,78,439,3,448,..,2623,891,3506,24,3536,..,12,3,20,721,739,3531,2634,891,3527,746,7800,7310,..,..,..,..,7310,..,3,0,3,0,3,..,112,18,131,0,131,..,0,0,0,0,0,..,284,121,404,0,404,..,536,147,686,4,689,..,74,33,102,0,107,..,893,301,1189,3,1195,..,65,20,85,0,89,..,6,0,6,0,6,..,62,4,68,0,68,..,51,4,57,0,59
213031349,0,32,..,37,10,45,0,45,..,11,0,11,0,11,..,24,5,21,0,21,..,24,0,28,0,28,..,14,0,13,0,13,..,3,0,3,0,3,..,41,7,46,0,45,..,21,0,21,0,21,..,16,3,15,0,18,..,49,0,53,0,53,..,9,0,9,0,9,..,97,3,102,0,101,..,114,13,126,3,123,..,18,0,17,0,17,..,20,3,25,0,25,..,30,0,30,0,30,..,604,200,808,4,811,..,181,28,208,3,217,..,2427,580,3009,19,3028,..,8,4,16,402,421,2706,2439,587,3025,422,6154,5501,..,..,..,..,5501,..,3,0,3,0,3,..,131,13,144,4,149,..,3,0,3,0,3,..,464,189,655,0,656,..,605,210,809,9,821,..,98,17,111,0,111,..,1165,416,1583,11,1590,..,98,21,115,0,115,..,15,0,17,0,17,..,23,0,23,0,27,..,22,0,22,0,24
213031350,0,11,..,39,33,65,0,65,..,15,0,14,0,14,..,3,0,3,0,3,..,21,0,22,0,22,..,3,0,3,0,3,..,3,0,3,0,3,..,23,6,28,0,28,..,15,0,15,0,15,..,6,0,6,0,6,..,7,0,11,0,11,..,6,0,6,0,6,..,35,0,37,0,37,..,28,6,34,0,34,..,7,0,7,0,7,..,16,7,18,0,18,..,15,9,16,0,16,..,157,74,232,0,231,..,106,34,141,5,144,..,828,312,1136,5,1140,..,13,3,16,271,285,3243,837,313,1147,276,4668,6381,..,..,..,..,6381,..,3,0,3,0,3,..,32,17,43,0,43,..,0,0,0,0,0,..,67,38,104,0,104,..,70,30,101,0,98,..,25,9,32,0,32,..,162,75,238,0,235,..,30,10,39,0,39,..,21,0,27,0,27,..,28,0,26,0,26,..,22,0,26,0,26
213031351,0,10,..,28,10,38,3,37,..,16,0,16,0,16,..,3,3,8,0,8,..,11,0,11,0,11,..,4,0,3,0,3,..,3,0,3,0,3,..,25,7,30,3,30,..,26,5,33,0,33,..,11,0,13,0,13,..,45,3,46,0,46,..,9,0,9,0,9,..,96,11,102,0,102,..,42,7,56,0,56,..,14,0,16,0,16,..,15,4,24,0,22,..,17,7,26,0,25,..,375,206,580,4,583,..,247,54,299,3,303,..,1620,503,2126,21,2146,..,6,3,11,318,337,3091,1629,507,2141,340,5567,6318,..,..,..,..,6318,..,3,0,3,0,3,..,94,12,105,0,105,..,0,0,0,0,0,..,126,64,190,3,195,..,106,51,160,0,162,..,18,10,28,0,28,..,253,125,375,3,378,..,94,23,114,0,114,..,10,0,10,0,10,..,28,3,35,0,36,..,26,0,26,0,21
213031352,0,8,..,75,36,112,3,113,..,11,0,15,0,15,..,4,0,4,0,4,..,29,4,33,0,33,..,4,3,6,0,6,..,3,0,3,0,3,..,30,8,37,0,37,..,9,3,10,0,10,..,11,0,8,0,8,..,22,3,25,0,25,..,0,0,0,0,0,..,34,9,49,0,49,..,74,8,77,3,81,..,4,0,4,0,4,..,19,0,19,0,24,..,14,0,14,0,14,..,138,67,209,0,208,..,104,19,122,3,121,..,1319,376,1696,14,1712,..,8,0,10,417,428,5504,1328,381,1708,433,7650,10763,..,..,..,..,10763,..,12,0,12,0,12,..,105,16,123,3,130,..,0,0,0,0,0,..,102,33,133,0,133,..,124,25,155,0,156,..,10,4,18,0,18,..,236,68,306,0,309,..,36,16,54,4,56,..,25,0,24,0,24,..,56,3,59,0,59,..,64,3,68,0,68
213041353,0,0,..,7,0,9,0,9,..,51,0,55,0,55,..,0,0,0,0,0,..,15,3,17,0,17,..,7,0,7,0,7,..,5,0,10,0,10,..,16,0,16,0,16,..,11,0,11,0,11,..,0,0,3,0,3,..,10,0,15,0,15,..,4,0,4,0,4,..,30,3,32,0,32,..,26,4,25,0,25,..,3,0,3,0,3,..,14,0,14,0,14,..,3,0,3,0,3,..,13,0,16,0,20,..,103,9,118,3,120,..,579,64,641,9,651,..,19,0,19,540,566,9190,599,64,659,551,10407,17941,..,..,..,..,17941,..,25,0,25,0,25,..,34,3,33,3,38,..,0,0,0,0,0,..,13,0,8,0,8,..,26,12,32,0,36,..,0,0,0,0,0,..,38,12,50,0,47,..,44,8,55,0,53,..,46,0,46,0,46,..,24,0,25,0,25,..,62,0,60,0,60
213041355,0,3,..,230,33,262,0,268,..,237,9,244,0,248,..,7,0,8,0,8,..,37,3,38,0,38,..,9,0,8,0,8,..,33,3,37,0,37,..,47,6,55,3,55,..,114,3,117,3,116,..,19,0,19,0,19,..,164,3,165,7,171,..,21,0,24,0,24,..,313,5,322,4,328,..,148,20,161,0,160,..,44,3,43,0,43,..,15,3,14,0,14,..,124,23,141,0,147,..,85,52,135,0,142,..,347,61,408,9,420,..,3394,426,3816,42,3854,..,36,3,39,459,492,5892,3424,427,3854,496,10247,11771,..,..,..,..,11771,..,10,0,10,0,10,..,556,56,616,3,613,..,0,0,0,0,0,..,94,24,120,0,120,..,121,43,162,3,160,..,49,21,66,0,66,..,261,84,347,3,349,..,319,29,342,0,345,..,8,0,8,0,8,..,32,4,37,0,37,..,23,3,26,0,26
213041356,0,9,..,31,3,36,0,37,..,151,13,166,3,169,..,5,6,11,0,11,..,38,10,41,0,41,..,3,4,10,0,11,..,100,13,112,3,113,..,55,7,64,0,64,..,39,0,37,0,37,..,16,0,16,0,16,..,69,0,67,0,73,..,13,0,13,0,13,..,135,3,134,0,136,..,83,13,94,3,95,..,7,3,8,0,8,..,18,3,18,0,18,..,40,8,44,0,44,..,44,32,73,0,77,..,310,76,386,11,396,..,1461,270,1728,28,1759,..,34,5,35,626,661,7154,1487,276,1763,655,9573,14196,..,..,..,..,14196,..,14,0,14,0,14,..,90,16,105,6,115,..,0,0,0,0,0,..,29,9,37,0,32,..,62,32,94,0,94,..,23,0,29,0,29,..,111,39,154,0,151,..,104,15,111,0,115,..,13,0,18,0,18,..,12,0,13,0,13,..,51,0,51,0,53
213041357,0,15,..,33,4,39,0,39,..,113,5,123,3,121,..,0,4,5,0,5,..,33,4,35,0,35,..,21,0,23,0,23,..,106,3,108,9,118,..,57,9,64,0,67,..,103,0,105,0,106,..,14,3,23,0,18,..,123,0,123,3,126,..,25,0,25,0,25,..,264,10,270,8,278,..,96,18,107,0,110,..,17,0,16,0,16,..,20,5,29,0,29,..,33,7,37,0,37,..,43,23,72,0,70,..,474,146,615,9,624,..,2159,392,2553,48,2599,..,52,4,56,735,789,8555,2208,399,2608,783,11945,16825,..,..,..,..,16825,..,24,0,24,0,24,..,150,26,179,0,184,..,0,0,0,0,0,..,29,22,52,0,49,..,72,24,103,0,103,..,8,0,9,0,9,..,113,48,158,0,158,..,72,17,94,0,94,..,18,0,18,0,16,..,31,3,40,0,38,..,42,0,39,0,39
213041358,0,3,..,35,3,36,3,40,..,117,7,125,0,126,..,3,0,3,0,3,..,19,0,21,0,21,..,4,0,4,0,4,..,79,3,83,3,83,..,36,5,45,0,45,..,51,0,48,0,48,..,10,0,13,0,13,..,74,3,78,0,78,..,11,0,17,0,17,..,145,8,152,0,152,..,85,5,87,0,87,..,8,0,7,0,7,..,12,3,18,0,14,..,33,3,33,0,33,..,36,12,45,0,45,..,346,80,431,19,448,..,1535,233,1772,33,1801,..,46,3,49,558,606,6592,1584,239,1825,589,9001,12933,..,..,..,..,12933,..,16,0,16,0,16,..,172,29,198,3,202,..,3,0,3,0,3,..,22,7,31,0,31,..,55,19,77,3,82,..,9,0,14,0,14,..,85,35,122,3,121,..,48,13,57,0,57,..,8,0,8,0,8,..,34,0,34,0,34,..,34,0,34,0,34
213041359,0,3,..,3,3,6,0,6,..,65,3,67,0,72,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,3,0,7,0,7,..,3,0,3,0,3,..,0,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,10,0,10,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,7,3,4,0,4,..,0,3,6,0,6,..,22,7,27,0,25,..,170,32,195,6,202,..,0,0,0,527,532,540,169,32,197,536,1272,1156,..,..,..,..,1156,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,7,9,0,9,..,0,0,0,0,0,..,0,7,9,0,9,..,5,3,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3
213041360,0,17,..,381,29,415,3,418,..,211,7,221,3,227,..,18,4,23,0,23,..,48,8,56,3,57,..,11,0,11,0,11,..,36,0,37,0,37,..,71,6,81,0,78,..,125,8,132,0,138,..,33,4,38,0,38,..,178,0,178,4,178,..,25,3,21,0,21,..,358,9,366,4,375,..,136,11,145,0,144,..,70,8,73,0,73,..,30,9,40,0,40,..,105,13,121,0,121,..,248,139,383,4,385,..,473,77,556,14,561,..,4004,566,4569,58,4624,..,20,8,30,341,371,4768,4026,577,4598,395,9761,9514,..,..,..,..,9514,..,5,0,5,0,5,..,539,58,599,4,607,..,0,0,0,0,0,..,143,36,175,0,175,..,192,70,265,0,265,..,196,90,288,0,288,..,533,196,725,0,725,..,319,26,344,8,348,..,0,0,0,0,0,..,12,0,13,0,13,..,17,0,21,0,21
213041461,0,5,..,55,6,56,0,58,..,66,6,69,0,73,..,4,0,4,0,4,..,19,4,24,0,24,..,3,0,3,0,3,..,4,0,4,0,4,..,26,5,23,0,23,..,78,0,78,0,78,..,3,0,4,0,4,..,89,3,98,3,99,..,5,0,5,0,5,..,171,8,181,3,181,..,79,18,97,0,97,..,11,0,18,0,13,..,3,0,7,0,7,..,14,3,21,0,21,..,98,48,143,0,144,..,189,51,236,3,238,..,1028,210,1246,12,1253,..,13,3,16,76,94,1140,1040,212,1258,88,2487,2200,..,..,..,..,2200,..,0,0,0,0,0,..,62,12,78,0,78,..,0,0,0,0,0,..,32,18,47,0,47,..,24,5,28,0,28,..,43,28,77,0,77,..,103,50,151,0,151,..,27,8,37,0,37,..,8,0,9,0,9,..,3,0,3,0,3,..,19,0,23,0,23
213041462,0,8,..,85,15,96,0,100,..,56,4,60,7,65,..,9,4,12,0,12,..,14,0,14,0,14,..,3,0,3,0,3,..,16,3,17,0,17,..,28,0,26,0,26,..,58,0,65,0,65,..,14,0,16,0,16,..,101,0,100,0,103,..,14,0,14,0,14,..,185,4,189,0,191,..,65,15,81,0,81,..,36,6,40,0,40,..,12,0,12,0,12,..,37,9,47,0,53,..,146,90,236,0,239,..,236,56,284,3,289,..,1491,291,1777,11,1795,..,4,0,8,125,132,1121,1491,291,1782,142,3045,2271,..,..,..,..,2271,..,3,0,4,0,4,..,156,26,186,0,186,..,0,0,0,0,0,..,50,28,84,0,86,..,78,29,104,0,104,..,58,15,76,0,76,..,189,75,267,0,266,..,48,6,55,0,53,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3
213041463,0,36,..,182,20,204,3,203,..,190,3,198,3,201,..,13,5,23,0,23,..,63,9,71,0,71,..,7,5,7,0,7,..,42,0,42,0,42,..,93,15,110,0,110,..,213,6,213,0,215,..,33,5,35,0,35,..,313,8,321,0,319,..,24,0,22,0,22,..,574,19,591,3,595,..,194,21,214,0,214,..,61,6,64,0,64,..,29,3,30,0,33,..,88,11,100,0,100,..,249,87,340,0,343,..,562,95,657,8,660,..,3886,513,4398,37,4437,..,42,0,40,482,519,5087,3931,510,4441,518,10046,10210,..,..,..,..,10210,..,21,0,21,0,21,..,411,72,486,4,489,..,0,0,0,0,0,..,187,40,226,0,226,..,238,97,332,4,335,..,84,18,100,0,102,..,501,159,665,8,670,..,194,24,212,3,216,..,15,0,16,0,16,..,26,0,28,0,28,..,21,0,21,0,21
213051361,0,7,..,85,22,98,0,98,..,139,7,143,0,144,..,6,3,15,0,15,..,32,6,44,0,44,..,11,3,10,0,10,..,37,0,37,0,37,..,37,3,44,0,44,..,89,0,88,0,88,..,27,3,27,0,27,..,122,0,129,0,129,..,11,0,11,0,11,..,251,10,261,0,261,..,93,14,108,0,104,..,60,6,65,0,71,..,18,6,27,0,27,..,15,0,18,0,18,..,58,15,69,0,71,..,498,161,655,10,668,..,2628,476,3109,30,3134,..,34,15,48,474,523,5939,2662,493,3151,504,9601,11940,..,..,..,..,11940,..,5,0,5,0,5,..,493,85,580,10,585,..,0,0,0,0,0,..,70,34,100,0,102,..,173,66,241,3,242,..,24,4,30,0,30,..,269,103,370,3,375,..,79,8,86,0,88,..,7,0,7,0,7,..,28,0,28,0,29,..,49,0,48,0,48
