SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
201011001,3456,10137,76,167,109,256,187,418,224,327,0,0,0,0,0,0,224,327,0,0,0,3,0,0,0,7,3,4,23,46,3886,10941,342,..,4228,10941
201011002,3587,8466,542,1066,189,431,734,1496,243,335,47,75,0,0,0,0,292,410,0,0,0,0,0,0,14,30,14,30,28,49,4654,10456,782,..,5432,10456
201011003,7707,18917,912,1428,137,292,1047,1721,118,193,0,0,0,0,0,0,118,193,5,7,7,15,0,0,54,125,68,145,54,92,8992,21071,1195,..,10185,21071
201011004,7067,16926,2408,4549,61,123,2460,4668,282,459,0,0,0,0,0,0,282,459,0,0,0,0,0,6,15,31,15,39,45,76,9868,22165,1104,..,10966,22165
201011005,2198,6133,46,76,3,17,48,87,17,27,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,3,0,3,7,9,2281,6262,146,..,2425,6262
201011006,2228,5981,223,533,0,0,223,533,12,16,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,8,13,2472,6540,237,..,2711,6540
201011007,1239,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,3,16,6,8,1246,3696,100,..,1349,3696
201011008,4758,11757,641,1019,7,19,652,1039,221,307,21,33,0,0,0,0,243,337,0,0,0,0,0,0,4,4,6,9,8,19,5667,13162,632,..,6300,13162
201021009,1982,5153,20,38,0,0,20,38,49,72,0,0,0,0,0,0,49,72,7,8,0,0,3,7,3,10,12,23,9,35,2079,5321,390,..,2469,5321
201021010,2482,5912,73,88,0,0,69,91,10,15,0,0,0,0,0,6,13,27,26,36,0,0,0,4,287,666,313,706,45,115,2933,6847,429,..,3360,6847
201021011,3421,7523,41,66,7,12,48,73,41,49,0,0,0,0,0,0,41,49,9,8,3,5,6,8,36,55,52,80,57,107,3612,7836,1697,..,5313,7836
201021012,1931,5051,0,0,0,0,0,0,7,11,0,0,0,0,0,0,7,11,3,3,0,0,0,3,0,8,3,12,17,38,1964,5113,292,..,2256,5113
201031013,1338,2889,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,12,9,8,4,13,3,4,3,3,13,28,6,25,1365,2953,364,..,1723,2953
201031014,1474,3486,0,0,0,0,0,0,16,24,0,0,0,0,0,0,16,24,11,17,41,53,0,0,0,3,54,74,10,19,1561,3599,290,..,1851,3599
201031015,1617,4133,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,11,4,8,0,3,7,15,14,26,5,14,1632,4178,236,..,1869,4178
201031016,2977,6638,293,414,0,0,292,417,40,48,0,0,0,0,0,0,45,49,22,32,9,17,0,0,16,24,47,72,13,23,3374,7202,404,..,3778,7202
201031017,2038,4639,25,45,4,4,28,52,35,36,0,0,0,0,0,0,35,36,29,37,0,4,7,13,15,35,57,82,8,21,2164,4831,474,..,2639,4831
202011018,4960,11361,537,812,150,251,682,1058,157,249,44,64,0,0,0,0,199,315,0,0,0,0,0,0,16,41,16,41,23,34,5885,12813,959,..,6838,12813
202011019,4240,10323,262,362,0,0,262,362,42,78,0,0,0,0,0,0,42,78,0,0,0,0,0,0,7,17,6,17,30,57,4577,10833,517,..,5095,10833
202011020,4336,10445,834,1336,107,219,934,1553,43,65,13,21,0,0,0,0,52,87,0,0,0,0,0,0,7,8,5,8,12,14,5340,12113,739,..,6081,12113
202011021,2989,7361,516,833,97,198,613,1028,21,23,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,7,9,3630,8432,496,..,4119,8432
202011022,6868,16378,551,855,35,79,588,938,182,302,0,0,17,18,0,0,203,319,42,54,21,29,0,3,4,17,78,98,31,59,7758,17790,798,..,8553,17790
202011023,1512,4746,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,5,7,7,14,0,0,0,0,7,16,4,21,1528,4793,75,..,1606,4793
202011024,2686,8071,6,9,0,0,6,9,4,9,0,0,0,0,0,0,4,9,0,3,15,26,0,0,0,0,22,29,9,18,2729,8136,189,..,2911,8136
202011025,3958,10701,110,168,9,11,114,177,17,20,0,0,0,0,0,0,17,20,8,19,3,6,0,0,8,15,19,41,12,24,4118,10973,280,..,4395,10973
202021026,2296,6522,3,7,0,0,3,7,4,6,0,0,0,0,0,0,4,6,3,6,12,18,0,0,0,0,20,22,37,99,2356,6657,240,..,2591,6657
202021027,3788,8369,243,339,3,4,247,348,30,34,0,0,0,0,0,0,30,34,3,3,4,3,0,0,4,14,11,16,32,67,4115,8843,625,..,4734,8843
202021028,3265,7425,14,24,6,9,19,37,27,27,0,0,0,0,0,0,27,26,12,20,4,12,0,6,12,20,33,58,29,65,3373,7610,781,..,4155,7610
202021029,1748,3927,7,7,0,0,7,7,17,27,0,0,0,0,0,0,16,27,5,13,13,14,3,6,7,12,31,44,18,43,1826,4055,500,..,2326,4055
202021030,3251,8094,156,246,0,3,155,249,71,110,0,0,0,0,0,0,74,106,0,0,0,0,0,0,38,72,38,72,23,27,3532,8541,524,..,4062,8541
202021031,2287,6062,64,98,8,10,69,110,8,8,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,6,4,10,17,33,2377,6229,283,..,2668,6229
202031032,1544,3928,8,11,3,9,6,15,3,4,0,0,0,0,0,0,3,4,21,22,3,7,0,0,5,15,30,54,5,18,1593,4019,193,..,1786,4019
202031033,2619,5858,11,15,0,0,11,15,50,66,0,0,0,0,0,0,50,66,34,51,11,11,6,18,15,33,63,108,33,70,2775,6115,795,..,3570,6115
203011034,1944,5949,3,4,0,0,3,4,3,5,0,0,0,0,0,0,3,5,3,9,0,0,3,14,0,0,8,18,3,3,1956,5985,124,..,2081,5985
203011035,2295,6295,14,36,0,0,14,36,19,29,0,0,0,0,0,0,19,29,0,0,0,0,3,8,3,13,6,26,10,20,2339,6406,324,..,2664,6406
203011036,1963,5189,3,3,0,0,3,3,9,7,0,0,0,0,0,3,8,11,3,8,3,6,8,9,0,4,13,27,13,34,1994,5268,345,..,2337,5268
203021037,4390,10674,963,1545,132,245,1090,1793,60,97,0,0,0,0,0,0,64,95,40,62,122,154,0,5,6,10,174,237,14,31,5733,12827,589,..,6329,12827
203021038,8616,22021,795,1215,82,143,874,1360,188,341,0,0,0,0,0,0,188,340,4,7,0,3,0,3,52,141,57,152,31,68,9767,23942,961,..,10729,23942
203021039,3655,8490,677,1078,399,810,1076,1891,181,317,89,135,186,307,0,0,461,768,0,0,5,4,0,0,17,22,14,31,19,34,5226,11204,881,..,6109,11204
203021040,6086,15121,684,1070,185,375,875,1443,944,1412,21,23,0,0,0,5,968,1437,0,0,0,7,0,0,15,23,15,30,24,55,7966,18095,911,..,8880,18095
203021041,7258,19305,806,1416,27,62,830,1479,100,124,0,0,0,0,0,0,100,124,0,0,0,3,0,0,103,355,105,363,18,32,8315,21302,712,..,9025,21302
203021042,6646,18650,675,1097,149,271,823,1369,22,50,0,0,0,0,0,0,22,50,0,0,0,3,0,0,0,9,3,10,21,50,7515,20127,642,..,8157,20127
203021043,5268,14705,486,1029,19,42,501,1072,31,40,0,0,0,0,0,3,27,43,3,10,0,0,0,0,0,0,3,10,16,31,5814,15859,452,..,6266,15859
203021044,4230,11325,298,442,11,21,310,458,4,5,0,0,0,0,0,0,4,5,4,3,35,43,0,0,0,0,42,49,8,11,4588,11858,412,..,4997,11858
203021045,5121,12094,629,1008,43,74,675,1081,32,49,0,0,0,0,0,0,32,49,3,3,34,42,0,0,21,50,54,99,16,40,5900,13360,660,..,6563,13360
203021046,2906,7705,589,904,184,426,780,1325,101,151,0,0,0,0,0,0,101,151,0,0,0,0,0,0,6,22,6,22,14,34,3805,9234,508,..,4319,9234
203021047,4678,11571,496,934,156,311,655,1245,261,447,0,0,0,0,0,0,261,447,8,10,22,27,0,0,9,18,44,53,20,29,5652,13346,583,..,6231,13346
203031048,4751,11838,162,243,29,62,196,304,46,68,0,0,0,0,0,4,52,70,0,0,0,0,0,0,6,17,6,17,20,62,5023,12293,636,..,5657,12293
203031049,1737,3905,27,52,16,37,39,89,64,91,6,13,0,0,0,0,70,108,3,9,9,10,0,0,14,29,22,43,23,44,1889,4193,4479,..,6367,4193
203031050,7457,19868,358,592,247,506,605,1101,54,99,3,6,0,0,0,0,56,107,3,11,11,15,0,0,6,24,26,51,33,71,8174,21197,2986,..,11165,21197
203031051,2804,5966,114,169,59,120,178,290,110,178,0,0,0,0,0,0,110,178,3,3,0,0,0,0,4,3,7,10,23,38,3116,6481,2967,..,6083,6481
203031052,1465,3185,88,138,17,43,110,180,35,43,0,0,0,0,0,0,35,43,0,0,4,12,0,0,8,25,19,32,14,26,1638,3480,1813,..,3447,3480
203031053,5588,15513,244,419,299,685,541,1106,17,29,27,42,7,11,0,0,46,83,0,5,0,4,0,0,0,0,6,15,16,31,6204,16750,2497,..,8700,16750
204011054,2265,4974,110,149,0,0,113,151,25,28,0,0,0,0,0,0,25,28,54,74,33,44,4,15,20,34,110,171,36,63,2549,5390,1113,..,3663,5390
204011055,2414,5294,97,120,0,4,98,124,49,64,0,0,0,0,0,0,49,64,14,22,3,4,8,7,7,9,31,50,15,21,2599,5558,638,..,3240,5558
204011056,4408,11881,250,378,20,54,268,434,107,161,0,0,0,0,0,0,107,161,5,8,30,39,0,3,3,9,38,60,20,46,4845,12587,442,..,5284,12587
204011057,3088,6994,48,77,0,0,48,77,19,38,0,3,14,36,0,0,37,75,16,16,8,13,3,9,14,31,35,68,30,53,3233,7269,2724,..,5957,7269
204011058,1458,3370,25,28,0,0,25,26,45,65,0,0,0,0,0,0,45,65,5,10,11,22,4,3,8,22,37,58,12,29,1578,3546,487,..,2065,3546
204011059,2164,5132,27,39,3,3,34,42,215,297,0,0,0,0,0,0,215,297,16,17,6,8,0,0,4,4,28,32,10,30,2441,5533,283,..,2725,5533
204011060,1330,3607,0,0,14,20,14,22,0,0,0,0,0,4,0,0,0,7,3,4,0,0,0,3,0,3,5,11,14,36,1360,3677,304,..,1666,3677
204011061,82,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,165,36,..,117,165
204011062,1339,3008,15,31,0,0,15,31,26,35,0,0,0,0,0,0,26,35,9,18,7,13,3,4,3,0,27,37,9,29,1419,3148,457,..,1881,3148
204021063,3833,8491,65,95,0,4,61,103,303,414,38,48,41,54,0,0,373,513,4,0,17,21,0,8,8,17,27,43,29,56,4325,9203,530,..,4852,9203
204021064,1267,3098,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,7,6,0,0,3,8,13,16,7,19,1291,3143,265,..,1553,3143
204021065,1363,3260,21,39,0,0,21,39,125,175,0,0,0,0,0,0,125,175,3,0,3,6,0,0,8,13,12,23,6,5,1521,3501,191,..,1716,3501
204021066,6335,15275,1008,1428,49,75,1054,1502,59,87,0,0,4,3,0,0,64,92,6,14,3,3,0,0,10,28,28,40,20,35,7495,16941,881,..,8371,16941
204021067,3394,8493,8,15,0,0,8,15,12,17,0,0,0,0,0,6,19,26,20,35,11,25,3,8,7,10,43,81,16,48,3482,8670,491,..,3975,8670
204031068,1516,3572,46,71,0,0,46,71,69,95,0,0,0,0,0,0,69,95,8,8,0,0,0,0,3,11,8,18,18,44,1664,3806,274,..,1940,3806
204031069,2717,6219,75,122,16,59,95,184,125,235,15,34,28,69,0,0,160,342,0,0,3,5,0,0,14,25,16,32,57,111,3046,6898,1420,..,4470,6898
204031070,1086,2729,5,7,0,0,5,7,23,33,0,0,0,0,0,0,23,33,8,10,7,8,0,0,8,14,19,36,14,27,1152,2830,94,..,1243,2830
204031071,1745,4001,61,79,6,12,65,91,3,3,0,0,0,0,0,0,3,3,3,9,3,3,0,0,9,8,15,23,15,34,1847,4150,320,..,2161,4150
204031072,2248,5076,24,35,0,0,24,35,12,16,0,0,0,0,0,0,12,16,13,23,4,10,0,0,8,14,24,43,15,34,2317,5203,587,..,2910,5203
204031073,4744,12737,378,606,30,57,410,664,228,354,0,0,0,0,0,0,228,354,18,23,3,3,0,0,0,0,18,29,12,20,5419,13800,463,..,5881,13800
204031074,7572,19587,1003,1598,78,156,1078,1758,97,153,0,0,0,0,0,3,97,156,0,0,3,16,3,3,18,43,26,63,66,162,8846,21726,901,..,9746,21726
204031075,1531,4034,24,32,0,0,24,32,6,11,0,0,0,0,0,0,6,11,0,0,7,7,0,0,11,24,21,32,6,13,1582,4118,171,..,1749,4118
205011076,5238,13822,239,392,0,0,239,398,213,300,0,0,0,0,0,0,213,300,35,50,52,77,3,9,6,9,95,144,21,41,5807,14700,515,..,6324,14700
205011077,2096,5272,17,27,3,4,13,27,14,18,0,0,0,0,0,0,14,18,11,16,10,8,0,0,0,3,19,33,30,45,2172,5399,513,..,2686,5399
205011078,2675,6733,61,86,3,8,66,96,44,59,0,0,0,0,0,0,44,59,0,3,0,0,0,0,0,3,3,4,8,14,2797,6910,336,..,3131,6910
205011079,5970,15717,290,423,36,48,330,474,510,777,0,0,0,0,0,0,510,777,11,21,18,28,0,0,6,8,35,59,24,59,6872,17083,767,..,7642,17083
205021080,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
205021081,5058,11996,289,421,28,56,319,476,107,184,0,0,0,0,0,0,107,184,0,0,17,25,0,0,9,19,24,45,77,108,5587,12801,703,..,6290,12801
205021082,2735,6667,25,48,0,0,25,48,8,13,0,0,0,0,0,0,8,13,11,21,69,108,5,6,12,24,93,163,33,67,2894,6952,695,..,3591,6952
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
205021084,3551,7938,99,145,23,28,122,176,69,108,0,0,0,0,3,0,74,111,46,59,39,52,3,11,13,28,103,149,61,116,3908,8489,1491,..,5395,8489
205021085,2490,5292,32,42,4,3,35,42,60,64,0,0,0,0,0,0,60,64,15,18,3,5,11,21,7,12,32,59,35,74,2648,5539,1129,..,3776,5539
205021086,2306,5068,140,202,10,25,150,226,64,88,0,0,0,0,0,0,64,88,31,41,9,9,0,0,3,9,41,61,13,32,2577,5476,935,..,3513,5476
205031087,3290,7286,45,64,0,0,45,64,51,62,0,0,0,0,0,3,55,63,26,25,3,0,0,6,21,39,48,72,19,44,3463,7523,3048,..,6516,7523
205031088,48,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,8,11,0,0,55,89,46,..,103,89
205031089,3169,8016,107,146,0,0,111,148,15,32,0,0,0,0,3,6,15,33,11,8,0,0,0,3,11,31,24,42,18,27,3338,8263,566,..,3907,8263
205031090,3767,9399,86,127,4,12,92,142,184,263,0,0,0,0,0,0,184,263,4,3,0,0,0,3,6,5,11,14,17,31,4066,9849,566,..,4628,9849
205031091,3646,8274,259,363,55,113,316,479,84,131,13,19,0,0,0,0,97,154,0,0,7,6,0,0,7,10,16,21,22,66,4099,8993,6731,..,10825,8993
205031092,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,..,9,7
205031093,8312,18655,307,436,93,168,404,603,89,112,0,0,9,17,0,0,97,124,68,91,80,112,3,0,7,26,160,233,41,100,9013,19723,4677,..,13685,19723
205041094,3956,9994,12,19,9,19,23,39,59,84,0,0,0,0,0,0,59,84,0,7,0,0,3,3,3,5,12,14,30,40,4070,10170,499,..,4566,10170
205041095,5665,13509,797,1110,7,11,806,1116,267,345,0,0,0,0,0,0,267,345,17,18,6,6,3,3,0,3,29,28,13,23,6781,15023,1023,..,7804,15023
205041096,4786,11051,304,394,46,73,346,472,452,636,0,0,0,0,0,0,454,641,0,0,0,0,0,0,9,11,6,14,16,31,5613,12202,861,..,6471,12202
205041097,8743,21958,490,752,46,110,536,862,677,971,0,0,0,0,0,0,677,971,3,5,55,80,0,0,7,10,61,93,41,62,10058,23936,1271,..,11334,23936
205041098,1621,4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,10,7,12,1632,4191,168,..,1793,4191
205051099,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,..,14,20
205051100,1599,3638,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,9,13,0,0,0,0,0,0,11,17,9,10,1621,3667,2256,..,3870,3667
205051101,5020,12186,27,42,0,0,27,42,56,77,0,0,0,0,0,0,56,77,11,22,0,0,0,6,17,40,37,71,33,93,5174,12466,896,..,6070,12466
205051102,1405,3552,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,9,8,23,14,34,1426,3609,134,..,1563,3609
205051103,4784,11807,391,536,83,119,471,657,291,427,31,68,0,0,0,0,320,502,20,37,14,25,0,3,4,10,43,69,10,20,5624,13059,813,..,6440,13059
205051104,2050,4527,45,63,0,0,45,63,15,23,0,0,0,0,0,0,15,23,18,25,23,33,4,9,11,17,56,82,6,24,2174,4709,732,..,2903,4709
206011105,3767,10003,1706,3604,1407,3299,3105,6902,979,1787,805,1356,1750,3038,3,3,3539,6185,0,0,0,0,0,0,92,212,94,213,54,111,10560,23415,1100,..,11657,23415
206011106,1348,3574,643,1338,925,2253,1566,3590,338,556,94,148,1366,2322,0,0,1802,3029,0,0,0,0,0,0,37,94,37,94,18,37,4776,10316,569,..,5343,10316
206011107,2302,6274,545,1171,605,1385,1150,2555,1865,3135,243,440,123,233,0,3,2235,3814,0,0,0,0,0,0,38,92,40,93,17,41,5745,12766,642,..,6383,12766
206011108,6226,17399,1058,2278,1378,3325,2438,5609,253,498,117,227,516,888,3,5,891,1619,0,3,0,4,0,0,16,28,17,30,48,98,9610,24754,843,..,10460,24754
206011109,2854,8179,130,254,175,456,306,709,182,338,6,13,0,0,0,0,188,346,0,0,0,0,0,0,6,10,6,10,19,41,3371,9291,292,..,3661,9291
206021110,1800,5241,342,744,437,987,775,1728,760,1197,60,106,29,50,0,0,847,1349,0,0,0,3,0,0,8,15,11,23,20,35,3450,8374,324,..,3774,8374
206021111,4525,12739,1592,3677,1244,2743,2843,6423,896,1462,423,777,656,1039,0,0,1975,3275,0,0,0,0,0,0,74,144,72,147,29,66,9446,22648,941,..,10383,22648
206021112,3872,10595,726,1479,846,1789,1565,3272,1691,2757,136,199,46,78,3,3,1875,3041,0,0,0,3,0,0,35,93,42,92,35,83,7385,17074,709,..,8096,17074
206031113,2499,7028,643,1491,705,1766,1352,3256,487,868,1265,2409,50,77,0,0,1802,3350,0,0,0,0,0,0,23,57,21,55,27,52,5702,13742,525,..,6223,13742
206031114,5131,15391,573,1216,1330,3025,1897,4245,1933,3622,518,892,776,1280,4,6,3234,5794,0,0,0,3,0,0,22,44,20,48,34,78,10316,25560,1069,..,11386,25560
206031115,814,2180,570,1210,236,576,803,1785,286,478,618,960,1515,3584,0,3,2421,5023,0,0,0,0,0,0,31,54,31,54,9,23,4083,9071,380,..,4464,9071
206031116,2955,8371,490,1033,482,1208,974,2245,615,1096,547,860,330,562,0,0,1494,2520,0,0,0,0,0,0,24,57,24,57,32,57,5482,13255,603,..,6080,13255
206041117,87,209,446,933,731,2036,1179,2974,250,500,698,1301,5974,10733,3,4,6918,12536,0,0,0,0,0,0,30,80,30,80,49,108,8273,15904,1115,..,9385,15904
206041118,3,16,0,3,108,293,105,292,0,9,82,185,4454,9409,3,9,4538,9614,0,0,5,7,0,0,0,0,5,7,18,39,4673,9967,952,..,5622,9967
206041119,155,366,104,248,285,733,394,978,165,282,651,1072,802,1399,0,0,1616,2743,0,0,0,0,0,0,3,8,3,8,6,7,2173,4103,448,..,2617,4103
206041120,0,0,0,0,0,0,0,0,0,0,7,20,16,33,0,0,20,51,0,0,0,0,0,0,0,0,0,0,0,0,22,50,3,..,27,50
206041121,624,1667,777,1698,1586,3940,2363,5640,121,199,340,615,1022,1817,0,0,1482,2632,0,0,0,3,0,0,9,29,10,29,11,18,4491,9988,410,..,4903,9988
206041122,28,67,4,6,26,45,23,57,140,291,191,341,15614,32261,7,21,15951,32915,0,0,0,0,52,54,10,16,62,67,218,425,16284,33535,3157,..,19439,33535
206041123,456,1226,789,1841,1304,3407,2092,5252,459,974,1288,2626,3741,7405,3,6,5493,11014,0,0,0,0,0,4,26,56,24,60,49,103,8118,17650,1025,..,9144,17650
206041124,102,336,134,306,507,1447,639,1753,238,496,299,570,689,1255,0,0,1226,2316,0,0,0,0,0,0,4,20,4,20,22,48,1997,4470,255,..,2250,4470
206041125,178,440,114,249,195,484,304,731,281,523,981,1650,972,1693,0,0,2234,3863,0,0,0,0,0,0,4,3,4,3,12,26,2730,5061,585,..,3315,5061
206041126,14,26,8,24,145,305,148,327,32,76,266,527,7775,15262,0,0,8075,15865,0,0,0,3,0,0,11,18,9,20,3,4,8251,16243,1772,..,10022,16243
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
206051128,682,1756,1605,3690,866,2340,2471,6033,256,453,455,749,2555,4722,18,34,3289,5958,0,0,0,0,0,0,15,31,15,31,25,49,6481,13829,1151,..,7636,13829
206051129,930,2750,614,1547,375,896,985,2440,1941,3434,2774,4512,245,423,5,11,4964,8376,0,0,0,0,0,0,3,3,3,3,29,52,6910,13630,1010,..,7922,13630
206051130,348,906,1369,3132,1729,4317,3097,7446,234,441,571,918,2784,4776,0,4,3586,6143,0,0,3,3,0,0,7,24,12,28,20,44,7072,14560,1004,..,8076,14560
206051131,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,8,..,13,5
206051132,271,632,880,1927,990,2338,1869,4259,229,339,118,173,2619,4655,0,3,2971,5172,0,0,0,0,0,0,42,92,42,92,22,43,5178,10197,883,..,6063,10197
206051133,676,1878,721,1639,631,1492,1345,3132,2050,3341,3848,6099,3779,6296,13,24,9693,15762,0,11,0,0,0,0,336,572,334,584,56,96,12110,21440,2076,..,14181,21440
206051134,1071,2990,609,1467,374,920,987,2387,1878,3374,3039,5321,275,443,15,18,5198,9149,0,0,0,0,0,0,72,123,72,123,30,48,7354,14706,1006,..,8363,14706
206061135,1082,3054,422,931,329,741,754,1666,570,1022,1215,2104,163,278,0,0,1950,3404,0,0,0,0,0,0,17,30,17,30,17,26,3815,8189,523,..,4339,8189
206061136,1030,2543,1727,3701,790,1917,2519,5622,1010,1772,2117,3490,2221,3444,0,0,5350,8704,0,0,4,5,3,5,34,82,36,94,47,102,8983,17059,1387,..,10366,17059
206061137,684,1740,627,1371,798,1844,1426,3210,582,1058,2383,3922,4906,8446,7,11,7880,13427,0,4,0,0,0,0,8,16,13,20,22,43,10028,18449,1888,..,11915,18449
206061138,1660,4695,247,472,856,1897,1107,2364,1101,1977,1108,1958,501,833,7,7,2723,4778,0,0,0,0,0,0,0,3,0,3,7,20,5492,11860,1188,..,6676,11860
206071139,462,1241,518,1199,413,1024,933,2228,268,489,306,545,1545,2765,0,0,2117,3797,0,0,0,0,0,0,22,40,22,40,24,54,3556,7360,425,..,3984,7360
206071140,292,793,1728,3964,580,1499,2309,5466,192,377,457,807,153,248,3,4,804,1435,0,0,0,0,0,0,42,87,42,87,14,37,3460,7806,411,..,3866,7806
206071141,501,1176,332,720,305,739,645,1457,452,826,527,955,1541,2975,3,6,2528,4755,0,0,0,3,0,0,45,97,46,102,13,34,3729,7528,394,..,4123,7528
206071142,584,1413,438,943,748,1826,1182,2774,495,889,440,760,1362,2942,0,7,2302,4593,0,0,0,0,0,0,23,52,23,52,28,43,4129,8875,472,..,4600,8875
206071143,768,1923,1759,4090,773,2051,2530,6143,755,1350,493,812,481,820,0,0,1727,2984,0,0,0,0,0,0,31,71,31,71,28,50,5085,11179,561,..,5641,11179
206071144,1651,4183,2619,5918,2392,5688,5007,11604,1060,1724,1714,2839,3621,6955,3,3,6401,11528,0,3,0,0,0,0,55,120,52,125,73,148,13179,27588,1480,..,14660,27588
206071145,976,2763,855,2002,674,1626,1527,3627,421,695,380,662,83,144,0,0,891,1505,0,0,0,0,0,0,7,13,7,13,16,39,3415,7942,357,..,3763,7942
207011146,1978,5946,304,608,217,628,521,1231,57,112,4,9,0,0,0,0,64,122,0,0,0,0,0,0,16,39,16,39,6,28,2591,7365,235,..,2823,7365
207011147,3521,10539,1059,2097,426,1152,1487,3255,418,789,130,260,119,184,0,0,666,1228,0,0,0,3,0,0,16,32,16,38,13,45,5700,15099,702,..,6407,15099
207011148,5616,17126,434,920,402,1172,837,2097,72,151,35,70,0,3,0,0,111,226,0,0,0,3,0,3,17,38,19,36,13,29,6594,19519,700,..,7293,19519
207011149,4547,13920,1043,2139,556,1505,1605,3641,657,1361,116,191,375,663,0,0,1147,2210,0,5,0,0,0,0,25,65,24,67,26,50,7353,19887,757,..,8110,19887
207011150,3999,12287,789,1695,346,880,1131,2574,107,213,80,137,278,480,0,3,459,831,0,3,0,0,0,0,5,23,8,25,18,40,5619,15760,517,..,6132,15760
207011151,2254,6821,1174,2810,394,985,1567,3798,1811,3302,2332,4227,1426,2374,0,0,5566,9904,0,0,0,0,0,0,34,82,34,82,44,102,9470,20702,1099,..,10569,20702
207011152,2021,6151,658,1523,491,1255,1153,2779,991,1801,941,1785,899,1578,0,0,2835,5168,0,0,0,0,0,0,20,48,17,50,29,56,6059,14194,648,..,6713,14194
207011153,4464,13463,973,2093,1197,2961,2169,5058,1043,1945,629,1210,352,633,0,0,2027,3789,0,0,0,0,0,0,22,41,22,41,28,64,8715,22404,1080,..,9789,22404
207011154,1483,4490,319,668,185,487,502,1152,217,433,34,69,0,0,0,0,248,511,0,0,0,0,0,0,0,4,0,4,4,15,2240,6165,209,..,2451,6165
207011155,3672,11342,957,1964,347,901,1301,2868,307,572,121,233,72,131,0,0,502,931,0,0,0,0,0,0,25,55,25,55,15,32,5511,15223,536,..,6047,15223
207021156,3223,8684,107,226,380,1104,486,1329,207,449,54,104,11,18,0,0,272,570,0,0,0,0,0,0,3,12,3,12,4,13,3992,10616,351,..,4342,10616
