SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
206051132,56,190,181,165,431,796,353,898,34,3105,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,7,8,3,15,15,27,15,15,18,0,112,0,0,0,0,5,4,5,7,0,25,3,3,7,5,5,11,12,5,0,52,3,0,12,14,17,21,14,12,0,90,3,41,39,28,53,28,39,32,0,252,3,49,39,14,22,25,21,27,0,208,4,3,3,4,13,18,13,10,0,68,3,8,9,12,19,40,6,19,0,111,10,9,7,25,33,95,35,46,0,262,3,9,8,4,15,25,16,13,0,88,20,35,36,37,73,119,64,116,3,507,0,12,19,16,24,32,16,14,0,129,17,6,8,15,36,29,18,23,0,143,13,51,26,29,53,50,22,43,0,281,27,36,55,55,60,60,34,42,3,374,7,15,7,20,16,19,8,12,0,107,3,9,12,16,21,16,4,16,0,93
206051133,166,438,492,531,1293,2107,1010,1656,122,7821,0,3,0,0,3,7,0,3,0,21,0,0,0,0,6,0,3,6,0,21,5,14,18,17,34,51,30,27,0,207,0,0,3,3,19,9,14,3,0,53,5,6,6,7,23,39,13,20,0,118,5,9,7,13,41,52,27,39,3,195,18,87,74,87,146,111,83,65,4,672,17,92,131,83,83,85,66,73,8,644,4,8,6,8,30,34,23,20,0,136,8,9,14,22,52,68,34,32,3,244,12,8,16,30,103,141,58,80,0,448,4,22,11,14,37,51,28,31,0,204,36,74,62,83,183,278,146,191,7,1068,11,34,44,41,65,69,40,59,11,372,23,13,18,35,135,86,56,42,3,421,26,109,85,96,156,134,78,133,3,822,54,99,123,189,260,213,86,88,7,1116,6,41,27,31,24,51,34,38,0,255,11,31,24,44,61,51,30,21,0,270
206051134,80,332,346,379,872,1197,665,1004,78,4961,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,6,3,0,11,3,16,11,11,28,34,20,25,0,153,4,0,3,3,16,11,4,4,0,43,0,9,8,6,7,14,9,6,0,65,4,10,8,6,23,17,21,21,0,102,13,72,65,81,96,59,46,47,0,486,6,54,82,52,43,33,39,36,0,345,3,0,8,10,18,18,14,17,0,78,8,9,15,9,29,51,19,37,0,169,14,6,9,17,69,63,44,33,0,262,0,7,7,7,17,27,13,10,3,93,21,44,55,75,104,156,101,123,0,684,10,27,27,25,39,36,31,30,3,222,11,6,23,29,84,51,39,29,3,266,22,85,101,80,121,98,54,86,3,652,27,85,108,164,188,132,71,46,9,834,4,20,16,29,20,24,14,21,0,152,0,22,31,29,40,30,19,12,5,189
206061135,44,203,163,154,337,487,279,668,36,2370,0,0,0,4,0,0,0,4,0,6,0,0,0,3,0,3,0,0,0,6,3,3,8,11,8,15,15,11,0,71,0,0,0,0,9,3,0,3,0,16,0,6,3,0,3,9,0,7,0,29,0,6,8,3,10,16,8,8,0,60,13,63,45,37,34,32,27,21,7,268,3,43,40,26,12,14,3,19,0,155,0,3,0,9,13,14,0,10,0,38,0,3,6,7,23,16,4,10,0,74,8,12,7,9,25,35,10,34,3,141,6,6,4,6,5,20,4,15,0,71,22,29,36,29,70,69,48,68,0,372,6,27,24,12,10,21,4,11,0,112,5,3,5,8,25,29,8,14,0,103,7,40,29,29,44,44,30,43,4,265,19,61,59,85,81,71,27,36,5,449,0,7,8,8,10,3,5,6,0,53,0,17,6,9,14,10,3,10,0,66
206061136,124,346,364,367,942,1481,859,1571,73,6125,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,5,0,5,0,11,6,11,10,11,28,42,21,39,0,185,3,0,0,0,8,3,5,3,0,29,0,11,9,8,12,30,12,25,0,97,5,14,8,6,25,36,22,31,0,160,19,70,66,59,126,96,69,72,4,592,9,85,66,65,58,45,53,66,3,444,10,3,9,19,27,23,11,11,0,113,5,10,11,12,37,49,28,45,0,197,14,5,15,25,78,113,51,82,0,387,3,3,5,8,32,40,20,24,0,132,41,55,78,68,166,223,156,210,3,991,5,21,30,14,48,69,32,46,0,266,13,7,17,24,74,55,28,15,0,247,15,90,72,60,106,97,59,94,3,589,33,80,122,160,204,204,89,80,5,966,6,32,25,19,40,40,17,29,3,207,7,32,31,29,51,37,23,19,3,226
206061137,124,393,381,357,986,1621,824,1490,82,6250,0,3,0,0,0,0,0,5,0,16,0,0,0,0,3,4,3,0,0,14,5,17,7,9,32,47,17,34,0,172,4,0,0,3,9,24,5,6,0,54,3,3,5,7,24,22,16,15,0,93,7,9,17,13,33,46,30,36,0,184,16,98,87,75,139,120,70,85,7,691,12,80,95,51,64,66,28,55,3,449,6,3,5,13,19,18,10,8,0,96,7,6,9,8,37,74,26,45,3,219,20,9,19,30,84,136,70,73,4,439,8,12,9,9,32,37,25,27,0,163,22,64,55,56,187,306,168,196,6,1057,11,20,18,24,43,56,48,41,3,274,12,3,19,15,96,70,30,35,0,290,22,77,53,61,121,93,67,100,5,592,24,74,77,128,172,182,73,81,8,823,3,19,23,26,23,37,20,26,0,177,0,29,17,27,42,34,20,20,0,185
206061138,69,304,264,273,385,741,328,975,53,3395,0,6,5,0,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,4,5,13,7,3,6,14,6,7,0,63,0,0,0,0,3,13,0,6,0,19,3,12,8,9,10,17,4,16,0,73,0,15,11,11,16,29,7,17,0,99,9,89,48,42,58,69,32,56,5,397,0,55,33,21,5,17,16,20,0,167,3,0,11,5,7,8,4,6,0,45,0,3,7,7,10,27,11,20,0,91,5,27,18,27,19,43,14,21,4,185,9,27,18,11,23,23,8,17,3,131,22,59,48,45,58,106,61,93,0,486,0,17,17,18,16,28,13,15,0,115,6,5,7,6,37,27,16,9,0,120,5,53,32,32,35,55,31,47,0,294,17,92,89,92,67,80,26,43,3,515,3,19,8,9,7,9,11,7,0,72,0,15,3,14,16,17,9,6,3,87
206071139,52,155,168,167,448,657,376,604,41,2665,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,4,6,17,21,5,18,0,88,0,0,0,0,7,4,3,3,0,17,0,4,3,0,10,13,0,9,0,39,4,3,5,3,8,8,7,11,0,50,6,34,35,22,44,45,24,30,3,232,6,41,44,28,26,28,21,17,0,210,0,3,0,3,8,17,3,4,0,41,3,4,6,3,22,17,18,11,0,83,10,3,9,6,27,47,24,17,0,145,0,3,3,3,7,10,6,0,0,37,16,19,19,26,67,103,53,75,0,386,0,10,11,9,14,17,15,7,0,82,6,5,9,11,49,27,31,22,0,167,9,28,36,20,50,40,42,49,0,280,15,34,41,82,73,73,44,32,0,404,0,15,9,9,4,11,7,15,0,77,0,8,14,13,16,16,3,6,0,81
206071140,58,230,179,214,327,533,256,581,29,2401,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,4,3,3,6,3,3,4,0,35,0,0,0,3,4,4,0,0,0,17,0,3,3,7,5,0,0,3,0,29,0,7,3,0,8,7,5,6,0,38,10,57,33,42,31,49,21,21,6,261,9,61,33,26,25,20,14,17,6,210,4,0,5,4,4,10,3,8,0,32,3,5,10,12,6,19,15,21,0,96,10,9,6,11,19,30,10,19,0,107,0,5,0,0,3,16,3,12,0,38,11,31,47,39,61,98,51,74,0,419,4,5,0,9,15,13,6,7,0,57,18,11,14,31,53,21,27,23,0,191,12,80,61,51,52,65,39,81,0,446,16,38,74,73,64,76,33,47,0,424,0,22,11,11,10,10,5,22,0,89,3,13,4,10,10,9,10,5,0,63
206071141,72,139,146,208,389,591,325,525,36,2444,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,9,9,9,20,9,7,11,0,70,0,0,0,0,3,0,6,7,0,19,0,0,0,4,3,7,5,5,0,23,0,0,6,7,14,7,12,3,0,54,9,28,27,24,31,35,20,17,0,191,7,41,42,28,18,20,21,35,3,212,0,0,0,3,0,11,3,4,0,22,3,11,4,7,14,28,16,31,0,120,8,0,0,4,14,31,10,11,0,93,0,0,3,0,3,7,3,3,0,31,18,23,27,30,65,79,51,69,3,362,0,4,6,10,15,19,12,15,0,82,9,6,15,6,44,44,20,16,0,155,4,26,16,16,46,55,24,52,3,240,17,23,41,61,62,81,29,40,4,349,0,12,6,7,12,13,4,11,0,80,0,19,9,7,14,8,13,12,0,83
206071142,82,208,153,200,393,611,358,660,52,2721,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,3,10,14,14,10,10,0,65,0,0,0,0,0,7,5,9,0,20,0,0,0,5,6,3,5,8,0,26,3,5,5,5,13,14,9,10,0,56,0,37,49,30,42,27,20,42,0,246,4,49,35,49,23,23,17,24,0,220,3,3,3,3,7,9,3,9,0,38,5,6,13,6,14,22,14,12,3,109,4,0,0,3,25,31,14,25,0,102,0,3,5,0,7,4,0,3,0,21,16,30,34,40,56,108,69,102,3,452,4,12,9,12,13,17,14,16,0,93,17,4,16,24,46,35,9,21,0,166,17,51,22,28,60,45,51,47,4,332,18,38,46,63,58,81,52,47,3,410,10,13,15,23,14,21,12,18,0,121,3,7,4,13,27,14,10,9,0,91
206071143,76,265,205,270,496,728,449,782,40,3312,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,9,0,8,10,3,8,34,11,7,0,91,0,0,3,0,0,3,5,0,0,19,0,0,0,6,5,9,5,7,0,30,5,3,8,5,14,13,10,11,0,66,3,62,50,53,47,50,37,31,4,335,11,65,51,53,35,28,32,31,0,308,0,3,3,9,6,15,4,10,0,50,3,10,9,8,25,28,19,20,0,124,8,4,6,11,20,40,23,25,0,136,0,6,7,3,10,17,3,7,0,51,27,62,43,72,56,139,64,113,3,580,4,20,9,7,12,18,14,15,0,97,13,10,15,25,90,64,40,31,0,286,11,82,62,63,75,86,60,90,5,532,32,76,93,133,96,96,53,66,3,653,4,24,14,22,18,9,10,18,0,127,3,15,15,17,24,12,9,5,0,105
206071144,159,520,535,541,1563,2307,1294,2440,143,9507,0,4,0,0,0,9,4,0,0,21,0,0,0,0,0,6,5,3,0,22,8,26,29,21,57,82,41,52,0,307,7,0,4,3,11,17,9,10,0,55,3,11,9,11,29,39,12,31,0,143,11,5,15,6,35,52,38,51,0,210,24,161,95,103,163,138,101,117,9,910,11,178,124,75,72,71,58,87,8,696,3,3,6,11,24,37,18,22,0,134,15,11,20,18,54,105,51,52,4,326,21,14,23,31,113,176,104,127,0,611,8,14,7,4,36,60,36,30,0,193,44,78,92,107,212,363,224,314,11,1443,13,37,34,30,64,86,43,69,3,381,26,18,33,41,149,110,63,70,0,523,23,125,92,99,135,159,121,169,6,933,60,123,170,242,352,295,148,134,8,1527,6,24,24,34,33,44,36,45,0,244,12,34,35,33,65,47,32,31,0,290
206071145,53,198,143,208,367,537,349,609,38,2504,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,0,11,0,5,9,6,7,7,8,14,0,63,0,0,0,3,4,3,0,0,0,14,0,6,4,3,3,5,3,6,0,30,4,3,4,3,8,15,7,6,0,46,9,37,18,30,23,23,5,17,3,168,0,50,23,21,14,7,10,9,8,147,0,0,5,0,0,4,5,3,0,24,3,10,3,16,12,21,15,16,0,99,4,3,11,14,18,29,15,15,0,109,0,0,3,3,7,3,3,3,0,25,24,35,37,36,33,72,48,51,4,341,3,10,13,5,14,15,14,6,0,76,15,10,18,24,48,29,26,13,0,187,17,64,62,57,61,76,46,71,0,449,25,68,94,101,81,82,51,50,10,557,0,15,10,14,8,18,14,14,3,91,9,12,6,15,19,9,9,8,0,85
207011146,38,222,107,117,245,426,267,463,31,1911,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,9,10,5,15,12,13,13,0,78,0,0,0,0,0,4,0,3,0,14,3,3,3,6,9,3,0,3,0,32,3,5,5,6,3,10,9,5,0,45,3,32,42,21,12,12,8,9,0,146,0,52,16,14,6,16,3,4,0,104,0,0,3,3,3,8,4,4,0,27,0,3,3,4,0,6,4,7,0,36,10,6,9,17,11,31,3,7,0,101,0,8,3,5,0,11,0,4,0,32,11,36,26,27,28,31,17,28,3,205,0,11,13,9,8,6,4,3,3,55,3,10,11,13,24,14,3,13,0,96,7,53,32,41,46,30,24,37,0,274,11,56,86,71,41,36,24,21,3,350,0,26,5,4,3,0,0,7,0,44,0,16,9,10,8,3,5,5,0,49
207011147,87,458,230,266,472,806,383,879,60,3637,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,14,16,17,14,22,8,19,0,105,0,0,0,0,0,4,0,4,0,11,3,12,8,10,10,4,3,8,3,56,0,7,16,15,22,22,8,11,0,104,7,140,69,53,52,40,28,19,3,413,3,96,44,19,17,19,14,20,4,226,0,12,0,4,16,11,3,0,0,43,0,10,9,10,10,18,3,3,0,62,7,12,18,18,25,38,18,20,3,160,3,18,12,6,11,20,7,12,0,95,10,63,44,69,53,90,29,58,6,422,3,14,11,14,7,22,8,7,3,92,6,6,17,23,38,22,15,15,3,147,10,92,91,59,53,62,39,75,0,481,37,114,143,145,104,98,36,34,3,712,0,25,11,4,3,4,3,0,0,63,3,21,13,12,10,11,3,12,0,85
207011148,106,568,335,322,715,1098,512,1080,70,4814,0,7,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,32,14,15,30,20,11,12,0,142,0,0,0,3,5,0,3,3,0,13,0,9,17,21,13,14,7,8,0,87,3,31,25,13,26,26,3,15,0,143,10,182,107,81,60,60,42,34,3,582,10,113,48,33,22,21,17,20,3,279,3,6,9,15,13,25,6,4,0,88,0,15,11,15,15,24,14,6,0,100,5,22,25,27,31,67,17,28,0,229,0,17,13,17,28,16,4,7,0,106,17,74,71,51,76,90,24,52,0,463,0,26,17,19,13,19,3,3,0,101,12,16,14,24,37,27,13,14,0,163,15,144,96,100,78,73,45,100,6,656,40,139,179,199,112,111,40,55,5,881,0,24,15,6,7,7,3,6,0,75,4,41,25,14,18,14,8,5,0,133
207011149,97,543,321,339,620,1122,613,1432,67,5160,0,0,0,0,0,0,0,4,0,11,0,0,0,0,4,5,0,3,0,15,8,37,18,20,18,42,13,12,0,174,0,0,4,3,9,13,0,8,0,29,3,15,13,12,9,11,8,4,0,84,4,20,17,23,19,29,13,20,0,147,12,158,74,66,49,57,30,36,6,490,13,123,38,19,20,22,22,18,3,285,3,5,7,7,18,10,0,10,0,64,3,17,14,12,17,22,11,19,0,113,10,23,32,42,36,53,33,39,0,275,8,12,15,14,21,18,9,5,3,110,24,89,91,83,87,116,48,89,7,635,5,40,28,20,20,21,13,9,0,153,15,13,36,24,62,32,16,31,3,231,18,153,110,131,91,107,52,107,6,780,37,170,209,182,128,124,54,63,9,979,3,50,11,13,10,7,7,11,0,106,8,35,16,20,24,19,6,13,0,152
207011150,88,384,244,283,437,951,564,1228,48,4235,0,3,3,3,0,0,0,0,0,16,0,0,4,0,0,0,0,3,0,5,8,22,10,11,19,35,14,22,0,145,0,0,0,6,10,5,3,6,0,29,0,9,8,14,7,9,5,11,0,60,10,8,19,18,18,24,6,11,0,113,3,120,85,50,34,50,22,36,3,401,6,112,22,17,12,14,9,14,3,213,3,9,4,13,6,23,0,15,0,68,0,4,14,12,6,16,10,13,0,77,11,18,27,38,54,65,27,36,0,272,0,11,7,6,10,20,4,16,0,82,19,71,77,74,62,97,40,71,4,516,3,32,27,12,9,12,12,7,0,105,17,9,30,29,41,23,23,17,0,189,15,117,102,86,65,68,44,86,3,590,44,148,191,167,95,91,48,49,3,841,0,32,17,11,7,12,4,7,0,88,0,24,27,20,11,8,9,9,0,106
207011151,140,565,504,429,920,1369,743,1517,107,6297,0,5,3,3,0,0,0,3,0,15,0,0,0,0,0,5,5,8,0,20,8,26,16,25,28,39,23,27,0,191,3,3,6,3,18,22,4,3,0,54,0,10,12,13,11,23,15,19,4,98,7,10,11,11,28,46,12,18,3,157,21,127,99,80,89,79,49,66,6,612,15,136,116,54,46,40,21,31,7,461,3,11,8,10,16,16,11,13,0,81,3,14,13,14,28,46,32,33,0,193,25,22,36,37,63,124,58,61,0,415,6,10,20,18,22,19,21,22,0,137,37,75,83,87,123,218,110,149,8,878,3,26,25,21,21,46,31,32,3,214,11,19,13,33,78,65,42,37,0,294,27,142,91,83,115,130,94,124,6,801,56,147,186,211,176,194,97,89,6,1153,4,41,20,21,21,17,13,12,3,147,4,36,23,25,36,23,19,19,0,179
207011152,90,353,314,268,555,941,494,993,53,4057,0,0,3,3,0,4,0,0,0,13,0,0,0,0,0,3,0,3,0,8,4,17,10,13,25,25,16,23,0,128,0,0,3,3,7,4,0,0,0,24,0,3,8,4,3,11,11,13,0,55,3,16,17,7,20,18,17,15,0,105,10,79,77,57,41,67,26,37,3,400,11,84,54,30,26,24,25,15,7,267,0,8,8,3,12,15,10,4,0,59,0,12,12,9,18,30,9,12,0,100,10,9,19,27,63,68,26,37,4,264,3,9,15,10,17,24,3,12,3,90,18,70,64,60,81,151,60,94,0,603,8,16,26,13,28,21,9,15,4,145,8,11,12,20,55,34,27,19,0,188,29,113,67,75,73,58,62,88,3,572,28,92,121,119,108,104,60,57,8,688,0,19,12,7,9,15,11,7,0,79,8,21,22,17,26,19,8,3,0,127
207011153,132,664,442,436,738,1291,685,1780,94,6260,0,0,8,3,3,0,0,3,0,26,0,0,0,0,0,0,0,3,0,7,7,25,16,18,29,34,21,21,3,168,0,0,3,3,6,7,0,11,0,33,0,15,16,21,12,20,5,16,3,105,0,9,23,21,32,41,15,27,0,168,12,199,89,82,75,69,34,44,10,609,10,121,63,52,35,46,25,28,9,383,3,11,9,10,20,20,11,6,0,89,0,18,13,14,21,35,13,30,0,145,17,15,28,34,45,70,31,54,0,294,9,20,15,17,12,21,9,17,4,120,24,96,75,82,106,140,70,109,3,708,7,31,42,13,27,31,11,11,3,171,6,19,32,35,71,53,24,47,0,279,29,158,108,85,92,125,63,120,5,783,58,193,233,243,186,184,86,125,9,1328,5,45,15,19,14,28,6,16,5,151,5,37,22,21,26,27,14,15,3,177
207011154,22,196,105,107,205,347,171,435,20,1621,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,3,4,15,6,6,7,0,49,0,0,4,4,0,0,0,0,0,8,0,0,5,6,4,3,0,3,0,22,0,9,4,4,4,9,0,0,0,36,4,44,29,25,21,14,7,14,0,161,0,42,13,20,13,8,6,13,0,108,0,0,4,3,8,3,0,9,0,29,0,4,5,5,8,7,3,6,0,30,4,4,12,17,11,21,6,5,0,86,0,6,5,3,6,11,3,3,0,35,4,29,23,27,17,28,16,26,0,165,0,9,4,3,10,9,3,3,0,35,4,10,16,9,15,4,11,10,0,71,13,37,38,29,20,29,26,34,4,238,17,46,60,76,46,39,21,16,3,326,0,15,4,3,3,6,0,3,0,43,4,4,13,3,8,4,0,6,0,45
207011155,78,453,227,250,450,853,424,1198,45,3976,0,6,0,0,0,0,0,3,0,8,0,0,3,0,0,5,0,0,0,10,9,20,13,14,21,15,8,10,0,113,3,0,3,0,8,5,3,4,0,23,0,12,15,7,5,9,9,5,0,68,0,6,19,20,13,22,5,20,0,103,10,119,65,54,36,32,22,34,7,378,5,94,33,24,12,12,4,11,0,194,3,3,0,3,13,8,0,8,0,40,5,18,15,17,14,23,3,13,0,102,6,14,32,28,32,54,34,40,0,230,5,14,10,11,5,15,7,4,0,78,18,71,52,71,54,79,32,57,3,435,3,22,17,13,11,17,6,9,0,100,12,19,23,19,34,32,14,25,0,171,20,127,87,81,78,66,58,95,4,606,36,128,173,153,84,102,52,49,5,786,3,34,14,7,11,13,0,7,0,86,0,22,22,10,20,10,5,13,3,103
207021156,48,250,163,196,455,664,286,496,60,2611,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,10,12,19,20,4,5,0,79,0,0,0,3,8,6,3,0,0,19,3,10,9,4,0,7,0,5,0,40,3,12,6,5,13,20,3,4,0,63,8,89,51,48,57,41,20,24,6,327,3,52,31,18,19,17,10,9,3,163,4,4,5,9,0,7,4,5,0,39,0,3,0,3,8,8,5,5,0,30,5,8,9,20,23,41,6,8,0,130,3,4,4,11,10,7,3,8,0,47,4,25,43,24,49,43,21,22,4,236,0,14,12,9,19,17,5,12,0,92,8,13,15,19,35,11,11,7,0,105,11,68,40,47,39,34,26,32,5,296,11,59,86,76,64,65,17,37,4,418,0,15,3,6,0,8,3,0,0,31,3,20,8,16,14,10,6,7,0,82
207021157,74,415,410,348,941,1183,499,747,103,4716,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,17,20,16,36,21,17,4,0,139,3,0,0,3,10,3,4,0,0,23,3,13,13,13,12,12,3,9,0,84,8,19,19,16,27,33,4,19,0,139,24,157,96,92,102,47,26,32,12,587,10,109,64,41,39,28,12,24,12,329,0,6,6,10,6,18,5,0,0,58,3,3,5,3,18,11,4,11,0,67,13,10,19,21,59,64,19,19,3,232,3,8,6,10,16,24,9,6,0,87,15,43,46,46,94,83,24,37,3,382,7,43,30,23,39,16,11,8,0,166,10,13,22,30,42,30,20,3,0,169,19,110,75,70,87,74,38,40,4,518,28,112,133,172,167,123,45,36,9,821,0,18,10,6,9,6,0,7,0,55,0,36,22,22,30,21,13,8,0,151
207021159,81,372,262,298,599,992,387,904,68,3967,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,33,10,27,26,19,11,14,0,152,3,0,0,3,4,3,0,0,0,23,3,23,15,14,9,11,5,14,0,101,0,15,16,12,27,20,16,10,0,115,18,160,86,89,56,38,30,26,9,516,4,79,45,31,15,13,5,12,0,221,0,5,8,9,14,27,3,4,0,71,0,7,4,5,4,22,3,9,0,55,3,15,22,18,30,43,21,20,0,176,0,18,10,10,10,18,12,11,0,94,16,51,34,39,63,65,38,37,3,350,4,19,24,17,27,23,13,10,0,138,11,7,15,15,39,22,11,10,3,131,7,97,76,64,65,58,31,56,4,455,30,105,149,124,101,115,40,28,3,692,3,20,6,6,6,9,0,3,0,55,3,37,12,27,26,21,9,7,3,133
207021160,48,284,174,202,541,836,321,637,49,3085,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,13,9,13,26,11,15,3,104,3,3,3,0,3,3,0,0,0,15,0,9,8,9,10,9,6,3,0,60,0,12,9,9,18,19,7,3,3,78,6,113,81,62,51,36,15,18,0,379,3,72,27,30,11,22,8,13,3,189,3,3,8,6,11,8,3,4,0,49,3,3,3,9,6,8,4,5,0,43,12,9,25,20,30,48,14,8,0,167,0,6,7,6,10,10,3,6,5,54,7,37,24,39,56,46,24,22,7,264,4,17,18,10,4,15,3,4,0,78,6,13,20,26,31,23,10,4,0,134,11,67,65,63,65,51,28,43,3,386,27,96,88,101,81,66,30,25,7,529,3,20,15,4,7,0,3,3,0,62,3,18,13,14,15,8,3,6,3,97
