POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3013,0,0,0,9,3,3,0,0,0,10,3,3,9,37,16,10,10,0,0,84,0,0,0,12,3,3,9,10,5,36,0,0,0,35,23,15,8,0,0,80,0,0,0,21,7,0,0,0,0,28,0,0,0,44,4,0,0,0,0,55,0,0,0,4,7,8,0,3,7,28,0,0,8,15,5,0,3,3,0,38,0,0,3,17,3,0,0,0,0,25,6,3,5,23,0,0,0,0,0,39,0,0,0,15,23,37,40,35,3,156,0,0,0,3,3,0,0,0,0,5,0,12,5,41,18,8,0,0,0,78,0,3,17,93,59,73,50,18,9,324,0,0,0,8,4,3,0,0,0,17,0,0,0,4,0,0,0,0,0,4,7,13,30,184,65,37,36,30,5,408,47,65,63,357,143,82,67,73,48,949,1152,1672,1392,5700,2148,1297,714,573,317,14965
POA3015,0,0,0,3,3,0,0,0,0,4,0,5,5,46,6,16,5,0,0,86,0,0,0,14,4,20,3,3,13,59,0,0,0,26,20,27,14,7,3,94,0,0,0,20,9,3,0,0,0,36,0,0,3,58,14,6,0,0,0,86,0,0,0,0,3,15,9,9,3,41,0,0,0,15,6,3,3,0,0,34,0,0,0,3,0,0,0,0,0,5,0,3,0,16,3,0,4,0,0,27,0,0,0,14,19,27,36,24,6,128,0,0,0,0,0,0,0,0,0,3,0,11,6,40,18,7,0,0,0,85,0,0,3,63,14,16,15,3,0,107,0,0,0,12,6,3,0,0,0,25,0,0,0,7,3,0,0,0,0,5,8,10,34,168,73,46,39,34,28,450,68,79,67,319,114,97,73,38,24,877,1455,2195,1658,6035,2521,1797,939,560,316,17472
POA3016,0,0,0,3,5,3,0,0,0,6,0,0,3,31,3,8,6,0,0,52,0,0,3,11,0,9,4,3,3,25,0,9,10,18,25,30,33,4,7,133,3,7,3,4,5,3,0,0,0,26,0,0,4,33,16,12,3,3,0,78,0,0,0,0,10,9,0,0,0,19,0,0,0,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,3,3,11,6,0,0,0,0,28,0,0,0,12,23,19,5,9,0,67,0,0,0,3,8,3,0,0,0,11,4,18,10,25,20,23,12,0,0,102,0,6,3,36,13,20,13,0,0,84,0,0,0,5,3,6,3,0,0,17,0,0,0,4,4,0,0,0,0,9,3,24,15,135,80,60,52,36,19,418,38,78,91,216,153,139,104,64,24,905,851,2085,1908,3445,2747,2202,1351,625,338,15560
POA3018,0,0,0,4,0,3,0,0,0,8,0,11,12,41,23,14,8,0,0,113,0,0,0,16,0,11,0,5,3,40,0,0,0,15,22,19,24,23,11,112,0,3,4,5,3,0,0,0,0,22,3,3,3,27,12,9,9,0,4,68,0,0,0,3,5,7,4,8,0,27,0,0,0,6,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,5,0,17,10,0,0,0,0,40,0,0,0,0,8,9,11,7,0,33,0,0,0,4,0,0,0,0,0,9,3,6,3,28,9,6,4,0,0,58,3,0,10,47,33,23,6,4,0,137,0,0,0,3,4,4,0,0,3,15,0,0,0,0,0,0,0,0,0,3,3,19,21,152,55,48,50,28,12,396,38,67,60,207,119,109,83,72,44,795,779,1316,1132,3635,1800,1547,1272,831,373,12689
POA3019,0,0,0,0,0,0,0,0,0,0,3,10,26,78,38,26,20,0,0,210,0,0,0,3,3,3,8,7,4,26,0,0,0,0,0,4,3,5,0,13,0,3,8,14,3,0,0,0,0,27,0,3,0,3,0,0,0,0,0,6,0,0,0,0,3,8,6,0,3,19,0,7,26,59,5,3,0,0,3,108,0,0,0,15,0,0,0,0,0,18,0,0,3,12,6,0,0,0,0,21,0,0,0,0,7,6,3,0,0,20,0,0,0,6,10,3,5,3,0,35,0,0,0,3,0,0,0,0,0,4,12,42,194,727,436,396,147,51,15,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,125,229,85,45,46,21,3,601,52,68,95,244,83,69,71,29,15,722,628,1064,1486,3095,1038,949,552,269,111,9195
POA3020,0,9,3,12,3,3,0,0,0,35,10,34,88,375,159,154,62,16,6,891,0,0,4,36,28,71,43,31,46,259,0,0,0,9,10,14,28,20,4,92,0,4,11,14,9,7,3,0,0,47,0,4,3,15,3,0,4,0,0,24,0,0,0,5,8,20,27,17,8,84,4,27,95,396,51,20,3,9,3,596,0,0,3,39,4,5,0,0,0,52,0,23,40,92,18,6,0,0,0,181,0,0,0,55,44,96,141,53,13,409,0,0,6,62,35,37,13,0,4,165,3,14,6,20,0,4,3,0,0,48,43,166,649,2727,1562,1351,379,135,47,7053,0,0,0,3,4,4,0,0,0,10,0,0,0,6,3,3,0,0,0,17,41,163,338,1022,426,313,287,209,119,2923,236,317,434,1012,420,372,346,235,104,3477,3061,4671,6130,14480,5223,4527,3498,2254,935,44783
POA3021,0,5,9,17,0,0,0,0,0,36,19,109,149,556,281,236,137,43,9,1533,0,0,3,31,28,72,64,49,46,303,0,0,0,8,9,21,32,15,3,84,0,6,3,16,6,0,3,0,0,35,0,0,3,9,4,3,3,0,0,19,0,0,6,43,37,69,64,63,15,293,4,25,44,143,49,45,24,11,4,350,0,0,0,15,0,4,3,0,0,26,0,6,23,69,26,7,9,0,0,144,4,6,18,106,132,330,288,100,13,997,0,6,8,38,31,28,32,16,5,161,0,14,9,13,5,3,0,0,0,48,51,209,828,3456,2125,1461,472,203,52,8862,0,0,0,4,0,3,3,0,0,8,0,3,4,9,0,0,0,0,0,20,41,202,442,1161,631,542,497,306,103,3906,324,456,587,1360,574,612,532,277,90,4812,3523,5971,7816,15796,6460,6420,4954,2519,736,54191
POA3022,0,0,3,4,0,0,0,0,0,7,0,4,3,23,10,0,0,0,0,40,0,0,0,5,0,3,10,11,29,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,7,4,4,21,0,0,7,42,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,3,5,3,0,0,15,0,0,0,11,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,8,14,128,53,36,12,5,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,89,25,28,12,22,26,242,14,25,12,83,23,27,21,15,11,239,224,336,342,1071,321,294,236,150,116,3103
POA3023,0,4,3,9,3,0,0,0,0,17,15,158,418,1240,711,481,174,41,19,3258,0,0,10,89,53,67,49,17,11,293,0,7,7,18,26,29,26,13,9,131,3,32,22,35,24,12,3,3,0,131,0,5,25,46,33,13,3,3,0,128,0,0,0,35,41,53,35,19,4,182,4,45,53,305,152,55,37,15,4,667,0,5,8,32,11,0,3,0,0,55,3,9,17,116,32,13,9,3,0,196,3,3,25,204,187,186,124,35,6,772,0,0,12,85,77,44,26,6,0,241,5,28,24,41,13,4,0,0,0,119,25,69,276,1936,1012,683,217,67,34,4315,0,0,0,3,4,0,0,3,0,15,0,3,15,35,11,0,3,0,0,67,23,210,464,1740,825,590,362,129,40,4371,272,543,446,1196,508,407,290,127,32,3826,5274,10031,8431,21495,8047,5606,3324,1344,416,63972
POA3024,0,0,0,4,3,0,0,0,0,4,0,66,102,235,112,34,22,5,0,573,0,0,0,16,8,10,5,4,0,47,3,6,8,15,42,25,18,14,0,129,4,18,21,31,18,10,0,0,0,102,0,8,15,29,20,4,3,0,0,85,0,0,0,0,12,11,3,4,0,32,3,17,22,119,29,9,7,0,0,204,0,0,3,5,3,0,0,0,0,17,0,60,72,60,9,4,3,0,0,203,0,0,0,3,5,7,3,0,0,20,0,3,3,8,3,0,0,0,0,18,0,13,6,17,3,0,3,0,0,49,0,0,9,41,11,11,5,0,0,73,0,0,0,0,3,7,0,0,0,18,0,0,9,22,8,3,0,0,0,49,12,88,171,477,167,95,46,18,3,1070,134,216,167,482,174,148,92,54,11,1479,2472,3985,2849,8554,2622,1801,1062,400,103,23849
POA3025,0,0,0,0,0,0,0,0,0,0,0,0,14,34,14,8,3,0,0,78,0,0,0,14,0,3,9,14,20,59,0,0,0,3,4,4,6,8,8,43,0,3,4,5,0,0,0,0,0,16,0,0,3,16,3,0,0,0,3,23,0,0,0,3,3,14,11,35,3,71,0,0,4,15,5,3,4,5,0,38,0,0,0,3,3,0,0,0,0,6,0,10,0,20,4,0,0,0,0,45,0,0,0,13,10,19,52,33,6,130,0,0,0,0,4,0,0,0,0,15,0,3,0,10,3,0,0,0,0,18,0,9,13,106,120,121,34,12,0,413,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,3,13,27,146,57,75,52,73,38,483,71,84,69,311,118,94,102,132,78,1063,933,1320,1292,3605,1315,1036,1027,1130,490,12152
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,3,0,3,8,4,0,0,15,0,3,5,7,26,15,12,4,0,73
POA3027,0,0,0,0,0,0,0,0,0,0,0,8,32,107,42,20,7,0,0,226,0,0,0,7,0,0,0,0,0,13,0,0,0,9,0,3,3,0,0,18,0,12,12,34,11,6,0,0,0,77,0,0,7,10,5,0,0,0,0,26,0,0,0,3,0,0,0,0,0,3,0,0,3,38,11,0,4,0,0,59,0,0,0,19,3,3,0,0,0,30,0,0,3,35,0,3,0,0,0,46,0,0,0,4,5,3,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,8,3,6,0,0,0,0,0,24,0,3,4,53,20,11,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,7,30,38,162,52,28,13,4,3,345,42,30,31,144,28,27,13,3,0,321,884,871,662,3156,585,355,116,24,10,6646
POA3028,0,0,0,6,0,0,0,0,0,6,7,25,61,244,113,126,70,10,10,661,0,0,0,18,14,28,37,13,6,114,0,0,0,17,28,50,34,22,4,154,0,7,4,15,3,12,3,3,0,53,6,0,5,36,9,4,9,4,6,74,0,0,0,10,34,54,26,21,7,149,0,3,10,57,14,15,15,6,3,110,0,3,0,7,6,0,0,0,0,15,16,77,39,70,10,9,3,0,0,217,0,0,3,43,75,97,82,18,7,318,0,0,3,3,3,0,0,0,0,15,0,3,6,16,9,9,0,3,0,46,0,8,28,208,143,148,43,13,4,606,0,3,0,4,3,6,5,0,4,23,0,0,3,9,3,0,0,0,0,16,10,57,72,414,211,184,108,76,20,1148,90,170,214,534,279,253,170,103,32,1842,1913,3234,3665,9123,4074,3548,2166,1079,399,29201
