POA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
POA3013,0,0,11,36,15,3,0,3,3,68,0,0,0,4,3,3,5,9,3,25,0,0,0,0,0,0,0,3,0,9,0,9,10,115,42,39,10,10,7,249,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,11,0,0,5,16,3,0,4,0,4,37,0,3,0,3,13,25,54,76,13,186,0,0,3,11,0,0,0,0,0,10,0,4,0,24,6,0,0,0,3,37,0,0,3,11,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,23,5,0,3,0,0,38,0,0,0,11,7,7,26,37,21,110,0,0,0,18,3,0,0,0,0,20,0,0,0,10,0,0,0,0,0,14,0,0,0,4,3,4,3,3,0,15,0,0,3,18,7,0,4,0,0,31,0,0,0,0,3,0,6,3,0,16
POA3015,0,3,10,32,12,5,5,3,0,73,0,0,0,4,4,6,8,7,0,28,0,0,0,0,0,0,8,0,0,11,3,24,9,100,58,44,33,8,7,289,0,3,0,4,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,14,0,0,3,12,7,3,11,4,3,44,0,0,0,0,8,23,34,39,7,109,0,0,0,8,7,0,0,0,0,19,5,7,3,59,3,8,3,3,0,90,0,3,0,9,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,37,9,3,3,4,3,59,0,0,3,3,11,12,21,44,17,115,0,0,3,15,5,0,0,0,0,21,0,0,3,5,0,0,0,0,0,14,0,0,7,22,20,18,13,13,4,82,0,0,0,31,4,10,5,0,0,50,0,0,0,6,0,6,9,4,3,30
POA3016,0,0,9,18,10,4,0,3,0,43,0,0,0,5,3,8,11,10,8,51,0,0,0,0,0,6,5,3,0,15,7,29,11,89,85,80,55,23,8,374,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,0,0,0,0,12,0,0,0,15,3,3,17,6,3,53,0,0,0,0,10,7,8,17,5,49,0,0,0,3,0,0,0,0,0,6,0,0,0,23,7,3,3,5,0,45,0,0,0,4,3,0,0,0,0,13,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,7,3,0,0,40,0,5,0,4,3,11,15,15,7,67,0,0,0,10,5,0,0,3,0,21,0,0,0,3,3,0,0,0,0,5,0,0,0,6,4,3,7,0,0,25,0,3,0,9,11,4,5,0,0,33,0,0,0,0,3,14,12,6,0,35
POA3018,0,0,7,50,14,9,3,6,0,85,0,0,0,6,5,8,11,7,0,38,0,0,0,0,0,0,3,0,0,7,0,13,3,60,41,61,62,40,17,305,0,0,0,3,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,11,0,0,0,18,5,9,21,15,10,77,0,0,0,5,8,3,13,9,0,33,0,0,0,3,3,0,0,0,0,9,9,4,3,58,14,3,9,3,3,100,0,3,0,8,0,0,3,0,0,21,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,16,3,3,3,9,0,47,0,3,0,13,9,12,21,27,15,96,0,0,0,16,3,0,0,0,0,22,0,0,0,7,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,9,0,0,0,15,0,3,0,0,0,24,0,0,0,0,5,22,54,44,9,140
POA3019,0,4,10,66,22,27,10,11,9,148,0,0,0,0,0,3,5,5,0,17,0,0,0,0,0,3,0,3,0,11,0,0,0,8,0,3,10,6,8,38,0,0,0,12,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,6,0,0,0,21,5,16,24,129,8,5,4,0,0,197,0,0,7,15,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,5,0,4,3,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,5,3,0,17,0,0,0,10,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,11,0,20,0,0,0,0,0,45,0,0,0,0,5,7,3,0,0,14
POA3020,0,9,43,177,75,41,12,13,14,386,0,0,0,9,16,22,58,40,7,148,0,3,0,3,3,4,20,10,4,48,0,3,0,24,37,40,30,26,13,175,0,0,5,26,17,15,3,0,0,77,0,0,0,3,0,0,3,0,0,8,0,0,3,4,7,7,40,13,13,82,3,6,3,10,20,49,118,125,27,356,0,0,10,54,0,6,0,0,0,79,21,58,79,472,26,31,29,12,9,733,3,0,6,41,5,9,0,0,0,58,3,19,8,55,4,0,0,0,0,90,0,0,6,9,7,3,0,0,0,21,0,0,0,3,0,5,3,0,0,15,0,7,6,9,11,41,109,156,58,393,0,0,6,18,0,0,0,0,0,27,0,0,3,21,0,5,0,0,0,28,0,0,0,13,11,15,3,0,0,42,26,30,10,57,8,12,4,0,0,152,0,0,0,3,20,105,262,184,62,630
POA3021,7,12,17,120,66,43,22,17,9,318,0,0,4,20,45,85,134,123,20,442,3,6,15,22,15,28,40,25,9,159,0,8,3,13,28,39,49,18,9,166,0,5,10,28,9,16,10,0,0,77,0,3,0,0,3,3,3,3,0,13,0,0,16,8,0,20,99,37,28,209,0,0,0,9,18,52,110,120,48,358,0,0,17,39,4,5,0,0,0,66,33,53,158,838,62,58,43,15,9,1263,3,0,0,20,3,6,0,0,0,36,0,8,4,28,5,3,0,3,0,49,3,13,12,25,7,3,0,0,0,60,0,0,0,7,0,0,5,4,0,23,0,0,0,7,15,57,71,64,28,248,0,0,7,4,3,3,0,0,0,21,0,0,0,4,0,0,0,0,0,9,0,4,8,29,24,33,10,13,0,114,3,15,11,47,8,11,4,3,0,104,0,3,4,10,33,199,351,157,43,808
POA3022,0,0,0,11,3,0,3,3,0,17,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,3,3,0,18,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,26,0,0,0,0,0,0,3,10,10,21,0,0,0,4,0,0,0,0,0,4,0,6,4,35,0,0,0,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,27,8,0,42
POA3023,3,12,40,249,83,74,20,15,3,498,0,0,4,29,47,41,51,17,12,197,0,37,10,73,26,28,16,5,3,209,3,21,12,65,68,52,54,31,16,318,0,8,13,60,40,17,16,0,0,157,0,0,0,4,0,3,0,0,0,15,0,0,12,4,0,9,38,13,3,85,0,0,0,9,13,28,26,19,4,103,0,0,6,53,8,11,3,0,0,92,29,78,113,913,144,92,48,13,3,1438,0,9,9,77,9,9,0,0,0,123,0,7,8,28,6,0,3,0,0,50,6,28,23,69,18,11,8,3,0,165,0,3,0,6,10,0,8,5,3,35,0,0,5,11,39,60,96,63,19,292,0,0,7,20,7,0,0,0,0,38,3,11,5,48,3,5,0,0,0,74,0,0,3,24,24,12,0,3,0,66,0,30,14,117,32,13,8,0,0,212,0,3,10,40,44,179,175,71,11,543
POA3024,0,3,4,29,10,4,0,3,0,57,0,0,0,6,9,8,8,0,0,27,0,9,4,3,3,0,0,0,0,19,3,18,9,60,67,67,36,26,9,294,0,8,4,32,10,7,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,3,4,8,3,4,3,0,24,0,0,0,0,4,0,3,0,0,15,0,0,0,6,0,0,3,0,0,17,22,62,43,674,37,32,16,3,0,882,0,0,3,23,3,0,0,3,0,32,0,3,0,5,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,4,3,0,3,17,0,0,0,3,6,15,7,4,3,39,0,0,0,7,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,0,3,3,31,7,15,4,0,0,75,0,0,0,9,9,35,23,4,0,84
POA3025,0,0,4,25,10,9,0,0,0,49,0,0,0,0,3,3,18,28,6,63,0,0,0,0,0,3,0,3,0,10,0,6,3,29,19,15,14,13,9,108,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,8,0,3,0,6,3,0,12,14,4,40,0,0,0,0,14,27,72,77,28,219,0,0,0,11,4,3,0,0,0,15,3,3,0,49,7,0,7,3,0,73,0,0,4,24,3,0,0,0,0,30,0,0,0,5,0,3,0,0,0,9,0,0,0,3,3,0,0,0,0,5,0,0,0,14,0,3,0,0,0,20,0,0,0,0,3,34,89,128,52,310,0,0,0,7,3,0,0,0,0,10,0,0,3,4,0,0,0,0,0,6,0,3,20,108,33,33,14,0,0,216,0,4,0,11,3,0,0,0,0,22,0,0,0,3,3,12,51,48,11,124
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,3,13,29,175,22,37,5,3,0,280,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,7,0,24,8,0,7,0,0,42,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,3,0,0,0,21,9,25,42,418,32,26,6,3,0,554,0,0,3,53,3,6,3,0,0,70,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,0,0,0,16,7,0,0,0,0,26,0,0,5,9,0,0,0,0,0,13,0,0,10,42,9,3,0,0,0,62,0,0,0,0,0,0,0,0,0,3
POA3028,3,9,24,174,49,48,14,9,4,335,0,0,0,9,20,21,30,18,3,102,0,3,0,4,5,6,8,7,4,41,3,3,0,58,64,87,78,49,21,368,0,0,0,15,15,3,3,0,0,37,0,0,0,11,3,3,0,0,0,14,0,0,3,9,6,8,22,4,8,48,0,0,3,11,15,30,51,25,11,139,0,0,4,13,3,3,0,0,0,28,26,54,70,527,36,35,13,3,0,766,0,6,7,45,7,3,3,3,0,76,0,7,0,24,3,3,0,0,0,39,0,0,0,8,3,3,0,0,0,15,0,3,0,7,6,5,3,3,3,38,0,0,0,10,18,42,39,35,25,166,3,0,0,16,7,0,0,0,0,27,0,4,0,15,0,3,0,0,0,21,3,4,4,53,22,19,12,3,0,124,0,0,0,36,13,14,0,0,0,69,0,0,3,7,21,79,98,54,15,277
