POA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
POA3215,0,8,..,169,59,229,6,228,..,3,0,3,0,3,..,19,5,24,0,24,..,93,28,119,0,119,..,33,27,57,0,57,..,0,0,0,0,0,..,97,32,131,3,133,..,28,0,28,0,28,..,12,0,13,0,13,..,31,0,35,0,34,..,4,0,4,0,4,..,77,0,86,0,85,..,33,17,50,0,50,..,18,3,21,0,21,..,22,10,37,0,37,..,21,0,24,0,24,..,24,4,32,0,32,..,324,87,414,13,425,..,2036,524,2557,26,2587,..,32,5,32,726,759,7399,2065,526,2593,755,10747,14320,..,..,..,..,14320,..,11,0,11,0,11,..,52,19,74,0,74,..,0,0,0,0,0,..,21,4,21,0,20,..,90,21,110,0,110,..,9,0,13,0,13,..,115,25,140,0,144,..,874,209,1080,5,1090,..,40,0,39,0,39,..,43,3,42,0,42,..,136,6,137,0,140
POA3216,0,38,..,43,5,41,0,46,..,6,0,10,0,10,..,81,13,89,0,93,..,38,10,41,0,41,..,22,0,20,0,20,..,3,0,3,0,3,..,36,3,37,3,34,..,41,3,43,0,43,..,48,0,48,0,48,..,65,0,65,0,65,..,31,0,27,0,27,..,183,3,186,0,186,..,78,3,78,0,82,..,31,0,35,0,35,..,33,4,36,0,36,..,9,0,10,0,15,..,45,5,55,0,55,..,341,54,394,5,400,..,2420,288,2711,35,2741,..,84,3,94,1297,1390,24977,2507,293,2803,1331,29105,48045,..,..,..,..,48045,..,76,0,76,0,76,..,224,17,244,0,242,..,10,0,10,0,10,..,144,43,192,0,192,..,650,150,804,11,807,..,37,10,47,0,47,..,833,206,1039,6,1046,..,128,10,140,0,140,..,96,0,98,3,102,..,96,5,102,0,106,..,207,4,207,3,212
POA3217,0,0,..,0,5,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,7,0,7,0,7,..,8,0,13,0,13,..,8,0,8,0,8,..,28,0,33,0,33,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,12,3,16,0,16,..,43,5,44,0,44,..,221,20,242,0,243,..,10,0,10,246,258,2823,229,20,250,246,3321,5668,..,..,..,..,5668,..,9,0,9,0,9,..,16,3,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,39,6,48,0,48,..,0,0,0,0,0,..,50,6,57,0,57,..,8,0,12,0,12,..,5,0,5,0,5,..,3,0,3,0,3,..,21,0,21,3,24
POA3218,0,4,..,32,5,41,0,41,..,0,0,0,0,0,..,18,4,22,0,22,..,12,0,12,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,12,0,11,..,3,0,3,0,3,..,5,3,8,0,8,..,11,0,9,0,9,..,6,0,6,0,6,..,28,3,27,0,27,..,22,3,26,0,26,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,13,3,9,0,9,..,82,13,90,0,97,..,619,108,727,9,732,..,26,0,24,360,385,5925,637,109,747,373,7047,11241,..,..,..,..,11241,..,0,0,0,0,0,..,15,0,11,0,16,..,3,0,3,0,3,..,31,7,40,0,40,..,119,38,155,0,161,..,7,9,17,0,17,..,158,54,213,0,220,..,42,3,50,0,50,..,14,0,14,0,14,..,37,0,34,0,34,..,41,0,44,0,44
POA3219,0,6,..,5,0,7,0,10,..,5,0,5,0,5,..,4,3,5,0,5,..,14,0,14,0,14,..,3,0,3,0,3,..,4,0,4,0,4,..,14,11,28,0,28,..,26,0,26,0,26,..,4,0,4,0,4,..,34,0,38,0,38,..,10,0,10,0,10,..,79,0,75,0,75,..,21,3,23,0,26,..,3,0,3,0,3,..,20,3,20,0,20,..,4,0,5,0,5,..,9,7,16,0,16,..,108,23,131,3,129,..,665,106,773,20,789,..,40,0,40,622,663,8908,702,108,815,637,10365,16945,..,..,..,..,16945,..,7,0,7,0,7,..,31,4,37,0,35,..,5,0,5,0,5,..,7,0,12,0,12,..,47,24,65,3,72,..,4,0,6,0,6,..,57,21,82,3,84,..,41,5,52,0,52,..,47,0,53,0,48,..,24,0,24,4,26,..,65,3,64,0,68
POA3220,0,12,..,14,0,12,0,12,..,3,0,3,0,3,..,12,0,12,0,12,..,16,0,18,0,18,..,6,0,6,0,6,..,0,0,0,0,0,..,9,4,17,0,17,..,8,0,8,0,8,..,11,0,11,0,11,..,13,0,10,0,10,..,8,0,8,0,8,..,40,0,41,0,41,..,22,3,23,0,27,..,8,0,8,0,8,..,8,0,8,0,8,..,3,0,3,0,3,..,18,4,20,0,24,..,119,9,125,4,128,..,809,121,932,18,953,..,17,0,13,521,536,6983,827,127,947,540,8473,13448,..,..,..,..,13448,..,11,0,11,0,11,..,48,17,61,3,64,..,4,0,4,0,4,..,53,5,64,0,64,..,190,47,235,4,236,..,16,12,28,0,28,..,259,63,328,4,332,..,82,11,96,0,96,..,43,3,42,3,45,..,47,0,52,0,52,..,49,0,49,0,52
POA3221,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,27,27,329,7,0,7,27,365,671,..,..,..,..,671,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0
POA3222,0,3,..,3,4,4,0,4,..,9,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,15,0,15,0,15,..,11,3,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,4,0,4,..,5,0,3,0,3,..,44,7,53,0,53,..,268,31,298,0,303,..,26,0,26,388,415,7059,299,31,328,392,7774,13579,..,..,..,..,13579,..,15,0,15,0,15,..,3,0,5,0,5,..,0,0,0,0,0,..,9,3,10,0,10,..,23,9,35,0,40,..,0,0,0,0,0,..,36,12,47,0,50,..,18,3,23,0,23,..,27,0,27,0,28,..,14,0,14,0,14,..,62,0,66,0,66
POA3223,0,0,..,4,0,4,0,4,..,34,0,34,0,34,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,20,0,25,0,24,..,205,28,229,4,229,..,9,0,9,288,297,3269,211,28,239,289,3794,6349,..,..,..,..,6349,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,5,4,11,0,8,..,0,0,0,0,0,..,13,4,18,0,16,..,34,3,41,0,41,..,10,0,10,0,11,..,13,0,13,0,12,..,22,0,22,0,22
POA3224,0,0,..,5,0,4,0,6,..,12,0,12,0,12,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,8,0,8,0,8,..,12,0,14,0,14,..,0,0,0,0,0,..,44,0,41,0,41,..,12,0,15,0,15,..,0,0,0,0,0,..,5,0,8,0,8,..,13,0,13,0,13,..,13,3,13,0,13,..,53,12,71,5,74,..,390,48,434,7,447,..,21,0,21,314,339,6521,404,48,457,326,7305,12677,..,..,..,..,12677,..,13,0,13,3,12,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,10,0,14,..,40,13,48,3,54,..,0,0,0,0,0,..,46,18,66,3,64,..,15,3,21,0,21,..,23,0,23,0,23,..,10,0,13,0,13,..,39,3,37,0,42
POA3225,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,9,0,15,..,71,12,81,0,79,..,0,0,3,144,150,1944,68,8,82,151,2174,3629,..,..,..,..,3629,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,6,0,6,..,16,0,16,0,16,..,8,0,5,0,5,..,9,0,9,0,10
POA3226,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,11,0,11,0,11,..,0,0,0,0,0,..,3,4,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,36,3,44,0,44,..,246,29,269,3,273,..,19,0,19,291,312,6780,267,24,289,294,7361,13076,..,..,..,..,13076,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,25,15,40,3,41,..,3,4,13,0,13,..,41,19,62,3,65,..,3,0,3,0,3,..,35,0,35,0,36,..,21,0,23,0,23,..,62,3,69,3,68
POA3227,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,10,0,10,..,69,4,72,0,72,..,0,0,3,140,141,2220,70,3,75,140,2433,4379,..,..,..,..,4379,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,13,0,13,0,13,..,11,0,9,0,9
POA3228,0,5,..,10,0,9,0,9,..,3,0,4,0,9,..,5,0,5,0,5,..,4,0,4,0,4,..,9,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,21,0,21,0,21,..,0,0,0,0,0,..,3,5,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,71,14,76,0,81,..,396,37,432,3,431,..,11,0,11,401,415,8276,404,37,440,404,9123,16287,..,..,..,..,16287,..,17,0,24,0,20,..,13,0,9,0,9,..,3,0,3,0,3,..,7,0,7,0,7,..,8,8,19,0,19,..,0,0,0,0,0,..,20,8,23,0,23,..,22,5,22,0,22,..,41,0,46,0,46,..,60,3,62,0,62,..,93,0,92,0,94
POA3230,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,32,3,31,0,36,..,0,0,5,58,65,1181,31,5,34,64,1279,2343,..,..,..,..,2343,..,0,0,0,0,0,..,0,0,0,3,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,10,0,10,..,7,0,7,0,7,..,3,0,3,0,3
POA3231,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,4,33,0,36,..,0,0,0,51,53,548,28,4,30,48,632,1108,..,..,..,..,1108,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8
POA3232,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,40,0,38,0,38,..,0,0,0,65,64,462,37,0,45,65,570,890,..,..,..,..,890,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,7,..,0,0,0,0,0,..,6,0,6,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3
POA3233,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,76,11,87,0,89,..,0,0,0,97,97,839,76,11,86,96,1029,1674,..,..,..,..,1674,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,7,..,7,3,12,0,12,..,0,4,8,0,8,..,11,15,25,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,7,0,7,0,7
POA3234,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,6,6,76,5,0,5,6,91,159,..,..,..,..,159,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0
POA3235,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,11,11,163,4,0,4,11,176,342,..,..,..,..,342,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
POA3236,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,15,15,106,4,0,4,15,127,197,..,..,..,..,197,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4
POA3237,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,6,6,80,12,0,12,6,92,186,..,..,..,..,186,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0
POA3238,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,6,6,83,7,0,4,6,94,184,..,..,..,..,184,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
POA3239,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,17,17,190,4,0,4,17,206,384,..,..,..,..,384,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
POA3240,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,16,0,22,0,22,..,3,0,3,53,51,917,19,0,18,53,990,1874,..,..,..,..,1874,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3
POA3241,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,31,0,31,4,29,..,0,0,0,104,109,1161,33,0,33,110,1303,2306,..,..,..,..,2306,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10
