POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3533,0,3,3,3,3,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,8,3,7,3,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,4,7,6,0,0,22
POA3537,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,9,0,0,3,0,0,0,15,0,3,0,0,0,0,0,4,11,3,5,3,4,0,0,26
POA3540,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,10
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9
POA3546,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,3,8,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,6,7,3,0,0,0,23
POA3549,3,8,0,3,4,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,22,5,11,15,3,0,67,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,13,22,11,13,13,3,0,76,24,35,15,5,9,0,0,95,0,0,3,0,0,0,0,4,36,59,31,18,22,3,3,178
POA3550,81,196,120,94,127,39,10,668,22,11,8,8,10,3,0,60,4,0,0,4,0,0,0,10,131,290,193,176,263,97,39,1184,12,22,16,7,16,0,0,76,21,36,24,17,9,6,0,102,33,60,35,25,29,5,0,178,159,344,226,195,289,105,39,1366,288,239,134,80,102,24,8,877,0,3,3,3,3,0,0,12,454,590,372,276,392,130,50,2255
POA3551,59,134,83,49,77,27,6,441,15,7,11,9,3,0,0,35,0,4,3,0,0,0,0,10,104,195,159,98,175,47,21,801,0,8,4,4,4,0,0,21,7,13,9,0,5,3,0,41,7,24,11,4,11,3,0,64,112,217,174,110,184,45,25,863,105,96,46,26,38,7,3,324,0,0,0,0,0,0,0,0,218,312,220,133,223,57,23,1186
POA3555,47,86,66,29,47,8,3,286,4,17,3,3,0,0,0,27,4,6,0,0,4,0,0,14,72,144,107,71,99,32,14,536,4,12,6,10,4,0,0,39,4,12,9,5,7,4,0,39,7,28,16,10,11,3,0,79,80,171,120,78,111,36,15,615,159,140,57,40,37,14,3,447,0,0,3,0,0,0,0,5,241,306,183,116,148,52,19,1069
POA3556,32,76,58,36,34,11,0,246,6,4,0,3,0,0,0,17,0,0,0,0,3,0,0,9,51,111,73,65,73,21,10,407,4,14,10,3,3,0,0,31,14,11,3,3,10,0,0,34,20,19,9,6,12,0,0,69,70,130,84,73,79,21,10,478,143,157,82,51,46,7,3,488,0,0,0,0,0,0,0,0,218,288,166,117,132,33,9,967
POA3557,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,0,3,0,0,15,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,6,8,0,3,0,0,24
POA3558,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,0,0,24,5,4,0,0,5,0,0,16,0,0,0,0,0,0,0,0,9,9,7,3,11,0,0,39
POA3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,16
POA3561,4,14,7,11,8,3,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,20,13,16,20,4,0,75,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,6,0,4,6,5,0,0,0,17,5,19,19,18,19,4,0,91,21,26,16,13,15,0,0,87,0,0,0,0,0,0,0,0,26,46,32,31,37,8,0,176
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3563,0,5,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4,3,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,15,9,4,7,0,0,29,3,9,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,22,5,4,7,0,0,37
POA3564,38,51,55,28,44,7,3,225,3,3,0,0,0,0,0,13,3,0,0,0,0,0,0,5,60,91,85,53,88,23,3,397,0,3,3,0,3,0,0,5,11,15,3,3,5,0,0,30,14,16,3,3,5,0,0,37,71,100,91,59,92,23,3,436,95,77,43,14,19,3,0,258,3,4,3,3,0,0,0,9,168,185,134,74,114,26,3,708
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3566,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,19
POA3567,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,3,3,0,4,0,0,18,3,6,3,0,3,0,0,14,0,0,0,0,0,0,0,0,3,9,9,0,11,0,0,31
POA3568,8,8,3,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,3,12,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,9,4,12,0,0,44,17,7,8,3,4,0,0,37,0,0,0,0,0,0,0,0,21,19,14,9,14,3,0,85
POA3570,4,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,3,0,0,18,6,3,3,0,4,0,0,19,0,0,0,0,0,0,0,0,12,8,4,3,4,0,0,35
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA3573,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7
POA3575,0,3,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,3,0,0,20,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,5,10,3,3,0,28,4,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,6,7,5,8,9,3,0,37
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3579,5,15,7,9,10,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,17,13,25,0,4,91,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,8,10,32,17,13,25,0,4,92,24,25,6,7,8,0,0,72,0,0,0,0,0,0,0,0,33,55,25,17,27,3,4,171
POA3580,0,3,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,9,3,0,3,0,0,19,6,4,0,0,5,0,0,22,0,0,0,0,0,0,0,0,11,11,3,0,7,0,0,37
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3583,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
POA3584,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,3,0,0,0,4,0,4,3,4,4,0,0,12,0,5,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,10,3,7,5,0,0,25
POA3585,36,60,25,21,29,4,0,172,3,0,0,3,0,0,0,9,3,3,0,0,0,0,0,10,49,78,55,44,66,21,4,310,3,3,3,3,4,0,0,17,6,9,0,0,3,0,0,21,5,10,7,5,7,0,0,31,61,90,58,44,73,21,4,347,70,57,33,30,20,3,0,211,3,0,0,0,0,0,0,6,129,148,87,81,92,21,4,565
POA3586,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,10
POA3588,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8
POA3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
POA3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10
POA3595,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,0,0,16,7,5,3,3,0,0,0,27,0,3,0,0,0,0,0,3,9,12,10,6,5,0,0,45
POA3596,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3607,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3608,3,7,3,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,5,10,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,5,10,3,0,49,11,11,4,3,5,0,0,33,0,0,0,0,0,0,0,0,16,21,19,11,16,4,0,87
POA3610,0,3,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,4,4,0,0,34,3,3,0,0,3,0,0,16,0,0,0,0,0,0,0,6,8,8,14,10,8,0,0,55
POA3612,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,8,3,0,25,0,5,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,5,0,0,0,0,9,4,8,11,4,8,3,0,37,11,9,7,3,0,3,0,30,0,0,0,0,0,0,0,0,17,13,11,8,8,4,0,68
POA3614,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,3,3,0,0,20
POA3616,6,17,5,8,13,3,0,57,7,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,15,34,13,12,22,6,0,104,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,9,0,4,3,0,0,0,0,12,15,40,21,10,21,9,0,115,28,34,14,13,11,3,0,91,0,0,0,0,0,0,0,4,43,73,36,26,29,9,0,214
POA3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3618,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,20
POA3620,14,27,23,20,21,6,0,104,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,32,44,46,30,52,13,0,221,0,8,0,0,0,0,0,9,0,6,4,3,0,0,0,16,0,9,3,3,0,3,0,24,34,57,49,35,51,15,0,246,40,28,19,8,12,3,0,112,0,0,0,0,0,0,0,4,75,89,73,45,69,22,0,364
POA3621,0,11,8,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,7,3,3,0,56,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,3,3,0,0,3,0,0,11,4,25,18,4,9,3,0,61,12,8,4,3,3,0,0,31,0,3,0,0,0,0,0,0,15,40,20,10,11,4,0,98
POA3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,11
POA3623,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,3,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,5,3,10,0,0,21,13,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,16,7,4,4,5,0,0,41
POA3624,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,11,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,10,4,0,4,0,0,25
POA3629,31,47,26,25,32,4,0,170,0,3,0,0,0,0,3,11,0,3,0,0,4,0,0,8,51,84,50,38,62,13,6,300,3,11,7,3,0,0,0,20,3,15,3,3,3,0,0,26,5,23,11,5,8,0,0,51,49,112,58,45,68,12,6,351,83,68,27,27,22,3,0,236,0,0,0,3,0,0,0,6,136,177,90,74,93,17,6,590
POA3630,49,126,85,52,98,20,3,435,8,5,8,0,5,0,0,32,0,7,3,3,0,0,0,14,98,211,163,118,218,49,12,876,16,19,8,9,7,3,0,61,32,44,15,13,7,8,0,113,43,59,30,18,13,5,0,174,140,268,189,144,233,62,14,1048,290,228,138,85,80,21,13,852,3,8,7,5,3,0,0,28,439,507,331,224,314,87,24,1933
POA3631,17,23,18,17,23,9,0,110,6,0,0,0,0,0,0,8,0,0,5,0,0,0,0,7,35,46,42,30,59,15,5,233,0,3,3,0,0,0,0,8,0,3,3,0,3,0,0,10,0,6,7,0,4,0,0,19,31,51,46,29,64,15,5,249,27,39,24,13,10,4,0,114,0,0,0,0,0,0,0,0,61,90,69,45,77,19,6,363
POA3633,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,13
POA3634,3,0,3,3,10,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,10,16,3,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,9,5,9,10,16,3,0,49,6,4,3,0,3,0,0,18,0,0,0,0,0,0,0,0,13,11,10,10,16,4,0,67
POA3635,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,17,3,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,12,6,4,6,0,0,29
POA3636,8,33,20,10,11,5,0,86,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,9,45,20,11,25,7,0,121,0,0,0,0,0,0,0,3,0,3,4,4,3,0,0,16,0,7,6,3,3,0,0,20,12,51,30,15,30,7,0,146,50,41,16,12,16,3,3,144,0,0,3,0,0,0,0,7,64,94,46,31,46,10,3,295
POA3637,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10
