POA_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
POA3517,335,0,0,8,5,356,159,0,3,8,0,168,24,0,4,0,0,29,519,0,6,20,3,553
POA3518,332,0,5,9,4,348,139,0,7,13,3,161,20,0,0,0,0,27,498,3,12,20,14,538
POA3520,50,0,0,0,3,48,22,0,0,0,0,28,0,0,0,0,0,0,71,0,0,0,3,77
POA3521,179,0,0,0,0,181,38,0,0,0,0,38,10,0,0,0,0,10,218,0,0,0,0,223
POA3522,84,0,0,0,0,84,22,0,0,0,0,22,3,0,0,0,0,3,111,0,0,0,0,111
POA3523,1048,0,12,13,9,1085,329,3,8,8,9,354,81,0,0,0,3,91,1459,7,16,25,19,1525
POA3525,374,5,4,3,0,383,151,7,0,0,0,158,15,3,0,0,0,19,537,14,3,3,0,556
POA3527,204,4,4,3,0,213,96,0,0,3,0,100,13,0,0,0,0,14,309,3,3,9,0,322
POA3529,26,0,0,0,0,26,13,0,0,0,0,13,0,0,0,0,0,0,34,0,0,0,0,34
POA3530,31,0,0,0,0,33,14,0,0,0,0,14,3,0,0,0,0,3,51,0,0,0,0,53
POA3531,47,0,0,0,0,46,18,0,0,0,0,18,0,0,0,0,0,0,67,0,0,0,0,72
POA3533,180,4,0,3,0,185,96,0,3,0,0,97,12,0,0,0,3,13,285,4,3,6,3,299
POA3537,268,0,3,3,3,276,104,0,10,0,0,117,12,0,0,0,0,14,386,0,17,4,3,408
POA3540,83,0,3,0,0,90,22,0,4,0,0,30,5,0,0,0,0,5,118,0,7,0,0,122
POA3542,37,0,0,0,0,37,20,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,59
POA3544,68,0,0,0,0,68,25,0,0,0,0,20,0,0,0,0,0,0,88,0,0,0,0,94
POA3546,99,0,0,3,0,105,36,5,0,0,0,39,8,0,0,0,0,8,147,3,0,3,0,149
POA3549,652,3,6,25,7,693,293,7,17,17,4,341,57,3,8,4,0,71,1001,20,30,45,11,1109
POA3550,10830,1563,196,22,25,12645,2180,661,63,4,17,2921,341,109,23,0,9,477,13347,2340,275,31,47,16042
POA3551,8477,14,13,32,31,8564,831,4,6,21,3,867,175,4,0,5,3,186,9481,16,19,61,34,9618
POA3555,5462,348,114,38,24,5982,1221,203,75,34,7,1534,177,34,11,11,3,239,6868,588,203,78,31,7758
POA3556,3520,119,27,12,19,3688,973,133,16,0,13,1135,142,11,3,0,0,157,4635,266,39,11,34,4982
POA3557,229,0,0,0,0,227,41,0,0,0,0,41,3,3,0,0,0,4,273,4,0,0,0,274
POA3558,238,3,0,14,0,253,103,0,3,5,0,117,21,0,0,10,0,25,365,3,3,22,0,395
POA3559,150,0,0,3,0,154,50,0,0,0,0,50,8,0,0,0,0,8,210,0,0,3,0,208
POA3561,1203,8,15,9,4,1237,331,19,30,18,0,394,41,4,0,3,0,51,1574,28,51,25,3,1684
POA3562,70,0,0,0,3,74,22,0,0,0,0,19,0,0,0,0,0,0,90,0,0,0,3,92
POA3563,231,0,0,0,0,230,50,4,0,0,0,57,10,0,0,0,0,10,288,4,0,0,0,301
POA3564,4048,387,18,12,12,4480,886,245,19,14,3,1167,164,45,3,0,0,215,5099,679,42,25,19,5866
POA3565,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34
POA3566,127,0,0,3,3,131,59,0,6,0,0,66,8,0,0,0,0,11,196,0,9,3,3,206
POA3567,180,0,0,0,0,180,68,0,0,0,0,69,4,0,0,0,0,11,249,0,5,0,0,256
POA3568,807,0,7,0,0,825,301,3,21,3,0,327,38,0,3,3,0,40,1143,4,31,6,0,1193
POA3570,196,0,0,0,0,196,63,0,0,5,0,71,8,0,0,0,0,8,269,0,0,5,0,275
POA3571,75,0,0,0,0,74,22,0,0,0,0,26,0,0,0,0,0,4,101,0,7,0,0,104
POA3572,42,0,0,0,0,42,7,0,0,0,0,7,0,0,0,0,0,0,51,0,0,0,0,51
POA3573,80,0,0,0,0,87,27,0,0,0,0,27,0,0,0,0,0,0,112,0,0,0,0,115
POA3575,215,0,7,0,0,223,62,7,3,0,0,72,12,0,0,0,0,15,298,5,8,4,3,314
POA3576,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,27
POA3579,1451,0,20,11,5,1495,495,0,32,9,0,534,79,0,5,0,0,81,2022,0,57,22,5,2117
POA3580,270,0,0,9,0,281,120,0,5,0,0,129,12,0,0,0,0,10,406,0,9,7,0,422
POA3581,44,0,0,0,0,44,18,0,0,0,0,19,0,0,0,0,0,0,59,0,0,0,0,63
POA3583,48,0,0,0,0,50,7,0,0,0,0,7,3,0,0,0,0,3,63,0,0,0,0,65
POA3584,291,0,0,0,3,295,72,0,3,0,0,76,6,0,0,0,0,6,370,0,3,0,4,378
POA3585,2567,149,211,17,36,2981,726,91,128,14,6,973,120,10,25,0,10,164,3415,259,360,26,54,4114
POA3586,189,0,0,5,3,199,37,0,0,0,0,38,3,0,0,0,0,3,229,0,0,5,4,238
POA3588,90,0,0,0,0,94,31,0,0,0,0,31,3,0,0,0,0,3,132,0,0,0,0,132
POA3589,75,0,0,0,0,75,27,0,0,0,0,27,3,0,0,0,0,4,103,0,0,5,0,107
POA3590,93,0,0,0,0,92,15,0,0,0,0,15,0,0,0,0,0,0,104,0,0,0,0,106
POA3591,49,0,0,0,0,49,15,0,0,0,0,15,0,0,0,0,0,0,60,0,0,0,0,60
POA3594,107,0,0,4,11,120,58,0,0,5,3,61,3,0,0,0,0,6,164,0,0,11,12,194
POA3595,135,0,0,4,4,145,62,0,3,0,0,72,4,0,4,0,0,6,201,0,8,8,5,219
POA3596,20,0,0,0,0,24,4,0,0,3,0,7,0,0,0,0,0,0,28,0,0,3,0,29
POA3597,103,0,4,0,3,108,42,0,3,0,0,43,4,0,0,0,0,4,150,0,6,0,3,161
POA3599,30,0,0,0,0,34,8,0,0,5,0,14,0,0,0,0,0,0,41,0,0,6,0,47
POA3607,30,0,0,0,0,30,11,0,0,0,0,8,4,0,0,0,0,4,46,0,0,0,0,43
POA3608,640,8,23,16,8,691,221,12,24,19,0,274,26,3,3,0,0,25,888,20,45,31,10,996
POA3610,385,4,0,6,5,395,104,9,0,5,0,116,14,0,0,0,0,18,505,16,0,8,3,533
POA3612,481,6,0,8,0,497,178,5,3,11,0,198,31,0,0,0,0,33,683,9,3,20,3,722
POA3614,255,0,0,0,0,260,32,0,0,0,0,32,8,0,0,0,0,8,294,0,0,0,0,295
POA3616,1371,79,11,17,3,1479,334,53,6,11,0,404,54,3,3,0,0,63,1756,137,23,27,5,1951
POA3617,44,0,0,4,0,46,7,0,0,0,0,7,0,0,0,0,0,0,53,0,0,4,0,57
POA3618,195,0,0,0,0,190,49,0,0,0,3,53,10,0,0,0,0,14,248,0,0,3,4,256
POA3620,2097,31,144,11,8,2285,544,19,138,5,0,704,64,3,12,0,0,78,2707,46,291,17,14,3075
POA3621,588,0,27,15,3,628,161,4,19,5,0,188,29,0,3,0,0,35,772,6,48,17,3,848
POA3622,130,0,0,0,0,130,28,0,0,0,0,28,3,0,0,0,0,5,163,0,0,0,0,165
POA3623,249,3,0,0,0,253,85,0,4,0,0,86,9,0,0,0,0,9,342,3,4,3,0,352
POA3624,163,0,0,0,0,163,56,0,0,0,0,53,5,0,0,0,0,5,218,0,0,0,3,221
POA3629,2218,238,19,72,3,2552,518,184,13,77,0,791,99,34,3,22,0,153,2826,453,29,171,10,3491
POA3630,7491,954,42,22,13,8531,1745,448,52,21,3,2265,321,88,16,3,6,434,9560,1486,114,52,26,11237
POA3631,3122,44,3,13,3,3181,466,15,0,11,0,496,76,0,0,0,0,73,3662,63,3,19,8,3754
POA3633,163,0,0,0,0,165,12,0,0,14,0,28,0,0,0,0,0,0,177,0,0,19,0,194
POA3634,506,0,0,3,0,513,92,0,0,0,0,94,17,0,0,0,0,17,615,0,0,4,5,623
POA3635,158,0,0,3,0,160,41,0,0,0,0,43,3,0,0,0,0,3,199,0,0,3,3,206
POA3636,1353,55,57,7,0,1481,385,44,61,6,0,495,58,5,5,0,0,75,1794,104,126,19,4,2055
POA3637,168,0,0,0,0,168,32,0,0,0,0,32,3,0,0,0,0,3,206,0,0,0,0,208
POA3638,536,3,12,10,4,566,162,3,30,7,0,202,25,0,3,0,0,29,720,8,41,21,4,794
POA3639,144,0,0,9,0,151,64,0,0,3,0,64,6,0,0,0,0,10,213,3,0,13,5,227
POA3640,275,0,0,0,3,281,45,0,0,0,0,45,8,0,0,0,0,8,334,0,0,0,3,336
POA3641,317,4,3,0,5,328,100,0,0,0,0,105,6,0,0,0,0,6,423,7,6,3,5,445
POA3644,2294,75,57,36,9,2480,638,47,86,17,0,790,116,9,15,3,7,154,3056,141,157,52,15,3419
POA3646,166,0,0,3,0,167,37,0,0,0,0,40,5,0,0,0,0,5,208,0,0,3,0,207
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,116,0,0,3,0,122,32,0,0,0,0,34,4,0,0,0,0,4,160,0,0,4,0,166
POA3658,1723,20,26,9,9,1791,370,13,29,10,4,423,37,0,5,0,0,47,2133,36,59,17,11,2254
POA3659,213,0,0,3,3,214,42,0,0,0,0,43,4,0,0,0,0,6,255,0,0,5,3,268
POA3660,1957,15,96,20,15,2101,527,14,102,6,0,647,94,4,16,4,0,113,2572,34,217,28,17,2862
POA3662,218,11,0,0,0,232,4,0,0,0,0,4,0,0,0,0,0,0,223,14,0,0,0,239
POA3663,49,0,0,0,0,49,5,0,0,0,0,9,0,0,0,0,0,0,56,0,0,0,0,57
POA3664,317,3,0,3,3,326,56,0,0,0,0,61,21,0,0,0,0,24,397,3,0,3,3,406
POA3665,114,0,0,0,0,116,11,0,0,0,0,11,6,0,0,0,0,7,125,0,0,0,0,131
POA3666,1354,40,23,9,4,1436,375,44,20,8,0,445,62,8,7,3,0,77,1786,90,48,19,8,1959
POA3669,391,0,0,4,3,401,120,9,0,3,0,126,8,0,0,0,0,12,519,6,0,11,3,539
POA3670,171,0,0,3,0,173,37,0,0,0,0,37,3,0,0,0,0,3,215,0,0,3,0,215
POA3672,2874,38,194,11,25,3147,842,21,157,7,4,1027,114,5,24,3,0,152,3833,61,373,27,29,4325
POA3673,471,0,0,0,10,485,117,0,0,0,0,114,14,0,0,0,0,14,605,0,0,3,10,611
POA3675,528,3,0,3,3,540,98,0,0,0,0,100,18,0,0,0,0,18,645,3,0,4,4,660
POA3677,4690,591,33,17,11,5337,1223,410,27,11,3,1666,217,58,4,3,3,282,6129,1054,64,28,20,7287
POA3678,1801,4,5,13,11,1839,349,0,3,17,0,372,40,0,0,3,0,43,2190,4,12,29,15,2253
POA3682,170,0,0,0,0,167,34,0,0,0,0,34,3,0,0,0,0,3,203,0,0,0,0,207
POA3683,497,3,12,13,5,530,106,0,11,11,3,130,19,0,3,0,0,21,622,4,22,23,9,675
POA3685,763,15,31,8,0,822,193,10,37,0,0,245,14,0,3,0,0,18,975,22,74,12,4,1085
POA3687,302,0,39,0,3,341,64,0,9,0,0,66,10,0,4,0,0,14,371,0,46,0,3,421
POA3688,363,0,0,0,0,368,58,0,0,0,0,56,12,0,0,0,0,12,431,0,0,0,3,434
POA3690,8942,941,191,27,15,10119,1549,463,126,11,5,2161,245,74,18,4,3,335,10736,1476,329,43,26,12613
POA3691,2600,16,4,16,53,2688,316,0,0,7,3,328,53,0,0,0,0,56,2968,16,5,29,56,3074
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3695,128,0,0,0,0,128,27,0,0,0,0,25,5,0,0,0,0,5,160,0,0,0,0,160
POA3697,172,0,0,3,3,183,31,0,0,0,0,33,5,0,0,0,0,5,215,0,0,3,3,224
POA3698,276,0,9,0,24,304,33,0,4,0,3,38,4,0,0,0,0,4,311,0,16,0,23,347
POA3699,274,0,44,0,6,332,75,0,5,0,0,90,12,0,3,0,0,11,363,0,55,0,4,431
POA3700,381,11,0,0,0,394,86,6,0,3,0,96,20,4,0,0,0,25,487,17,0,5,0,517
POA3701,296,0,0,3,3,304,99,0,0,0,0,97,10,0,0,0,0,12,408,0,0,6,4,419
POA3704,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3705,66,0,0,0,0,66,29,0,0,0,0,29,0,0,0,0,0,0,94,0,0,0,0,94
POA3707,474,0,3,4,5,486,185,0,10,6,0,190,23,0,4,0,0,29,684,0,12,10,4,709
POA3708,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,28
POA3709,94,0,0,3,0,99,34,0,0,0,0,35,3,0,0,0,0,3,127,0,3,3,0,136
POA3711,155,0,0,3,0,159,15,0,0,0,0,14,0,0,0,0,0,0,174,0,0,4,0,184
POA3712,102,0,0,3,3,106,35,0,0,0,0,36,0,0,0,19,0,17,136,0,0,17,3,162
POA3713,243,0,0,9,10,267,93,3,0,5,3,103,21,7,0,11,0,42,359,12,0,31,16,410
POA3714,951,47,7,30,9,1037,241,35,12,14,0,298,44,19,3,11,0,72,1228,98,17,50,7,1406
POA3715,81,0,0,3,0,88,27,0,0,0,0,27,4,0,0,0,0,4,112,0,0,3,0,115
POA3717,768,8,14,12,3,804,201,3,12,8,0,223,38,0,3,0,0,41,1004,16,27,20,3,1074
POA3718,18,0,0,0,3,22,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,3,33
POA3719,109,0,0,0,3,113,33,0,0,0,0,32,0,0,0,0,0,0,142,0,0,3,3,148
POA3720,161,0,0,3,0,171,38,0,0,0,0,37,5,0,0,0,0,5,209,0,0,3,0,215
POA3722,1457,22,4,11,8,1499,277,20,12,10,0,313,72,0,4,4,3,84,1811,41,19,25,8,1900
POA3723,751,8,15,6,11,791,192,0,0,3,3,198,35,0,3,0,3,36,980,13,16,5,12,1028
POA3725,173,0,0,0,0,175,33,0,0,3,0,38,0,0,0,0,0,0,213,0,0,3,0,219
POA3726,118,0,0,0,0,122,32,0,0,0,0,31,3,0,0,0,0,3,152,0,0,0,0,157
POA3727,77,0,0,0,0,79,26,0,0,0,0,28,4,0,0,0,0,4,106,0,0,0,3,109
POA3728,167,0,0,0,0,167,53,0,4,0,0,60,6,0,0,0,0,11,233,0,4,0,0,239
POA3730,2233,48,85,6,35,2410,564,49,89,0,27,737,79,0,19,0,4,104,2881,101,191,10,68,3250
POA3732,175,0,0,0,0,180,45,0,3,0,0,52,4,0,0,0,0,4,230,0,4,0,0,239
POA3733,60,0,0,0,0,64,22,0,0,0,0,22,3,0,0,0,0,3,86,0,0,0,0,92
POA3735,172,0,0,0,0,172,49,0,0,0,0,49,6,0,0,0,0,6,229,0,0,0,0,229
POA3737,1191,26,0,11,10,1237,380,30,0,6,3,422,61,7,0,0,0,62,1625,65,3,12,15,1724
POA3738,63,0,0,0,0,66,20,0,0,0,0,20,0,0,0,0,0,0,87,0,0,0,0,88
POA3739,68,0,0,0,0,68,17,0,0,0,0,17,3,0,0,0,0,3,86,0,0,0,0,86
POA3740,302,13,0,3,3,323,54,3,0,0,0,60,11,0,0,0,0,17,373,13,0,3,3,393
POA3741,810,41,63,9,9,930,141,14,27,0,3,189,32,3,5,0,0,36,981,61,90,11,16,1156
POA3744,142,0,0,0,0,141,26,0,0,0,0,26,3,0,0,0,0,3,168,0,0,0,3,171
POA3746,92,0,0,3,0,97,40,0,0,0,0,44,0,0,0,0,0,0,141,0,0,5,0,146
POA3747,1281,30,42,4,22,1372,228,20,27,3,0,279,34,0,3,0,0,41,1545,46,69,8,18,1694
POA3749,558,3,0,10,3,573,70,19,0,3,0,93,18,0,0,0,0,18,650,24,0,11,3,687
POA3750,2249,109,49,0,15,2421,171,15,6,0,0,193,56,0,3,0,0,66,2477,128,56,0,19,2677
POA3751,56,0,0,0,0,56,30,0,0,0,0,30,3,0,0,0,0,3,90,0,0,0,0,90
POA3752,5645,1022,33,0,7,6705,407,105,23,0,0,534,110,27,3,0,0,144,6166,1154,59,0,6,7381
POA3753,588,4,0,0,0,596,72,0,0,3,0,75,12,0,0,0,0,12,669,4,0,0,0,683
POA3754,9646,1124,91,6,15,10881,709,144,20,0,3,878,168,16,0,0,0,191,10522,1285,114,6,19,11945
POA3755,77,0,0,0,0,73,13,3,0,0,0,21,0,0,0,0,0,0,90,3,0,0,0,97
POA3756,3150,98,31,0,4,3291,319,30,12,0,3,362,73,3,0,0,0,79,3538,138,40,3,5,3728
POA3757,2312,66,27,12,3,2427,401,38,11,0,0,447,83,11,3,0,0,90,2796,110,33,12,8,2963
POA3758,587,3,0,4,0,597,62,0,0,5,0,71,20,0,0,0,0,20,669,3,0,12,0,686
POA3759,310,0,0,0,3,319,29,0,0,0,0,27,7,0,0,0,0,7,346,0,0,0,3,349
POA3760,103,0,0,0,0,105,13,0,0,0,0,13,0,0,0,0,0,0,123,0,0,0,0,121
POA3761,351,0,0,0,8,354,29,0,0,0,0,29,12,0,0,0,0,7,384,0,0,0,7,392
POA3762,30,0,0,0,0,37,6,0,0,0,0,6,3,0,0,0,0,3,44,0,0,0,0,45
POA3763,471,0,3,0,3,476,59,0,6,0,0,63,8,0,0,0,0,14,540,0,3,3,3,551
POA3764,2379,159,31,16,11,2592,359,59,20,9,3,453,68,13,5,0,4,84,2808,230,45,31,18,3127
POA3765,1848,84,26,0,0,1958,157,48,3,0,0,214,24,4,0,0,0,30,2031,135,34,0,3,2202
POA3766,419,0,0,0,0,423,34,0,0,0,0,40,0,0,0,0,0,0,455,0,0,0,0,460
POA3767,406,6,0,0,0,416,32,0,0,0,0,32,9,3,0,0,0,11,440,11,0,0,3,456
POA3770,904,3,3,5,6,919,97,0,0,0,0,98,20,0,0,0,0,22,1022,3,3,4,5,1038
POA3775,1129,27,0,4,3,1163,121,7,0,0,0,130,28,0,0,0,0,27,1279,38,0,3,8,1323
POA3777,3004,227,10,35,17,3293,458,65,3,13,3,539,85,14,0,3,0,101,3542,308,13,51,21,3932
POA3778,52,0,0,3,6,55,9,0,0,0,0,15,0,0,0,0,0,0,69,0,0,3,7,70
POA3779,131,3,0,4,0,138,22,0,0,0,0,22,3,0,0,3,0,6,154,3,3,8,0,170
POA3781,1311,0,0,3,8,1317,128,0,0,0,0,132,25,0,0,0,0,25,1465,0,0,4,8,1476
POA3782,2304,0,7,5,0,2319,221,0,3,0,0,224,44,0,0,0,5,53,2572,0,8,3,5,2591
POA3783,643,0,0,0,3,653,67,0,0,0,0,68,16,0,0,0,0,16,731,0,0,0,3,741
POA3785,21,0,0,0,0,19,7,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,26
POA3786,468,0,0,0,0,473,36,0,0,0,0,36,12,0,0,0,0,15,514,0,0,0,3,516
POA3787,324,0,0,0,3,331,12,0,0,0,0,12,5,0,0,0,0,5,345,0,0,0,3,351
POA3788,566,7,0,0,12,590,40,3,0,0,0,44,13,0,0,0,0,20,622,11,0,0,12,653
POA3789,94,0,0,0,3,95,4,0,0,0,0,4,8,0,0,0,0,8,102,0,0,0,3,105
POA3791,462,10,0,0,0,476,37,0,0,0,0,39,4,0,0,0,0,4,507,5,0,0,0,519
POA3792,307,3,0,0,3,315,29,0,0,0,0,29,11,0,0,0,0,11,343,3,0,0,3,345
POA3793,1069,26,3,4,4,1107,112,3,3,0,0,117,30,0,0,0,0,30,1212,29,5,4,4,1255
POA3795,313,3,0,0,3,324,42,0,0,0,0,44,4,0,0,0,0,4,365,3,0,5,3,370
POA3796,2766,74,0,3,5,2849,248,22,0,0,0,276,52,6,0,0,0,59,3066,104,0,3,8,3186
POA3797,946,13,22,22,4,1009,186,11,3,37,0,234,30,0,3,4,0,37,1161,26,26,61,4,1278
POA3799,1683,12,7,21,3,1730,417,3,4,18,3,451,65,0,0,3,0,73,2171,16,18,45,5,2255
POA3800,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19
POA3802,5991,735,3,4,0,6737,703,76,0,0,0,785,181,21,0,0,0,206,6880,836,4,7,7,7727
POA3803,2367,481,3,0,0,2859,303,93,0,0,0,398,88,19,0,0,3,106,2757,596,3,0,3,3367
POA3804,1998,20,0,0,4,2018,131,0,0,0,0,134,46,0,0,0,0,46,2177,20,0,0,3,2203
POA3805,14169,763,152,58,12,15167,1209,87,43,47,6,1388,388,27,10,5,8,429,15767,877,208,110,24,16986
POA3806,12750,1260,92,7,14,14125,872,364,90,0,0,1324,219,55,11,0,3,289,13839,1686,191,3,13,15734
POA3807,1794,192,3,26,0,2004,127,20,0,23,0,180,35,4,0,3,0,45,1952,216,4,48,0,2223
POA3808,814,0,3,0,8,823,50,0,0,0,0,50,13,0,0,0,0,16,878,0,3,0,9,887
POA3809,1958,253,0,0,6,2223,102,29,0,0,3,135,30,5,0,0,0,36,2100,289,0,0,11,2393
POA3810,12368,1273,36,33,19,13726,1426,363,30,23,3,1850,315,82,9,3,4,410,14109,1714,75,57,26,15979
POA3812,635,14,0,3,4,656,76,3,0,0,0,78,17,0,0,0,0,17,731,23,3,3,4,754
POA3813,235,3,0,0,0,238,39,0,0,0,0,39,8,0,0,0,0,8,281,3,0,0,0,291
POA3814,603,3,12,0,3,621,101,0,3,0,0,101,11,0,0,0,0,10,718,0,13,0,3,735
POA3815,743,41,12,0,3,804,118,22,14,0,0,158,22,0,3,0,0,27,884,62,28,3,3,984
POA3816,723,19,4,8,5,757,159,3,3,7,3,174,16,0,0,0,0,13,892,22,8,13,4,942
POA3818,3813,137,115,34,10,4112,669,74,80,38,0,858,112,9,7,3,0,137,4593,222,201,83,14,5108
POA3820,4317,178,307,17,14,4837,624,136,182,17,3,959,122,17,22,3,3,165,5066,324,510,37,19,5961
POA3821,829,3,0,0,9,838,111,0,0,0,0,118,23,0,0,0,0,23,960,3,0,0,9,974
POA3822,264,0,0,0,3,269,37,0,0,0,0,37,7,0,0,0,0,7,307,0,0,0,3,315
POA3823,559,7,0,0,0,567,106,5,0,0,0,108,21,0,0,0,0,26,682,15,0,0,3,705
POA3824,1406,25,21,0,3,1453,278,24,16,0,0,320,34,4,3,0,0,38,1718,57,41,0,3,1812
POA3825,5368,409,121,23,23,5946,1423,347,131,16,4,1921,227,56,17,0,6,306,7022,809,271,44,36,8174
POA3831,483,4,5,0,3,497,80,3,0,0,0,80,17,0,0,0,0,17,580,11,5,3,3,600
POA3832,69,0,0,0,0,69,19,0,0,0,0,17,3,0,0,0,0,3,90,0,0,0,0,88
POA3833,76,0,5,0,3,79,37,0,0,0,0,37,4,0,0,0,0,4,116,0,5,0,3,123
POA3835,145,0,0,0,0,142,25,0,0,0,0,26,3,0,0,0,0,3,172,0,0,0,3,172
POA3840,4283,161,238,5,14,4702,1220,174,174,3,3,1574,176,12,37,0,0,234,5688,346,454,8,16,6516
POA3842,1400,10,21,0,3,1435,231,3,14,0,0,250,41,0,0,0,17,59,1673,9,45,0,25,1751
POA3844,7991,350,420,45,22,8833,1265,160,226,12,10,1670,218,26,35,7,19,297,9481,536,677,65,48,10802
POA3847,641,0,0,6,3,652,147,0,0,0,3,147,24,0,0,0,0,28,810,0,0,6,9,824
POA3850,3949,256,208,28,9,4446,746,186,101,15,5,1050,130,31,13,0,0,168,4819,471,320,43,10,5660
POA3851,1440,0,0,10,5,1452,327,0,0,4,0,334,54,0,0,0,0,60,1825,0,0,16,6,1846
POA3852,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
POA3854,414,0,0,0,0,414,51,0,0,0,0,53,8,0,0,0,0,8,475,0,0,0,0,481
POA3856,295,0,0,0,0,295,50,0,0,0,0,50,3,0,0,0,0,3,353,0,0,0,0,353
POA3857,116,3,0,3,0,118,13,0,0,0,0,13,9,0,0,0,0,9,136,3,0,3,0,136
POA3858,820,4,0,3,4,833,244,3,3,0,0,256,37,3,0,0,0,36,1103,11,5,5,8,1125
POA3859,241,0,0,3,0,249,36,0,0,3,3,44,4,0,0,0,0,4,291,0,0,3,5,296
POA3860,2058,6,22,13,17,2116,500,11,28,4,3,548,67,0,3,0,0,65,2621,14,52,15,16,2724
POA3862,931,0,0,3,9,939,182,0,0,4,0,190,22,0,0,0,0,22,1135,0,0,6,8,1154
POA3864,62,0,0,0,0,60,21,0,0,0,0,21,0,0,0,0,0,0,78,0,0,0,0,82
POA3865,126,0,0,0,3,133,35,0,0,0,0,35,3,0,0,0,0,3,170,0,0,0,3,168
POA3869,465,6,6,3,0,478,78,0,3,0,0,77,22,0,0,0,0,22,562,6,12,3,0,583
POA3870,404,8,0,0,0,420,70,4,0,0,0,75,7,0,0,0,0,12,485,12,0,0,0,499
POA3871,828,0,7,3,4,846,154,0,21,0,0,172,28,0,0,0,0,31,1003,5,29,5,4,1047
POA3873,89,0,0,0,3,96,20,0,0,0,0,20,0,0,0,0,0,0,114,0,0,0,3,117
POA3874,173,0,0,4,0,176,50,0,0,3,0,58,3,0,0,0,0,3,230,0,0,8,0,239
POA3875,4992,165,65,15,30,5264,1230,146,47,11,7,1444,184,21,3,5,55,263,6411,328,107,35,90,6973
POA3878,338,0,0,0,0,338,72,0,0,0,0,76,4,0,0,0,0,4,410,0,0,3,0,420
POA3880,1181,103,44,25,9,1355,225,43,13,19,0,302,47,7,4,0,0,58,1453,151,64,39,8,1710
POA3882,305,0,3,19,3,327,58,0,0,19,0,81,6,0,0,0,0,11,376,0,3,41,3,423
POA3885,524,7,0,9,5,550,159,3,0,0,4,164,22,0,0,0,0,22,702,11,0,8,8,728
