POA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3581,60,49,116,4,3,14,0,0,0,6,5,13,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,16,27,0,0,0,0,0,0,19,18,36,3,4,9,91,71,162
POA3583,76,52,133,0,5,5,0,0,3,11,10,23,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,18,13,35,0,0,0,0,0,0,21,23,40,13,6,18,108,82,191
POA3584,327,299,627,41,39,77,4,3,9,76,84,158,4,6,13,0,0,0,3,3,5,0,0,0,0,5,8,0,0,0,0,0,0,91,103,193,9,6,13,0,0,0,143,143,287,98,73,167,567,520,1081
POA3585,2672,2807,5479,778,891,1668,120,107,226,593,657,1245,37,42,78,26,25,47,15,15,35,3,0,4,8,13,20,3,0,0,0,0,0,808,861,1667,180,145,322,21,18,41,1787,1917,3702,613,621,1233,5075,5349,10426
POA3586,250,236,486,21,10,28,8,10,20,50,59,112,0,0,3,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,80,150,4,6,5,3,0,3,95,96,189,61,55,117,405,388,794
POA3588,133,120,245,15,12,31,0,0,0,21,14,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,38,0,3,4,0,0,0,36,33,71,8,5,12,176,155,332
POA3589,119,101,214,10,11,21,0,3,3,13,14,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,35,0,3,3,0,0,0,28,29,54,31,28,57,176,149,328
POA3590,114,106,219,4,9,14,3,5,8,16,25,38,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,33,51,0,0,0,0,0,0,27,38,70,14,15,28,157,160,313
POA3591,63,48,115,4,0,7,0,0,0,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,26,0,0,0,0,0,0,14,17,29,4,4,13,75,73,151
POA3594,146,140,286,20,28,44,12,10,23,28,30,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,80,5,6,7,0,0,0,66,70,137,54,41,97,263,247,511
POA3595,179,162,339,21,27,45,0,5,4,36,36,76,3,0,3,3,3,4,0,4,9,0,0,0,5,0,3,0,0,0,0,0,0,47,52,95,5,6,9,0,0,0,79,82,159,62,73,130,315,315,625
POA3596,25,29,57,3,0,7,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,14,13,24,8,3,14,48,41,86
POA3597,144,129,270,11,6,14,3,3,12,12,11,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,20,41,10,5,17,0,0,0,45,30,74,28,28,54,217,181,396
POA3599,30,24,59,11,3,19,0,0,0,10,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,21,0,0,0,0,0,0,23,16,40,14,13,32,77,61,134
POA3607,29,34,62,9,9,15,0,0,0,11,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,23,0,4,4,0,0,0,20,14,36,12,19,32,62,69,131
POA3608,659,650,1307,112,133,246,16,21,34,217,240,457,19,7,24,0,4,3,6,3,13,0,0,0,0,0,0,0,0,3,0,0,0,259,278,533,9,17,27,3,6,15,388,426,815,89,103,192,1138,1178,2313
POA3610,442,430,870,45,49,93,5,6,9,101,105,205,15,5,19,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,120,119,243,14,16,25,0,0,6,183,185,368,330,82,410,949,694,1647
POA3612,547,494,1039,61,78,138,8,7,14,121,110,237,6,4,11,3,3,8,0,0,3,0,0,3,3,4,7,0,0,0,0,0,0,147,138,281,11,11,21,3,0,6,221,228,445,88,77,160,857,794,1646
POA3614,296,262,565,32,29,59,0,0,0,58,57,116,0,3,3,0,3,3,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,60,70,128,9,10,15,0,0,0,97,103,206,37,24,61,431,393,824
POA3616,1478,1442,2921,322,310,629,25,35,57,349,370,725,27,36,60,10,8,21,13,3,10,8,6,14,3,4,9,4,0,3,0,0,0,428,464,898,43,40,76,7,9,8,801,819,1614,231,228,458,2510,2482,4990
POA3617,55,54,106,0,4,8,0,0,0,10,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,0,0,0,0,0,0,11,20,31,4,6,14,67,84,151
POA3618,231,227,454,13,13,31,5,8,12,43,42,82,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,54,101,10,6,15,0,0,0,73,71,148,24,17,48,333,317,647
POA3620,2315,2371,4687,525,529,1051,37,43,79,468,485,950,30,38,69,6,9,15,14,7,23,3,4,11,3,5,6,5,3,3,0,0,0,563,592,1156,54,51,105,17,19,33,1163,1184,2346,349,400,746,3823,3957,7777
POA3621,681,634,1309,164,180,342,18,25,37,141,143,285,10,9,21,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,177,184,356,15,14,30,12,10,21,367,391,755,80,70,153,1121,1091,2216
POA3622,154,142,300,13,12,21,7,6,13,18,27,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,62,0,0,0,0,0,0,39,45,83,27,25,46,220,215,435
POA3623,289,250,543,23,32,56,10,0,8,58,52,109,13,12,22,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,77,68,151,3,4,12,0,0,0,108,112,218,53,44,93,452,403,851
POA3624,191,171,359,16,12,35,0,8,7,43,42,82,0,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,47,53,103,4,3,6,0,0,0,69,75,140,12,13,19,266,256,524
POA3629,2488,2601,5088,359,390,747,31,44,74,689,734,1423,34,39,68,18,15,31,12,10,23,9,10,11,10,3,10,0,0,0,0,0,0,792,852,1641,77,108,183,34,22,60,1259,1376,2636,436,442,870,4176,4415,8592
POA3630,7367,7712,15077,1610,1699,3309,187,205,394,2356,2573,4931,131,134,267,35,47,81,43,38,78,32,32,67,21,14,37,9,8,11,0,0,0,2805,3056,5865,884,833,1715,85,81,167,5389,5671,11058,1430,1504,2939,14185,14886,29071
POA3631,3317,3213,6530,641,657,1303,36,46,79,866,918,1788,42,37,84,11,15,21,20,14,36,7,12,21,0,0,6,3,4,7,0,0,0,994,1047,2044,93,131,222,20,20,44,1752,1854,3607,363,355,716,5428,5422,10851
POA3633,222,193,408,8,15,22,0,0,3,38,39,72,3,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,39,42,88,0,0,0,0,0,0,50,58,107,30,25,52,300,277,570
POA3634,611,555,1165,34,33,68,12,13,24,125,127,253,14,14,26,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,155,156,317,3,3,6,3,0,3,200,189,390,60,65,127,876,807,1684
POA3635,171,146,318,31,29,57,3,3,8,40,41,82,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,51,96,3,0,4,3,0,5,76,84,165,15,20,36,263,248,509
POA3636,1472,1540,3011,373,439,818,34,36,68,249,274,519,24,30,54,14,11,24,13,11,21,3,9,9,5,7,13,0,0,5,0,0,0,343,372,718,26,28,59,5,3,10,751,854,1597,180,195,372,2397,2583,4975
POA3637,204,181,384,40,37,80,3,0,9,29,21,49,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,69,0,0,0,0,0,0,77,68,150,13,7,22,295,256,553
POA3638,605,598,1200,172,155,331,5,12,15,96,115,212,10,15,29,0,0,0,3,6,17,5,0,5,0,0,0,0,0,0,0,0,0,127,154,275,0,3,3,4,4,6,297,314,613,72,73,152,973,995,1967
POA3639,184,169,354,14,13,25,3,3,4,35,22,55,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,35,35,67,0,0,3,0,0,3,52,46,103,27,24,53,262,242,508
POA3640,319,259,580,68,68,136,14,7,21,49,43,89,10,6,14,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,78,65,144,9,15,22,0,0,0,152,143,303,32,18,56,509,429,934
POA3641,348,314,662,63,63,127,13,13,27,94,73,168,4,14,21,0,0,0,3,3,4,0,3,3,3,0,5,0,0,0,0,0,0,122,108,228,6,11,14,0,5,3,194,184,373,62,54,112,600,550,1154
POA3644,2442,2393,4831,490,490,979,180,197,372,564,583,1148,50,46,94,6,15,20,21,23,42,4,3,14,11,6,21,4,0,3,0,0,0,840,875,1715,105,113,222,18,25,47,1454,1509,2957,464,456,913,4355,4355,8707
POA3646,203,190,389,10,14,20,7,6,11,42,40,87,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,52,49,102,0,4,3,0,0,0,58,66,127,17,19,30,280,275,552
POA3647,0,0,3,0,0,0,3,3,7,4,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,30,3,0,3,0,0,0,14,21,35,0,3,5,16,26,46
POA3649,123,133,259,8,8,19,9,9,20,28,25,54,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,35,78,0,0,0,0,0,3,56,47,101,23,24,51,207,210,415
POA3658,1761,1758,3521,317,316,634,27,24,50,482,537,1020,24,20,44,4,12,15,11,7,21,3,4,7,6,5,14,3,6,10,0,0,0,561,612,1175,23,32,55,14,11,22,917,967,1883,208,231,442,2883,2958,5844
POA3659,246,206,455,14,4,18,3,7,11,60,57,120,3,3,9,0,3,3,3,3,5,0,0,0,0,0,3,0,0,0,0,0,0,71,76,152,0,4,7,0,0,0,84,87,169,38,33,70,372,320,694
POA3660,2095,2097,4188,329,378,703,37,33,70,419,474,893,44,36,77,14,12,23,8,13,26,12,16,21,16,9,27,0,3,7,0,0,0,547,594,1141,122,65,187,13,14,19,1011,1048,2060,487,463,954,3598,3603,7199
POA3662,28,13,45,26,16,42,86,34,116,83,40,122,175,111,281,28,16,42,11,3,18,7,5,11,63,44,105,15,8,25,0,0,0,468,255,715,23,17,36,3,0,3,510,289,798,56,23,79,599,326,926
POA3663,48,46,91,9,9,14,0,0,4,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,40,3,0,3,0,0,0,30,31,58,10,6,19,84,80,165
POA3664,311,291,603,35,38,67,7,6,13,96,89,186,0,3,3,0,0,3,0,0,3,3,3,9,3,0,4,0,0,0,0,0,0,105,108,215,0,18,14,9,0,12,152,157,307,57,43,96,511,499,1013
POA3665,110,111,215,8,17,25,0,3,3,23,26,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,33,56,0,0,4,0,0,3,37,49,84,21,19,39,165,176,338
POA3666,1352,1363,2716,267,265,531,35,34,72,271,310,585,21,29,51,3,8,14,16,21,39,3,3,3,3,0,3,0,0,0,0,0,0,360,401,765,35,34,62,12,9,24,677,702,1379,196,218,413,2220,2283,4502
POA3669,372,402,770,53,65,120,7,15,22,95,130,224,9,9,12,0,0,3,0,5,11,0,0,0,0,0,3,0,0,0,0,0,0,119,161,280,6,7,13,3,0,7,186,229,412,47,47,92,603,675,1279
POA3670,184,166,346,6,5,17,6,11,19,52,46,98,3,3,9,0,3,3,0,3,5,4,0,3,0,0,0,0,0,0,0,0,0,71,65,129,0,0,0,0,0,0,78,72,150,29,25,52,288,260,546
POA3672,2691,2902,5593,729,834,1559,66,79,148,628,705,1335,47,57,106,6,9,21,18,29,49,6,14,22,3,15,16,5,3,13,0,0,0,790,916,1707,37,47,89,20,20,46,1584,1815,3396,376,468,844,4648,5184,9832
POA3673,515,524,1040,28,29,57,20,23,45,156,160,321,8,6,8,5,3,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,191,195,388,0,0,0,0,0,0,218,227,442,81,82,163,818,829,1650
POA3675,578,554,1131,29,30,63,23,22,45,157,160,319,6,6,16,0,0,0,4,4,7,0,0,0,0,0,3,0,0,0,0,0,0,195,196,387,8,7,10,0,0,0,230,234,458,73,63,129,873,843,1720
POA3677,4507,5085,9587,1306,1529,2831,121,150,273,1064,1259,2320,94,99,189,22,23,47,30,29,53,18,17,30,11,24,33,8,3,13,0,0,0,1371,1597,2964,88,94,182,49,50,95,2816,3266,6083,610,787,1397,7927,9136,17064
POA3678,2076,1964,4038,200,169,369,39,52,92,455,458,913,18,19,38,4,9,12,12,16,23,0,0,0,11,11,16,3,4,7,0,0,0,546,564,1106,17,27,38,11,8,15,768,766,1535,246,243,492,3094,2976,6066
POA3682,212,174,387,4,8,18,13,13,18,36,44,81,3,4,8,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,56,61,120,3,5,5,0,0,3,66,82,146,35,22,54,310,278,583
POA3683,513,514,1030,54,51,108,43,38,81,103,139,237,12,13,28,3,0,3,4,0,7,0,0,0,0,3,5,0,3,5,0,0,0,171,198,369,7,9,12,3,0,7,237,257,491,79,90,168,826,857,1687
POA3685,788,821,1607,140,153,294,79,97,169,139,143,277,9,10,28,0,0,0,8,3,13,3,0,3,10,0,13,0,0,0,0,0,0,246,257,499,10,15,24,4,0,9,402,425,827,69,88,158,1262,1330,2592
POA3687,315,310,627,46,50,94,57,55,112,59,58,114,4,8,7,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,121,120,241,0,6,10,3,7,10,174,184,358,28,22,52,521,519,1037
POA3688,369,364,737,36,36,74,30,27,62,75,87,159,3,9,6,0,5,4,0,0,4,0,0,0,3,3,4,0,0,0,0,0,0,120,125,247,7,0,7,0,3,3,164,168,326,39,41,85,568,574,1144
POA3690,7645,8077,15725,1699,1784,3488,978,1116,2087,2650,2869,5517,355,353,703,72,71,145,59,77,129,39,50,88,65,60,125,46,70,118,0,0,0,4257,4671,8925,267,315,579,111,75,183,6328,6843,13170,1108,1154,2266,15089,16066,31160
POA3691,2413,2388,4802,343,392,739,403,344,743,713,692,1402,224,141,368,24,22,42,48,34,84,20,14,36,30,29,60,31,17,48,0,0,0,1487,1293,2777,44,45,86,24,21,47,1901,1751,3647,296,290,585,4612,4425,9037
POA3694,0,0,0,0,0,0,23,0,23,15,0,12,19,3,23,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,4,69,0,0,0,0,0,0,62,4,70,21,0,21,87,4,90
POA3695,171,183,356,3,0,8,6,6,13,21,21,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,30,70,0,0,0,0,4,4,39,42,81,11,11,17,224,234,449
POA3697,187,208,393,27,30,56,13,14,24,23,17,43,3,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37,40,78,0,3,3,0,0,0,71,75,140,12,14,24,268,292,561
POA3698,258,265,518,47,50,95,17,20,40,42,35,77,6,10,16,5,7,8,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,76,79,157,5,8,13,0,0,0,121,142,262,39,23,55,413,426,844
POA3699,274,287,558,67,71,132,24,23,43,56,40,92,15,14,28,7,7,13,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,104,80,182,15,22,36,3,7,7,187,181,368,60,66,130,525,527,1053
POA3700,381,352,733,63,67,138,37,48,82,75,77,145,9,10,17,0,0,0,0,0,3,0,0,0,4,4,9,0,3,3,0,0,0,127,135,259,9,15,23,3,0,3,207,224,430,47,40,81,629,613,1241
POA3701,356,331,689,45,31,71,16,18,39,47,41,94,15,4,14,5,3,9,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,89,76,164,0,4,6,0,0,0,136,107,246,51,35,83,536,476,1013
POA3704,6,9,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,4,4,11,0,0,0,11,11,20
POA3705,99,85,178,11,12,19,3,4,4,6,5,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,0,0,18,18,34,19,14,33,133,116,256
POA3707,543,550,1098,96,89,182,38,37,73,80,75,151,12,7,19,0,0,3,4,8,8,0,3,4,0,3,9,0,0,0,0,0,0,134,135,265,9,11,17,8,0,7,243,236,480,91,88,179,880,873,1751
POA3708,21,13,31,4,4,12,0,3,3,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,3,0,3,11,12,21,3,0,4,28,30,61
POA3709,103,88,190,7,9,11,13,15,23,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,56,0,0,0,0,0,0,37,37,74,12,13,21,151,136,284
POA3711,135,125,256,16,17,37,3,0,8,48,57,97,0,3,5,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,61,118,0,0,4,0,0,0,76,85,158,29,28,51,234,229,465
POA3712,118,103,222,16,10,26,3,3,3,27,20,44,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,29,26,52,0,0,3,0,0,0,50,37,86,13,13,32,180,161,338
POA3713,280,240,515,51,57,110,3,4,9,87,59,146,13,5,21,0,0,0,9,4,13,0,0,0,0,0,4,0,0,0,0,0,0,113,79,194,13,16,30,0,0,0,176,154,328,79,71,142,530,462,994
POA3714,958,1018,1973,220,255,475,16,15,32,239,238,480,18,13,32,0,10,10,3,10,17,4,0,4,0,3,4,0,0,0,0,0,0,283,290,570,20,19,41,3,6,5,530,571,1095,154,136,294,1637,1723,3358
POA3715,97,77,175,16,10,23,0,4,5,30,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,53,0,0,0,0,0,0,46,36,80,26,13,48,170,135,302
POA3717,782,755,1536,130,124,255,12,14,26,224,229,458,3,3,9,7,3,7,0,3,3,0,5,9,0,3,3,0,3,0,0,0,0,249,268,515,7,11,20,4,6,11,394,401,798,112,99,209,1289,1255,2549
POA3718,25,20,45,3,3,9,0,0,0,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,0,0,0,0,0,0,4,12,21,0,3,6,33,38,70
POA3719,123,119,239,11,14,26,3,3,3,25,34,62,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,40,66,0,0,0,0,0,0,40,56,95,12,9,25,176,181,359
POA3720,166,140,307,29,22,45,0,0,0,64,50,110,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,51,120,0,0,5,3,0,6,103,79,175,37,28,68,310,239,550
POA3722,1234,1323,2549,431,459,888,24,34,56,293,345,634,24,20,41,0,10,12,17,15,29,3,7,9,12,4,18,0,0,0,0,0,0,367,438,806,29,36,60,14,15,24,838,936,1777,187,201,386,2256,2456,4718
POA3723,796,706,1500,104,94,193,23,41,66,273,302,574,36,27,63,13,9,20,11,9,22,5,6,9,0,0,3,0,0,0,0,0,0,367,397,763,50,46,99,3,9,7,524,544,1060,174,164,336,1487,1411,2899
POA3725,194,179,372,11,15,25,0,3,7,46,60,108,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,72,126,0,3,5,0,0,0,68,85,153,38,27,63,308,286,595
POA3726,144,115,261,10,10,21,0,0,3,17,30,48,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,55,0,3,3,0,0,0,29,51,81,20,21,41,199,186,382
POA3727,112,78,190,7,3,11,5,7,11,25,15,39,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59,0,3,3,0,0,0,40,34,73,21,14,36,170,123,301
POA3728,201,200,397,11,11,19,15,8,21,37,44,83,3,4,7,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,55,66,124,3,3,3,0,0,0,72,81,152,25,29,56,296,305,604
POA3730,2169,2272,4439,521,524,1053,144,186,330,605,661,1267,37,32,69,12,10,23,23,18,41,15,8,18,4,4,11,3,4,12,0,0,0,844,925,1776,38,41,86,25,37,69,1439,1541,2974,476,455,928,4084,4263,8342
POA3732,186,190,377,24,13,36,3,3,6,49,45,91,3,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,109,0,0,0,0,0,4,79,72,149,19,16,37,279,280,558
POA3733,63,78,146,5,8,13,4,0,8,4,7,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,24,3,3,9,0,0,0,19,21,40,13,12,24,94,109,207
POA3735,221,197,414,15,13,30,0,5,7,24,32,61,0,0,0,0,0,0,4,3,3,0,0,0,3,0,3,0,0,0,0,0,0,31,41,74,0,0,0,0,0,0,47,57,104,22,22,44,290,271,560
POA3737,1302,1300,2602,211,224,434,33,46,78,247,256,501,26,30,58,0,3,3,9,12,23,8,3,8,4,9,9,0,3,3,0,0,0,329,354,681,23,32,60,12,9,16,572,623,1194,153,175,327,2027,2094,4118
POA3738,60,62,123,9,10,23,0,0,0,16,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,38,0,0,0,0,0,0,26,31,60,13,12,25,101,105,208
POA3739,71,64,138,5,3,7,0,0,3,17,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39,0,0,0,0,0,0,17,20,41,19,10,27,106,99,202
POA3740,270,298,572,87,73,158,13,15,26,62,77,137,3,8,13,0,7,7,10,10,13,0,3,3,3,3,4,0,0,0,0,0,0,86,115,198,6,3,9,0,0,4,175,193,369,43,46,91,496,534,1033
POA3741,769,749,1517,151,177,330,32,29,57,229,228,450,35,32,67,8,11,24,9,10,16,0,3,8,12,0,14,5,4,7,0,0,0,323,322,646,36,48,86,0,8,9,510,554,1063,172,190,366,1457,1489,2943
POA3744,143,123,267,22,26,50,6,4,14,30,26,56,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,39,41,73,0,4,9,0,0,0,66,73,137,22,8,29,228,209,432
POA3746,130,118,251,3,6,13,4,0,7,30,25,51,3,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,34,31,72,0,0,0,0,0,0,39,42,77,21,14,35,189,173,361
POA3747,1129,1260,2386,239,268,510,75,87,166,278,312,591,20,25,46,3,10,12,17,13,33,5,11,19,18,20,33,11,16,29,0,0,0,433,486,919,27,36,59,3,7,14,703,802,1500,354,179,534,2185,2236,4426
POA3749,551,595,1149,64,84,147,42,49,85,110,137,245,10,7,16,0,0,3,13,8,22,0,0,0,0,3,6,6,5,7,0,0,0,171,212,382,3,5,10,10,6,15,247,310,558,48,47,96,852,952,1808
POA3750,447,442,888,24,30,54,42,45,90,2564,2509,5072,25,30,61,23,22,43,5,3,9,3,0,8,6,3,11,5,7,17,0,0,0,2679,2625,5305,427,528,951,13,18,27,3141,3199,6337,269,284,551,3856,3924,7773
POA3751,111,81,188,3,0,3,0,0,0,20,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,40,4,3,9,0,0,0,28,26,50,10,11,25,148,119,265
POA3752,6234,6441,12670,307,377,681,103,100,204,2911,3039,5948,75,91,167,31,30,62,30,32,62,16,15,36,10,13,25,10,12,15,0,0,0,3194,3328,6524,540,622,1164,53,66,119,4094,4398,8494,489,530,1015,10812,11364,22174
POA3753,359,350,710,53,51,98,18,13,35,506,474,978,8,3,10,6,10,11,0,0,0,0,3,4,0,0,3,0,3,6,0,0,0,544,508,1050,13,31,42,7,3,10,617,590,1212,85,79,168,1060,1020,2082
POA3754,5972,6075,12039,888,955,1840,173,204,376,7032,7673,14710,178,212,395,65,70,138,57,75,128,28,27,52,36,29,67,13,20,32,3,0,3,7585,8311,15897,777,869,1641,80,56,135,9326,10192,19521,794,872,1665,16088,17141,33229
POA3755,95,98,190,3,0,0,0,0,0,23,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,46,0,0,0,0,0,0,26,21,49,6,3,10,127,121,248
POA3756,2800,2744,5543,503,548,1050,35,39,74,1421,1443,2864,46,49,98,11,9,15,11,10,17,3,7,16,12,8,25,7,7,20,0,0,0,1542,1574,3121,91,102,196,23,12,35,2159,2243,4407,481,514,996,5447,5502,10945
POA3757,2610,2517,5134,264,311,577,14,24,43,909,916,1827,39,37,72,4,11,14,13,9,19,3,4,8,3,3,3,0,0,0,0,0,0,979,1011,1988,35,35,72,10,3,13,1289,1359,2651,318,347,662,4221,4223,8445
POA3758,730,644,1377,52,48,96,4,9,17,192,194,379,7,13,18,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,200,214,417,3,5,12,3,3,4,258,275,532,75,65,132,1068,979,2045
POA3759,366,384,753,10,3,13,0,3,5,67,100,166,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,102,183,0,11,11,3,0,4,88,121,207,39,36,77,493,541,1031
